"Cod mes","anio","Cod CA","Comunidad Aut","Cod provincia","Provincia","mes","total Dtes Empleo","Dtes Empleo hombre edad < 25","Dtes Empleo hombre edad 25 -45","Dtes Empleo hombre edad >=45","Dtes Empleo mujer edad < 25","Dtes Empleo mujer edad 25 -45","Dtes Empleo mujer edad >=45","Dtes EmpleoAgricultura","Dtes Empleo Industria","Dtes Empleo Construcción","Dtes Empleo Servicios","Dtes Empleo Sin empleo Anterior"
201011,"2010","08","Castilla - La Mancha","02","Albacete",0,53199,3931,11721,8144,3566,15032,10805,5031,6831,7783,28958,4596
201012,"2010","08","Castilla - La Mancha","02","Albacete",0,53517,3912,12058,8368,3445,15008,10726,4876,6996,8134,29007,4504
201001,"2010","10","Comunitat Valenciana","03","Alicante/Alacant",0,244441,15847,66432,43618,11943,61720,44881,7380,48936,46190,124779,17156
201002,"2010","10","Comunitat Valenciana","03","Alicante/Alacant",0,248481,16321,67193,44071,12450,62715,45731,7730,49116,46489,127016,18130
201003,"2010","10","Comunitat Valenciana","03","Alicante/Alacant",0,250087,16137,67174,44568,12569,62980,46659,7755,50520,46488,126398,18926
201004,"2010","10","Comunitat Valenciana","03","Alicante/Alacant",0,250100,15938,66764,44996,12487,62799,47116,7749,50935,46386,125754,19276
201005,"2010","10","Comunitat Valenciana","03","Alicante/Alacant",0,246687,15397,65539,44720,12071,61862,47098,8042,49472,46013,123886,19274
201006,"2010","10","Comunitat Valenciana","03","Alicante/Alacant",0,244550,14700,63896,44152,11728,62043,48031,8548,47436,44931,124168,19467
201007,"2010","10","Comunitat Valenciana","03","Alicante/Alacant",0,239963,13815,62330,43908,10988,60712,48210,8720,46491,43964,121536,19252
201008,"2010","10","Comunitat Valenciana","03","Alicante/Alacant",0,242465,13456,63440,45090,10733,60946,48800,8625,48878,44455,121629,18878
201009,"2010","10","Comunitat Valenciana","03","Alicante/Alacant",0,246210,14690,63603,45333,11806,61957,48821,8274,48863,43613,125658,19802
201010,"2010","10","Comunitat Valenciana","03","Alicante/Alacant",0,249025,14896,64049,46051,12086,62661,49282,8015,49216,42915,128798,20081
201011,"2010","10","Comunitat Valenciana","03","Alicante/Alacant",0,250767,15006,63984,46191,12123,63484,49979,7986,48093,42462,131735,20491
201012,"2010","10","Comunitat Valenciana","03","Alicante/Alacant",0,248345,14133,63680,46624,11346,62552,50010,7808,47644,42519,130544,19830
201001,"2010","01","Andalucía","04","Almería",0,91075,6446,27369,15531,4802,23333,13594,12299,5831,19935,44714,8296
201002,"2010","01","Andalucía","04","Almería",0,93285,6673,27897,15645,5092,24117,13861,12732,5886,20011,45609,9047
201003,"2010","01","Andalucía","04","Almería",0,95926,6880,28607,15974,5422,24878,14165,13414,6079,20350,46275,9808
201004,"2010","01","Andalucía","04","Almería",0,97166,6902,28809,15908,5534,25575,14438,13904,6136,20409,46604,10113
201005,"2010","01","Andalucía","04","Almería",0,98232,6721,29231,16142,5520,25840,14778,15174,6073,20228,46444,10313
201006,"2010","01","Andalucía","04","Almería",0,104901,6710,30826,16849,5917,28171,16428,17799,6213,20059,49980,10850
201007,"2010","01","Andalucía","04","Almería",0,110701,6626,32730,17553,5888,30136,17768,19052,6465,20068,54012,11104
201008,"2010","01","Andalucía","04","Almería",0,111279,6473,33018,18033,5697,30164,17894,18500,6569,20323,54944,10943
201009,"2010","01","Andalucía","04","Almería",0,107309,6631,31180,17559,5887,29014,17038,16391,6354,20124,52817,11623
201010,"2010","01","Andalucía","04","Almería",0,101607,6317,29221,16946,5606,27293,16224,14647,5967,19620,49685,11688
201011,"2010","01","Andalucía","04","Almería",0,98904,6168,27852,16797,5373,26675,16039,13552,5880,19381,48269,11822
201012,"2010","01","Andalucía","04","Almería",0,95228,5643,27077,16998,4707,25130,15673,12818,5809,19363,45967,11271
201001,"2010","07","Castilla y León","05","Ávila",0,18227,1396,4814,3542,1023,4586,2866,946,2382,4483,8533,1883
201002,"2010","07","Castilla y León","05","Ávila",0,18545,1415,4799,3642,1068,4626,2995,975,2236,4695,8605,2034
201003,"2010","07","Castilla y León","05","Ávila",0,18817,1428,4820,3703,1095,4683,3088,966,2224,4755,8725,2147
201004,"2010","07","Castilla y León","05","Ávila",0,18679,1414,4773,3669,1078,4651,3094,930,2224,4647,8668,2210
201005,"2010","07","Castilla y León","05","Ávila",0,18713,1427,4683,3758,1064,4629,3152,950,2221,4636,8608,2298
201006,"2010","07","Castilla y León","05","Ávila",0,18531,1485,4487,3704,1103,4571,3181,934,2141,4496,8552,2408
201007,"2010","07","Castilla y León","05","Ávila",0,17747,1339,4224,3576,995,4454,3159,846,2067,4258,8245,2331
201008,"2010","07","Castilla y León","05","Ávila",0,17172,1299,3835,3414,987,4524,3113,837,1639,4161,8235,2300
201009,"2010","07","Castilla y León","05","Ávila",0,17495,1358,3891,3422,1100,4597,3127,890,1668,4134,8342,2461
201010,"2010","07","Castilla y León","05","Ávila",0,17455,1287,3930,3496,1079,4562,3101,764,1706,4111,8377,2497
201011,"2010","07","Castilla y León","05","Ávila",0,18316,1360,4149,3707,1139,4724,3237,992,1726,4378,8613,2607
201012,"2010","07","Castilla y León","05","Ávila",0,18534,1362,4445,3846,1052,4634,3195,1031,1733,4580,8580,2610
201001,"2010","11","Extremadura","06","Badajoz",0,117301,8344,22692,19232,7992,32228,26813,20469,8202,16693,60300,11637
201002,"2010","11","Extremadura","06","Badajoz",0,120167,8763,23487,19763,8180,32807,27167,20531,8446,17232,62014,11944
201003,"2010","11","Extremadura","06","Badajoz",0,119908,8863,23203,19956,8139,32425,27322,19878,8645,17199,61993,12193
201004,"2010","11","Extremadura","06","Badajoz",0,114961,8293,21652,18993,7784,31342,26897,17489,8032,16442,60739,12259
201005,"2010","11","Extremadura","06","Badajoz",0,113561,8110,20967,18815,7675,31067,26927,17912,7754,15790,59869,12236
201006,"2010","11","Extremadura","06","Badajoz",0,112323,8137,20529,18524,7460,30967,26706,15904,7506,15547,60755,12611
201007,"2010","11","Extremadura","06","Badajoz",0,111684,8008,20440,18606,7371,30638,26621,16737,7200,15186,60014,12547
201008,"2010","11","Extremadura","06","Badajoz",0,113583,8215,20985,18889,7558,31158,26778,18586,6987,15467,59990,12553
201009,"2010","11","Extremadura","06","Badajoz",0,117170,8713,21380,18820,8333,32644,27280,19835,7470,15182,61993,12690
201010,"2010","11","Extremadura","06","Badajoz",0,122190,9207,22761,20186,8699,33334,28003,23343,7957,14778,63682,12430
201011,"2010","11","Extremadura","06","Badajoz",0,121946,8879,22780,20317,8487,33324,28159,23059,7779,15109,63915,12084
201012,"2010","11","Extremadura","06","Badajoz",0,120645,8411,22932,20483,7871,32946,28002,21776,7687,16170,63448,11564
201001,"2010","04","Balears, Illes","07","Balears, Illes",0,146375,9489,39665,24324,8098,40232,24567,1145,6566,21207,114106,3351
201002,"2010","04","Balears, Illes","07","Balears, Illes",0,141976,9422,38102,23153,8289,39372,23638,1197,6541,20629,109982,3627
201003,"2010","04","Balears, Illes","07","Balears, Illes",0,134394,9171,35742,21840,8249,37118,22274,1261,6505,20440,102184,4004
201004,"2010","04","Balears, Illes","07","Balears, Illes",0,121550,8461,32644,20012,7800,33196,19437,1218,6368,20321,89469,4174
201005,"2010","04","Balears, Illes","07","Balears, Illes",0,103094,7498,28426,17442,6886,27267,15575,1178,5678,20020,71954,4264
201006,"2010","04","Balears, Illes","07","Balears, Illes",0,98362,6986,27364,17170,6292,25401,15149,1076,5617,20081,67288,4300
201007,"2010","04","Balears, Illes","07","Balears, Illes",0,94867,6323,26773,17373,5164,24301,14933,1080,5537,20293,63892,4065
201008,"2010","04","Balears, Illes","07","Balears, Illes",0,94926,6062,27304,17799,4858,24062,14841,1053,5730,20989,63242,3912
201009,"2010","04","Balears, Illes","07","Balears, Illes",0,99077,6736,28012,17841,5676,25742,15070,1101,5901,20159,67827,4089
201010,"2010","04","Balears, Illes","07","Balears, Illes",0,115613,7885,32057,19604,6845,31233,17989,1277,6265,19670,84270,4131
201011,"2010","04","Balears, Illes","07","Balears, Illes",0,147026,9002,39051,24794,8004,40648,25527,1397,6490,19179,115825,4135
201012,"2010","04","Balears, Illes","07","Balears, Illes",0,149614,8551,40036,26034,7523,41069,26401,1404,6596,19591,118077,3946
201001,"2010","09","Cataluña","08","Barcelona",0,576937,29836,174827,108283,21094,139108,103789,4239,134844,80433,329813,27608
201002,"2010","09","Cataluña","08","Barcelona",0,586841,30937,177090,110095,22028,141217,105474,4470,134398,81515,336549,29909
201003,"2010","09","Cataluña","08","Barcelona",0,592797,31409,177832,111416,22620,142466,107054,4704,133551,82307,339796,32439
201004,"2010","09","Cataluña","08","Barcelona",0,587295,30628,175012,111467,22100,140917,107171,4756,131402,81763,336122,33252
201005,"2010","09","Cataluña","08","Barcelona",0,576617,29104,170825,110881,21245,138050,106512,4529,129679,80408,329238,32763
201006,"2010","09","Cataluña","08","Barcelona",0,567463,27694,164292,109547,20698,136306,108926,4486,126253,78177,325794,32753
201007,"2010","09","Cataluña","08","Barcelona",0,558181,25732,157306,107612,19810,136201,111520,4639,122862,74693,323735,32252
201008,"2010","09","Cataluña","08","Barcelona",0,568485,25757,160512,109158,20034,139949,113075,4659,124164,76347,331575,31740
201009,"2010","09","Cataluña","08","Barcelona",0,564757,28901,159786,109169,21835,136202,108864,4567,122330,76074,327075,34711
201010,"2010","09","Cataluña","08","Barcelona",0,567389,28463,160193,110101,21691,136959,109982,5318,120492,76305,331677,33597
201011,"2010","09","Cataluña","08","Barcelona",0,567501,28849,159337,110595,21597,136441,110682,5441,118971,75523,333385,34181
201012,"2010","09","Cataluña","08","Barcelona",0,558840,26082,158449,111507,19196,133614,109992,5365,118121,76055,327362,31937
201001,"2010","07","Castilla y León","09","Burgos",0,34583,2317,9319,6614,1488,8492,6353,1167,8828,5249,16784,2555
201002,"2010","07","Castilla y León","09","Burgos",0,34278,2340,9029,6370,1526,8563,6450,1135,8022,5356,17047,2718
201003,"2010","07","Castilla y León","09","Burgos",0,34165,2297,8962,6321,1542,8547,6496,1125,7838,5406,16995,2801
201004,"2010","07","Castilla y León","09","Burgos",0,34042,2192,8938,6364,1485,8528,6535,1121,8036,5271,16724,2890
201005,"2010","07","Castilla y León","09","Burgos",0,33729,2126,8704,6445,1448,8462,6544,1103,8130,5131,16462,2903
201006,"2010","07","Castilla y León","09","Burgos",0,33533,2136,8444,6420,1512,8359,6662,1050,8194,5028,16257,3004
201007,"2010","07","Castilla y León","09","Burgos",0,32331,1968,8039,6284,1368,8032,6640,1032,7930,4821,15610,2938
201008,"2010","07","Castilla y León","09","Burgos",0,32515,1932,8204,6287,1389,8110,6593,1080,8004,4776,15680,2975
201009,"2010","07","Castilla y León","09","Burgos",0,32663,2031,8121,6145,1574,8283,6509,1100,7768,4768,15774,3253
201010,"2010","07","Castilla y León","09","Burgos",0,32877,1890,7964,6151,1637,8488,6747,1144,7545,4722,16266,3200
201011,"2010","07","Castilla y León","09","Burgos",0,33453,1886,8161,6265,1583,8655,6903,1335,7493,4923,16577,3125
201012,"2010","07","Castilla y León","09","Burgos",0,33481,1847,8369,6496,1463,8456,6850,1368,7307,5339,16438,3029
201001,"2010","11","Extremadura","10","Cáceres",0,61962,4353,12618,11595,3903,16422,13071,10293,4789,14531,28575,3774
201002,"2010","11","Extremadura","10","Cáceres",0,62357,4408,12697,11650,3913,16496,13193,10115,4696,14833,28840,3873
201003,"2010","11","Extremadura","10","Cáceres",0,62098,4471,12589,11727,3876,16208,13227,9914,4738,14861,28601,3984
201004,"2010","11","Extremadura","10","Cáceres",0,60853,4375,12147,11485,3827,15879,13140,9592,4615,14474,28187,3985
201005,"2010","11","Extremadura","10","Cáceres",0,59011,4196,11578,11202,3757,15351,12927,9113,4599,13752,27548,3999
201006,"2010","11","Extremadura","10","Cáceres",0,59173,4097,11287,11097,3848,15699,13145,9286,4698,13142,27888,4159
201007,"2010","11","Extremadura","10","Cáceres",0,58946,3951,11264,11235,3772,15544,13180,9759,4444,12831,27797,4115
201008,"2010","11","Extremadura","10","Cáceres",0,59471,4035,11394,11392,3800,15680,13170,9689,4324,12824,28452,4182
201009,"2010","11","Extremadura","10","Cáceres",0,61053,4413,11596,11349,4114,16308,13273,9497,4385,12561,30244,4366
201010,"2010","11","Extremadura","10","Cáceres",0,62325,4518,11745,11470,4261,16664,13667,9554,4692,12432,31318,4329
201011,"2010","11","Extremadura","10","Cáceres",0,62763,4354,11986,11768,4169,16627,13859,10824,4354,12474,30905,4206
201012,"2010","11","Extremadura","10","Cáceres",0,63730,4263,12510,12349,3935,16641,14032,10907,4532,13642,30594,4055
201001,"2010","01","Andalucía","11","Cádiz",0,237382,16885,56931,37101,14948,63535,47982,19662,20543,43326,114995,38856
201002,"2010","01","Andalucía","11","Cádiz",0,240416,17402,57834,37642,15398,63919,48221,19984,20780,44385,115122,40145
201003,"2010","01","Andalucía","11","Cádiz",0,239897,17681,56452,37404,15872,63864,48624,20283,20908,43274,113609,41823
201004,"2010","01","Andalucía","11","Cádiz",0,234109,17033,54039,36472,15518,62642,48405,19569,20387,41864,110413,41876
201005,"2010","01","Andalucía","11","Cádiz",0,229540,16172,52531,36549,14723,61313,48252,19535,20151,40966,107653,41235
201006,"2010","01","Andalucía","11","Cádiz",0,230384,16052,52725,37039,14568,61162,48838,20999,20473,40914,106627,41371
201007,"2010","01","Andalucía","11","Cádiz",0,227746,15453,52045,36918,13774,60660,48896,22198,19880,40759,104130,40779
201008,"2010","01","Andalucía","11","Cádiz",0,226703,14848,51808,37043,13462,60647,48895,21771,19913,40630,103953,40436
201009,"2010","01","Andalucía","11","Cádiz",0,231647,15757,53056,37472,14377,61845,49140,21474,19967,40729,107431,42046
201010,"2010","01","Andalucía","11","Cádiz",0,235008,16191,53667,37181,14762,63420,49787,22107,18332,41025,110338,43206
201011,"2010","01","Andalucía","11","Cádiz",0,238841,16349,54797,37675,14903,64870,50247,21593,18189,41358,113788,43913
201012,"2010","01","Andalucía","11","Cádiz",0,237544,15494,55964,38121,14012,63846,50107,19922,18421,42939,113278,42984
201001,"2010","10","Comunitat Valenciana","12","Castellón/Castelló",0,74631,5583,25500,12953,3638,19046,7911,2693,18279,14685,35145,3829
201002,"2010","10","Comunitat Valenciana","12","Castellón/Castelló",0,78487,5812,26336,13515,3916,20225,8683,3589,18409,14867,37533,4089
201003,"2010","10","Comunitat Valenciana","12","Castellón/Castelló",0,79850,5895,26365,13570,4053,20567,9400,4009,17746,14967,38815,4313
201004,"2010","10","Comunitat Valenciana","12","Castellón/Castelló",0,81689,5962,26566,13791,4230,20997,10143,4297,17847,15051,39862,4632
201005,"2010","10","Comunitat Valenciana","12","Castellón/Castelló",0,81969,5853,26124,13784,4300,21191,10717,4249,17596,14930,40417,4777
201006,"2010","10","Comunitat Valenciana","12","Castellón/Castelló",0,82084,5929,25319,13542,4300,21515,11479,4122,16783,14807,41357,5015
201007,"2010","10","Comunitat Valenciana","12","Castellón/Castelló",0,79460,5312,24333,13402,3852,20888,11673,3865,16076,14487,40163,4869
201008,"2010","10","Comunitat Valenciana","12","Castellón/Castelló",0,79144,5108,24406,13591,3627,20730,11682,3700,15869,14643,40208,4724
201009,"2010","10","Comunitat Valenciana","12","Castellón/Castelló",0,79381,5353,24429,13490,3905,20994,11210,3404,15486,14419,41154,4918
201010,"2010","10","Comunitat Valenciana","12","Castellón/Castelló",0,76654,5366,24050,13295,3908,20382,9653,2973,15208,14212,39334,4927
201011,"2010","10","Comunitat Valenciana","12","Castellón/Castelló",0,74253,5230,23286,13068,3828,19722,9119,2624,14996,13841,37777,5015
201012,"2010","10","Comunitat Valenciana","12","Castellón/Castelló",0,72689,4851,22798,13246,3479,19182,9133,2736,14890,13545,36709,4809
201001,"2010","08","Castilla - La Mancha","13","Ciudad Real",0,62019,5237,14900,10006,4636,17757,9483,5017,7041,12788,32733,4440
201002,"2010","08","Castilla - La Mancha","13","Ciudad Real",0,63875,5444,15427,10194,4838,18230,9742,5793,7079,12707,33638,4658
201003,"2010","08","Castilla - La Mancha","13","Ciudad Real",0,64600,5630,15399,10179,5011,18495,9886,5928,7121,12416,34210,4925
201004,"2010","08","Castilla - La Mancha","13","Ciudad Real",0,64543,5655,15298,10097,5091,18478,9924,6376,6999,11938,34153,5077
201005,"2010","08","Castilla - La Mancha","13","Ciudad Real",0,61955,5294,14161,9667,4899,18061,9873,5648,6782,10935,33545,5045
201006,"2010","08","Castilla - La Mancha","13","Ciudad Real",0,61301,5231,13763,9438,5017,17871,9981,5261,6635,10594,33607,5204
201007,"2010","08","Castilla - La Mancha","13","Ciudad Real",0,60092,4956,13375,9207,4787,17729,10038,4979,6574,10293,33147,5099
201008,"2010","08","Castilla - La Mancha","13","Ciudad Real",0,60502,4910,13623,9390,4745,17788,10046,4780,6363,10897,33428,5034
201009,"2010","08","Castilla - La Mancha","13","Ciudad Real",0,57036,4361,12079,8632,4660,17406,9898,3301,5971,9660,33062,5042
201010,"2010","08","Castilla - La Mancha","13","Ciudad Real",0,63094,5254,14457,9590,5097,18448,10248,7310,6676,9643,34385,5080
201011,"2010","08","Castilla - La Mancha","13","Ciudad Real",0,64410,5433,14718,9786,5133,18808,10532,7348,6859,10044,35041,5118
201012,"2010","08","Castilla - La Mancha","13","Ciudad Real",0,65168,5352,15228,10356,4878,18713,10641,6702,7200,11390,34868,5008
201001,"2010","01","Andalucía","14","Córdoba",0,125473,8428,25337,19402,7876,33734,30696,27056,14405,18880,51519,13613
201002,"2010","01","Andalucía","14","Córdoba",0,129148,9010,26591,20059,8112,34254,31122,28770,14391,20006,51976,14005
201003,"2010","01","Andalucía","14","Córdoba",0,135608,9308,27673,20775,8357,36490,33005,34410,14636,20301,51997,14264
201004,"2010","01","Andalucía","14","Córdoba",0,142480,9905,28450,21513,8569,38864,35179,40951,14918,20384,51708,14519
201005,"2010","01","Andalucía","14","Córdoba",0,142787,9815,28403,21974,8288,38825,35482,42163,14818,20055,51132,14619
201006,"2010","01","Andalucía","14","Córdoba",0,144793,10097,28546,22587,8562,39135,35866,43498,14762,19675,51537,15321
201007,"2010","01","Andalucía","14","Córdoba",0,147654,10098,29189,23438,8566,39971,36392,45676,14700,20017,51725,15536
201008,"2010","01","Andalucía","14","Córdoba",0,149165,10070,29671,23548,8643,40562,36671,45148,15035,20474,52714,15794
201009,"2010","01","Andalucía","14","Córdoba",0,146818,10242,28776,22781,9035,39808,36176,41895,15116,19809,53220,16778
201010,"2010","01","Andalucía","14","Córdoba",0,146457,10054,28617,22760,9158,39730,36138,41204,15041,19552,53570,17090
201011,"2010","01","Andalucía","14","Córdoba",0,142192,9542,27464,22040,8946,38671,35529,37962,14722,18958,53382,17168
201012,"2010","01","Andalucía","14","Córdoba",0,129890,8032,25417,20631,7863,35042,32905,29451,14517,18446,51363,16113
201001,"2010","12","Galicia","15","Coruña, A",0,114451,6493,26227,21376,5250,32702,22403,2867,18928,17841,62801,12014
201002,"2010","12","Galicia","15","Coruña, A",0,115614,6613,26528,21479,5417,33011,22566,2806,19088,17892,63461,12367
201003,"2010","12","Galicia","15","Coruña, A",0,117015,6720,26853,21672,5519,33443,22808,2736,19381,17951,64002,12945
201004,"2010","12","Galicia","15","Coruña, A",0,115995,6802,26284,21458,5536,33152,22763,2690,18788,17689,63526,13302
201005,"2010","12","Galicia","15","Coruña, A",0,115074,6740,25991,21390,5459,32773,22721,2766,18519,17429,62726,13634
201006,"2010","12","Galicia","15","Coruña, A",0,114348,6878,25390,21400,5580,32421,22679,2786,18078,16972,62314,14198
201007,"2010","12","Galicia","15","Coruña, A",0,109678,6041,24027,20901,5061,31078,22570,2463,17398,16193,59947,13677
201008,"2010","12","Galicia","15","Coruña, A",0,109371,5784,24054,20843,4914,31260,22516,2379,17624,16074,59841,13453
201009,"2010","12","Galicia","15","Coruña, A",0,110529,5985,24006,20734,5235,31946,22623,2461,17452,16077,60778,13761
201010,"2010","12","Galicia","15","Coruña, A",0,112905,6097,24834,21109,5355,32600,22910,2616,17481,16452,62372,13984
201011,"2010","12","Galicia","15","Coruña, A",0,114327,6046,25242,21480,5430,32871,23258,2689,17686,16788,62916,14248
201012,"2010","12","Galicia","15","Coruña, A",0,116199,5825,26113,22280,5108,33176,23697,2848,18971,17868,62530,13982
201001,"2010","08","Castilla - La Mancha","16","Cuenca",0,20477,1601,5263,3368,1229,5666,3350,2013,2153,3948,10968,1395
201002,"2010","08","Castilla - La Mancha","16","Cuenca",0,21108,1701,5388,3426,1248,5878,3467,2132,2203,3972,11348,1453
201003,"2010","08","Castilla - La Mancha","16","Cuenca",0,21523,1740,5407,3443,1313,5990,3630,2418,2219,3954,11341,1591
201004,"2010","08","Castilla - La Mancha","16","Cuenca",0,22190,1790,5589,3594,1379,6126,3712,2746,2265,3831,11686,1662
201005,"2010","08","Castilla - La Mancha","16","Cuenca",0,21418,1679,5273,3408,1329,6065,3664,2456,2195,3576,11525,1666
201006,"2010","08","Castilla - La Mancha","16","Cuenca",0,20646,1624,4954,3317,1345,5838,3568,2307,2107,3338,11242,1652
201007,"2010","08","Castilla - La Mancha","16","Cuenca",0,19861,1460,4819,3227,1246,5609,3500,2200,2000,3166,10928,1567
201008,"2010","08","Castilla - La Mancha","16","Cuenca",0,20084,1442,5000,3326,1204,5633,3479,2204,2004,3338,11040,1498
201009,"2010","08","Castilla - La Mancha","16","Cuenca",0,19114,1315,4447,3162,1239,5556,3395,1622,1846,3088,11073,1485
201010,"2010","08","Castilla - La Mancha","16","Cuenca",0,20343,1445,4954,3318,1252,5822,3552,2669,1874,3014,11318,1468
201011,"2010","08","Castilla - La Mancha","16","Cuenca",0,20697,1498,5012,3356,1261,5962,3608,2655,1883,3102,11536,1521
201012,"2010","08","Castilla - La Mancha","16","Cuenca",0,21437,1565,5404,3576,1251,5928,3713,2636,1984,3651,11659,1507
201001,"2010","09","Cataluña","17","Girona",0,82228,5154,25504,14477,3788,20317,12988,2090,13589,14922,48712,2915
201002,"2010","09","Cataluña","17","Girona",0,83043,5252,25645,14630,3911,20573,13032,2262,13794,15029,48722,3236
201003,"2010","09","Cataluña","17","Girona",0,80525,5073,25011,14345,3705,19707,12684,2284,13610,14942,46135,3554
201004,"2010","09","Cataluña","17","Girona",0,77270,4899,23983,13951,3486,18804,12147,2251,13699,14584,42971,3765
201005,"2010","09","Cataluña","17","Girona",0,74045,4549,22813,13592,3330,17970,11791,2110,13419,14032,40797,3687
201006,"2010","09","Cataluña","17","Girona",0,70873,4092,21298,13146,3040,17389,11908,2021,12835,13340,39012,3665
201007,"2010","09","Cataluña","17","Girona",0,67949,3527,20250,12849,2624,16789,11910,1975,12482,13017,36964,3511
201008,"2010","09","Cataluña","17","Girona",0,69202,3583,20575,13136,2629,17221,12058,1744,12683,13423,37825,3527
201009,"2010","09","Cataluña","17","Girona",0,72698,4618,21424,13320,3432,18048,11856,1708,12442,13458,41207,3883
201010,"2010","09","Cataluña","17","Girona",0,77432,4930,22813,14009,3695,19258,12727,2308,12354,13316,45639,3815
201011,"2010","09","Cataluña","17","Girona",0,81575,5118,23832,14708,3848,20372,13697,2661,12329,13223,49506,3856
201012,"2010","09","Cataluña","17","Girona",0,80919,4636,23874,14941,3528,20205,13735,2605,12232,13350,49084,3648
201001,"2010","01","Andalucía","18","Granada",0,140694,8866,35189,23023,8044,38904,26668,23249,9176,31410,65166,11693
201002,"2010","01","Andalucía","18","Granada",0,142345,9179,35832,23427,8171,39068,26668,23519,9210,31779,65581,12256
201003,"2010","01","Andalucía","18","Granada",0,144260,9389,36077,23861,8404,39378,27151,25277,9343,31746,65047,12847
201004,"2010","01","Andalucía","18","Granada",0,145782,9490,36425,23846,8272,40138,27611,27147,9311,31353,64810,13161
201005,"2010","01","Andalucía","18","Granada",0,145997,9319,36235,23986,8194,40301,27962,27893,9309,30889,64545,13361
201006,"2010","01","Andalucía","18","Granada",0,146717,9122,36052,24288,8190,40617,28448,28780,9321,30562,64411,13643
201007,"2010","01","Andalucía","18","Granada",0,146763,8861,36058,24640,7774,40627,28803,29020,9307,30540,64232,13664
201008,"2010","01","Andalucía","18","Granada",0,147600,8672,36548,24928,7678,40906,28868,28632,9386,30978,64882,13722
201009,"2010","01","Andalucía","18","Granada",0,149180,9105,36621,24834,8252,41477,28891,27887,9370,30957,66121,14845
201010,"2010","01","Andalucía","18","Granada",0,151334,9378,37110,25036,8726,41922,29162,28749,9357,30992,66775,15461
201011,"2010","01","Andalucía","18","Granada",0,150180,9317,36311,24765,8721,41652,29414,28188,9191,30365,66523,15913
