"Cod mes","anio","Cod CA","Comunidad Aut","Cod provincia","Provincia","mes","total Dtes Empleo","Dtes Empleo hombre edad < 25","Dtes Empleo hombre edad 25 -45","Dtes Empleo hombre edad >=45","Dtes Empleo mujer edad < 25","Dtes Empleo mujer edad 25 -45","Dtes Empleo mujer edad >=45","Dtes EmpleoAgricultura","Dtes Empleo Industria","Dtes Empleo Construcción","Dtes Empleo Servicios","Dtes Empleo Sin empleo Anterior"
201201,"2012","16","País Vasco","01","Araba/Álava",0,32947,1455,8554,5244,1302,9690,6702,709,5336,3371,20949,2582
201202,"2012","16","País Vasco","01","Araba/Álava",0,33835,1536,8762,5402,1345,9952,6838,731,5452,3545,21388,2719
201203,"2012","16","País Vasco","01","Araba/Álava",0,34088,1550,8885,5329,1390,10023,6911,697,5354,3561,21633,2843
201204,"2012","16","País Vasco","01","Araba/Álava",0,33904,1482,8813,5413,1346,9913,6937,694,5336,3565,21447,2862
201205,"2012","16","País Vasco","01","Araba/Álava",0,34052,1430,8779,5509,1331,9964,7039,671,5398,3547,21602,2834
201206,"2012","16","País Vasco","01","Araba/Álava",0,34375,1458,8695,5550,1318,10093,7261,720,5325,3464,22070,2796
201207,"2012","16","País Vasco","01","Araba/Álava",0,34966,1387,8825,5630,1342,10323,7459,737,5424,3443,22617,2745
201208,"2012","16","País Vasco","01","Araba/Álava",0,35233,1333,9074,5731,1320,10337,7438,738,5498,3503,22867,2627
201209,"2012","16","País Vasco","01","Araba/Álava",0,35780,1427,9113,5886,1430,10478,7446,726,5515,3473,23361,2705
201210,"2012","16","País Vasco","01","Araba/Álava",0,36116,1440,9334,5961,1465,10543,7373,851,5530,3496,23581,2658
201211,"2012","16","País Vasco","01","Araba/Álava",0,36670,1461,9598,6106,1473,10551,7481,916,5560,3583,23885,2726
201212,"2012","16","País Vasco","01","Araba/Álava",0,36665,1394,9726,6230,1443,10423,7449,905,5624,3716,23732,2688
201201,"2012","08","Castilla - La Mancha","02","Albacete",0,62228,4255,14167,10215,3864,17111,12616,5956,7709,8680,35006,4877
201202,"2012","08","Castilla - La Mancha","02","Albacete",0,63875,4389,14716,10491,3941,17439,12899,6242,7916,8889,35833,4995
201203,"2012","08","Castilla - La Mancha","02","Albacete",0,64233,4301,14781,10769,3859,17397,13126,6164,8028,8902,36077,5062
201204,"2012","08","Castilla - La Mancha","02","Albacete",0,64224,4206,14717,10968,3770,17334,13229,6080,8160,8939,35963,5082
201205,"2012","08","Castilla - La Mancha","02","Albacete",0,63210,4145,14116,10811,3795,17160,13183,5502,7994,8836,35722,5156
201206,"2012","08","Castilla - La Mancha","02","Albacete",0,61593,3984,13228,10631,3694,16849,13207,5424,7525,8494,35005,5145
201207,"2012","08","Castilla - La Mancha","02","Albacete",0,62811,3870,13611,10894,3634,17406,13396,5588,7707,8403,35959,5154
201208,"2012","08","Castilla - La Mancha","02","Albacete",0,63558,3780,14063,11098,3568,17627,13422,5698,7901,8434,36532,4993
201209,"2012","08","Castilla - La Mancha","02","Albacete",0,62873,3772,13634,10947,3576,17599,13345,5366,7771,8082,36540,5114
201210,"2012","08","Castilla - La Mancha","02","Albacete",0,65372,4029,14523,11331,3657,18234,13598,6833,8095,8047,37258,5139
201211,"2012","08","Castilla - La Mancha","02","Albacete",0,66422,4096,14898,11637,3734,18304,13753,7143,8262,8121,37679,5217
