"Cod mes","Cod anio","Cod municipio","Cod comunidad","Comunidad Aut","Cod provincia","Provincia","Municipio","total Dtes Empleo","Dtes Empleo hombre edad < 25","Dtes Empleo hombre edad 25 -45","Dtes Empleo hombre edad >=45","Dtes Empleo mujer edad < 25","Dtes Empleo mujer edad 25 -45","Dtes Empleo mujer edad >=45","Dtes EmpleoAgricultura","Dtes Empleo Industria","Dtes Empleo Construcción","Dtes Empleo Servicios","Dtes Empleo Sin empleo Anterior","total Dtes Empleo_min","Cod min_mes","total Dtes Empleo_max"
201101,"2011","01001",16,"País Vasco",1,"Araba/Álava","Alegría-Dulantzi",233.33,8.5,63.58,30.83,10,90.17,30.25,4.08,49.17,16.58,150.92,12.58,202,"201101",257
201101,"2011","01002",16,"País Vasco",1,"Araba/Álava","Amurrio",1015.42,57.83,199.92,158.58,50.42,307.25,241.42,14.92,186.08,98.5,646.75,69.17,811,"201101",1094
201101,"2011","01003",16,"País Vasco",1,"Araba/Álava","Aramaio",40.67,0.92,8.5,12,0.83,11.42,7,0,14.92,0.25,24.25,1.25,36,"201111",48
201101,"2011","01004",16,"País Vasco",1,"Araba/Álava","Artziniega",188.58,10.75,46,23,6.33,69.75,32.75,2.67,34.58,14.5,120,16.83,157,"201101",196
201101,"2011","01006",16,"País Vasco",1,"Araba/Álava","Armiñón",15.08,0.67,4.83,0.83,0.25,5.75,2.75,0,3.92,1.75,9.42,0,13,"201107",17
201101,"2011","01008",16,"País Vasco",1,"Araba/Álava","Arratzua-Ubarrundia",60.25,3.42,10.5,13.92,4.33,13.5,14.58,0.83,11.75,7.5,37.58,2.58,52,"201106",66
201101,"2011","01009",16,"País Vasco",1,"Araba/Álava","Asparrena",159.08,4.67,42,27.25,6.42,46.92,31.83,2.75,64.75,8.25,68.92,14.42,144,"201106",181
201101,"2011","01010",16,"País Vasco",1,"Araba/Álava","Ayala/Aiara",196.92,7.33,39.58,29.5,10.33,79.58,30.58,3.5,33.17,17.75,135.58,6.92,167,"201102",212
201101,"2011","01011",16,"País Vasco",1,"Araba/Álava","Baños de Ebro/Mañueta",9.5,0.42,3.25,0.42,0.25,4.5,0.67,2.25,3.67,0.83,2.17,0.58,7,"201101",14
201101,"2011","01013",16,"País Vasco",1,"Araba/Álava","Barrundia",44.17,1.08,10.67,10.75,0,11.5,10.17,0,8.33,3.33,30.58,1.92,36,"201102",49
201101,"2011","01014",16,"País Vasco",1,"Araba/Álava","Berantevilla",17.17,0.42,2.33,3.83,0.42,7.33,2.83,3.33,3.5,0.92,7.83,1.58,13,"201101",21
201101,"2011","01016",16,"País Vasco",1,"Araba/Álava","Bernedo",23,1.33,6.58,8.5,0.42,4.92,1.25,1.75,4.42,3.75,11.33,1.75,19,"201112",29
201101,"2011","01017",16,"País Vasco",1,"Araba/Álava","Campezo/Kanpezu",90.5,5.33,23.25,24.42,0.42,22.83,14.25,4.75,28.58,3.83,49.25,4.08,83,"201101",100
201101,"2011","01018",16,"País Vasco",1,"Araba/Álava","Zigoitia",91.5,4.75,16.33,20.75,2.92,22.17,24.58,0.08,22.67,7,59.42,2.33,82,"201110",101
201101,"2011","01019",16,"País Vasco",1,"Araba/Álava","Kripan",3.42,0,1.08,1.17,0,0.92,0.25,0,1.08,0,2.33,0,1,"201110",5
201101,"2011","01020",16,"País Vasco",1,"Araba/Álava","Kuartango",19.42,0,5.25,7.25,0.25,5,1.67,0,5.33,1.25,12.08,0.75,16,"201110",23
201101,"2011","01021",16,"País Vasco",1,"Araba/Álava","Elburgo/Burgelu",23.25,0.5,6.17,4,1.92,4.17,6.5,0,4.25,2.58,15.58,0.83,17,"201111",29
201101,"2011","01022",16,"País Vasco",1,"Araba/Álava","Elciego",72.75,2.42,22.83,9.67,1.67,24.25,11.92,16.42,14.5,6.58,32.58,2.67,61,"201109",82
201101,"2011","01023",16,"País Vasco",1,"Araba/Álava","Elvillar/Bilar",14.25,0.58,4.83,0,1.25,6.08,1.5,2.5,1.08,0.58,8.17,1.92,7,"201101",18
201101,"2011","01027",16,"País Vasco",1,"Araba/Álava","Iruraiz-Gauna",29.58,1.67,7.42,5.17,1.08,8.42,5.83,0,4.83,2.08,20.92,1.75,19,"201106",35
201101,"2011","01028",16,"País Vasco",1,"Araba/Álava","Labastida/Bastida",119.92,7.75,28.08,18.5,13.5,36.75,15.33,27.58,17.33,12.58,53.42,9,101,"201109",132
201101,"2011","01030",16,"País Vasco",1,"Araba/Álava","Lagrán",4,0.58,1,1.17,0,0.75,0.5,0,0.83,1.17,2,0,3,"201105",6
201101,"2011","01031",16,"País Vasco",1,"Araba/Álava","Laguardia",118.42,9.42,34.33,21.42,3.17,29.42,20.67,13.67,22.5,9.92,68.42,3.92,97,"201110",172
201101,"2011","01032",16,"País Vasco",1,"Araba/Álava","Lanciego/Lantziego",37.67,1.75,9.83,7.33,2.75,10.33,5.67,5.08,11.58,4.58,12.42,4,33,"201101",44
201101,"2011","01033",16,"País Vasco",1,"Araba/Álava","Lapuebla de Labarca",57.75,2.5,13.67,9.58,1.67,14.67,15.67,12,11.67,3.42,28.42,2.25,41,"201109",71
201101,"2011","01034",16,"País Vasco",1,"Araba/Álava","Leza",11.92,0,2.42,4.25,0.33,2.92,2,2.33,3.92,0.75,4.92,0,10,"201102",15
201101,"2011","01036",16,"País Vasco",1,"Araba/Álava","Laudio/Llodio",1703.25,88.42,425.33,228.33,75.42,517,368.75,30.25,282,121.17,1140.83,129,1476,"201101",1804
201101,"2011","01037",16,"País Vasco",1,"Araba/Álava","Arraia-Maeztu",49.08,1.67,12.5,11,1.5,11.17,11.25,2,15.42,2.5,28.67,0.5,45,"201102",56
201101,"2011","01039",16,"País Vasco",1,"Araba/Álava","Moreda de Álava/Moreda Araba",13.92,0.75,4.92,2.42,0.42,4.25,1.17,0.25,3.42,2.83,7,0.42,11,"201107",17
201101,"2011","01041",16,"País Vasco",1,"Araba/Álava","Navaridas",5.83,0,1.5,1,0.5,1.92,0.92,1.92,0.33,0,3.58,0,3,"201101",8
201101,"2011","01042",16,"País Vasco",1,"Araba/Álava","Okondo",89.08,4.58,18.67,15.83,4.67,31.67,13.67,1.75,14.58,7.83,61.58,3.33,78,"201102",102
201101,"2011","01043",16,"País Vasco",1,"Araba/Álava","Oyón-Oion",367.58,22.58,108.58,57.33,17.08,103.75,58.25,39.25,84.83,42.33,161.75,39.42,323,"201101",389
201101,"2011","01044",16,"País Vasco",1,"Araba/Álava","Peñacerrada-Urizaharra",8.08,0,1.5,3.5,0.83,0.42,1.83,0.17,2,2,3.67,0.25,6,"201106",10
201101,"2011","01046",16,"País Vasco",1,"Araba/Álava","Erriberagoitia/Ribera Alta",34.5,1.5,10.92,5.58,1.08,9.17,6.25,0.5,4.5,4.08,23.67,1.75,25,"201106",47
201101,"2011","01047",16,"País Vasco",1,"Araba/Álava","Ribera Baja/Erribera Beitia",80.75,8.42,19.08,11.58,1.83,28.92,10.92,1.33,10.33,14.83,50,4.25,64,"201102",97
201101,"2011","01049",16,"País Vasco",1,"Araba/Álava","Añana",6.25,0,1.42,0.67,0.5,2.17,1.5,0.08,1.67,0,3.92,0.58,3,"201101",8
201101,"2011","01051",16,"País Vasco",1,"Araba/Álava","Salvatierra/Agurain",668.58,39,158.5,99.92,31.83,205.92,133.42,17.75,193.58,38.83,362,56.42,560,"201101",712
201101,"2011","01052",16,"País Vasco",1,"Araba/Álava","Samaniego",9.08,0.67,1.58,2,1.08,3.08,0.67,2.92,1.42,0.42,3.83,0.5,5,"201106",12
201101,"2011","01053",16,"País Vasco",1,"Araba/Álava","San Millán/Donemiliaga",36.33,1.75,7.75,6.92,1.67,11.83,6.42,0.33,11.33,3,20.92,0.75,31,"201106",42
201101,"2011","01054",16,"País Vasco",1,"Araba/Álava","Urkabustaiz",103.5,3,27.25,19,2.25,36.42,15.58,4.5,13.58,7.42,68.5,9.5,97,"201106",111
201101,"2011","01055",16,"País Vasco",1,"Araba/Álava","Valdegovía/Gaubea",64.33,3.5,9.58,19.17,0.58,19.83,11.67,1.42,8.17,8.33,43.58,2.83,55,"201107",77
201101,"2011","01056",16,"País Vasco",1,"Araba/Álava","Harana/Valle de Arana",15.75,0,4.75,7.08,0.5,1.42,2,1,6.5,2,6,0.25,13,"201110",19
201101,"2011","01057",16,"País Vasco",1,"Araba/Álava","Villabuena de Álava/Eskuernaga",15.25,0.5,3.83,1.75,1.92,3.92,3.33,1.33,4.75,0.42,6.75,2,11,"201109",18
201101,"2011","01058",16,"País Vasco",1,"Araba/Álava","Legutio",149.83,5.08,42.83,29.17,5.25,42.08,25.42,2.42,30.83,15.17,88.67,12.75,128,"201101",160
201101,"2011","01059",16,"País Vasco",1,"Araba/Álava","Vitoria-Gasteiz",24873.67,1178.17,6452.17,3879.83,1002.67,7175.42,5185.42,420.92,3686.42,2644.42,16155.25,1966.67,22223,"201101",28978
201101,"2011","01060",16,"País Vasco",1,"Araba/Álava","Yécora/Iekora",10,0,3.58,0,0.33,4.5,1.58,1.08,1.92,0.92,5.17,0.92,6,"201102",14
201101,"2011","01061",16,"País Vasco",1,"Araba/Álava","Zalduondo",12.5,0.17,1.25,3.42,0,5.58,2.08,0,4.5,0.08,7.67,0.25,9,"201106",15
201101,"2011","01062",16,"País Vasco",1,"Araba/Álava","Zambrana",23.83,0.33,7.08,5.08,1.25,5.08,5,1.58,2.17,5.17,13,1.92,17,"201102",33
201101,"2011","01063",16,"País Vasco",1,"Araba/Álava","Zuia",110.25,2.17,23.75,33.58,2.5,26.5,21.75,0,27.75,6.92,73.75,1.83,101,"201109",119
201101,"2011","01901",16,"País Vasco",1,"Araba/Álava","Iruña Oka/Iruña de Oca",273.25,11.83,61.5,39.75,11.92,93.75,54.5,2.75,42,17.42,190.08,21,243,"201112",295
201101,"2011","01902",16,"País Vasco",1,"Araba/Álava","Lantarón",47.08,2.08,14.08,11.5,2,10.42,7,0.83,8.58,3.17,31,3.5,39,"201106",58
201101,"2011","02001",8,"Castilla - La Mancha",2,"Albacete","Abengibre",80.25,5.83,18.33,12.75,3,22.5,17.83,19.83,10.33,2.25,40.67,7.17,64,"201107",87
201101,"2011","02002",8,"Castilla - La Mancha",2,"Albacete","Alatoz",82,5.08,9.17,21.75,1.17,19.5,25.33,5.33,4.25,48.17,22,2.25,67,"201101",88
201101,"2011","02003",8,"Castilla - La Mancha",2,"Albacete","Albacete",21934.58,1602.25,5476.33,3141.92,1449.67,6329.5,3934.92,976.67,2145.08,2685.67,13903.92,2223.25,20740,"201101",22831
201101,"2011","02004",8,"Castilla - La Mancha",2,"Albacete","Albatana",115.25,9.33,15.83,23.33,4.83,22.58,39.33,15.58,12.92,11.67,70.5,4.58,110,"201107",123
201101,"2011","02005",8,"Castilla - La Mancha",2,"Albacete","Alborea",112.75,10.25,33.67,14.67,5.75,31.5,16.92,22.33,8.25,17.25,56,8.92,102,"201106",130
201101,"2011","02006",8,"Castilla - La Mancha",2,"Albacete","Alcadozo",137.83,11.42,16.67,22.5,13.33,37.25,36.67,4.42,3.58,22.33,95,12.5,120,"201107",149
201101,"2011","02007",8,"Castilla - La Mancha",2,"Albacete","Alcalá del Júcar",146.67,6.25,30.33,47.25,7.5,25.25,30.08,5.58,12.08,12.5,109.58,6.92,137,"201101",163
201101,"2011","02008",8,"Castilla - La Mancha",2,"Albacete","Alcaraz",222.17,19.17,44.08,44.58,13.33,48.42,52.58,22.5,16.75,16.42,155.42,11.08,207,"201108",239
201101,"2011","02009",8,"Castilla - La Mancha",2,"Albacete","Almansa",4051.83,275.92,834.58,641.08,260.25,987.33,1052.67,129.17,1140.08,324.42,2012.58,445.58,3889,"201107",4158
201101,"2011","02010",8,"Castilla - La Mancha",2,"Albacete","Alpera",365.83,24.92,58.67,79.42,27.83,90,85,45,73.67,37.83,164.33,45,349,"201102",390
201101,"2011","02011",8,"Castilla - La Mancha",2,"Albacete","Ayna",74.08,8.17,12.58,21.33,1.25,13,17.75,5.42,4.75,28.33,31.17,4.42,68,"201106",77
201101,"2011","02012",8,"Castilla - La Mancha",2,"Albacete","Balazote",374.42,30.25,55.5,57.25,29.92,132.92,68.58,30.33,43.08,60,222.58,18.42,313,"201107",411
201101,"2011","02013",8,"Castilla - La Mancha",2,"Albacete","Balsa de Ves",19.42,0.92,5.67,5,1.08,4.25,2.5,5,0,1.5,11.5,1.42,16,"201107",23
201101,"2011","02014",8,"Castilla - La Mancha",2,"Albacete","Ballestero, El",57.17,2.92,5.33,8.67,2.17,15.67,22.42,3.42,5.08,3.42,37.25,8,51,"201108",66
201101,"2011","02015",8,"Castilla - La Mancha",2,"Albacete","Barrax",346.08,19.58,59.5,39.92,23.17,135.75,68.17,32.92,56.67,29.25,205.33,21.92,323,"201106",387
201101,"2011","02016",8,"Castilla - La Mancha",2,"Albacete","Bienservida",138.17,5.75,23.17,35,10.5,37.33,26.42,19.67,6.75,20,84.08,7.67,116,"201107",161
201101,"2011","02017",8,"Castilla - La Mancha",2,"Albacete","Bogarra",171.83,15,23.83,35.08,4.42,34.17,59.33,16.75,12.92,95.75,43.92,2.5,156,"201108",189
201101,"2011","02018",8,"Castilla - La Mancha",2,"Albacete","Bonete",147.25,13.08,30.83,25.67,10.58,28,39.08,24.42,28.67,17.75,65.5,10.92,125,"201101",160
201101,"2011","02019",8,"Castilla - La Mancha",2,"Albacete","Bonillo, El",410.33,26.25,52.33,64.17,16.92,126.83,123.83,50.25,25,205.25,104.42,25.42,385,"201108",438
201101,"2011","02020",8,"Castilla - La Mancha",2,"Albacete","Carcelén",67.83,5.42,12.17,12.5,3.08,18.42,16.25,9,0.42,17.83,35.83,4.75,64,"201111",77
201101,"2011","02021",8,"Castilla - La Mancha",2,"Albacete","Casas de Juan Núñez",198.5,16.5,39.17,27.25,12.67,64,38.92,21.75,9.58,30.42,124.5,12.25,180,"201107",209
201101,"2011","02022",8,"Castilla - La Mancha",2,"Albacete","Casas de Lázaro",30.92,1.17,3.08,7.33,3.25,10.67,5.42,1.42,1.17,1.75,24.58,2,28,"201103",35
201101,"2011","02023",8,"Castilla - La Mancha",2,"Albacete","Casas de Ves",83.75,8.58,13.08,19.92,4.75,15.83,21.58,6.42,3.42,6.5,60.92,6.5,81,"201106",90
201101,"2011","02024",8,"Castilla - La Mancha",2,"Albacete","Casas-Ibáñez",568.42,43.75,137.67,102.17,26.17,148,110.67,69.58,101.25,58.67,296.67,42.25,540,"201104",641
201101,"2011","02025",8,"Castilla - La Mancha",2,"Albacete","Caudete",1799.08,120.25,387.83,302.17,115.5,486.42,386.92,111.17,278.92,289.92,910.67,208.42,1702,"201105",1887
201101,"2011","02026",8,"Castilla - La Mancha",2,"Albacete","Cenizate",204.25,20.17,42.75,27.5,10.25,55.58,48,63.25,21.75,12.75,93.67,12.83,190,"201109",221
201101,"2011","02027",8,"Castilla - La Mancha",2,"Albacete","Corral-Rubio",22.5,1.58,3.67,3.25,1.83,3.92,8.25,2.92,2.42,1.92,14.67,0.58,19,"201108",25
201101,"2011","02028",8,"Castilla - La Mancha",2,"Albacete","Cotillas",28.25,1.42,2.58,12,0.25,6,6,7.58,1,9.33,10.33,0,23,"201109",33
201101,"2011","02029",8,"Castilla - La Mancha",2,"Albacete","Chinchilla de Monte-Aragón",456.17,38.92,116.25,82.58,28.33,140.17,49.92,17.17,106.67,56,247.58,28.75,417,"201101",513
201101,"2011","02030",8,"Castilla - La Mancha",2,"Albacete","Elche de la Sierra",801,67.92,145.42,148.5,62.58,197.25,179.33,39.17,69.92,114.08,512.08,65.75,765,"201101",832
201101,"2011","02031",8,"Castilla - La Mancha",2,"Albacete","Férez",152.5,9.92,27.67,26.42,6.75,33,48.75,5.92,7.17,88.08,37.25,14.08,143,"201109",163
201101,"2011","02032",8,"Castilla - La Mancha",2,"Albacete","Fuensanta",39.58,2.42,14.58,6.83,1,6.17,8.58,8.17,2.75,4.58,21.42,2.67,34,"201112",47
201101,"2011","02033",8,"Castilla - La Mancha",2,"Albacete","Fuente-Álamo",426.5,23.75,87.67,81.67,25.75,116.33,91.33,73.58,49.5,41.25,217.33,44.83,404,"201109",447
201101,"2011","02034",8,"Castilla - La Mancha",2,"Albacete","Fuentealbilla",271.83,17.25,51.83,55.83,14.33,71,61.58,49.25,25.42,30,148.33,18.83,258,"201105",301
201101,"2011","02035",8,"Castilla - La Mancha",2,"Albacete","Gineta, La",318.5,27.92,71.92,48,16.58,100.17,53.92,18,56.58,26.25,195.67,22,290,"201107",337
201101,"2011","02036",8,"Castilla - La Mancha",2,"Albacete","Golosalvo",19.42,1,2.58,5.67,1.42,4.25,4.5,3.42,1.5,2.58,11.75,0.17,16,"201101",22
201101,"2011","02037",8,"Castilla - La Mancha",2,"Albacete","Hellín",5763.5,413.58,1202.25,920.67,400.92,1678.58,1147.5,760.5,823.67,777.83,3057.42,344.08,5358,"201105",6139
201101,"2011","02038",8,"Castilla - La Mancha",2,"Albacete","Herrera, La",42.58,2.08,4.25,5,5.83,9.5,15.92,7.83,3.92,2,27.42,1.42,37,"201106",51
201101,"2011","02039",8,"Castilla - La Mancha",2,"Albacete","Higueruela",124.58,5.83,14.92,23.5,9,36.67,34.67,14.92,14.33,6.5,74.25,14.58,115,"201104",144
201101,"2011","02040",8,"Castilla - La Mancha",2,"Albacete","Hoya-Gonzalo",81.25,0.83,20.67,19.42,4.92,23.67,11.75,5.33,11.75,9,48.25,6.92,75,"201105",88
201101,"2011","02041",8,"Castilla - La Mancha",2,"Albacete","Jorquera",53.17,3.17,11.17,12.75,0.67,12.5,12.92,2.08,7.5,20.5,21.25,1.83,44,"201101",58
201101,"2011","02042",8,"Castilla - La Mancha",2,"Albacete","Letur",206.83,10.17,25.75,61.08,8.17,39.67,62,14.5,7,32.25,140.67,12.42,193,"201106",221
201101,"2011","02043",8,"Castilla - La Mancha",2,"Albacete","Lezuza",206.17,12.42,34.75,35.92,8.83,58.42,55.83,18.58,27.25,22.92,121.67,15.75,194,"201106",217
201101,"2011","02044",8,"Castilla - La Mancha",2,"Albacete","Liétor",339.08,27.5,47.33,55.33,30.17,85.92,92.83,20.92,10.25,61.25,227.42,19.25,322,"201102",357
201101,"2011","02045",8,"Castilla - La Mancha",2,"Albacete","Madrigueras",753.17,54.08,167.67,127.42,38.08,190.25,175.67,160.42,169.17,199.67,174.08,49.83,698,"201101",796
201101,"2011","02046",8,"Castilla - La Mancha",2,"Albacete","Mahora",219.5,14,37.75,39.17,15.92,60.83,51.83,40.83,28.5,74.58,57,18.58,209,"201102",232
201101,"2011","02047",8,"Castilla - La Mancha",2,"Albacete","Masegoso",2.58,0.58,0,0,0,0.42,1.58,0,0,0,2.58,0,1,"201108",3
201101,"2011","02048",8,"Castilla - La Mancha",2,"Albacete","Minaya",195.92,17.25,34.75,32,14.42,53.92,43.58,28.25,29.42,86.25,44.5,7.5,173,"201101",218
201101,"2011","02049",8,"Castilla - La Mancha",2,"Albacete","Molinicos",145.33,10.33,17.33,34.33,8.67,24.75,49.92,6.5,9.42,17.67,105.42,6.33,128,"201108",168
201101,"2011","02050",8,"Castilla - La Mancha",2,"Albacete","Montalvos",3.5,0.25,0.83,0.83,0,0.58,1,0,0.83,0,2.42,0.25,2,"201111",5
201101,"2011","02051",8,"Castilla - La Mancha",2,"Albacete","Montealegre del Castillo",262,21,41.17,42,17.42,87.58,52.83,28.25,86.67,21.83,102.75,22.5,237,"201109",273
201101,"2011","02052",8,"Castilla - La Mancha",2,"Albacete","Motilleja",79.25,4.5,19.58,10.25,5.25,22.17,17.5,8,12.75,14.33,37.92,6.25,75,"201107",83
201101,"2011","02053",8,"Castilla - La Mancha",2,"Albacete","Munera",629.33,48,108.25,81.08,48.67,164.67,178.67,99.08,61.33,266.25,162.75,39.92,567,"201106",680
201101,"2011","02054",8,"Castilla - La Mancha",2,"Albacete","Navas de Jorquera",88.17,3.42,14.75,18.75,2.92,19.58,28.75,18.25,13.17,37.25,15.5,4,80,"201112",94
201101,"2011","02055",8,"Castilla - La Mancha",2,"Albacete","Nerpio",230.5,20.08,40.58,36.83,15.92,58.25,58.83,17.08,6.75,29.17,163.08,14.42,214,"201110",241
201101,"2011","02056",8,"Castilla - La Mancha",2,"Albacete","Ontur",386,27.67,79.42,80.08,22.25,96.83,79.75,59.17,39.5,109.33,158.5,19.5,359,"201106",413
201101,"2011","02057",8,"Castilla - La Mancha",2,"Albacete","Ossa de Montiel",536.08,52.58,85.83,93,53.5,119.83,131.33,38.67,50.58,81.17,317,48.67,488,"201107",569
201101,"2011","02058",8,"Castilla - La Mancha",2,"Albacete","Paterna del Madera",77.58,4.42,10,17.17,4.5,19,22.5,1.5,54.67,5.25,13.08,3.08,63,"201109",90
201101,"2011","02059",8,"Castilla - La Mancha",2,"Albacete","Peñascosa",53,3.33,11.33,8.5,3.08,6.83,19.92,1.83,2.08,5.25,42.25,1.58,46,"201107",62
201101,"2011","02060",8,"Castilla - La Mancha",2,"Albacete","Peñas de San Pedro",149,8.08,25.5,35.83,5.58,32.08,41.92,3.33,14.25,15.83,104,11.58,136,"201101",162
201101,"2011","02061",8,"Castilla - La Mancha",2,"Albacete","Pétrola",68.92,3.5,14.67,21.5,3.5,9.42,16.33,7.83,7.17,6.33,39.67,7.92,62,"201101",75
201101,"2011","02062",8,"Castilla - La Mancha",2,"Albacete","Povedilla",98.42,10.5,12.58,18.33,2.33,21.08,33.58,6.92,19.67,34.17,32.67,5,87,"201106",105
201101,"2011","02063",8,"Castilla - La Mancha",2,"Albacete","Pozohondo",262.33,15.83,40,43.58,17.25,60.92,84.75,22.25,23.17,21.58,177.83,17.5,248,"201106",278
201101,"2011","02064",8,"Castilla - La Mancha",2,"Albacete","Pozo-Lorente",60.08,6.42,7.42,18.08,3.58,10.5,14.08,8.92,1.08,9.75,35.25,5.08,55,"201101",68
201101,"2011","02065",8,"Castilla - La Mancha",2,"Albacete","Pozuelo",58.5,3.83,8.33,11.42,1.17,19.83,13.92,3.42,4.42,10.25,35.17,5.25,54,"201106",68
201101,"2011","02066",8,"Castilla - La Mancha",2,"Albacete","Recueja, La",42,2.17,8.92,9.5,1,10.67,9.75,4.42,0.42,6,30.5,0.67,36,"201109",52
201101,"2011","02067",8,"Castilla - La Mancha",2,"Albacete","Riópar",193.08,12.42,32.08,43.17,10.17,46.08,49.17,16.75,9.17,21.25,138.25,7.67,167,"201108",219
201101,"2011","02068",8,"Castilla - La Mancha",2,"Albacete","Robledo",55.42,7.08,11.67,9.75,6.33,10.92,9.67,4.75,2,10.25,35.92,2.5,49,"201108",62
201101,"2011","02069",8,"Castilla - La Mancha",2,"Albacete","Roda, La",2074.58,178.67,431.67,263.17,148.58,663.67,388.83,239,322,183.75,1118.58,211.25,1990,"201107",2165
201101,"2011","02070",8,"Castilla - La Mancha",2,"Albacete","Salobre",48.17,3,10,11.75,2.17,13.67,7.58,10.75,3.42,4.75,28.42,0.83,30,"201108",67
201101,"2011","02071",8,"Castilla - La Mancha",2,"Albacete","San Pedro",181.08,10.08,32.08,27.25,9.25,53.67,48.75,6.67,7.67,31.67,125.83,9.25,152,"201108",217
201101,"2011","02072",8,"Castilla - La Mancha",2,"Albacete","Socovos",451.08,28,78.08,79.5,24.17,105.33,136,72.83,20,57.25,272.5,28.5,411,"201105",485
201101,"2011","02073",8,"Castilla - La Mancha",2,"Albacete","Tarazona de la Mancha",1043.08,68.5,195.67,176.67,61.25,306.83,234.17,189.08,146.5,132.25,477.67,97.58,966,"201109",1111
201101,"2011","02074",8,"Castilla - La Mancha",2,"Albacete","Tobarra",1276.17,101.08,278.25,207.33,83.92,357.25,248.33,189.17,203.58,175.58,626.58,81.25,1221,"201106",1335
201101,"2011","02075",8,"Castilla - La Mancha",2,"Albacete","Valdeganga",267.83,17.58,60,60,9.83,69.83,50.58,24,26.67,84.08,117.67,15.42,253,"201108",279
201101,"2011","02076",8,"Castilla - La Mancha",2,"Albacete","Vianos",55.25,5.5,5.5,8.58,4.25,13.75,17.67,6.5,1.17,4.33,34.58,8.67,52,"201102",63
201101,"2011","02077",8,"Castilla - La Mancha",2,"Albacete","Villa de Ves",5.42,0,0.92,2.92,0.33,0.25,1,0,0.17,0.25,5,0,3,"201101",9
201101,"2011","02078",8,"Castilla - La Mancha",2,"Albacete","Villalgordo del Júcar",104.25,8,26.17,23.83,6.25,26.75,13.25,26.75,8.25,14.17,52.58,2.5,84,"201101",129
201101,"2011","02079",8,"Castilla - La Mancha",2,"Albacete","Villamalea",503.08,26.42,101.5,82.08,30.42,152.5,110.17,161.17,85.5,31.33,198.17,26.92,468,"201101",523
201101,"2011","02080",8,"Castilla - La Mancha",2,"Albacete","Villapalacios",85.58,8,18.08,21.08,3,13.5,21.92,11.92,5.58,7.17,55.58,5.33,68,"201110",107
201101,"2011","02081",8,"Castilla - La Mancha",2,"Albacete","Villarrobledo",3838.92,323.08,933.42,565.75,296.25,1071,649.42,707.75,447.25,566.17,1830.92,286.83,3511,"201109",4147
201101,"2011","02082",8,"Castilla - La Mancha",2,"Albacete","Villatoya",14.42,1.5,2.67,5.75,0.08,2.33,2.08,0.75,1.58,0.67,10.75,0.67,12,"201102",18
201101,"2011","02083",8,"Castilla - La Mancha",2,"Albacete","Villavaliente",26.5,1.17,4.33,5.83,1.17,2.92,11.08,1.42,0.42,6.83,15.42,2.42,24,"201108",29
201101,"2011","02084",8,"Castilla - La Mancha",2,"Albacete","Villaverde de Guadalimar",77.75,6.42,10.67,18.92,7.17,12.83,21.75,7.33,5.17,8.08,50,7.17,69,"201107",86
201101,"2011","02085",8,"Castilla - La Mancha",2,"Albacete","Viveros",52.5,1.5,5.5,10.5,1.92,8.67,24.42,9.75,7.92,12.17,16.92,5.75,46,"201108",57
201101,"2011","02086",8,"Castilla - La Mancha",2,"Albacete","Yeste",550.42,31,85.75,146.75,22.5,109.08,155.33,50.83,18.5,267.5,176,37.58,507,"201110",612
201101,"2011","02901",8,"Castilla - La Mancha",2,"Albacete","Pozo Cañada",434.75,34.33,83.33,83.25,27.92,132.5,73.42,36.33,32.25,89.75,235.58,40.83,405,"201107",467
201101,"2011","03001",10,"Comunitat Valenciana",3,"Alicante/Alacant","Adsubia",31.25,3.42,5.17,4.67,2.33,8.5,7.17,2.42,1.17,4,20,3.67,21,"201101",38
201101,"2011","03002",10,"Comunitat Valenciana",3,"Alicante/Alacant","Agost",658.42,41.08,181.58,129.83,35.92,162.58,107.42,127.17,115.33,117.92,232.25,65.75,591,"201112",747
201101,"2011","03003",10,"Comunitat Valenciana",3,"Alicante/Alacant","Agres",55.33,5.33,8.67,12.58,1.5,16.75,10.5,5.75,7.08,4.33,34.17,4,45,"201107",62
201101,"2011","03004",10,"Comunitat Valenciana",3,"Alicante/Alacant","Aigües",79.75,3.08,14.42,20.75,1.42,26.83,13.25,0.67,4.67,11.17,59.58,3.67,76,"201108",86
201101,"2011","03005",10,"Comunitat Valenciana",3,"Alicante/Alacant","Albatera",1731.5,109.83,410.33,297.58,117.25,477,319.5,207,359.58,288.83,723.25,152.83,1661,"201106",1800
201101,"2011","03006",10,"Comunitat Valenciana",3,"Alicante/Alacant","Alcalalí",74.42,3.42,20.17,20.17,2.42,14.25,14,1,7.75,14.75,47.75,3.17,62,"201101",95
201101,"2011","03007",10,"Comunitat Valenciana",3,"Alicante/Alacant","Alcocer de Planes",14.92,1,3.83,1.75,0.42,3.5,4.42,0,3.58,1.42,9.92,0,12,"201107",19
201101,"2011","03008",10,"Comunitat Valenciana",3,"Alicante/Alacant","Alcoleja",22.42,0.25,2,10,1.75,3.42,5,0.5,0.17,1.17,17.83,2.75,10,"201107",28
201101,"2011","03009",10,"Comunitat Valenciana",3,"Alicante/Alacant","Alcoy/Alcoi",8888,442.67,2071.75,1701.5,442.67,2119,2110.42,136.75,2171.5,1142.17,4649.92,787.67,8623,"201107",9047
