"Cod mes","Cod anio","Cod municipio","Cod comunidad","Comunidad Aut","Cod provincia","Provincia","Municipio","total Dtes Empleo","Dtes Empleo hombre edad < 25","Dtes Empleo hombre edad 25 -45","Dtes Empleo hombre edad >=45","Dtes Empleo mujer edad < 25","Dtes Empleo mujer edad 25 -45","Dtes Empleo mujer edad >=45","Dtes EmpleoAgricultura","Dtes Empleo Industria","Dtes Empleo Construcción","Dtes Empleo Servicios","Dtes Empleo Sin empleo Anterior","total Dtes Empleo_min","Cod min_mes","total Dtes Empleo_max"
201101,"2011","27041",12,"Galicia",27,"Lugo","Pantón",225.42,12.58,40.33,75.58,9.58,38.17,49.17,6.58,28.5,48.17,110.5,31.67,207,"201104",246
201101,"2011","27042",12,"Galicia",27,"Lugo","Paradela",104.92,5.08,16.58,33.17,6,33.5,10.58,5.25,9.67,19.25,61,9.75,95,"201109",111
201101,"2011","27043",12,"Galicia",27,"Lugo","Páramo, O",74,2,15.83,19.25,4.17,18.08,14.67,3.42,7.58,14.83,41.17,7,60,"201107",85
201101,"2011","27044",12,"Galicia",27,"Lugo","Pastoriza, A",177.92,12.92,44,55.75,8.5,40.58,16.17,6.58,28.92,36.75,82.25,23.42,161,"201105",201
201101,"2011","27045",12,"Galicia",27,"Lugo","Pedrafita do Cebreiro",90.25,5.58,17.92,39.75,1.58,11.25,14.17,3.58,8.58,32.08,41.67,4.33,79,"201104",106
201101,"2011","27046",12,"Galicia",27,"Lugo","Pol",106,4.5,21.5,26.75,4.92,35.67,12.67,9.25,5.75,18.08,56.67,16.25,95,"201108",119
201101,"2011","27047",12,"Galicia",27,"Lugo","Pobra do Brollón, A",132,7.42,23.33,44.92,5.67,26.67,24,14.33,14.33,17,66.42,19.92,115,"201105",153
201101,"2011","27048",12,"Galicia",27,"Lugo","Pontenova, A",138.5,7.08,22.58,44.08,9.42,27.83,27.5,7.92,10,31.92,68.75,19.92,125,"201104",150
201101,"2011","27049",12,"Galicia",27,"Lugo","Portomarín",106.83,6.08,20.25,29.42,9.42,24.33,17.33,9.75,13.42,11.75,59.5,12.42,84,"201106",132
201101,"2011","27050",12,"Galicia",27,"Lugo","Quiroga",360.67,19.08,78.33,87.75,13.42,78.5,83.58,14.5,65.58,55.92,178.92,45.75,308,"201108",425
201101,"2011","27051",12,"Galicia",27,"Lugo","Ribadeo",855.25,51.83,206.5,156.92,28.67,265.75,145.58,28,103.75,131.92,499.5,92.08,742,"201107",927
201101,"2011","27052",12,"Galicia",27,"Lugo","Ribas de Sil",94.42,3.25,19.67,30.58,0.92,17.08,22.92,4.92,14.08,17.83,48.67,8.92,82,"201107",107
201101,"2011","27053",12,"Galicia",27,"Lugo","Ribeira de Piquín",36.17,1.5,6.67,13.33,0.58,8.5,5.58,5.75,3.67,7.08,17.75,1.92,31,"201103",41
201101,"2011","27054",12,"Galicia",27,"Lugo","Riotorto",64.08,3.33,15.25,18.42,4.67,12.25,10.17,0.92,10.58,12.42,31.17,9,50,"201105",76
201101,"2011","27055",12,"Galicia",27,"Lugo","Samos",97.42,7.5,22.58,27.33,5,24.75,10.25,7.58,15.25,14.33,50.33,9.92,81,"201105",110
201101,"2011","27056",12,"Galicia",27,"Lugo","Rábade",187.92,21.33,43.42,32.58,13.42,46.08,31.08,4.92,24.08,26.17,90.42,42.33,181,"201103",200
201101,"2011","27057",12,"Galicia",27,"Lugo","Sarria",1428.75,76.75,336.75,272.75,68.58,404.58,269.33,42.5,236.25,219.17,736.5,194.33,1377,"201108",1496
201101,"2011","27058",12,"Galicia",27,"Lugo","Saviñao, O",308.33,16.42,49.83,94,15.58,56.92,75.58,18.25,27.67,65.33,144.17,52.92,287,"201106",331
201101,"2011","27059",12,"Galicia",27,"Lugo","Sober",171.83,9.92,26.83,50.33,6.92,41.42,36.42,12.08,21.58,20.5,91.75,25.92,151,"201107",187
201101,"2011","27060",12,"Galicia",27,"Lugo","Taboada",191.5,11.25,37.33,74.58,8.25,36.42,23.67,16.33,20,30.33,98.83,26,173,"201108",212
201101,"2011","27061",12,"Galicia",27,"Lugo","Trabada",54.17,3.92,12.92,13.92,1.08,13,9.33,2.67,7.42,11.17,27.75,5.17,48,"201105",65
201101,"2011","27062",12,"Galicia",27,"Lugo","Triacastela",49.08,3.42,9.67,12.08,2.67,13.17,8.08,3.33,1.5,10,29.58,4.67,37,"201108",63
201101,"2011","27063",12,"Galicia",27,"Lugo","Valadouro, O",152.67,12.42,38,32.83,7.83,42.25,19.33,4.83,14.92,36.42,80.67,15.83,142,"201105",161
201101,"2011","27064",12,"Galicia",27,"Lugo","Vicedo, O",150.83,6.42,28.5,30.33,9.67,41.5,34.42,13.92,11.33,17.75,97.67,10.17,126,"201108",172
201101,"2011","27065",12,"Galicia",27,"Lugo","Vilalba",1492.67,75.58,297.17,406.75,82.67,394.5,236,33.25,237.67,343.92,695.75,182.08,1406,"201108",1567
201101,"2011","27066",12,"Galicia",27,"Lugo","Viveiro",1703.17,118.75,379.92,248.75,106.33,533.67,315.75,109.33,166.92,205.33,954.33,267.25,1536,"201108",1777
201101,"2011","27901",12,"Galicia",27,"Lugo","Baralla",177.58,12.25,42.25,39,7.67,40.17,36.25,14.75,20.5,24.92,94.92,22.5,166,"201101",189
201101,"2011","27902",12,"Galicia",27,"Lugo","Burela",964.83,61.75,224.08,116.25,72.83,323.92,166,92.58,104.92,107.17,500.92,159.25,888,"201108",1016
201101,"2011","28001",13,"Madrid, Comunidad de",28,"Madrid","Acebeda, La",3.33,0,1,0.83,0.08,0.92,0.5,0,0,0,3.33,0,1,"201111",6
201101,"2011","28002",13,"Madrid, Comunidad de",28,"Madrid","Ajalvir",317.08,11.33,76.08,55.75,14.25,117.42,42.25,3,31.58,31.33,242.42,8.75,308,"201105",330
201101,"2011","28003",13,"Madrid, Comunidad de",28,"Madrid","Alameda del Valle",19.33,1.75,4.08,2.58,0.83,7.5,2.58,0.17,0,2,16.83,0.33,14,"201101",23
201101,"2011","28004",13,"Madrid, Comunidad de",28,"Madrid","Álamo, El",943.67,65.83,276.58,153.17,48.67,263.08,136.33,12.25,99.58,191.83,604.25,35.75,903,"201106",1042
201101,"2011","28005",13,"Madrid, Comunidad de",28,"Madrid","Alcalá de Henares",23136.83,1406.83,5883,4226.17,1187.58,5982.58,4450.67,142.92,3102.08,3381.5,14877.58,1632.75,22559,"201108",23740
201101,"2011","28006",13,"Madrid, Comunidad de",28,"Madrid","Alcobendas",8946.67,456.75,2256.5,1647.75,353.58,2442,1790.08,47.08,833.17,995,6817.83,253.58,8711,"201105",9233
201101,"2011","28007",13,"Madrid, Comunidad de",28,"Madrid","Alcorcón",17532.5,1013.58,4443.92,2849.08,817.42,4936.5,3472,94.58,1428.58,2315.33,12778.75,915.25,16859,"201101",18193
201101,"2011","28008",13,"Madrid, Comunidad de",28,"Madrid","Aldea del Fresno",361.5,30.92,105.33,72.83,19.08,77.25,56.08,14.75,21.75,78.17,232.58,14.25,343,"201101",384
201101,"2011","28009",13,"Madrid, Comunidad de",28,"Madrid","Algete",1595,106,350.08,281.83,67.92,432.58,356.58,7.5,158,147.42,1238.33,43.75,1527,"201101",1694
201101,"2011","28010",13,"Madrid, Comunidad de",28,"Madrid","Alpedrete",1006.17,49.92,254.42,182.58,35.17,294.83,189.25,3.33,66.25,99.5,797.25,39.83,957,"201102",1053
201101,"2011","28011",13,"Madrid, Comunidad de",28,"Madrid","Ambite",68.17,5.17,17.67,15,2.58,16.17,11.58,0.83,8,13.25,39.92,6.17,60,"201108",75
201101,"2011","28012",13,"Madrid, Comunidad de",28,"Madrid","Anchuelo",137.67,13.17,28.33,20.08,7.5,45.25,23.33,0.75,17.67,9.08,96.33,13.83,126,"201102",156
201101,"2011","28013",13,"Madrid, Comunidad de",28,"Madrid","Aranjuez",5910.67,384.25,1485.83,957.08,355.42,1728.92,999.17,72.5,591.33,689,4378.17,179.67,5645,"201108",6236
201101,"2011","28014",13,"Madrid, Comunidad de",28,"Madrid","Arganda del Rey",6279.17,383.83,1774.25,975.67,327.67,1868.5,949.25,73.58,1270.17,1105.17,3462.25,368,6065,"201106",6754
201101,"2011","28015",13,"Madrid, Comunidad de",28,"Madrid","Arroyomolinos",1574.58,78.5,386.33,176.25,71.42,628.33,233.75,6.17,162.92,193.75,1160.42,51.33,1347,"201101",1725
201101,"2011","28016",13,"Madrid, Comunidad de",28,"Madrid","Atazar, El",7.75,0.83,2.08,1.58,0.08,1.67,1.5,0.17,0,1.17,5.58,0.83,4,"201103",12
201101,"2011","28017",13,"Madrid, Comunidad de",28,"Madrid","Batres",132.92,6.58,32.08,23.75,10.42,43.58,16.5,0.42,16.75,19.58,87.33,8.83,121,"201105",145
201101,"2011","28018",13,"Madrid, Comunidad de",28,"Madrid","Becerril de la Sierra",518.08,33,130.08,104.75,14.75,151.75,83.75,4.08,26.5,106.25,352.08,29.17,487,"201101",551
201101,"2011","28019",13,"Madrid, Comunidad de",28,"Madrid","Belmonte de Tajo",160.75,10.33,43.92,23.5,7.25,52.58,23.17,6.17,29.58,32.08,85.25,7.67,141,"201109",185
201101,"2011","28020",13,"Madrid, Comunidad de",28,"Madrid","Berzosa del Lozoya",17.33,3.17,4.5,2.25,0.08,5.25,2.08,0.25,0.08,1.17,14.17,1.67,13,"201105",22
201101,"2011","28021",13,"Madrid, Comunidad de",28,"Madrid","Berrueco, El",57.58,2.83,12.17,9.58,2.58,21.25,9.17,1.42,2.83,8,44.08,1.25,50,"201109",63
201101,"2011","28022",13,"Madrid, Comunidad de",28,"Madrid","Boadilla del Monte",2345.75,83.08,500.5,420.42,60.5,788.33,492.92,11.92,115.83,152.42,2009.17,56.42,2264,"201103",2451
201101,"2011","28023",13,"Madrid, Comunidad de",28,"Madrid","Boalo, El",541,24.25,153.42,98.42,23.33,165.5,76.08,4.42,32.58,78,411,15,502,"201101",590
201101,"2011","28024",13,"Madrid, Comunidad de",28,"Madrid","Braojos",18.42,1.33,4.58,3.83,0.67,6.08,1.92,0.33,0.83,1.67,14.92,0.67,13,"201101",22
201101,"2011","28025",13,"Madrid, Comunidad de",28,"Madrid","Brea de Tajo",58.58,8.17,8.83,14.5,2,14.08,11,0.75,4.25,12.92,36.92,3.75,52,"201102",69
201101,"2011","28026",13,"Madrid, Comunidad de",28,"Madrid","Brunete",844.17,42.33,219.25,136.25,37.83,247.67,160.83,10.75,51.58,96.25,651.67,33.92,825,"201106",865
201101,"2011","28027",13,"Madrid, Comunidad de",28,"Madrid","Buitrago del Lozoya",185.83,13.25,52.33,25.17,8,56.17,30.92,4.42,7.75,34.92,121.08,17.67,164,"201110",206
201101,"2011","28028",13,"Madrid, Comunidad de",28,"Madrid","Bustarviejo",242.42,14.67,63.08,52.33,10.17,62.67,39.5,4.5,8.83,31,188.67,9.42,221,"201108",265
201101,"2011","28029",13,"Madrid, Comunidad de",28,"Madrid","Cabanillas de la Sierra",66.67,3.08,18.92,12.83,2.08,21.58,8.17,0,0.25,8.5,55.92,2,61,"201102",72
201101,"2011","28030",13,"Madrid, Comunidad de",28,"Madrid","Cabrera, La",310.58,21.33,95.08,56.08,10.08,82.33,45.67,4.5,18.08,59.83,218.42,9.75,302,"201101",321
201101,"2011","28031",13,"Madrid, Comunidad de",28,"Madrid","Cadalso de los Vidrios",484.25,36.33,115.58,92.08,38.33,124.17,77.75,13.83,35.17,98.92,316.83,19.5,446,"201109",510
201101,"2011","28032",13,"Madrid, Comunidad de",28,"Madrid","Camarma de Esteruelas",747.5,48.83,172.92,109.67,58.08,231.83,126.17,2.58,111.08,91.25,493.25,49.33,722,"201107",778
201101,"2011","28033",13,"Madrid, Comunidad de",28,"Madrid","Campo Real",625.33,36.58,168.5,94.92,29.17,212.58,83.58,8.08,139.08,91,357.17,30,597,"201101",669
201101,"2011","28034",13,"Madrid, Comunidad de",28,"Madrid","Canencia",39,1.92,10.5,5.67,1.83,14,5.08,0.83,0.58,7.33,25.75,4.5,31,"201101",43
201101,"2011","28035",13,"Madrid, Comunidad de",28,"Madrid","Carabaña",240.42,9.42,62.08,43.17,14.25,81.08,30.42,3.33,20.08,35.58,170.17,11.25,228,"201108",263
201101,"2011","28036",13,"Madrid, Comunidad de",28,"Madrid","Casarrubuelos",402.25,25.92,87.33,49.67,23.5,150.5,65.33,3.42,46.42,44.42,276.08,31.92,386,"201101",421
201101,"2011","28037",13,"Madrid, Comunidad de",28,"Madrid","Cenicientos",260.92,20.75,56.17,57.08,20.92,58.92,47.08,8.08,25.67,52.75,168.58,5.83,229,"201109",283
201101,"2011","28038",13,"Madrid, Comunidad de",28,"Madrid","Cercedilla",585.17,38.58,164.67,112.92,23.92,155.83,89.25,9.25,20.75,92.83,440.25,22.08,541,"201108",633
201101,"2011","28039",13,"Madrid, Comunidad de",28,"Madrid","Cervera de Buitrago",14.42,1.42,3.58,0.17,1.42,5.92,1.92,0.75,0.67,0.5,11.75,0.75,12,"201103",18
201101,"2011","28040",13,"Madrid, Comunidad de",28,"Madrid","Ciempozuelos",2502.67,157.92,689.17,376.17,145.67,813,320.75,12.25,272.75,351.42,1738,128.25,2391,"201107",2628
201101,"2011","28041",13,"Madrid, Comunidad de",28,"Madrid","Cobeña",412.42,23.42,93.33,78.08,13.83,135.17,68.58,3.83,47.58,47.25,300.17,13.58,343,"201101",453
201101,"2011","28042",13,"Madrid, Comunidad de",28,"Madrid","Colmenar del Arroyo",151.42,15.83,40.92,26,5.17,40.83,22.67,1.5,8.42,27.75,104.42,9.33,135,"201101",165
201101,"2011","28043",13,"Madrid, Comunidad de",28,"Madrid","Colmenar de Oreja",1002.25,71.75,239.08,207,66,273.25,145.17,26.42,132.67,240.42,582.42,20.33,924,"201107",1056
201101,"2011","28044",13,"Madrid, Comunidad de",28,"Madrid","Colmenarejo",695.42,33.75,176.08,113.83,34.58,211,126.17,4.67,37.33,96.33,532.08,25,661,"201101",743
201101,"2011","28045",13,"Madrid, Comunidad de",28,"Madrid","Colmenar Viejo",4308,304.17,1103.42,742,221.58,1186.17,750.67,30.58,344,783.42,2972.67,177.33,4155,"201104",4498
201101,"2011","28046",13,"Madrid, Comunidad de",28,"Madrid","Collado Mediano",590.42,30.58,153.67,122.58,25.08,162.67,95.83,7,34,104.42,414.25,30.75,548,"201104",648
201101,"2011","28047",13,"Madrid, Comunidad de",28,"Madrid","Collado Villalba",6422.17,371.08,1606.17,1216.92,284.5,1749.75,1193.75,45.5,329.25,936.25,4847,264.17,6191,"201101",6768
201101,"2011","28048",13,"Madrid, Comunidad de",28,"Madrid","Corpa",73.33,9.33,18.25,12.25,4.5,19.67,9.33,2.25,6.92,11.33,48.5,4.33,64,"201101",83
201101,"2011","28049",13,"Madrid, Comunidad de",28,"Madrid","Coslada",9146.92,565.83,2184.75,1698.58,470.17,2119.58,2108,47.08,601.83,1273.25,6913.75,311,8909,"201101",9365
201101,"2011","28050",13,"Madrid, Comunidad de",28,"Madrid","Cubas de la Sagra",443.75,23,99.5,60.58,22.92,169.33,68.42,4.42,63.58,48.58,295.42,31.75,409,"201101",477
201101,"2011","28051",13,"Madrid, Comunidad de",28,"Madrid","Chapinería",283.42,28,56.83,55.42,15.5,74,53.67,5.25,18.58,33.17,217.67,8.75,271,"201104",294
201101,"2011","28052",13,"Madrid, Comunidad de",28,"Madrid","Chinchón",598.08,32.5,143.08,105.75,45,162.92,108.83,28.92,67.83,99.25,383.92,18.17,587,"201107",613
201101,"2011","28053",13,"Madrid, Comunidad de",28,"Madrid","Daganzo de Arriba",743.92,45.83,158.42,100.75,31.08,261.25,146.58,1,132.17,51.25,526.25,33.25,727,"201104",767
201101,"2011","28054",13,"Madrid, Comunidad de",28,"Madrid","Escorial, El",1114.83,64.08,240.17,232.92,42.75,323.42,211.5,11.17,60.08,118.17,890.08,35.33,1088,"201105",1159
201101,"2011","28055",13,"Madrid, Comunidad de",28,"Madrid","Estremera",121.25,6,31.67,25,4.58,37.25,16.75,4.5,5.25,32.58,67.42,11.5,114,"201101",130
201101,"2011","28056",13,"Madrid, Comunidad de",28,"Madrid","Fresnedillas de la Oliva",206.92,16.42,52.92,45.92,10.67,52.67,28.33,4.58,4.5,52.08,134.5,11.25,187,"201102",230
201101,"2011","28057",13,"Madrid, Comunidad de",28,"Madrid","Fresno de Torote",188.33,5.75,55.33,27.58,12.83,59.08,27.75,0.83,33.92,21.42,120.83,11.33,178,"201108",213
201101,"2011","28058",13,"Madrid, Comunidad de",28,"Madrid","Fuenlabrada",24934.42,1914,5753.17,4437.08,1470.33,6783.33,4576.5,107.67,3240.92,3614,17004,967.83,24493,"201105",25778
201101,"2011","28059",13,"Madrid, Comunidad de",28,"Madrid","Fuente el Saz de Jarama",608.83,39.17,158.25,108.42,31,180.58,91.42,4.58,62.58,77.92,443.25,20.5,584,"201105",631
201101,"2011","28060",13,"Madrid, Comunidad de",28,"Madrid","Fuentidueña de Tajo",307.08,25.17,69.42,51.75,21.58,79.17,60,19.67,37.75,47.67,184.75,17.25,291,"201109",339
201101,"2011","28061",13,"Madrid, Comunidad de",28,"Madrid","Galapagar",2956.92,175.33,808.42,593.92,122,733.33,523.92,28.42,138.42,554.58,2126.42,109.08,2870,"201101",3057
201101,"2011","28062",13,"Madrid, Comunidad de",28,"Madrid","Garganta de los Montes",46.5,4.83,7.17,9.17,4.25,10.83,10.25,1.25,2,4.08,33.25,5.92,37,"201101",52
201101,"2011","28063",13,"Madrid, Comunidad de",28,"Madrid","Gargantilla del Lozoya y Pinilla de Buitrago",33.92,1.5,6.92,10.42,0.92,11.5,2.67,0.75,2,3.25,26,1.92,29,"201101",41
201101,"2011","28064",13,"Madrid, Comunidad de",28,"Madrid","Gascones",12.75,0.92,2.5,0.25,1.17,2.33,5.58,1.08,0,0.25,9.92,1.5,9,"201101",16
201101,"2011","28065",13,"Madrid, Comunidad de",28,"Madrid","Getafe",18181.83,1122.67,4686.25,3049.25,945.67,4947.25,3430.75,168.75,1856.67,2648,12374.08,1134.33,17909,"201104",18637
201101,"2011","28066",13,"Madrid, Comunidad de",28,"Madrid","Griñón",752.33,53.33,150.58,113.17,37.42,234.33,163.5,4.67,106.5,96.5,491.17,53.5,692,"201101",805
201101,"2011","28067",13,"Madrid, Comunidad de",28,"Madrid","Guadalix de la Sierra",609.67,43.83,173.25,117.75,32.17,158.33,84.33,5.25,32.75,134.83,407.17,29.67,555,"201101",664
201101,"2011","28068",13,"Madrid, Comunidad de",28,"Madrid","Guadarrama",1225.25,72.25,299.67,225.5,60.92,381.08,185.83,12.17,58.33,201.92,913.5,39.33,1146,"201107",1306
201101,"2011","28069",13,"Madrid, Comunidad de",28,"Madrid","Hiruela, La",1.17,0,0,0.17,0,0.83,0.17,0,0,0,1.17,0,0,"201111",3
201101,"2011","28070",13,"Madrid, Comunidad de",28,"Madrid","Horcajo de la Sierra-Aoslos",12.17,0,4.25,2.5,1.08,1.75,2.58,0.5,0.5,0.42,10.42,0.33,9,"201101",19
201101,"2011","28071",13,"Madrid, Comunidad de",28,"Madrid","Horcajuelo de la Sierra",4.75,1.08,0.33,0.08,0.33,1.25,1.67,0,0,0.17,4.33,0.25,4,"201104",6
201101,"2011","28072",13,"Madrid, Comunidad de",28,"Madrid","Hoyo de Manzanares",509.5,22.25,108.08,103.5,19.75,148.25,107.67,2.5,28.92,48.58,404.5,25,474,"201110",539
201101,"2011","28073",13,"Madrid, Comunidad de",28,"Madrid","Humanes de Madrid",2508.5,183.42,640.33,346,158.08,819.5,361.17,18.17,365.33,393.17,1630,101.83,2421,"201105",2602
201101,"2011","28074",13,"Madrid, Comunidad de",28,"Madrid","Leganés",21509.42,1435.33,5355.75,3615.5,1205.42,5737.42,4160,121.42,2083.83,3272.17,14638.67,1393.33,21008,"201104",22075
201101,"2011","28075",13,"Madrid, Comunidad de",28,"Madrid","Loeches",812.25,43.92,215.33,112.92,44.5,282.42,113.17,3.33,141.5,101.08,552.67,13.67,747,"201101",863
201101,"2011","28076",13,"Madrid, Comunidad de",28,"Madrid","Lozoya",52,1.25,15.75,9.75,2.5,16.67,6.08,1.83,2.92,9.33,35.17,2.75,45,"201103",66
201101,"2011","28078",13,"Madrid, Comunidad de",28,"Madrid","Madarcos",4.08,0,1.42,0.92,0,1.75,0,0,0.75,0.25,3.08,0,2,"201101",6
201101,"2011","28079",13,"Madrid, Comunidad de",28,"Madrid","Madrid",277310.67,12754.58,71326.17,51660.5,11270.42,73335.92,56963.08,1735.5,18798.75,35611.83,210065.67,11098.92,273487,"201105",284107
201101,"2011","28080",13,"Madrid, Comunidad de",28,"Madrid","Majadahonda",4332.33,136.75,950.5,850.92,116.08,1271.08,1007,34.33,155.17,352.75,3692.25,97.83,4183,"201105",4438
201101,"2011","28082",13,"Madrid, Comunidad de",28,"Madrid","Manzanares el Real",770.5,33.5,217.33,139.5,31.08,242.67,106.42,5.58,43.25,137.67,560,24,733,"201101",822
201101,"2011","28083",13,"Madrid, Comunidad de",28,"Madrid","Meco",1440.83,118.75,339.08,225,103.75,429.08,225.17,12.25,179.92,230.17,937.33,81.17,1333,"201107",1586
201101,"2011","28084",13,"Madrid, Comunidad de",28,"Madrid","Mejorada del Campo",2646.67,190.42,633.42,429.08,159.42,781.67,452.67,10.5,287.5,365,1901.08,82.58,2596,"201106",2704
201101,"2011","28085",13,"Madrid, Comunidad de",28,"Madrid","Miraflores de la Sierra",622,32.5,187.17,125.25,19.5,171,86.58,9.5,30.5,147.17,412.08,22.75,579,"201101",673
201101,"2011","28086",13,"Madrid, Comunidad de",28,"Madrid","Molar, El",754.17,44,207.42,127.17,28.58,253.08,93.92,13,58.17,100,560.75,22.25,716,"201101",801
201101,"2011","28087",13,"Madrid, Comunidad de",28,"Madrid","Molinos, Los",340.17,24.33,87.33,78.33,12.92,83.92,53.33,3.83,13.75,61.67,250.92,10,313,"201101",378
201101,"2011","28088",13,"Madrid, Comunidad de",28,"Madrid","Montejo de la Sierra",17.25,0,3.17,4.17,1.25,6.92,1.75,0,0,0,15.33,1.92,15,"201107",19
201101,"2011","28089",13,"Madrid, Comunidad de",28,"Madrid","Moraleja de Enmedio",503.67,41.25,107.58,78.17,32.67,153,91,0.17,79.83,51.17,352.92,19.58,467,"201106",541
201101,"2011","28090",13,"Madrid, Comunidad de",28,"Madrid","Moralzarzal",1008.17,50.67,257.5,190.58,31.25,302.17,176,8.17,46.42,170.17,737.75,45.67,945,"201105",1070
201101,"2011","28091",13,"Madrid, Comunidad de",28,"Madrid","Morata de Tajuña",900.83,71.92,227.25,164.58,57.5,240.25,139.33,34.75,150.92,159.83,498.25,57.08,852,"201108",968
201101,"2011","28092",13,"Madrid, Comunidad de",28,"Madrid","Móstoles",24187.67,1483.67,5854.42,4373,1292.17,6123.5,5060.92,183.58,2496.25,3792.92,16336.08,1378.83,23726,"201101",24682
201101,"2011","28093",13,"Madrid, Comunidad de",28,"Madrid","Navacerrada",200.75,10.67,54.5,33,10.58,58.5,33.5,1.5,11.67,15.33,166.17,6.08,177,"201108",220
201101,"2011","28094",13,"Madrid, Comunidad de",28,"Madrid","Navalafuente",166.33,11.25,49.25,30.17,4.83,49.08,21.75,1.75,7.92,23.17,123.33,10.17,155,"201101",182
201101,"2011","28095",13,"Madrid, Comunidad de",28,"Madrid","Navalagamella",254.67,23.17,70.33,57.92,10.83,60.33,32.08,5.58,2.58,63.67,172.42,10.42,234,"201105",270
201101,"2011","28096",13,"Madrid, Comunidad de",28,"Madrid","Navalcarnero",2853.33,210.17,726.75,421.92,159.83,914.5,420.17,29.25,294.42,494.25,1811.58,223.83,2708,"201101",2981
201101,"2011","28097",13,"Madrid, Comunidad de",28,"Madrid","Navarredonda y San Mamés",7.58,0.75,1.17,2.17,0.83,2.67,0,0.75,0,0.33,6,0.5,6,"201101",10
201101,"2011","28099",13,"Madrid, Comunidad de",28,"Madrid","Navas del Rey",365.75,26.83,99.25,76.08,21.25,90.67,51.67,4.58,22.5,90.17,232,16.5,339,"201101",404
201101,"2011","28100",13,"Madrid, Comunidad de",28,"Madrid","Nuevo Baztán",624.5,37.92,125.58,126.75,30.33,167.17,136.75,3.67,60.67,86.5,430.5,43.17,604,"201108",639
201101,"2011","28101",13,"Madrid, Comunidad de",28,"Madrid","Olmeda de las Fuentes",26.67,0.83,5.92,4.5,0.92,12.5,2,0.92,3.08,3.67,19,0,23,"201111",34
201101,"2011","28102",13,"Madrid, Comunidad de",28,"Madrid","Orusco de Tajuña",158.42,11,41.83,30.58,7.17,49.25,18.58,3,15.67,24.08,103.5,12.17,148,"201106",170
201101,"2011","28104",13,"Madrid, Comunidad de",28,"Madrid","Paracuellos de Jarama",1155.83,40.58,329.42,162.92,39.83,417.33,165.75,4.08,100.67,121.17,902.83,27.08,1054,"201101",1229
201101,"2011","28106",13,"Madrid, Comunidad de",28,"Madrid","Parla",17184.08,1035.25,4943.17,2726.58,930.42,5005.92,2542.75,144.92,1815.25,3420.75,10404.33,1398.83,16816,"201108",17919
201101,"2011","28107",13,"Madrid, Comunidad de",28,"Madrid","Patones",33.58,0.17,8.33,7.67,0.5,10.92,6,0,1.08,2.5,29.17,0.83,28,"201101",40
201101,"2011","28108",13,"Madrid, Comunidad de",28,"Madrid","Pedrezuela",444.58,13.08,123.5,74.58,18.58,156.67,58.17,1.67,20.17,58.83,350.25,13.67,401,"201102",483
201101,"2011","28109",13,"Madrid, Comunidad de",28,"Madrid","Pelayos de la Presa",349.5,21.25,107.5,65,15.5,85.25,55,4.33,17.75,78.25,236.92,12.25,318,"201109",380
201101,"2011","28110",13,"Madrid, Comunidad de",28,"Madrid","Perales de Tajuña",335.25,19.92,84.17,53.75,20.33,108.25,48.83,3.25,59.92,64,186.5,21.58,325,"201101",353
201101,"2011","28111",13,"Madrid, Comunidad de",28,"Madrid","Pezuela de las Torres",97.25,7.75,27.58,16.92,6.42,24.83,13.75,1.17,12.25,16.08,61.75,6,89,"201101",105
201101,"2011","28112",13,"Madrid, Comunidad de",28,"Madrid","Pinilla del Valle",18.42,1,2,4.83,0.83,5.17,4.58,0.25,1.25,0.42,16.25,0.25,16,"201101",24
201101,"2011","28113",13,"Madrid, Comunidad de",28,"Madrid","Pinto",5147.58,304.08,1169.75,762.08,294,1741,876.67,21.25,767.17,560.25,3388.67,410.25,4987,"201104",5300
201101,"2011","28114",13,"Madrid, Comunidad de",28,"Madrid","Piñuécar-Gandullas",13.67,2.75,0.83,2.25,0,6.33,1.5,0,0.92,0.67,11.33,0.75,11,"201111",17
201101,"2011","28115",13,"Madrid, Comunidad de",28,"Madrid","Pozuelo de Alarcón",4230.33,130.58,898.17,975.33,103.33,1117.92,1005,26.92,167.33,346.75,3573.5,115.83,4128,"201105",4352
201101,"2011","28116",13,"Madrid, Comunidad de",28,"Madrid","Pozuelo del Rey",105.33,6.58,29.83,13.25,6.25,38.17,11.25,4.17,18.17,11.83,65.42,5.75,100,"201107",113
201101,"2011","28117",13,"Madrid, Comunidad de",28,"Madrid","Prádena del Rincón",11.5,0,4.92,0.75,0,4.92,0.92,0.42,0.25,0.92,9.92,0,10,"201101",14
201101,"2011","28118",13,"Madrid, Comunidad de",28,"Madrid","Puebla de la Sierra",10.58,0,1.42,3.17,0,2.67,3.33,2.42,0.08,0.08,8,0,8,"201105",16
201101,"2011","28119",13,"Madrid, Comunidad de",28,"Madrid","Quijorna",263.33,14.25,64.33,43.83,14.08,85.75,41.08,2.25,13.5,29.58,204.83,13.17,240,"201102",292
201101,"2011","28120",13,"Madrid, Comunidad de",28,"Madrid","Rascafría",167.25,11.75,45.5,45,7.67,37.75,19.58,12.5,4.67,27,112.67,10.42,144,"201110",203
201101,"2011","28121",13,"Madrid, Comunidad de",28,"Madrid","Redueña",20.17,0,5.92,2.83,1.83,9,0.58,0.83,1.25,3.58,11.83,2.67,17,"201101",23
