"Cod mes","anio","Cod CA","Comunidad Aut","Cod provincia","Provincia","mes","total Dtes Empleo","Dtes Empleo hombre edad < 25","Dtes Empleo hombre edad 25 -45","Dtes Empleo hombre edad >=45","Dtes Empleo mujer edad < 25","Dtes Empleo mujer edad 25 -45","Dtes Empleo mujer edad >=45","Dtes EmpleoAgricultura","Dtes Empleo Industria","Dtes Empleo Construcción","Dtes Empleo Servicios","Dtes Empleo Sin empleo Anterior"
201601,"2016","16","País Vasco","01","Araba/Álava",0,43719,1647,10118,7892,1649,12610,9803,1321,5707,3368,29515,3808
201602,"2016","16","País Vasco","01","Araba/Álava",0,45811,1778,10627,8014,1862,13479,10051,1314,5810,3444,31288,3955
201603,"2016","16","País Vasco","01","Araba/Álava",0,42961,1603,9672,7797,1645,12445,9799,1296,5435,3305,29080,3845
201604,"2016","16","País Vasco","01","Araba/Álava",0,42851,1528,9600,7823,1618,12420,9862,1306,5372,3299,29080,3794
201605,"2016","16","País Vasco","01","Araba/Álava",0,42612,1571,9402,7787,1617,12343,9892,1305,5285,3261,28918,3843
201606,"2016","16","País Vasco","01","Araba/Álava",0,43259,1665,9363,7833,1709,12485,10204,1315,5287,3213,29466,3978
201607,"2016","16","País Vasco","01","Araba/Álava",0,42864,1646,9130,7755,1674,12363,10296,1266,5222,3101,29393,3882
201608,"2016","16","País Vasco","01","Araba/Álava",0,42332,1516,8968,7770,1597,12235,10246,1268,5151,3063,29017,3833
201609,"2016","16","País Vasco","01","Araba/Álava",0,42806,1529,9086,7790,1652,12494,10255,1301,5228,3087,29263,3927
201610,"2016","16","País Vasco","01","Araba/Álava",0,42827,1573,9117,7767,1660,12489,10221,1333,5238,3041,29282,3933
201611,"2016","16","País Vasco","01","Araba/Álava",0,42831,1609,9102,7728,1707,12489,10196,1357,5208,2986,29298,3982
201612,"2016","16","País Vasco","01","Araba/Álava",0,42790,1575,9277,7784,1654,12314,10186,1344,5233,2998,29316,3899
201601,"2016","08","Castilla - La Mancha","02","Albacete",0,55350,2837,9985,10577,2764,14417,14770,6687,6245,4548,33150,4720
201602,"2016","08","Castilla - La Mancha","02","Albacete",0,55589,2862,9919,10667,2753,14536,14852,6985,6168,4511,33178,4747
201603,"2016","08","Castilla - La Mancha","02","Albacete",0,54778,2779,9836,10577,2600,14240,14746,6913,6181,4539,32437,4708
