"Cod mes","anio","Cod CA","Comunidad Aut","Cod provincia","Provincia","mes","total Dtes Empleo","Dtes Empleo hombre edad < 25","Dtes Empleo hombre edad 25 -45","Dtes Empleo hombre edad >=45","Dtes Empleo mujer edad < 25","Dtes Empleo mujer edad 25 -45","Dtes Empleo mujer edad >=45","Dtes EmpleoAgricultura","Dtes Empleo Industria","Dtes Empleo Construcción","Dtes Empleo Servicios","Dtes Empleo Sin empleo Anterior"
202204,"2022","08","Castilla - La Mancha","02","Albacete",0,36059,1252,4416,7456,1347,7851,13467,4028,4112,1845,23470,2368
202205,"2022","08","Castilla - La Mancha","02","Albacete",0,34375,1083,3925,7010,1233,7541,13315,3226,3931,1741,22912,2297
202206,"2022","08","Castilla - La Mancha","02","Albacete",0,34218,1103,3816,6972,1215,7387,13465,3270,3668,1658,23054,2305
202207,"2022","08","Castilla - La Mancha","02","Albacete",0,35395,1150,4185,7202,1239,7882,13461,3627,3662,1672,23812,2314
202208,"2022","08","Castilla - La Mancha","02","Albacete",0,36290,1181,4480,7382,1256,8083,13610,3911,3735,1746,24322,2294
202209,"2022","08","Castilla - La Mancha","02","Albacete",0,36457,1294,4406,7410,1368,8022,13705,3646,3814,1743,24621,2347
202210,"2022","08","Castilla - La Mancha","02","Albacete",0,38060,1407,4713,7732,1525,8414,13997,4180,3947,1764,25527,2360
202211,"2022","08","Castilla - La Mancha","02","Albacete",0,38955,1509,4821,7866,1569,8625,14275,4165,4133,1794,26150,2436
202212,"2022","08","Castilla - La Mancha","02","Albacete",0,39000,1457,4968,8120,1471,8459,14251,4318,4313,1889,25786,2417
202201,"2022","10","Comunitat Valenciana","03","Alicante/Alacant",0,246884,7314,37445,59887,6956,53218,81782,9854,34490,16529,173747,12005
202202,"2022","10","Comunitat Valenciana","03","Alicante/Alacant",0,244856,7477,36631,58917,7170,53048,81343,9914,33915,16101,172361,12293
202203,"2022","10","Comunitat Valenciana","03","Alicante/Alacant",0,203187,7055,27175,47773,6681,42655,71550,9858,28743,15344,136249,12714
202204,"2022","10","Comunitat Valenciana","03","Alicante/Alacant",0,198452,6742,25956,47178,6327,41191,70780,9489,28821,15269,131772,12816
202205,"2022","10","Comunitat Valenciana","03","Alicante/Alacant",0,193976,6323,24561,46401,6101,40034,70236,8721,28178,14896,129102,12814
202206,"2022","10","Comunitat Valenciana","03","Alicante/Alacant",0,193529,5918,24073,45912,5662,39650,71959,9435,27640,14745,128815,12627
202207,"2022","10","Comunitat Valenciana","03","Alicante/Alacant",0,196104,5732,24560,46417,5610,40421,73050,9588,28126,14930,130662,12526
202208,"2022","10","Comunitat Valenciana","03","Alicante/Alacant",0,201034,5885,25859,47821,5792,41582,73780,9730,30234,15551,132896,12349
202209,"2022","10","Comunitat Valenciana","03","Alicante/Alacant",0,197020,6535,25502,47328,6266,40149,70929,9398,29030,15104,130699,12514
202210,"2022","10","Comunitat Valenciana","03","Alicante/Alacant",0,200991,6824,26223,47784,6587,41203,72044,8757,29498,14970,134808,12668
202211,"2022","10","Comunitat Valenciana","03","Alicante/Alacant",0,204978,7066,27089,48308,6795,42136,73269,8773,28895,14902,139323,12805
202212,"2022","10","Comunitat Valenciana","03","Alicante/Alacant",0,209158,7200,28133,49318,6779,43029,74390,9118,30066,15256,141599,12843
202201,"2022","01","Andalucía","04","Almería",0,80034,3042,13688,17927,2912,19443,22705,14570,2696,6090,50267,6191
202202,"2022","01","Andalucía","04","Almería",0,81103,3157,13782,18032,3141,19763,22918,15220,2624,6044,50457,6545
202203,"2022","01","Andalucía","04","Almería",0,82992,3291,14099,18368,3376,20317,23252,16048,2660,6201,51066,6800
202204,"2022","01","Andalucía","04","Almería",0,82169,3147,13869,18070,3374,20189,23238,16366,2651,6051,50033,6845
202205,"2022","01","Andalucía","04","Almería",0,85147,3099,14346,18410,3536,21421,24056,18130,2646,5709,51629,6811
202206,"2022","01","Andalucía","04","Almería",0,93721,3204,16570,20083,3580,23596,26389,22632,2654,5673,55841,6732
202207,"2022","01","Andalucía","04","Almería",0,99293,3324,17961,21349,3523,24750,28088,23620,2735,5765,60231,6737
202208,"2022","01","Andalucía","04","Almería",0,100600,3437,17940,21507,3658,25344,28434,22667,2762,5952,62360,6652
202209,"2022","01","Andalucía","04","Almería",0,93228,3558,15645,19831,3845,23667,26396,19319,2724,5821,58199,6947
202210,"2022","01","Andalucía","04","Almería",0,86576,3499,14350,18490,3751,21463,24727,16288,2679,5818,54496,7033
202211,"2022","01","Andalucía","04","Almería",0,83681,3367,13920,18023,3517,20409,24143,15248,2624,5844,52685,7002
202212,"2022","01","Andalucía","04","Almería",0,82377,3218,13920,18124,3247,19676,23913,14815,2628,6025,51796,6844
202201,"2022","07","Castilla y León","05","Ávila",0,13672,355,1716,3537,325,2670,4203,798,1205,896,9187,953
202202,"2022","07","Castilla y León","05","Ávila",0,13827,365,1712,3470,329,2740,4314,730,1237,876,9349,985
202203,"2022","07","Castilla y León","05","Ávila",0,13955,389,1722,3529,368,2686,4395,696,1279,887,9403,1044
202204,"2022","07","Castilla y León","05","Ávila",0,13735,373,1634,3502,346,2651,4336,659,1254,890,9192,1104
202205,"2022","07","Castilla y León","05","Ávila",0,13416,375,1527,3450,367,2562,4263,600,1235,843,8945,1151
202206,"2022","07","Castilla y León","05","Ávila",0,12870,352,1411,3310,338,2413,4223,566,1176,800,8571,1118
202207,"2022","07","Castilla y León","05","Ávila",0,12470,293,1350,3185,300,2365,4149,537,1153,776,8307,1071
202208,"2022","07","Castilla y León","05","Ávila",0,12352,255,1331,3181,293,2419,4069,520,1127,802,8256,1010
202209,"2022","07","Castilla y León","05","Ávila",0,12671,310,1412,3277,350,2497,4023,469,1181,810,8546,1062
202210,"2022","07","Castilla y León","05","Ávila",0,13294,370,1527,3396,355,2616,4188,656,1217,797,8923,1074
202211,"2022","07","Castilla y León","05","Ávila",0,13784,390,1599,3543,374,2721,4326,792,1214,835,9237,1087
202212,"2022","07","Castilla y León","05","Ávila",0,13416,371,1608,3452,362,2625,4174,731,1225,866,8930,1055
202201,"2022","11","Extremadura","06","Badajoz",0,91643,3332,11215,18668,3767,22101,32300,19507,4224,6618,56790,4221
202202,"2022","11","Extremadura","06","Badajoz",0,92416,3519,11511,18780,3821,22280,32262,19228,4303,6780,57430,4368
202203,"2022","11","Extremadura","06","Badajoz",0,94058,3742,12199,19781,3841,21954,32290,20076,4385,7343,57518,4432
202204,"2022","11","Extremadura","06","Badajoz",0,87255,3226,10486,18118,3499,20221,31410,16087,4137,7014,55323,4381
202205,"2022","11","Extremadura","06","Badajoz",0,83550,3134,9621,17422,3375,19149,30550,14411,3868,6519,53976,4465
202206,"2022","11","Extremadura","06","Badajoz",0,83126,3197,9402,17360,3392,18827,30676,14174,3736,6421,53732,4701
202207,"2022","11","Extremadura","06","Badajoz",0,84576,3213,9836,17913,3305,19047,30991,15252,3597,6686,54064,4657
202208,"2022","11","Extremadura","06","Badajoz",0,85108,3169,9888,17758,3445,19449,31136,15236,3619,6721,54695,4531
202209,"2022","11","Extremadura","06","Badajoz",0,86597,3443,10120,17745,3781,20037,31232,16137,4030,6469,55226,4422
202210,"2022","11","Extremadura","06","Badajoz",0,91033,3721,11510,19008,3919,20761,31885,19727,4321,6357,56040,4241
202211,"2022","11","Extremadura","06","Badajoz",0,91025,3569,11108,18472,3934,21196,32498,19296,4306,6305,56614,4155
202212,"2022","11","Extremadura","06","Badajoz",0,90853,3432,11562,19101,3584,20694,32251,19888,4407,6752,55543,3932
202201,"2022","04","Balears, Illes","07","Balears, Illes",0,133510,5294,25808,27336,4738,33320,36963,1421,3700,7335,117247,3681
202202,"2022","04","Balears, Illes","07","Balears, Illes",0,125161,5081,23205,25240,4784,31482,35324,1289,3483,6938,108369,4972
202203,"2022","04","Balears, Illes","07","Balears, Illes",0,106659,4710,18889,21641,4417,26636,30317,1219,3233,6738,90430,4927
202204,"2022","04","Balears, Illes","07","Balears, Illes",0,71990,3313,11178,15661,3141,16997,21620,961,2754,6317,57649,4207
202205,"2022","04","Balears, Illes","07","Balears, Illes",0,56371,2383,8131,12795,2351,12782,17814,800,2437,5835,43580,3596
202206,"2022","04","Balears, Illes","07","Balears, Illes",0,52530,1965,7406,12268,1963,11616,17194,695,2358,5682,40269,3384
202207,"2022","04","Balears, Illes","07","Balears, Illes",0,54260,1944,7830,12392,1932,12302,17738,747,2523,5877,41706,3276
202208,"2022","04","Balears, Illes","07","Balears, Illes",0,55145,2049,8087,12694,2021,12482,17701,722,2645,6134,42313,3192
202209,"2022","04","Balears, Illes","07","Balears, Illes",0,56905,2744,8580,12785,2592,12673,17431,816,2632,5918,44135,3261
202210,"2022","04","Balears, Illes","07","Balears, Illes",0,73959,3772,12681,15198,3589,17715,20924,993,3005,5875,60675,3302
202211,"2022","04","Balears, Illes","07","Balears, Illes",0,121186,5780,22968,23597,5134,30151,33499,1124,3308,6059,107202,3381
202212,"2022","04","Balears, Illes","07","Balears, Illes",0,132851,5985,25683,26533,5143,32612,36843,1175,3533,6440,118222,3371
202201,"2022","09","Cataluña","08","Barcelona",0,366569,10514,55997,98363,8870,70428,121766,3233,56683,23888,261842,20343
202202,"2022","09","Cataluña","08","Barcelona",0,360079,11353,53588,95316,9432,69272,120466,3215,52203,23422,259387,21240
202203,"2022","09","Cataluña","08","Barcelona",0,358796,11704,53198,94262,9954,69098,119914,3229,51409,23518,258155,21846
202204,"2022","09","Cataluña","08","Barcelona",0,352353,11397,51713,92556,9766,67791,118458,3093,50556,23437,252529,22079
202205,"2022","09","Cataluña","08","Barcelona",0,333750,10455,47606,86720,9113,64600,114545,2763,46641,22423,239305,21934
202206,"2022","09","Cataluña","08","Barcelona",0,326155,9644,44910,83614,8510,63132,115626,2677,44994,21814,234441,21576
202207,"2022","09","Cataluña","08","Barcelona",0,336904,9560,45999,83770,8848,66677,121341,2797,44814,21949,245275,21473
202208,"2022","09","Cataluña","08","Barcelona",0,343628,9405,47605,84303,9148,70437,122018,2563,44960,22275,252780,20446
202209,"2022","09","Cataluña","08","Barcelona",0,333661,10483,47705,84819,9363,66577,113979,2793,45118,22323,241356,21427
202210,"2022","09","Cataluña","08","Barcelona",0,339310,11522,49183,86279,10035,66924,114681,3086,45802,22093,245667,22056
202211,"2022","09","Cataluña","08","Barcelona",0,347357,12232,51419,88879,10387,67622,116140,3040,48130,22267,250579,22719
202212,"2022","09","Cataluña","08","Barcelona",0,348932,11646,52719,90564,9576,67311,116410,3031,50214,22426,250731,21891
202201,"2022","07","Castilla y León","09","Burgos",0,21732,674,2633,5094,598,4184,7541,1058,2812,1136,14796,1162
202202,"2022","07","Castilla y León","09","Burgos",0,22026,745,2615,5082,676,4302,7625,978,2839,1115,15111,1225
202203,"2022","07","Castilla y León","09","Burgos",0,22457,796,2762,5150,719,4340,7684,1036,2975,1132,15243,1330
202204,"2022","07","Castilla y León","09","Burgos",0,22291,763,2762,5207,698,4260,7585,1015,2986,1135,14953,1398
202205,"2022","07","Castilla y León","09","Burgos",0,21212,730,2506,4936,670,4000,7401,760,2869,1072,14363,1411
202206,"2022","07","Castilla y León","09","Burgos",0,20370,682,2337,4735,590,3721,7369,744,2752,1031,13779,1341
202207,"2022","07","Castilla y León","09","Burgos",0,20419,609,2291,4618,537,3858,7562,886,2688,977,13943,1249
202208,"2022","07","Castilla y León","09","Burgos",0,20713,602,2390,4689,540,3882,7590,1024,2797,978,14048,1197
202209,"2022","07","Castilla y León","09","Burgos",0,19982,655,2347,4554,587,3756,7132,660,2799,957,13679,1191
202210,"2022","07","Castilla y León","09","Burgos",0,21123,685,2590,4747,630,3979,7394,1171,2867,982,14143,1208
202211,"2022","07","Castilla y León","09","Burgos",0,21928,710,2810,5041,618,4112,7590,1225,3125,1012,14575,1228
202212,"2022","07","Castilla y León","09","Burgos",0,22200,665,3011,5338,538,4064,7548,1251,3254,1084,14645,1170
202201,"2022","11","Extremadura","10","Cáceres",0,50896,1737,6767,11993,1696,11140,16829,10604,2544,5330,29440,2314
202202,"2022","11","Extremadura","10","Cáceres",0,50568,1735,6691,11855,1687,11114,16790,10404,2448,5321,29394,2369
202203,"2022","11","Extremadura","10","Cáceres",0,50086,1872,6594,11753,1709,10755,16694,10041,2510,5546,28839,2476
202204,"2022","11","Extremadura","10","Cáceres",0,48481,1732,6225,11494,1575,10259,16420,9357,2385,5508,28066,2497
202205,"2022","11","Extremadura","10","Cáceres",0,45228,1560,5387,10656,1478,9472,15843,8194,2133,4827,26913,2497
202206,"2022","11","Extremadura","10","Cáceres",0,44194,1483,5056,10338,1504,9252,15679,8058,2055,4439,26434,2522
202207,"2022","11","Extremadura","10","Cáceres",0,46215,1579,5693,10963,1429,9496,16182,9288,2233,4576,26918,2507
202208,"2022","11","Extremadura","10","Cáceres",0,46829,1630,5862,11055,1512,9710,16256,9193,2245,4621,27630,2465
202209,"2022","11","Extremadura","10","Cáceres",0,46632,1739,5759,10728,1687,9857,16095,8638,2164,4485,28201,2461
202210,"2022","11","Extremadura","10","Cáceres",0,46927,1643,5731,10922,1711,9911,16220,9016,2185,4331,28364,2339
202211,"2022","11","Extremadura","10","Cáceres",0,48300,1739,6017,11356,1719,10148,16493,9650,2256,4598,28731,2370
202212,"2022","11","Extremadura","10","Cáceres",0,49187,1687,6475,11877,1535,10038,16750,10117,2428,5159,28546,2253
202201,"2022","01","Andalucía","11","Cádiz",0,206922,7749,31478,43999,7704,50870,65118,15195,11812,17776,140783,21343
202202,"2022","01","Andalucía","11","Cádiz",0,205644,7957,30778,43232,7927,50652,65090,15238,11627,17416,139428,21921
202203,"2022","01","Andalucía","11","Cádiz",0,205357,8038,31119,43818,7894,49798,64678,15251,11960,18664,137281,22190
202204,"2022","01","Andalucía","11","Cádiz",0,193702,7337,27958,41396,7314,46508,63178,13666,11524,17296,129285,21917
202205,"2022","01","Andalucía","11","Cádiz",0,187835,6932,26493,40397,6970,44732,62301,12780,11214,16597,125824,21408
202206,"2022","01","Andalucía","11","Cádiz",0,185586,6782,25677,40002,6839,43824,62449,13457,11092,16438,123266,21320
202207,"2022","01","Andalucía","11","Cádiz",0,184740,6669,25569,40080,6657,43264,62491,15376,10654,16653,121003,21035
202208,"2022","01","Andalucía","11","Cádiz",0,188167,6944,26364,40652,7046,44242,62912,15698,10998,16943,123385,21132
202209,"2022","01","Andalucía","11","Cádiz",0,193385,7773,27772,41279,7896,45435,63221,14520,11544,16594,128841,21878
202210,"2022","01","Andalucía","11","Cádiz",0,200400,8285,29139,42174,8379,47553,64859,14144,11528,16639,135960,22119
202211,"2022","01","Andalucía","11","Cádiz",0,205209,8295,30016,42878,8379,48946,66685,13687,11498,16583,141177,22254
202212,"2022","01","Andalucía","11","Cádiz",0,203793,7827,30525,43810,7726,47400,66494,13597,12022,17535,139186,21443
202201,"2022","10","Comunitat Valenciana","12","Castellón/Castelló",0,64966,2236,9584,14979,2298,14961,20375,2618,9467,3419,45582,3516
202202,"2022","10","Comunitat Valenciana","12","Castellón/Castelló",0,65787,2332,9543,14928,2376,15302,20785,2884,9433,3391,46042,3682
202203,"2022","10","Comunitat Valenciana","12","Castellón/Castelló",0,54485,2225,6953,11927,2243,12452,18159,3178,5931,3233,38004,3757
202204,"2022","10","Comunitat Valenciana","12","Castellón/Castelló",0,54865,2208,7021,12302,2109,12320,18355,3122,6863,3267,37378,3857
202205,"2022","10","Comunitat Valenciana","12","Castellón/Castelló",0,55763,2126,6911,12281,2095,12503,19247,3161,6850,3244,38230,3847
202206,"2022","10","Comunitat Valenciana","12","Castellón/Castelló",0,56028,1946,6576,12259,1915,12386,20339,3412,6660,3174,38578,3783
202207,"2022","10","Comunitat Valenciana","12","Castellón/Castelló",0,56784,1877,6746,12226,1852,12747,20794,3264,6649,3198,39518,3745
202208,"2022","10","Comunitat Valenciana","12","Castellón/Castelló",0,58809,1950,7224,12654,1980,13366,21069,3195,7110,3305,41113,3679
202209,"2022","10","Comunitat Valenciana","12","Castellón/Castelló",0,59718,2349,7698,13429,2296,13114,20267,2968,8319,3346,40847,3848
202210,"2022","10","Comunitat Valenciana","12","Castellón/Castelló",0,58367,2493,7900,13454,2343,12791,18828,2257,8803,3280,39635,3979
202211,"2022","10","Comunitat Valenciana","12","Castellón/Castelló",0,59514,2619,8471,14126,2387,12700,18665,2288,9700,3334,39776,4042
202212,"2022","10","Comunitat Valenciana","12","Castellón/Castelló",0,61342,2673,9007,14928,2324,12899,18955,2548,10665,3379,40311,4042
202201,"2022","08","Castilla - La Mancha","13","Ciudad Real",0,49932,1920,6549,10254,2066,12086,16824,5453,4093,3680,32674,3810
202202,"2022","08","Castilla - La Mancha","13","Ciudad Real",0,51106,2088,6744,10343,2279,12339,17077,6137,4094,3574,33045,4015
202203,"2022","08","Castilla - La Mancha","13","Ciudad Real",0,50779,2223,6954,10321,2285,12016,16751,6547,4109,3775,32058,4042
202204,"2022","08","Castilla - La Mancha","13","Ciudad Real",0,50096,2125,6706,10267,2193,11818,16725,6429,4038,3599,31722,4066
202205,"2022","08","Castilla - La Mancha","13","Ciudad Real",0,48225,1928,5994,9883,2033,11477,16616,5557,3924,3325,31255,3907
202206,"2022","08","Castilla - La Mancha","13","Ciudad Real",0,48285,1888,5994,9761,2074,11496,16800,5480,3826,3295,31440,3999
202207,"2022","08","Castilla - La Mancha","13","Ciudad Real",0,49570,1868,6369,9967,2005,11990,17101,5693,3863,3361,32475,3940
202208,"2022","08","Castilla - La Mancha","13","Ciudad Real",0,49581,1867,6326,10040,2003,12056,17025,5321,3813,3552,32746,3891
202209,"2022","08","Castilla - La Mancha","13","Ciudad Real",0,48795,1841,5820,9697,2130,11920,17092,4424,3598,3283,33298,3931
202210,"2022","08","Castilla - La Mancha","13","Ciudad Real",0,50919,2005,6402,10257,2260,12343,17362,5664,3822,3313,33938,3937
202211,"2022","08","Castilla - La Mancha","13","Ciudad Real",0,51385,1998,6363,10291,2281,12517,17660,5396,3874,3430,34443,4003
202212,"2022","08","Castilla - La Mancha","13","Ciudad Real",0,51092,1912,6385,10299,2192,12400,17635,5056,3951,3734,34198,3910
202201,"2022","01","Andalucía","14","Córdoba",0,109903,3903,13991,22210,4610,24945,40187,21724,7968,12827,59009,8305
202202,"2022","01","Andalucía","14","Córdoba",0,114884,4336,14794,23112,4838,26033,41711,26562,7864,12725,59112,8547
202203,"2022","01","Andalucía","14","Córdoba",0,120102,4739,16126,24560,4842,26731,43050,30396,8150,13586,59282,8625
202204,"2022","01","Andalucía","14","Córdoba",0,117972,4454,15314,24206,4608,26193,43154,29354,8158,13833,58098,8466
202205,"2022","01","Andalucía","14","Córdoba",0,115690,4236,14649,23938,4465,25479,42875,27682,8017,14139,57503,8284
202206,"2022","01","Andalucía","14","Córdoba",0,118524,4555,15317,24456,4732,25855,43583,28113,7941,14819,58903,8683
202207,"2022","01","Andalucía","14","Córdoba",0,121421,4687,16263,25242,4763,26320,44093,29100,8068,15962,59514,8704
202208,"2022","01","Andalucía","14","Córdoba",0,122063,4806,16258,24992,5061,26897,44016,27206,8317,16567,61014,8897
202209,"2022","01","Andalucía","14","Córdoba",0,119716,4763,15558,24320,5203,26269,43560,25715,8147,16217,60509,9056
202210,"2022","01","Andalucía","14","Córdoba",0,119418,4789,15521,24252,5229,25962,43627,25409,8176,15763,60983,9013
202211,"2022","01","Andalucía","14","Córdoba",0,114204,4380,14195,23020,5099,24802,42648,21677,8107,14632,60849,8850
202212,"2022","01","Andalucía","14","Córdoba",0,107593,3908,13308,22043,4580,22918,40770,18779,8129,13701,58633,8263
202201,"2022","12","Galicia","15","Coruña, A",0,84584,2646,12421,20795,2579,18503,27528,2621,9184,5967,58996,7751
202202,"2022","12","Galicia","15","Coruña, A",0,84482,2662,12242,20392,2683,18674,27684,2449,9041,5779,59162,7979
202203,"2022","12","Galicia","15","Coruña, A",0,83796,2710,12025,20178,2696,18440,27574,2339,8923,5785,58586,8082
202204,"2022","12","Galicia","15","Coruña, A",0,82262,2659,11964,20092,2600,17742,27056,2296,9158,5759,56999,7977
202205,"2022","12","Galicia","15","Coruña, A",0,80398,2632,11352,19751,2556,17184,26783,2328,8604,5633,55690,8058
202206,"2022","12","Galicia","15","Coruña, A",0,78772,2586,10858,19440,2457,16582,26702,2214,8382,5481,54524,8082
202207,"2022","12","Galicia","15","Coruña, A",0,77696,2359,10351,19130,2167,16597,26929,2051,7966,5295,54601,7690
202208,"2022","12","Galicia","15","Coruña, A",0,78340,2391,10404,19064,2328,16999,27012,2046,7793,5270,55458,7679
202209,"2022","12","Galicia","15","Coruña, A",0,78411,2509,10601,19014,2607,16840,26706,1973,7909,5288,55322,7806
202210,"2022","12","Galicia","15","Coruña, A",0,78978,2550,10846,19242,2640,16795,26762,2083,8017,5226,55651,7885
202211,"2022","12","Galicia","15","Coruña, A",0,80814,2607,11296,19746,2660,17127,27245,2342,8258,5311,56942,7865
202212,"2022","12","Galicia","15","Coruña, A",0,83334,2506,11905,20489,2514,17449,28331,2601,9914,5649,57365,7716
202201,"2022","08","Castilla - La Mancha","16","Cuenca",0,13611,341,1657,2992,374,2831,4513,1604,1149,763,8869,565
202202,"2022","08","Castilla - La Mancha","16","Cuenca",0,14282,401,1751,3089,423,3039,4678,1721,1173,759,9339,638
202203,"2022","08","Castilla - La Mancha","16","Cuenca",0,14398,469,1820,3105,437,2994,4711,1935,1180,729,9220,693
202204,"2022","08","Castilla - La Mancha","16","Cuenca",0,14299,446,1758,3139,407,2955,4701,1872,1259,724,9117,703
202205,"2022","08","Castilla - La Mancha","16","Cuenca",0,13929,423,1645,3035,383,2880,4667,1757,1234,676,8922,700
202206,"2022","08","Castilla - La Mancha","16","Cuenca",0,13480,372,1527,3004,389,2698,4604,1603,1159,638,8726,692
202207,"2022","08","Castilla - La Mancha","16","Cuenca",0,13669,388,1586,3058,362,2858,4555,1852,1085,601,8770,662
202208,"2022","08","Castilla - La Mancha","16","Cuenca",0,13744,401,1616,3060,356,2872,4523,1838,1107,617,8889,638
202209,"2022","08","Castilla - La Mancha","16","Cuenca",0,13589,361,1561,2997,380,2836,4523,1564,1127,597,8997,628
202210,"2022","08","Castilla - La Mancha","16","Cuenca",0,14301,428,1724,3165,428,2979,4701,1822,1190,636,9315,658
202211,"2022","08","Castilla - La Mancha","16","Cuenca",0,14524,451,1730,3170,457,2986,4822,1687,1261,646,9563,648
202212,"2022","08","Castilla - La Mancha","16","Cuenca",0,14470,466,1772,3266,395,2899,4776,1648,1280,720,9461,635
202201,"2022","09","Cataluña","17","Girona",0,57979,1991,8954,14679,1708,11869,17862,1946,5257,3804,43797,2450
202202,"2022","09","Cataluña","17","Girona",0,56876,2000,8571,14198,1790,11744,17664,1909,5155,3678,42792,2608
202203,"2022","09","Cataluña","17","Girona",0,53685,1912,7859,13466,1722,11109,16698,1796,5129,3660,39626,2719
202204,"2022","09","Cataluña","17","Girona",0,47614,1630,6777,12075,1499,9618,15048,1555,4983,3597,34015,2751
202205,"2022","09","Cataluña","17","Girona",0,44023,1403,5995,11197,1318,8868,14292,1379,4639,3388,31248,2666
202206,"2022","09","Cataluña","17","Girona",0,41746,1144,5409,10457,1063,8405,14300,1156,4388,3274,29653,2553
202207,"2022","09","Cataluña","17","Girona",0,42934,1127,5611,10594,1053,8770,14831,1133,4392,3438,30614,2626
202208,"2022","09","Cataluña","17","Girona",0,44368,1176,6047,10698,1151,9427,14964,1015,4518,3645,31978,2541
202209,"2022","09","Cataluña","17","Girona",0,45442,1675,6586,11002,1505,9412,14305,1072,4642,3472,32911,2660
202210,"2022","09","Cataluña","17","Girona",0,50179,2127,7414,11881,1851,10343,15596,1171,5037,3349,37292,2672
202211,"2022","09","Cataluña","17","Girona",0,56782,2537,8686,13310,2114,11736,17417,1544,5164,3357,43266,2794
202212,"2022","09","Cataluña","17","Girona",0,57767,2430,9029,13801,2024,11816,17740,1887,5143,3391,43928,2741
202201,"2022","01","Andalucía","18","Granada",0,126403,4298,19304,26971,4908,30718,39840,21349,5212,14515,75346,9627
202202,"2022","01","Andalucía","18","Granada",0,129771,4724,20347,27793,5106,31079,40400,24367,5139,14428,75524,9963
202203,"2022","01","Andalucía","18","Granada",0,130303,4956,20702,28313,5076,30593,40362,24685,5184,14893,74971,10244
202204,"2022","01","Andalucía","18","Granada",0,126356,4701,19637,27510,4732,29507,39952,23318,5043,14663,72888,10116
202205,"2022","01","Andalucía","18","Granada",0,124760,4493,18948,27224,4639,29074,40065,23347,4869,14623,71644,9924
202206,"2022","01","Andalucía","18","Granada",0,127254,4535,19343,27487,4727,29870,40965,24830,4819,14967,72265,10058
202207,"2022","01","Andalucía","18","Granada",0,129119,4649,19800,27958,4708,30158,41524,24829,4842,15353,73670,10115
202208,"2022","01","Andalucía","18","Granada",0,130948,4759,20335,28370,4823,30871,41455,24106,4967,15827,75516,10237
202209,"2022","01","Andalucía","18","Granada",0,129545,5172,19999,27971,5220,30089,40749,22963,5016,15552,74949,10733
202210,"2022","01","Andalucía","18","Granada",0,131866,5397,20399,28342,5461,30550,41369,23470,5120,15568,76587,10774
202211,"2022","01","Andalucía","18","Granada",0,131763,5260,20121,28034,5488,30727,41805,22389,5103,15169,77852,10896
202212,"2022","01","Andalucía","18","Granada",0,125444,4614,18686,27022,4930,29169,40678,20314,5037,14742,74682,10311
202201,"2022","08","Castilla - La Mancha","19","Guadalajara",0,18559,629,2586,4017,575,4267,5912,410,1604,1107,14121,962
