"Cod mes","anio","Cod CA","Comunidad Aut","Cod provincia","Provincia","mes","total Dtes Empleo","Dtes Empleo hombre edad < 25","Dtes Empleo hombre edad 25 -45","Dtes Empleo hombre edad >=45","Dtes Empleo mujer edad < 25","Dtes Empleo mujer edad 25 -45","Dtes Empleo mujer edad >=45","Dtes EmpleoAgricultura","Dtes Empleo Industria","Dtes Empleo Construcción","Dtes Empleo Servicios","Dtes Empleo Sin empleo Anterior"
201401,"2014","16","País Vasco","01","Araba/Álava",0,39080,1453,9682,6987,1450,11177,8331,1084,5558,3539,25868,3031
201402,"2014","16","País Vasco","01","Araba/Álava",0,39238,1457,9660,7003,1503,11264,8351,1083,5458,3543,26103,3051
201403,"2014","16","País Vasco","01","Araba/Álava",0,39823,1526,9730,7100,1568,11448,8451,1097,5534,3523,26471,3198
201404,"2014","16","País Vasco","01","Araba/Álava",0,39493,1506,9695,7120,1497,11265,8410,1108,5504,3550,26090,3241
201405,"2014","16","País Vasco","01","Araba/Álava",0,40648,1598,9993,7247,1569,11715,8526,1121,5557,3585,27069,3316
201406,"2014","16","País Vasco","01","Araba/Álava",0,41949,1707,10241,7326,1695,12084,8896,1146,5595,3614,28135,3459
201407,"2014","16","País Vasco","01","Araba/Álava",0,43195,1820,10449,7421,1821,12475,9209,1133,5771,3645,29054,3592
201408,"2014","16","País Vasco","01","Araba/Álava",0,42864,1740,10397,7439,1770,12318,9200,1125,5803,3639,28787,3510
201409,"2014","16","País Vasco","01","Araba/Álava",0,43440,1757,10603,7476,1842,12566,9196,1162,5864,3616,29177,3621
201410,"2014","16","País Vasco","01","Araba/Álava",0,43689,1749,10787,7548,1853,12666,9086,1211,5905,3631,29359,3583
201411,"2014","16","País Vasco","01","Araba/Álava",0,43951,1764,10858,7538,1872,12761,9158,1245,5896,3588,29600,3622
201412,"2014","16","País Vasco","01","Araba/Álava",0,43525,1664,10812,7599,1769,12541,9140,1253,5902,3577,29248,3545
201401,"2014","08","Castilla - La Mancha","02","Albacete",0,63516,3596,13222,11765,3409,17081,14443,7195,7829,6574,36661,5257
201402,"2014","08","Castilla - La Mancha","02","Albacete",0,62868,3621,12936,11655,3346,16875,14435,7103,7731,6419,36335,5280
201403,"2014","08","Castilla - La Mancha","02","Albacete",0,62652,3697,12851,11681,3302,16665,14456,7464,7580,6351,35971,5286
201404,"2014","08","Castilla - La Mancha","02","Albacete",0,61141,3523,12461,11579,3167,16089,14322,7302,7480,6304,34842,5213
201405,"2014","08","Castilla - La Mancha","02","Albacete",0,59128,3374,11602,11172,3079,15659,14242,6572,7168,6051,34080,5257
201406,"2014","08","Castilla - La Mancha","02","Albacete",0,58060,3329,11155,10978,3114,15285,14199,6657,6775,5799,33472,5357
201407,"2014","08","Castilla - La Mancha","02","Albacete",0,57998,3356,11158,10899,3080,15307,14198,6686,6713,5615,33602,5382
201408,"2014","08","Castilla - La Mancha","02","Albacete",0,58163,3315,11304,11075,3020,15438,14011,6678,6858,5684,33652,5291
201409,"2014","08","Castilla - La Mancha","02","Albacete",0,57306,3200,10885,10799,3143,15397,13882,5990,6730,5499,33738,5349
201410,"2014","08","Castilla - La Mancha","02","Albacete",0,59340,3303,11549,11185,3209,15817,14277,7462,6811,5347,34449,5271
201411,"2014","08","Castilla - La Mancha","02","Albacete",0,59576,3338,11460,11167,3193,15901,14517,7364,6875,5358,34714,5265
201412,"2014","08","Castilla - La Mancha","02","Albacete",0,59335,3134,11619,11392,2941,15727,14522,7352,6988,5547,34406,5042
201401,"2014","10","Comunitat Valenciana","03","Alicante/Alacant",0,267448,11504,57744,58060,10375,65213,64552,11470,45770,32580,159367,18261
