"Cod mes","anio","Cod CA","Comunidad Aut","Cod provincia","Provincia","mes","total Dtes Empleo","Dtes Empleo hombre edad < 25","Dtes Empleo hombre edad 25 -45","Dtes Empleo hombre edad >=45","Dtes Empleo mujer edad < 25","Dtes Empleo mujer edad 25 -45","Dtes Empleo mujer edad >=45","Dtes EmpleoAgricultura","Dtes Empleo Industria","Dtes Empleo Construcción","Dtes Empleo Servicios","Dtes Empleo Sin empleo Anterior"
201801,"2018","16","País Vasco","01","Araba/Álava",0,44230,1769,9140,8030,1648,12896,10747,1344,5392,2770,30684,4040
201802,"2018","16","País Vasco","01","Araba/Álava",0,44127,1780,9012,8024,1627,12883,10801,1352,5316,2754,30626,4079
201803,"2018","16","País Vasco","01","Araba/Álava",0,44308,1794,9038,8066,1639,12929,10842,1358,5336,2767,30761,4086
201804,"2018","16","País Vasco","01","Araba/Álava",0,43914,1736,8947,8027,1622,12776,10806,1359,5237,2754,30476,4088
201805,"2018","16","País Vasco","01","Araba/Álava",0,43588,1727,8844,7948,1607,12645,10817,1339,5193,2695,30286,4075
201806,"2018","16","País Vasco","01","Araba/Álava",0,44096,1888,8816,7934,1689,12763,11006,1317,5200,2642,30770,4167
201807,"2018","16","País Vasco","01","Araba/Álava",0,43996,1857,8661,7891,1721,12730,11136,1272,5171,2590,30912,4051
201808,"2018","16","País Vasco","01","Araba/Álava",0,43228,1768,8490,7807,1641,12458,11064,1196,5127,2493,30589,3823
201809,"2018","16","País Vasco","01","Araba/Álava",0,44204,1723,8760,7965,1691,12901,11164,1273,5233,2562,31181,3955
201810,"2018","16","País Vasco","01","Araba/Álava",0,44265,1726,8819,7944,1717,12897,11162,1310,5327,2527,31147,3954
201811,"2018","16","País Vasco","01","Araba/Álava",0,44052,1775,8732,7877,1698,12874,11096,1314,5313,2493,30973,3959
201812,"2018","16","País Vasco","01","Araba/Álava",0,44048,1712,8769,7951,1637,12809,11170,1340,5418,2491,30941,3858
201801,"2018","08","Castilla - La Mancha","02","Albacete",0,47501,2098,7412,8843,2116,12583,14449,5048,5128,3239,30424,3662
201802,"2018","08","Castilla - La Mancha","02","Albacete",0,47493,2175,7411,8853,2137,12445,14472,5298,5191,3178,30093,3733
