Municipios;Sexo;Periodo;Total
50001 Abanto;Total;2024;80
50001 Abanto;Total;2023;86
50001 Abanto;Total;2022;89
50001 Abanto;Total;2021;89
50001 Abanto;Total;2020;92
50001 Abanto;Total;2019;100
50001 Abanto;Total;2018;97
50001 Abanto;Total;2017;98
50001 Abanto;Total;2016;106
50001 Abanto;Total;2015;113
50001 Abanto;Total;2014;113
50001 Abanto;Total;2013;133
50001 Abanto;Total;2012;127
50001 Abanto;Total;2011;130
50001 Abanto;Total;2010;124
50001 Abanto;Total;2009;125
50001 Abanto;Total;2008;133
50001 Abanto;Total;2007;145
50001 Abanto;Total;2006;150
50001 Abanto;Total;2005;150
50001 Abanto;Total;2004;155
50001 Abanto;Total;2003;158
50001 Abanto;Total;2002;172
50001 Abanto;Total;2001;179
50001 Abanto;Total;2000;184
50001 Abanto;Total;1999;184
50001 Abanto;Total;1998;189
50001 Abanto;Total;1997;""
50001 Abanto;Total;1996;191
50001 Abanto;Hombres;2024;51
50001 Abanto;Hombres;2023;55
50001 Abanto;Hombres;2022;55
50001 Abanto;Hombres;2021;53
50001 Abanto;Hombres;2020;56
50001 Abanto;Hombres;2019;59
50001 Abanto;Hombres;2018;58
50001 Abanto;Hombres;2017;57
50001 Abanto;Hombres;2016;59
50001 Abanto;Hombres;2015;62
50001 Abanto;Hombres;2014;61
50001 Abanto;Hombres;2013;72
50001 Abanto;Hombres;2012;66
50001 Abanto;Hombres;2011;67
50001 Abanto;Hombres;2010;65
50001 Abanto;Hombres;2009;66
50001 Abanto;Hombres;2008;71
50001 Abanto;Hombres;2007;77
50001 Abanto;Hombres;2006;80
50001 Abanto;Hombres;2005;80
50001 Abanto;Hombres;2004;84
50001 Abanto;Hombres;2003;86
50001 Abanto;Hombres;2002;94
50001 Abanto;Hombres;2001;96
50001 Abanto;Hombres;2000;100
50001 Abanto;Hombres;1999;98
50001 Abanto;Hombres;1998;101
50001 Abanto;Hombres;1997;""
50001 Abanto;Hombres;1996;103
50001 Abanto;Mujeres;2024;29
50001 Abanto;Mujeres;2023;31
50001 Abanto;Mujeres;2022;34
50001 Abanto;Mujeres;2021;36
50001 Abanto;Mujeres;2020;36
50001 Abanto;Mujeres;2019;41
50001 Abanto;Mujeres;2018;39
50001 Abanto;Mujeres;2017;41
50001 Abanto;Mujeres;2016;47
50001 Abanto;Mujeres;2015;51
50001 Abanto;Mujeres;2014;52
50001 Abanto;Mujeres;2013;61
50001 Abanto;Mujeres;2012;61
50001 Abanto;Mujeres;2011;63
50001 Abanto;Mujeres;2010;59
50001 Abanto;Mujeres;2009;59
50001 Abanto;Mujeres;2008;62
50001 Abanto;Mujeres;2007;68
50001 Abanto;Mujeres;2006;70
50001 Abanto;Mujeres;2005;70
50001 Abanto;Mujeres;2004;71
50001 Abanto;Mujeres;2003;72
50001 Abanto;Mujeres;2002;78
50001 Abanto;Mujeres;2001;83
50001 Abanto;Mujeres;2000;84
50001 Abanto;Mujeres;1999;86
50001 Abanto;Mujeres;1998;88
50001 Abanto;Mujeres;1997;""
50001 Abanto;Mujeres;1996;88
50002 Acered;Total;2024;141
50002 Acered;Total;2023;139
50002 Acered;Total;2022;138
50002 Acered;Total;2021;140
50002 Acered;Total;2020;158
50002 Acered;Total;2019;166
50002 Acered;Total;2018;165
50002 Acered;Total;2017;171
50002 Acered;Total;2016;223
50002 Acered;Total;2015;217
50002 Acered;Total;2014;220
50002 Acered;Total;2013;245
50002 Acered;Total;2012;243
50002 Acered;Total;2011;198
50002 Acered;Total;2010;160
50002 Acered;Total;2009;169
50002 Acered;Total;2008;189
50002 Acered;Total;2007;204
50002 Acered;Total;2006;210
50002 Acered;Total;2005;223
50002 Acered;Total;2004;236
50002 Acered;Total;2003;245
50002 Acered;Total;2002;264
50002 Acered;Total;2001;267
50002 Acered;Total;2000;271
50002 Acered;Total;1999;273
50002 Acered;Total;1998;283
50002 Acered;Total;1997;""
50002 Acered;Total;1996;297
50002 Acered;Hombres;2024;85
50002 Acered;Hombres;2023;81
50002 Acered;Hombres;2022;78
50002 Acered;Hombres;2021;82
50002 Acered;Hombres;2020;91
50002 Acered;Hombres;2019;98
50002 Acered;Hombres;2018;96
50002 Acered;Hombres;2017;96
50002 Acered;Hombres;2016;134
