Municipios;Sexo;Periodo;Total
48001 Abadiño;Total;2024;7.742
48001 Abadiño;Total;2023;7.708
48001 Abadiño;Total;2022;7.708
48001 Abadiño;Total;2021;7.618
48001 Abadiño;Total;2020;7.658
48001 Abadiño;Total;2019;7.599
48001 Abadiño;Total;2018;7.533
48001 Abadiño;Total;2017;7.522
48001 Abadiño;Total;2016;7.533
48001 Abadiño;Total;2015;7.516
48001 Abadiño;Total;2014;7.504
48001 Abadiño;Total;2013;7.458
48001 Abadiño;Total;2012;7.385
48001 Abadiño;Total;2011;7.312
48001 Abadiño;Total;2010;7.310
48001 Abadiño;Total;2009;7.260
48001 Abadiño;Total;2008;7.197
48001 Abadiño;Total;2007;7.140
48001 Abadiño;Total;2006;7.163
48001 Abadiño;Total;2005;7.129
48001 Abadiño;Total;2004;7.031
48001 Abadiño;Total;2003;6.996
48001 Abadiño;Total;2002;6.954
48001 Abadiño;Total;2001;6.841
48001 Abadiño;Total;2000;6.851
48001 Abadiño;Total;1999;6.858
48001 Abadiño;Total;1998;6.820
48001 Abadiño;Total;1997;""
48001 Abadiño;Total;1996;6.897
48001 Abadiño;Hombres;2024;3.858
48001 Abadiño;Hombres;2023;3.864
48001 Abadiño;Hombres;2022;3.860
48001 Abadiño;Hombres;2021;3.829
48001 Abadiño;Hombres;2020;3.862
48001 Abadiño;Hombres;2019;3.815
48001 Abadiño;Hombres;2018;3.771
48001 Abadiño;Hombres;2017;3.748
48001 Abadiño;Hombres;2016;3.770
48001 Abadiño;Hombres;2015;3.745
48001 Abadiño;Hombres;2014;3.725
48001 Abadiño;Hombres;2013;3.697
48001 Abadiño;Hombres;2012;3.664
48001 Abadiño;Hombres;2011;3.631
48001 Abadiño;Hombres;2010;3.653
48001 Abadiño;Hombres;2009;3.647
48001 Abadiño;Hombres;2008;3.617
48001 Abadiño;Hombres;2007;3.594
48001 Abadiño;Hombres;2006;3.610
48001 Abadiño;Hombres;2005;3.595
48001 Abadiño;Hombres;2004;3.522
48001 Abadiño;Hombres;2003;3.509
