Municipios;Sexo;Periodo;Total
13001 Abenójar;Total;2024;1.324
13001 Abenójar;Total;2023;1.328
13001 Abenójar;Total;2022;1.314
13001 Abenójar;Total;2021;1.339
13001 Abenójar;Total;2020;1.351
13001 Abenójar;Total;2019;1.375
13001 Abenójar;Total;2018;1.395
13001 Abenójar;Total;2017;1.438
13001 Abenójar;Total;2016;1.460
13001 Abenójar;Total;2015;1.471
13001 Abenójar;Total;2014;1.520
13001 Abenójar;Total;2013;1.547
13001 Abenójar;Total;2012;1.579
13001 Abenójar;Total;2011;1.605
13001 Abenójar;Total;2010;1.598
13001 Abenójar;Total;2009;1.592
13001 Abenójar;Total;2008;1.615
13001 Abenójar;Total;2007;1.618
13001 Abenójar;Total;2006;1.635
13001 Abenójar;Total;2005;1.708
13001 Abenójar;Total;2004;1.693
13001 Abenójar;Total;2003;1.706
13001 Abenójar;Total;2002;1.725
13001 Abenójar;Total;2001;1.754
13001 Abenójar;Total;2000;1.762
13001 Abenójar;Total;1999;1.810
13001 Abenójar;Total;1998;1.810
13001 Abenójar;Total;1997;""
13001 Abenójar;Total;1996;1.834
13001 Abenójar;Hombres;2024;684
13001 Abenójar;Hombres;2023;686
13001 Abenójar;Hombres;2022;680
13001 Abenójar;Hombres;2021;691
13001 Abenójar;Hombres;2020;701
13001 Abenójar;Hombres;2019;711
13001 Abenójar;Hombres;2018;715
13001 Abenójar;Hombres;2017;736
13001 Abenójar;Hombres;2016;749
13001 Abenójar;Hombres;2015;760
13001 Abenójar;Hombres;2014;784
13001 Abenójar;Hombres;2013;793
13001 Abenójar;Hombres;2012;807
13001 Abenójar;Hombres;2011;820
13001 Abenójar;Hombres;2010;818
13001 Abenójar;Hombres;2009;817
13001 Abenójar;Hombres;2008;823
13001 Abenójar;Hombres;2007;821
13001 Abenójar;Hombres;2006;835
13001 Abenójar;Hombres;2005;858
13001 Abenójar;Hombres;2004;846
13001 Abenójar;Hombres;2003;857
13001 Abenójar;Hombres;2002;865
13001 Abenójar;Hombres;2001;875
13001 Abenójar;Hombres;2000;878
13001 Abenójar;Hombres;1999;904
13001 Abenójar;Hombres;1998;904
13001 Abenójar;Hombres;1997;""
13001 Abenójar;Hombres;1996;920
13001 Abenójar;Mujeres;2024;640
13001 Abenójar;Mujeres;2023;642
13001 Abenójar;Mujeres;2022;634
13001 Abenójar;Mujeres;2021;648
13001 Abenójar;Mujeres;2020;650
13001 Abenójar;Mujeres;2019;664
13001 Abenójar;Mujeres;2018;680
13001 Abenójar;Mujeres;2017;702
13001 Abenójar;Mujeres;2016;711
13001 Abenójar;Mujeres;2015;711
13001 Abenójar;Mujeres;2014;736
13001 Abenójar;Mujeres;2013;754
13001 Abenójar;Mujeres;2012;772
13001 Abenójar;Mujeres;2011;785
13001 Abenójar;Mujeres;2010;780
13001 Abenójar;Mujeres;2009;775
13001 Abenójar;Mujeres;2008;792
13001 Abenójar;Mujeres;2007;797
13001 Abenójar;Mujeres;2006;800
13001 Abenójar;Mujeres;2005;850
13001 Abenójar;Mujeres;2004;847
13001 Abenójar;Mujeres;2003;849
13001 Abenójar;Mujeres;2002;860
13001 Abenójar;Mujeres;2001;879
13001 Abenójar;Mujeres;2000;884
13001 Abenójar;Mujeres;1999;906
13001 Abenójar;Mujeres;1998;906
13001 Abenójar;Mujeres;1997;""
13001 Abenójar;Mujeres;1996;914
13002 Agudo;Total;2024;1.604
13002 Agudo;Total;2023;1.611
13002 Agudo;Total;2022;1.615
13002 Agudo;Total;2021;1.638
13002 Agudo;Total;2020;1.657
13002 Agudo;Total;2019;1.659
13002 Agudo;Total;2018;1.687
13002 Agudo;Total;2017;1.720
13002 Agudo;Total;2016;1.760
13002 Agudo;Total;2015;1.750
13002 Agudo;Total;2014;1.785
13002 Agudo;Total;2013;1.814
13002 Agudo;Total;2012;1.854
13002 Agudo;Total;2011;1.866
13002 Agudo;Total;2010;1.871
13002 Agudo;Total;2009;1.871
13002 Agudo;Total;2008;1.867
13002 Agudo;Total;2007;1.891
13002 Agudo;Total;2006;1.937
13002 Agudo;Total;2005;1.943
13002 Agudo;Total;2004;1.945
13002 Agudo;Total;2003;1.964
13002 Agudo;Total;2002;2.013
13002 Agudo;Total;2001;2.053
13002 Agudo;Total;2000;2.097
13002 Agudo;Total;1999;2.132
13002 Agudo;Total;1998;2.132
13002 Agudo;Total;1997;""
13002 Agudo;Total;1996;2.171
13002 Agudo;Hombres;2024;808
