Municipios;Sexo;Periodo;Total
19002 Ablanque;Total;2024;73
19002 Ablanque;Total;2023;66
19002 Ablanque;Total;2022;63
19002 Ablanque;Total;2021;60
19002 Ablanque;Total;2020;55
19002 Ablanque;Total;2019;59
19002 Ablanque;Total;2018;60
19002 Ablanque;Total;2017;62
19002 Ablanque;Total;2016;73
19002 Ablanque;Total;2015;74
19002 Ablanque;Total;2014;80
19002 Ablanque;Total;2013;89
19002 Ablanque;Total;2012;100
19002 Ablanque;Total;2011;98
19002 Ablanque;Total;2010;107
19002 Ablanque;Total;2009;110
19002 Ablanque;Total;2008;107
19002 Ablanque;Total;2007;115
19002 Ablanque;Total;2006;129
19002 Ablanque;Total;2005;128
19002 Ablanque;Total;2004;140
19002 Ablanque;Total;2003;141
19002 Ablanque;Total;2002;145
19002 Ablanque;Total;2001;154
19002 Ablanque;Total;2000;153
19002 Ablanque;Total;1999;154
19002 Ablanque;Total;1998;158
19002 Ablanque;Total;1997;""
19002 Ablanque;Total;1996;157
19002 Ablanque;Hombres;2024;49
19002 Ablanque;Hombres;2023;42
19002 Ablanque;Hombres;2022;35
19002 Ablanque;Hombres;2021;33
19002 Ablanque;Hombres;2020;30
19002 Ablanque;Hombres;2019;31
19002 Ablanque;Hombres;2018;34
19002 Ablanque;Hombres;2017;36
19002 Ablanque;Hombres;2016;43
19002 Ablanque;Hombres;2015;41
19002 Ablanque;Hombres;2014;46
19002 Ablanque;Hombres;2013;51
19002 Ablanque;Hombres;2012;59
19002 Ablanque;Hombres;2011;57
19002 Ablanque;Hombres;2010;61
19002 Ablanque;Hombres;2009;60
19002 Ablanque;Hombres;2008;56
19002 Ablanque;Hombres;2007;59
19002 Ablanque;Hombres;2006;66
19002 Ablanque;Hombres;2005;65
19002 Ablanque;Hombres;2004;72
19002 Ablanque;Hombres;2003;74
19002 Ablanque;Hombres;2002;77
19002 Ablanque;Hombres;2001;77
19002 Ablanque;Hombres;2000;77
19002 Ablanque;Hombres;1999;76
19002 Ablanque;Hombres;1998;79
19002 Ablanque;Hombres;1997;""
19002 Ablanque;Hombres;1996;79
19002 Ablanque;Mujeres;2024;24
19002 Ablanque;Mujeres;2023;24
19002 Ablanque;Mujeres;2022;28
19002 Ablanque;Mujeres;2021;27
19002 Ablanque;Mujeres;2020;25
19002 Ablanque;Mujeres;2019;28
19002 Ablanque;Mujeres;2018;26
19002 Ablanque;Mujeres;2017;26
19002 Ablanque;Mujeres;2016;30
19002 Ablanque;Mujeres;2015;33
19002 Ablanque;Mujeres;2014;34
19002 Ablanque;Mujeres;2013;38
19002 Ablanque;Mujeres;2012;41
19002 Ablanque;Mujeres;2011;41
19002 Ablanque;Mujeres;2010;46
19002 Ablanque;Mujeres;2009;50
19002 Ablanque;Mujeres;2008;51
19002 Ablanque;Mujeres;2007;56
19002 Ablanque;Mujeres;2006;63
19002 Ablanque;Mujeres;2005;63
19002 Ablanque;Mujeres;2004;68
19002 Ablanque;Mujeres;2003;67
19002 Ablanque;Mujeres;2002;68
19002 Ablanque;Mujeres;2001;77
19002 Ablanque;Mujeres;2000;76
19002 Ablanque;Mujeres;1999;78
19002 Ablanque;Mujeres;1998;79
19002 Ablanque;Mujeres;1997;""
19002 Ablanque;Mujeres;1996;78
19001 Abánades;Total;2024;60
19001 Abánades;Total;2023;62
19001 Abánades;Total;2022;61
19001 Abánades;Total;2021;55
19001 Abánades;Total;2020;53
19001 Abánades;Total;2019;48
19001 Abánades;Total;2018;53
19001 Abánades;Total;2017;55
19001 Abánades;Total;2016;59
19001 Abánades;Total;2015;63
19001 Abánades;Total;2014;61
19001 Abánades;Total;2013;65
19001 Abánades;Total;2012;70
19001 Abánades;Total;2011;75
19001 Abánades;Total;2010;75
19001 Abánades;Total;2009;83
19001 Abánades;Total;2008;90
19001 Abánades;Total;2007;94
19001 Abánades;Total;2006;97
19001 Abánades;Total;2005;98
19001 Abánades;Total;2004;107
19001 Abánades;Total;2003;107
19001 Abánades;Total;2002;111
