Municipios;Sexo;Periodo;Total
22001 Abiego;Total;2024;264
22001 Abiego;Total;2023;261
22001 Abiego;Total;2022;278
22001 Abiego;Total;2021;271
22001 Abiego;Total;2020;258
22001 Abiego;Total;2019;248
22001 Abiego;Total;2018;237
22001 Abiego;Total;2017;246
22001 Abiego;Total;2016;247
22001 Abiego;Total;2015;253
22001 Abiego;Total;2014;267
22001 Abiego;Total;2013;279
22001 Abiego;Total;2012;277
22001 Abiego;Total;2011;280
22001 Abiego;Total;2010;281
22001 Abiego;Total;2009;286
22001 Abiego;Total;2008;288
22001 Abiego;Total;2007;292
22001 Abiego;Total;2006;288
22001 Abiego;Total;2005;277
22001 Abiego;Total;2004;288
22001 Abiego;Total;2003;284
22001 Abiego;Total;2002;291
22001 Abiego;Total;2001;298
22001 Abiego;Total;2000;292
22001 Abiego;Total;1999;290
22001 Abiego;Total;1998;290
22001 Abiego;Total;1997;""
22001 Abiego;Total;1996;305
22001 Abiego;Hombres;2024;131
22001 Abiego;Hombres;2023;134
22001 Abiego;Hombres;2022;139
22001 Abiego;Hombres;2021;138
22001 Abiego;Hombres;2020;135
22001 Abiego;Hombres;2019;130
22001 Abiego;Hombres;2018;124
22001 Abiego;Hombres;2017;127
22001 Abiego;Hombres;2016;132
22001 Abiego;Hombres;2015;136
22001 Abiego;Hombres;2014;139
22001 Abiego;Hombres;2013;144
22001 Abiego;Hombres;2012;146
22001 Abiego;Hombres;2011;148
22001 Abiego;Hombres;2010;148
22001 Abiego;Hombres;2009;153
22001 Abiego;Hombres;2008;157
22001 Abiego;Hombres;2007;159
22001 Abiego;Hombres;2006;155
22001 Abiego;Hombres;2005;150
22001 Abiego;Hombres;2004;149
22001 Abiego;Hombres;2003;143
22001 Abiego;Hombres;2002;144
22001 Abiego;Hombres;2001;149
22001 Abiego;Hombres;2000;145
22001 Abiego;Hombres;1999;147
22001 Abiego;Hombres;1998;147
22001 Abiego;Hombres;1997;""
22001 Abiego;Hombres;1996;149
22001 Abiego;Mujeres;2024;133
22001 Abiego;Mujeres;2023;127
22001 Abiego;Mujeres;2022;139
22001 Abiego;Mujeres;2021;133
22001 Abiego;Mujeres;2020;123
22001 Abiego;Mujeres;2019;118
22001 Abiego;Mujeres;2018;113
22001 Abiego;Mujeres;2017;119
22001 Abiego;Mujeres;2016;115
22001 Abiego;Mujeres;2015;117
22001 Abiego;Mujeres;2014;128
22001 Abiego;Mujeres;2013;135
22001 Abiego;Mujeres;2012;131
22001 Abiego;Mujeres;2011;132
22001 Abiego;Mujeres;2010;133
22001 Abiego;Mujeres;2009;133
22001 Abiego;Mujeres;2008;131
