Municipios;Sexo;Periodo;Total
03002 Agost;Total;2024;5.107
03002 Agost;Total;2023;5.067
03002 Agost;Total;2022;4.948
03002 Agost;Total;2021;4.906
03002 Agost;Total;2020;4.794
03002 Agost;Total;2019;4.758
03002 Agost;Total;2018;4.713
03002 Agost;Total;2017;4.703
03002 Agost;Total;2016;4.729
03002 Agost;Total;2015;4.707
03002 Agost;Total;2014;4.752
03002 Agost;Total;2013;4.787
03002 Agost;Total;2012;4.791
03002 Agost;Total;2011;4.831
03002 Agost;Total;2010;4.818
03002 Agost;Total;2009;4.810
03002 Agost;Total;2008;4.813
03002 Agost;Total;2007;4.766
03002 Agost;Total;2006;4.723
03002 Agost;Total;2005;4.601
03002 Agost;Total;2004;4.517
03002 Agost;Total;2003;4.451
03002 Agost;Total;2002;4.284
03002 Agost;Total;2001;4.146
03002 Agost;Total;2000;4.095
03002 Agost;Total;1999;4.053
03002 Agost;Total;1998;4.023
03002 Agost;Total;1997;""
03002 Agost;Total;1996;4.017
03002 Agost;Hombres;2024;2.586
03002 Agost;Hombres;2023;2.566
03002 Agost;Hombres;2022;2.502
03002 Agost;Hombres;2021;2.474
03002 Agost;Hombres;2020;2.398
03002 Agost;Hombres;2019;2.357
03002 Agost;Hombres;2018;2.344
03002 Agost;Hombres;2017;2.343
03002 Agost;Hombres;2016;2.379
03002 Agost;Hombres;2015;2.378
03002 Agost;Hombres;2014;2.392
03002 Agost;Hombres;2013;2.411
03002 Agost;Hombres;2012;2.424
03002 Agost;Hombres;2011;2.451
03002 Agost;Hombres;2010;2.435
03002 Agost;Hombres;2009;2.432
03002 Agost;Hombres;2008;2.433
03002 Agost;Hombres;2007;2.403
03002 Agost;Hombres;2006;2.391
03002 Agost;Hombres;2005;2.317
03002 Agost;Hombres;2004;2.280
03002 Agost;Hombres;2003;2.250
03002 Agost;Hombres;2002;2.157
03002 Agost;Hombres;2001;2.071
03002 Agost;Hombres;2000;2.037
03002 Agost;Hombres;1999;2.018
03002 Agost;Hombres;1998;1.998
03002 Agost;Hombres;1997;""
03002 Agost;Hombres;1996;2.008
03002 Agost;Mujeres;2024;2.521
03002 Agost;Mujeres;2023;2.501
03002 Agost;Mujeres;2022;2.446
03002 Agost;Mujeres;2021;2.432
03002 Agost;Mujeres;2020;2.396
03002 Agost;Mujeres;2019;2.401
03002 Agost;Mujeres;2018;2.369
03002 Agost;Mujeres;2017;2.360
03002 Agost;Mujeres;2016;2.350
03002 Agost;Mujeres;2015;2.329
03002 Agost;Mujeres;2014;2.360
03002 Agost;Mujeres;2013;2.376
03002 Agost;Mujeres;2012;2.367
03002 Agost;Mujeres;2011;2.380
03002 Agost;Mujeres;2010;2.383
03002 Agost;Mujeres;2009;2.378
03002 Agost;Mujeres;2008;2.380
03002 Agost;Mujeres;2007;2.363
03002 Agost;Mujeres;2006;2.332
03002 Agost;Mujeres;2005;2.284
03002 Agost;Mujeres;2004;2.237
03002 Agost;Mujeres;2003;2.201
03002 Agost;Mujeres;2002;2.127
03002 Agost;Mujeres;2001;2.075
03002 Agost;Mujeres;2000;2.058
03002 Agost;Mujeres;1999;2.035
03002 Agost;Mujeres;1998;2.025
03002 Agost;Mujeres;1997;""
03002 Agost;Mujeres;1996;2.009
03003 Agres;Total;2024;610
03003 Agres;Total;2023;619
03003 Agres;Total;2022;589
03003 Agres;Total;2021;580
03003 Agres;Total;2020;564
03003 Agres;Total;2019;565
03003 Agres;Total;2018;551
03003 Agres;Total;2017;549
03003 Agres;Total;2016;565
03003 Agres;Total;2015;574
03003 Agres;Total;2014;583
03003 Agres;Total;2013;565
03003 Agres;Total;2012;598
03003 Agres;Total;2011;610
03003 Agres;Total;2010;599
03003 Agres;Total;2009;619
03003 Agres;Total;2008;627
03003 Agres;Total;2007;623
03003 Agres;Total;2006;614
03003 Agres;Total;2005;653
03003 Agres;Total;2004;671
03003 Agres;Total;2003;622
03003 Agres;Total;2002;623
03003 Agres;Total;2001;632
03003 Agres;Total;2000;639
03003 Agres;Total;1999;649
03003 Agres;Total;1998;651
03003 Agres;Total;1997;""
03003 Agres;Total;1996;656
03003 Agres;Hombres;2024;327
03003 Agres;Hombres;2023;338
03003 Agres;Hombres;2022;325
03003 Agres;Hombres;2021;319
03003 Agres;Hombres;2020;309
03003 Agres;Hombres;2019;306
03003 Agres;Hombres;2018;294
03003 Agres;Hombres;2017;292
03003 Agres;Hombres;2016;306
03003 Agres;Hombres;2015;307
03003 Agres;Hombres;2014;312
03003 Agres;Hombres;2013;304
03003 Agres;Hombres;2012;311
03003 Agres;Hombres;2011;315
03003 Agres;Hombres;2010;315
03003 Agres;Hombres;2009;325
03003 Agres;Hombres;2008;328
03003 Agres;Hombres;2007;332
03003 Agres;Hombres;2006;329
03003 Agres;Hombres;2005;350
03003 Agres;Hombres;2004;364
03003 Agres;Hombres;2003;338
03003 Agres;Hombres;2002;338
03003 Agres;Hombres;2001;340
03003 Agres;Hombres;2000;340
03003 Agres;Hombres;1999;339
03003 Agres;Hombres;1998;339
03003 Agres;Hombres;1997;""
03003 Agres;Hombres;1996;342
03003 Agres;Mujeres;2024;283
03003 Agres;Mujeres;2023;281
03003 Agres;Mujeres;2022;264
03003 Agres;Mujeres;2021;261
03003 Agres;Mujeres;2020;255
03003 Agres;Mujeres;2019;259
03003 Agres;Mujeres;2018;257
03003 Agres;Mujeres;2017;257
03003 Agres;Mujeres;2016;259
03003 Agres;Mujeres;2015;267
03003 Agres;Mujeres;2014;271
03003 Agres;Mujeres;2013;261
03003 Agres;Mujeres;2012;287
03003 Agres;Mujeres;2011;295
03003 Agres;Mujeres;2010;284
03003 Agres;Mujeres;2009;294
03003 Agres;Mujeres;2008;299
03003 Agres;Mujeres;2007;291
03003 Agres;Mujeres;2006;285
03003 Agres;Mujeres;2005;303
03003 Agres;Mujeres;2004;307
03003 Agres;Mujeres;2003;284
03003 Agres;Mujeres;2002;285
03003 Agres;Mujeres;2001;292
03003 Agres;Mujeres;2000;299
03003 Agres;Mujeres;1999;310
03003 Agres;Mujeres;1998;312
03003 Agres;Mujeres;1997;""
03003 Agres;Mujeres;1996;314
03004 Aigües;Total;2024;1.189
03004 Aigües;Total;2023;1.146
03004 Aigües;Total;2022;1.085
03004 Aigües;Total;2021;1.049
03004 Aigües;Total;2020;986
03004 Aigües;Total;2019;963
03004 Aigües;Total;2018;936
03004 Aigües;Total;2017;913
03004 Aigües;Total;2016;921
03004 Aigües;Total;2015;937
03004 Aigües;Total;2014;984
03004 Aigües;Total;2013;1.073
03004 Aigües;Total;2012;1.105
03004 Aigües;Total;2011;1.118
03004 Aigües;Total;2010;1.084
03004 Aigües;Total;2009;1.064
03004 Aigües;Total;2008;1.047
03004 Aigües;Total;2007;951
03004 Aigües;Total;2006;827
03004 Aigües;Total;2005;801
03004 Aigües;Total;2004;737
03004 Aigües;Total;2003;637
03004 Aigües;Total;2002;624
03004 Aigües;Total;2001;592
03004 Aigües;Total;2000;581
03004 Aigües;Total;1999;579
03004 Aigües;Total;1998;558
03004 Aigües;Total;1997;""
03004 Aigües;Total;1996;544
03004 Aigües;Hombres;2024;598
03004 Aigües;Hombres;2023;566
03004 Aigües;Hombres;2022;549
03004 Aigües;Hombres;2021;544
03004 Aigües;Hombres;2020;506
03004 Aigües;Hombres;2019;505
03004 Aigües;Hombres;2018;493
03004 Aigües;Hombres;2017;478
03004 Aigües;Hombres;2016;494
03004 Aigües;Hombres;2015;501
03004 Aigües;Hombres;2014;523
03004 Aigües;Hombres;2013;570
03004 Aigües;Hombres;2012;577
03004 Aigües;Hombres;2011;582
03004 Aigües;Hombres;2010;562
03004 Aigües;Hombres;2009;547
03004 Aigües;Hombres;2008;531
03004 Aigües;Hombres;2007;490
03004 Aigües;Hombres;2006;421
03004 Aigües;Hombres;2005;413
03004 Aigües;Hombres;2004;378
03004 Aigües;Hombres;2003;323
03004 Aigües;Hombres;2002;315
03004 Aigües;Hombres;2001;300
03004 Aigües;Hombres;2000;299
03004 Aigües;Hombres;1999;296
03004 Aigües;Hombres;1998;286
03004 Aigües;Hombres;1997;""
03004 Aigües;Hombres;1996;272
03004 Aigües;Mujeres;2024;591
03004 Aigües;Mujeres;2023;580
03004 Aigües;Mujeres;2022;536
03004 Aigües;Mujeres;2021;505
03004 Aigües;Mujeres;2020;480
03004 Aigües;Mujeres;2019;458
03004 Aigües;Mujeres;2018;443
03004 Aigües;Mujeres;2017;435
03004 Aigües;Mujeres;2016;427
03004 Aigües;Mujeres;2015;436
03004 Aigües;Mujeres;2014;461
03004 Aigües;Mujeres;2013;503
03004 Aigües;Mujeres;2012;528
03004 Aigües;Mujeres;2011;536
03004 Aigües;Mujeres;2010;522
03004 Aigües;Mujeres;2009;517
03004 Aigües;Mujeres;2008;516
03004 Aigües;Mujeres;2007;461
03004 Aigües;Mujeres;2006;406
03004 Aigües;Mujeres;2005;388
03004 Aigües;Mujeres;2004;359
03004 Aigües;Mujeres;2003;314
03004 Aigües;Mujeres;2002;309
03004 Aigües;Mujeres;2001;292
03004 Aigües;Mujeres;2000;282
03004 Aigües;Mujeres;1999;283
03004 Aigües;Mujeres;1998;272
03004 Aigües;Mujeres;1997;""
03004 Aigües;Mujeres;1996;272
03014 Alacant/Alicante;Total;2024;358.720
03014 Alacant/Alicante;Total;2023;349.282
03014 Alacant/Alicante;Total;2022;338.577
03014 Alacant/Alicante;Total;2021;337.304
03014 Alacant/Alicante;Total;2020;337.482
03014 Alacant/Alicante;Total;2019;334.887
03014 Alacant/Alicante;Total;2018;331.577
03014 Alacant/Alicante;Total;2017;329.988
03014 Alacant/Alicante;Total;2016;330.525
03014 Alacant/Alicante;Total;2015;328.648
03014 Alacant/Alicante;Total;2014;332.067
03014 Alacant/Alicante;Total;2013;335.052
03014 Alacant/Alicante;Total;2012;334.678
03014 Alacant/Alicante;Total;2011;334.329
03014 Alacant/Alicante;Total;2010;334.418
03014 Alacant/Alicante;Total;2009;334.757
03014 Alacant/Alicante;Total;2008;331.750
03014 Alacant/Alicante;Total;2007;322.673
03014 Alacant/Alicante;Total;2006;322.431
03014 Alacant/Alicante;Total;2005;319.380
03014 Alacant/Alicante;Total;2004;310.330
03014 Alacant/Alicante;Total;2003;305.911
03014 Alacant/Alicante;Total;2002;293.629
03014 Alacant/Alicante;Total;2001;283.243
03014 Alacant/Alicante;Total;2000;276.886
