Municipios;Sexo;Periodo;Total
28001 Acebeda, La;Total;2024;68
28001 Acebeda, La;Total;2023;67
28001 Acebeda, La;Total;2022;62
28001 Acebeda, La;Total;2021;55
28001 Acebeda, La;Total;2020;68
28001 Acebeda, La;Total;2019;84
28001 Acebeda, La;Total;2018;65
28001 Acebeda, La;Total;2017;66
28001 Acebeda, La;Total;2016;66
28001 Acebeda, La;Total;2015;65
28001 Acebeda, La;Total;2014;67
28001 Acebeda, La;Total;2013;67
28001 Acebeda, La;Total;2012;65
28001 Acebeda, La;Total;2011;62
28001 Acebeda, La;Total;2010;59
28001 Acebeda, La;Total;2009;61
28001 Acebeda, La;Total;2008;57
28001 Acebeda, La;Total;2007;58
28001 Acebeda, La;Total;2006;59
28001 Acebeda, La;Total;2005;60
28001 Acebeda, La;Total;2004;55
28001 Acebeda, La;Total;2003;55
28001 Acebeda, La;Total;2002;53
28001 Acebeda, La;Total;2001;56
28001 Acebeda, La;Total;2000;57
28001 Acebeda, La;Total;1999;47
28001 Acebeda, La;Total;1998;47
28001 Acebeda, La;Total;1997;""
28001 Acebeda, La;Total;1996;53
28001 Acebeda, La;Hombres;2024;37
28001 Acebeda, La;Hombres;2023;34
28001 Acebeda, La;Hombres;2022;32
28001 Acebeda, La;Hombres;2021;26
28001 Acebeda, La;Hombres;2020;34
28001 Acebeda, La;Hombres;2019;44
28001 Acebeda, La;Hombres;2018;35
28001 Acebeda, La;Hombres;2017;37
28001 Acebeda, La;Hombres;2016;36
28001 Acebeda, La;Hombres;2015;36
28001 Acebeda, La;Hombres;2014;37
28001 Acebeda, La;Hombres;2013;37
28001 Acebeda, La;Hombres;2012;36
28001 Acebeda, La;Hombres;2011;32
28001 Acebeda, La;Hombres;2010;30
28001 Acebeda, La;Hombres;2009;33
28001 Acebeda, La;Hombres;2008;30
28001 Acebeda, La;Hombres;2007;31
28001 Acebeda, La;Hombres;2006;31
28001 Acebeda, La;Hombres;2005;30
28001 Acebeda, La;Hombres;2004;29
28001 Acebeda, La;Hombres;2003;29
28001 Acebeda, La;Hombres;2002;28
28001 Acebeda, La;Hombres;2001;31
28001 Acebeda, La;Hombres;2000;31
28001 Acebeda, La;Hombres;1999;26
28001 Acebeda, La;Hombres;1998;26
28001 Acebeda, La;Hombres;1997;""
28001 Acebeda, La;Hombres;1996;28
28001 Acebeda, La;Mujeres;2024;31
28001 Acebeda, La;Mujeres;2023;33
28001 Acebeda, La;Mujeres;2022;30
28001 Acebeda, La;Mujeres;2021;29
28001 Acebeda, La;Mujeres;2020;34
28001 Acebeda, La;Mujeres;2019;40
28001 Acebeda, La;Mujeres;2018;30
28001 Acebeda, La;Mujeres;2017;29
28001 Acebeda, La;Mujeres;2016;30
28001 Acebeda, La;Mujeres;2015;29
28001 Acebeda, La;Mujeres;2014;30
28001 Acebeda, La;Mujeres;2013;30
28001 Acebeda, La;Mujeres;2012;29
28001 Acebeda, La;Mujeres;2011;30
28001 Acebeda, La;Mujeres;2010;29
28001 Acebeda, La;Mujeres;2009;28
28001 Acebeda, La;Mujeres;2008;27
28001 Acebeda, La;Mujeres;2007;27
28001 Acebeda, La;Mujeres;2006;28
28001 Acebeda, La;Mujeres;2005;30
28001 Acebeda, La;Mujeres;2004;26
28001 Acebeda, La;Mujeres;2003;26
28001 Acebeda, La;Mujeres;2002;25
28001 Acebeda, La;Mujeres;2001;25
28001 Acebeda, La;Mujeres;2000;26
28001 Acebeda, La;Mujeres;1999;21
28001 Acebeda, La;Mujeres;1998;21
28001 Acebeda, La;Mujeres;1997;""
28001 Acebeda, La;Mujeres;1996;25
28002 Ajalvir;Total;2024;4.863
28002 Ajalvir;Total;2023;4.779
28002 Ajalvir;Total;2022;4.751
28002 Ajalvir;Total;2021;4.676
28002 Ajalvir;Total;2020;4.721
28002 Ajalvir;Total;2019;4.712
28002 Ajalvir;Total;2018;4.559
28002 Ajalvir;Total;2017;4.455
28002 Ajalvir;Total;2016;4.440
28002 Ajalvir;Total;2015;4.343
28002 Ajalvir;Total;2014;4.339
28002 Ajalvir;Total;2013;4.261
28002 Ajalvir;Total;2012;4.203
28002 Ajalvir;Total;2011;4.111
28002 Ajalvir;Total;2010;3.909
28002 Ajalvir;Total;2009;3.780
28002 Ajalvir;Total;2008;3.558
28002 Ajalvir;Total;2007;3.448
28002 Ajalvir;Total;2006;3.231
28002 Ajalvir;Total;2005;3.062
28002 Ajalvir;Total;2004;2.925
28002 Ajalvir;Total;2003;2.755
28002 Ajalvir;Total;2002;2.526
28002 Ajalvir;Total;2001;2.386
28002 Ajalvir;Total;2000;2.205
28002 Ajalvir;Total;1999;1.936
28002 Ajalvir;Total;1998;1.817
28002 Ajalvir;Total;1997;""
28002 Ajalvir;Total;1996;1.622
28002 Ajalvir;Hombres;2024;2.537
28002 Ajalvir;Hombres;2023;2.483
28002 Ajalvir;Hombres;2022;2.473
28002 Ajalvir;Hombres;2021;2.437
28002 Ajalvir;Hombres;2020;2.451
28002 Ajalvir;Hombres;2019;2.438
28002 Ajalvir;Hombres;2018;2.374
28002 Ajalvir;Hombres;2017;2.327
28002 Ajalvir;Hombres;2016;2.318
28002 Ajalvir;Hombres;2015;2.276
28002 Ajalvir;Hombres;2014;2.284
28002 Ajalvir;Hombres;2013;2.235
28002 Ajalvir;Hombres;2012;2.202
28002 Ajalvir;Hombres;2011;2.132
28002 Ajalvir;Hombres;2010;2.046
28002 Ajalvir;Hombres;2009;1.967
28002 Ajalvir;Hombres;2008;1.851
28002 Ajalvir;Hombres;2007;1.800
28002 Ajalvir;Hombres;2006;1.681
28002 Ajalvir;Hombres;2005;1.618
28002 Ajalvir;Hombres;2004;1.538
28002 Ajalvir;Hombres;2003;1.448
28002 Ajalvir;Hombres;2002;1.324
28002 Ajalvir;Hombres;2001;1.260
28002 Ajalvir;Hombres;2000;1.154
28002 Ajalvir;Hombres;1999;1.005
28002 Ajalvir;Hombres;1998;942
28002 Ajalvir;Hombres;1997;""
28002 Ajalvir;Hombres;1996;842
28002 Ajalvir;Mujeres;2024;2.326
28002 Ajalvir;Mujeres;2023;2.296
28002 Ajalvir;Mujeres;2022;2.278
28002 Ajalvir;Mujeres;2021;2.239
28002 Ajalvir;Mujeres;2020;2.270
28002 Ajalvir;Mujeres;2019;2.274
28002 Ajalvir;Mujeres;2018;2.185
28002 Ajalvir;Mujeres;2017;2.128
28002 Ajalvir;Mujeres;2016;2.122
28002 Ajalvir;Mujeres;2015;2.067
28002 Ajalvir;Mujeres;2014;2.055
28002 Ajalvir;Mujeres;2013;2.026
28002 Ajalvir;Mujeres;2012;2.001
28002 Ajalvir;Mujeres;2011;1.979
28002 Ajalvir;Mujeres;2010;1.863
28002 Ajalvir;Mujeres;2009;1.813
28002 Ajalvir;Mujeres;2008;1.707
28002 Ajalvir;Mujeres;2007;1.648
28002 Ajalvir;Mujeres;2006;1.550
28002 Ajalvir;Mujeres;2005;1.444
28002 Ajalvir;Mujeres;2004;1.387
28002 Ajalvir;Mujeres;2003;1.307
28002 Ajalvir;Mujeres;2002;1.202
28002 Ajalvir;Mujeres;2001;1.126
28002 Ajalvir;Mujeres;2000;1.051
28002 Ajalvir;Mujeres;1999;931
28002 Ajalvir;Mujeres;1998;875
28002 Ajalvir;Mujeres;1997;""
28002 Ajalvir;Mujeres;1996;780
28003 Alameda del Valle;Total;2024;255
28003 Alameda del Valle;Total;2023;274
28003 Alameda del Valle;Total;2022;241
28003 Alameda del Valle;Total;2021;246
28003 Alameda del Valle;Total;2020;204
28003 Alameda del Valle;Total;2019;200
28003 Alameda del Valle;Total;2018;195
28003 Alameda del Valle;Total;2017;199
28003 Alameda del Valle;Total;2016;208
28003 Alameda del Valle;Total;2015;217
28003 Alameda del Valle;Total;2014;224
28003 Alameda del Valle;Total;2013;248
28003 Alameda del Valle;Total;2012;243
28003 Alameda del Valle;Total;2011;246
28003 Alameda del Valle;Total;2010;239
28003 Alameda del Valle;Total;2009;237
28003 Alameda del Valle;Total;2008;250
28003 Alameda del Valle;Total;2007;244
28003 Alameda del Valle;Total;2006;236
28003 Alameda del Valle;Total;2005;241
28003 Alameda del Valle;Total;2004;206
28003 Alameda del Valle;Total;2003;195
28003 Alameda del Valle;Total;2002;188
28003 Alameda del Valle;Total;2001;193
28003 Alameda del Valle;Total;2000;198
28003 Alameda del Valle;Total;1999;186
28003 Alameda del Valle;Total;1998;162
28003 Alameda del Valle;Total;1997;""
28003 Alameda del Valle;Total;1996;166
28003 Alameda del Valle;Hombres;2024;140
28003 Alameda del Valle;Hombres;2023;144
28003 Alameda del Valle;Hombres;2022;137
28003 Alameda del Valle;Hombres;2021;148
28003 Alameda del Valle;Hombres;2020;120
28003 Alameda del Valle;Hombres;2019;119
28003 Alameda del Valle;Hombres;2018;117
28003 Alameda del Valle;Hombres;2017;117
28003 Alameda del Valle;Hombres;2016;123
28003 Alameda del Valle;Hombres;2015;126
28003 Alameda del Valle;Hombres;2014;130
28003 Alameda del Valle;Hombres;2013;143
28003 Alameda del Valle;Hombres;2012;138
28003 Alameda del Valle;Hombres;2011;140
28003 Alameda del Valle;Hombres;2010;136
