Municipios;Sexo;Periodo;Total
46001 Ademuz;Total;2024;1.004
46001 Ademuz;Total;2023;1.004
46001 Ademuz;Total;2022;1.000
46001 Ademuz;Total;2021;1.027
46001 Ademuz;Total;2020;1.037
46001 Ademuz;Total;2019;1.042
46001 Ademuz;Total;2018;1.046
46001 Ademuz;Total;2017;1.073
46001 Ademuz;Total;2016;1.137
46001 Ademuz;Total;2015;1.149
46001 Ademuz;Total;2014;1.179
46001 Ademuz;Total;2013;1.203
46001 Ademuz;Total;2012;1.258
46001 Ademuz;Total;2011;1.292
46001 Ademuz;Total;2010;1.285
46001 Ademuz;Total;2009;1.286
46001 Ademuz;Total;2008;1.269
46001 Ademuz;Total;2007;1.242
46001 Ademuz;Total;2006;1.183
46001 Ademuz;Total;2005;1.157
46001 Ademuz;Total;2004;1.140
46001 Ademuz;Total;2003;1.117
46001 Ademuz;Total;2002;1.152
46001 Ademuz;Total;2001;1.179
46001 Ademuz;Total;2000;1.195
46001 Ademuz;Total;1999;1.176
46001 Ademuz;Total;1998;1.199
46001 Ademuz;Total;1997;""
46001 Ademuz;Total;1996;1.197
46001 Ademuz;Hombres;2024;538
46001 Ademuz;Hombres;2023;538
46001 Ademuz;Hombres;2022;535
46001 Ademuz;Hombres;2021;556
46001 Ademuz;Hombres;2020;558
46001 Ademuz;Hombres;2019;568
46001 Ademuz;Hombres;2018;557
46001 Ademuz;Hombres;2017;574
46001 Ademuz;Hombres;2016;605
46001 Ademuz;Hombres;2015;609
46001 Ademuz;Hombres;2014;625
46001 Ademuz;Hombres;2013;640
46001 Ademuz;Hombres;2012;671
46001 Ademuz;Hombres;2011;686
46001 Ademuz;Hombres;2010;689
46001 Ademuz;Hombres;2009;689
46001 Ademuz;Hombres;2008;668
46001 Ademuz;Hombres;2007;647
46001 Ademuz;Hombres;2006;614
46001 Ademuz;Hombres;2005;600
46001 Ademuz;Hombres;2004;586
46001 Ademuz;Hombres;2003;585
46001 Ademuz;Hombres;2002;599
46001 Ademuz;Hombres;2001;608
46001 Ademuz;Hombres;2000;608
46001 Ademuz;Hombres;1999;589
46001 Ademuz;Hombres;1998;601
46001 Ademuz;Hombres;1997;""
46001 Ademuz;Hombres;1996;598
46001 Ademuz;Mujeres;2024;466
46001 Ademuz;Mujeres;2023;466
46001 Ademuz;Mujeres;2022;465
46001 Ademuz;Mujeres;2021;471
46001 Ademuz;Mujeres;2020;479
46001 Ademuz;Mujeres;2019;474
46001 Ademuz;Mujeres;2018;489
46001 Ademuz;Mujeres;2017;499
46001 Ademuz;Mujeres;2016;532
46001 Ademuz;Mujeres;2015;540
46001 Ademuz;Mujeres;2014;554
46001 Ademuz;Mujeres;2013;563
46001 Ademuz;Mujeres;2012;587
46001 Ademuz;Mujeres;2011;606
46001 Ademuz;Mujeres;2010;596
46001 Ademuz;Mujeres;2009;597
46001 Ademuz;Mujeres;2008;601
46001 Ademuz;Mujeres;2007;595
46001 Ademuz;Mujeres;2006;569
46001 Ademuz;Mujeres;2005;557
46001 Ademuz;Mujeres;2004;554
46001 Ademuz;Mujeres;2003;532
46001 Ademuz;Mujeres;2002;553
46001 Ademuz;Mujeres;2001;571
46001 Ademuz;Mujeres;2000;587
46001 Ademuz;Mujeres;1999;587
46001 Ademuz;Mujeres;1998;598
46001 Ademuz;Mujeres;1997;""
46001 Ademuz;Mujeres;1996;599
46002 Ador;Total;2024;1.729
46002 Ador;Total;2023;1.699
46002 Ador;Total;2022;1.706
46002 Ador;Total;2021;1.772
46002 Ador;Total;2020;1.730
46002 Ador;Total;2019;1.508
