Municipios;Sexo;Periodo;Total
15001 Abegondo;Total;2024;5.578
15001 Abegondo;Total;2023;5.584
15001 Abegondo;Total;2022;5.534
15001 Abegondo;Total;2021;5.494
15001 Abegondo;Total;2020;5.398
15001 Abegondo;Total;2019;5.406
15001 Abegondo;Total;2018;5.454
15001 Abegondo;Total;2017;5.467
15001 Abegondo;Total;2016;5.533
15001 Abegondo;Total;2015;5.586
15001 Abegondo;Total;2014;5.585
15001 Abegondo;Total;2013;5.664
15001 Abegondo;Total;2012;5.709
15001 Abegondo;Total;2011;5.709
15001 Abegondo;Total;2010;5.765
15001 Abegondo;Total;2009;5.798
15001 Abegondo;Total;2008;5.822
15001 Abegondo;Total;2007;5.808
15001 Abegondo;Total;2006;5.773
15001 Abegondo;Total;2005;5.756
15001 Abegondo;Total;2004;5.732
15001 Abegondo;Total;2003;5.761
15001 Abegondo;Total;2002;5.772
15001 Abegondo;Total;2001;5.694
15001 Abegondo;Total;2000;5.594
15001 Abegondo;Total;1999;5.480
15001 Abegondo;Total;1998;5.451
15001 Abegondo;Total;1997;""
15001 Abegondo;Total;1996;5.467
15001 Abegondo;Hombres;2024;2.784
15001 Abegondo;Hombres;2023;2.763
15001 Abegondo;Hombres;2022;2.729
15001 Abegondo;Hombres;2021;2.701
15001 Abegondo;Hombres;2020;2.665
15001 Abegondo;Hombres;2019;2.655
15001 Abegondo;Hombres;2018;2.684
15001 Abegondo;Hombres;2017;2.698
15001 Abegondo;Hombres;2016;2.735
15001 Abegondo;Hombres;2015;2.773
15001 Abegondo;Hombres;2014;2.769
15001 Abegondo;Hombres;2013;2.804
15001 Abegondo;Hombres;2012;2.827
15001 Abegondo;Hombres;2011;2.833
15001 Abegondo;Hombres;2010;2.861
15001 Abegondo;Hombres;2009;2.876
15001 Abegondo;Hombres;2008;2.891
15001 Abegondo;Hombres;2007;2.898
15001 Abegondo;Hombres;2006;2.860
15001 Abegondo;Hombres;2005;2.853
15001 Abegondo;Hombres;2004;2.850
15001 Abegondo;Hombres;2003;2.883
15001 Abegondo;Hombres;2002;2.884
15001 Abegondo;Hombres;2001;2.846
15001 Abegondo;Hombres;2000;2.806
15001 Abegondo;Hombres;1999;2.739
15001 Abegondo;Hombres;1998;2.724
15001 Abegondo;Hombres;1997;""
15001 Abegondo;Hombres;1996;2.729
15001 Abegondo;Mujeres;2024;2.794
15001 Abegondo;Mujeres;2023;2.821
15001 Abegondo;Mujeres;2022;2.805
15001 Abegondo;Mujeres;2021;2.793
15001 Abegondo;Mujeres;2020;2.733
15001 Abegondo;Mujeres;2019;2.751
15001 Abegondo;Mujeres;2018;2.770
15001 Abegondo;Mujeres;2017;2.769
15001 Abegondo;Mujeres;2016;2.798
15001 Abegondo;Mujeres;2015;2.813
15001 Abegondo;Mujeres;2014;2.816
15001 Abegondo;Mujeres;2013;2.860
15001 Abegondo;Mujeres;2012;2.882
15001 Abegondo;Mujeres;2011;2.876
