Municipios;Sexo;Periodo;Total
33001 Allande;Total;2024;1.530
33001 Allande;Total;2023;1.552
33001 Allande;Total;2022;1.574
33001 Allande;Total;2021;1.620
33001 Allande;Total;2020;1.615
33001 Allande;Total;2019;1.648
33001 Allande;Total;2018;1.697
33001 Allande;Total;2017;1.742
33001 Allande;Total;2016;1.766
33001 Allande;Total;2015;1.826
33001 Allande;Total;2014;1.858
33001 Allande;Total;2013;1.891
33001 Allande;Total;2012;1.939
33001 Allande;Total;2011;2.004
33001 Allande;Total;2010;2.031
33001 Allande;Total;2009;2.068
33001 Allande;Total;2008;2.106
33001 Allande;Total;2007;2.169
33001 Allande;Total;2006;2.181
33001 Allande;Total;2005;2.228
33001 Allande;Total;2004;2.261
33001 Allande;Total;2003;2.296
33001 Allande;Total;2002;2.374
33001 Allande;Total;2001;2.454
33001 Allande;Total;2000;2.501
33001 Allande;Total;1999;2.519
33001 Allande;Total;1998;2.558
33001 Allande;Total;1997;""
33001 Allande;Total;1996;2.613
33001 Allande;Hombres;2024;766
33001 Allande;Hombres;2023;767
33001 Allande;Hombres;2022;785
33001 Allande;Hombres;2021;800
33001 Allande;Hombres;2020;799
33001 Allande;Hombres;2019;833
33001 Allande;Hombres;2018;854
33001 Allande;Hombres;2017;881
33001 Allande;Hombres;2016;882
33001 Allande;Hombres;2015;915
33001 Allande;Hombres;2014;936
33001 Allande;Hombres;2013;964
33001 Allande;Hombres;2012;986
33001 Allande;Hombres;2011;1.020
33001 Allande;Hombres;2010;1.035
33001 Allande;Hombres;2009;1.056
33001 Allande;Hombres;2008;1.079
33001 Allande;Hombres;2007;1.107
33001 Allande;Hombres;2006;1.105
33001 Allande;Hombres;2005;1.131
33001 Allande;Hombres;2004;1.158
33001 Allande;Hombres;2003;1.191
33001 Allande;Hombres;2002;1.228
33001 Allande;Hombres;2001;1.262
33001 Allande;Hombres;2000;1.287
33001 Allande;Hombres;1999;1.297
33001 Allande;Hombres;1998;1.309
33001 Allande;Hombres;1997;""
33001 Allande;Hombres;1996;1.335
33001 Allande;Mujeres;2024;764
33001 Allande;Mujeres;2023;785
