Municipios;Sexo;Periodo;Total
32001 Allariz;Total;2024;6.410
32001 Allariz;Total;2023;6.378
32001 Allariz;Total;2022;6.348
32001 Allariz;Total;2021;6.314
32001 Allariz;Total;2020;6.245
32001 Allariz;Total;2019;6.188
32001 Allariz;Total;2018;6.110
32001 Allariz;Total;2017;6.026
32001 Allariz;Total;2016;5.982
32001 Allariz;Total;2015;6.049
32001 Allariz;Total;2014;6.060
32001 Allariz;Total;2013;6.056
32001 Allariz;Total;2012;6.059
32001 Allariz;Total;2011;5.985
32001 Allariz;Total;2010;5.910
32001 Allariz;Total;2009;5.821
32001 Allariz;Total;2008;5.690
32001 Allariz;Total;2007;5.506
32001 Allariz;Total;2006;5.433
32001 Allariz;Total;2005;5.351
32001 Allariz;Total;2004;5.313
32001 Allariz;Total;2003;5.216
32001 Allariz;Total;2002;5.151
32001 Allariz;Total;2001;5.173
32001 Allariz;Total;2000;5.158
32001 Allariz;Total;1999;5.151
32001 Allariz;Total;1998;5.107
32001 Allariz;Total;1997;""
32001 Allariz;Total;1996;5.178
32001 Allariz;Hombres;2024;3.185
32001 Allariz;Hombres;2023;3.177
32001 Allariz;Hombres;2022;3.135
32001 Allariz;Hombres;2021;3.134
32001 Allariz;Hombres;2020;3.112
32001 Allariz;Hombres;2019;3.109
32001 Allariz;Hombres;2018;3.078
32001 Allariz;Hombres;2017;3.029
32001 Allariz;Hombres;2016;2.976
32001 Allariz;Hombres;2015;3.001
32001 Allariz;Hombres;2014;3.018
32001 Allariz;Hombres;2013;3.030
32001 Allariz;Hombres;2012;3.038
32001 Allariz;Hombres;2011;2.986
32001 Allariz;Hombres;2010;2.941
32001 Allariz;Hombres;2009;2.886
32001 Allariz;Hombres;2008;2.780
32001 Allariz;Hombres;2007;2.663
32001 Allariz;Hombres;2006;2.632
32001 Allariz;Hombres;2005;2.584
32001 Allariz;Hombres;2004;2.570
32001 Allariz;Hombres;2003;2.518
32001 Allariz;Hombres;2002;2.480
32001 Allariz;Hombres;2001;2.486
32001 Allariz;Hombres;2000;2.481
32001 Allariz;Hombres;1999;2.470
32001 Allariz;Hombres;1998;2.447
