Municipios;Sexo;Periodo;Total
42001 Abejar;Total;2024;386
42001 Abejar;Total;2023;376
42001 Abejar;Total;2022;273
42001 Abejar;Total;2021;273
42001 Abejar;Total;2020;286
42001 Abejar;Total;2019;297
42001 Abejar;Total;2018;302
42001 Abejar;Total;2017;318
42001 Abejar;Total;2016;327
42001 Abejar;Total;2015;336
42001 Abejar;Total;2014;346
42001 Abejar;Total;2013;348
42001 Abejar;Total;2012;367
42001 Abejar;Total;2011;378
42001 Abejar;Total;2010;380
42001 Abejar;Total;2009;383
42001 Abejar;Total;2008;390
42001 Abejar;Total;2007;405
42001 Abejar;Total;2006;406
42001 Abejar;Total;2005;392
42001 Abejar;Total;2004;399
42001 Abejar;Total;2003;395
42001 Abejar;Total;2002;358
42001 Abejar;Total;2001;370
42001 Abejar;Total;2000;359
42001 Abejar;Total;1999;363
42001 Abejar;Total;1998;358
42001 Abejar;Total;1997;""
42001 Abejar;Total;1996;359
42001 Abejar;Hombres;2024;199
42001 Abejar;Hombres;2023;189
42001 Abejar;Hombres;2022;141
42001 Abejar;Hombres;2021;142
42001 Abejar;Hombres;2020;151
42001 Abejar;Hombres;2019;155
42001 Abejar;Hombres;2018;162
42001 Abejar;Hombres;2017;174
42001 Abejar;Hombres;2016;182
42001 Abejar;Hombres;2015;185
42001 Abejar;Hombres;2014;193
42001 Abejar;Hombres;2013;195
42001 Abejar;Hombres;2012;205
42001 Abejar;Hombres;2011;207
42001 Abejar;Hombres;2010;210
42001 Abejar;Hombres;2009;210
42001 Abejar;Hombres;2008;212
42001 Abejar;Hombres;2007;211
42001 Abejar;Hombres;2006;212
42001 Abejar;Hombres;2005;205
42001 Abejar;Hombres;2004;208
42001 Abejar;Hombres;2003;207
42001 Abejar;Hombres;2002;189
42001 Abejar;Hombres;2001;192
42001 Abejar;Hombres;2000;189
42001 Abejar;Hombres;1999;193
42001 Abejar;Hombres;1998;190
42001 Abejar;Hombres;1997;""
42001 Abejar;Hombres;1996;183
42001 Abejar;Mujeres;2024;187
42001 Abejar;Mujeres;2023;187
42001 Abejar;Mujeres;2022;132
42001 Abejar;Mujeres;2021;131
42001 Abejar;Mujeres;2020;135
42001 Abejar;Mujeres;2019;142
42001 Abejar;Mujeres;2018;140
42001 Abejar;Mujeres;2017;144
42001 Abejar;Mujeres;2016;145
42001 Abejar;Mujeres;2015;151
42001 Abejar;Mujeres;2014;153
42001 Abejar;Mujeres;2013;153
42001 Abejar;Mujeres;2012;162
42001 Abejar;Mujeres;2011;171
42001 Abejar;Mujeres;2010;170
42001 Abejar;Mujeres;2009;173
42001 Abejar;Mujeres;2008;178
42001 Abejar;Mujeres;2007;194
42001 Abejar;Mujeres;2006;194
42001 Abejar;Mujeres;2005;187
42001 Abejar;Mujeres;2004;191
42001 Abejar;Mujeres;2003;188
42001 Abejar;Mujeres;2002;169
42001 Abejar;Mujeres;2001;178
42001 Abejar;Mujeres;2000;170
42001 Abejar;Mujeres;1999;170
42001 Abejar;Mujeres;1998;168
42001 Abejar;Mujeres;1997;""
42001 Abejar;Mujeres;1996;176
42003 Adradas;Total;2024;58
42003 Adradas;Total;2023;61
42003 Adradas;Total;2022;60
42003 Adradas;Total;2021;55
42003 Adradas;Total;2020;59
42003 Adradas;Total;2019;69
42003 Adradas;Total;2018;44
42003 Adradas;Total;2017;48
42003 Adradas;Total;2016;48
42003 Adradas;Total;2015;51
42003 Adradas;Total;2014;53
42003 Adradas;Total;2013;58
42003 Adradas;Total;2012;70
42003 Adradas;Total;2011;72
42003 Adradas;Total;2010;72
42003 Adradas;Total;2009;75
42003 Adradas;Total;2008;77
42003 Adradas;Total;2007;78
