Municipios;Sexo;Periodo;Total
47001 Adalia;Total;2024;50
47001 Adalia;Total;2023;51
47001 Adalia;Total;2022;54
47001 Adalia;Total;2021;52
47001 Adalia;Total;2020;53
47001 Adalia;Total;2019;53
47001 Adalia;Total;2018;58
47001 Adalia;Total;2017;59
47001 Adalia;Total;2016;59
47001 Adalia;Total;2015;59
47001 Adalia;Total;2014;57
47001 Adalia;Total;2013;59
47001 Adalia;Total;2012;57
47001 Adalia;Total;2011;58
47001 Adalia;Total;2010;59
47001 Adalia;Total;2009;61
47001 Adalia;Total;2008;61
47001 Adalia;Total;2007;65
47001 Adalia;Total;2006;67
47001 Adalia;Total;2005;68
47001 Adalia;Total;2004;69
47001 Adalia;Total;2003;74
47001 Adalia;Total;2002;82
47001 Adalia;Total;2001;84
47001 Adalia;Total;2000;88
47001 Adalia;Total;1999;87
47001 Adalia;Total;1998;87
47001 Adalia;Total;1997;""
47001 Adalia;Total;1996;93
47001 Adalia;Hombres;2024;30
47001 Adalia;Hombres;2023;30
47001 Adalia;Hombres;2022;32
47001 Adalia;Hombres;2021;30
47001 Adalia;Hombres;2020;31
47001 Adalia;Hombres;2019;33
47001 Adalia;Hombres;2018;36
47001 Adalia;Hombres;2017;36
47001 Adalia;Hombres;2016;36
47001 Adalia;Hombres;2015;36
47001 Adalia;Hombres;2014;33
47001 Adalia;Hombres;2013;32
47001 Adalia;Hombres;2012;31
47001 Adalia;Hombres;2011;32
47001 Adalia;Hombres;2010;32
47001 Adalia;Hombres;2009;33
47001 Adalia;Hombres;2008;33
47001 Adalia;Hombres;2007;34
47001 Adalia;Hombres;2006;37
47001 Adalia;Hombres;2005;36
47001 Adalia;Hombres;2004;37
47001 Adalia;Hombres;2003;39
47001 Adalia;Hombres;2002;43
47001 Adalia;Hombres;2001;42
47001 Adalia;Hombres;2000;44
47001 Adalia;Hombres;1999;45
47001 Adalia;Hombres;1998;44
47001 Adalia;Hombres;1997;""
47001 Adalia;Hombres;1996;48
47001 Adalia;Mujeres;2024;20
47001 Adalia;Mujeres;2023;21
47001 Adalia;Mujeres;2022;22
47001 Adalia;Mujeres;2021;22
47001 Adalia;Mujeres;2020;22
47001 Adalia;Mujeres;2019;20
47001 Adalia;Mujeres;2018;22
47001 Adalia;Mujeres;2017;23
47001 Adalia;Mujeres;2016;23
47001 Adalia;Mujeres;2015;23
47001 Adalia;Mujeres;2014;24
47001 Adalia;Mujeres;2013;27
47001 Adalia;Mujeres;2012;26
47001 Adalia;Mujeres;2011;26
47001 Adalia;Mujeres;2010;27
47001 Adalia;Mujeres;2009;28
47001 Adalia;Mujeres;2008;28
47001 Adalia;Mujeres;2007;31
47001 Adalia;Mujeres;2006;30
47001 Adalia;Mujeres;2005;32
47001 Adalia;Mujeres;2004;32
47001 Adalia;Mujeres;2003;35
47001 Adalia;Mujeres;2002;39
47001 Adalia;Mujeres;2001;42
47001 Adalia;Mujeres;2000;44
47001 Adalia;Mujeres;1999;42
47001 Adalia;Mujeres;1998;43
47001 Adalia;Mujeres;1997;""
47001 Adalia;Mujeres;1996;45
47002 Aguasal;Total;2024;19
47002 Aguasal;Total;2023;19
47002 Aguasal;Total;2022;19
47002 Aguasal;Total;2021;17
47002 Aguasal;Total;2020;18
47002 Aguasal;Total;2019;19
47002 Aguasal;Total;2018;23
47002 Aguasal;Total;2017;24
47002 Aguasal;Total;2016;24
47002 Aguasal;Total;2015;26
47002 Aguasal;Total;2014;26
47002 Aguasal;Total;2013;27
47002 Aguasal;Total;2012;29
47002 Aguasal;Total;2011;30
47002 Aguasal;Total;2010;30
47002 Aguasal;Total;2009;32
47002 Aguasal;Total;2008;31
47002 Aguasal;Total;2007;27
47002 Aguasal;Total;2006;26
47002 Aguasal;Total;2005;28
47002 Aguasal;Total;2004;25
47002 Aguasal;Total;2003;25
47002 Aguasal;Total;2002;28
47002 Aguasal;Total;2001;28
47002 Aguasal;Total;2000;24
47002 Aguasal;Total;1999;25
47002 Aguasal;Total;1998;25
47002 Aguasal;Total;1997;""
47002 Aguasal;Total;1996;25
47002 Aguasal;Hombres;2024;12
47002 Aguasal;Hombres;2023;12
47002 Aguasal;Hombres;2022;12
47002 Aguasal;Hombres;2021;11
47002 Aguasal;Hombres;2020;12
47002 Aguasal;Hombres;2019;12
47002 Aguasal;Hombres;2018;16
47002 Aguasal;Hombres;2017;18
47002 Aguasal;Hombres;2016;19
47002 Aguasal;Hombres;2015;19
47002 Aguasal;Hombres;2014;19
47002 Aguasal;Hombres;2013;20
47002 Aguasal;Hombres;2012;20
47002 Aguasal;Hombres;2011;19
47002 Aguasal;Hombres;2010;19
47002 Aguasal;Hombres;2009;20
47002 Aguasal;Hombres;2008;20
47002 Aguasal;Hombres;2007;18
47002 Aguasal;Hombres;2006;17
47002 Aguasal;Hombres;2005;17
47002 Aguasal;Hombres;2004;14
47002 Aguasal;Hombres;2003;13
47002 Aguasal;Hombres;2002;15
47002 Aguasal;Hombres;2001;15
47002 Aguasal;Hombres;2000;13
47002 Aguasal;Hombres;1999;13
47002 Aguasal;Hombres;1998;13
47002 Aguasal;Hombres;1997;""
47002 Aguasal;Hombres;1996;13
47002 Aguasal;Mujeres;2024;7
47002 Aguasal;Mujeres;2023;7
47002 Aguasal;Mujeres;2022;7
47002 Aguasal;Mujeres;2021;6
47002 Aguasal;Mujeres;2020;6
47002 Aguasal;Mujeres;2019;7
47002 Aguasal;Mujeres;2018;7
47002 Aguasal;Mujeres;2017;6
47002 Aguasal;Mujeres;2016;5
47002 Aguasal;Mujeres;2015;7
47002 Aguasal;Mujeres;2014;7
47002 Aguasal;Mujeres;2013;7
47002 Aguasal;Mujeres;2012;9
47002 Aguasal;Mujeres;2011;11
47002 Aguasal;Mujeres;2010;11
47002 Aguasal;Mujeres;2009;12
47002 Aguasal;Mujeres;2008;11
47002 Aguasal;Mujeres;2007;9
47002 Aguasal;Mujeres;2006;9
47002 Aguasal;Mujeres;2005;11
47002 Aguasal;Mujeres;2004;11
47002 Aguasal;Mujeres;2003;12
47002 Aguasal;Mujeres;2002;13
47002 Aguasal;Mujeres;2001;13
47002 Aguasal;Mujeres;2000;11
47002 Aguasal;Mujeres;1999;12
47002 Aguasal;Mujeres;1998;12
47002 Aguasal;Mujeres;1997;""
47002 Aguasal;Mujeres;1996;12
47003 Aguilar de Campos;Total;2024;259
47003 Aguilar de Campos;Total;2023;266
47003 Aguilar de Campos;Total;2022;276
47003 Aguilar de Campos;Total;2021;257
47003 Aguilar de Campos;Total;2020;254
47003 Aguilar de Campos;Total;2019;243
47003 Aguilar de Campos;Total;2018;244
47003 Aguilar de Campos;Total;2017;256
47003 Aguilar de Campos;Total;2016;266
47003 Aguilar de Campos;Total;2015;284
47003 Aguilar de Campos;Total;2014;295
47003 Aguilar de Campos;Total;2013;293
47003 Aguilar de Campos;Total;2012;314
47003 Aguilar de Campos;Total;2011;299
47003 Aguilar de Campos;Total;2010;292
47003 Aguilar de Campos;Total;2009;296
47003 Aguilar de Campos;Total;2008;306
47003 Aguilar de Campos;Total;2007;313
47003 Aguilar de Campos;Total;2006;330
47003 Aguilar de Campos;Total;2005;337
47003 Aguilar de Campos;Total;2004;337
47003 Aguilar de Campos;Total;2003;349
47003 Aguilar de Campos;Total;2002;362
47003 Aguilar de Campos;Total;2001;362
47003 Aguilar de Campos;Total;2000;367
47003 Aguilar de Campos;Total;1999;366
47003 Aguilar de Campos;Total;1998;380
47003 Aguilar de Campos;Total;1997;""
47003 Aguilar de Campos;Total;1996;396
47003 Aguilar de Campos;Hombres;2024;156
47003 Aguilar de Campos;Hombres;2023;159
47003 Aguilar de Campos;Hombres;2022;166
47003 Aguilar de Campos;Hombres;2021;150
47003 Aguilar de Campos;Hombres;2020;146
47003 Aguilar de Campos;Hombres;2019;140
47003 Aguilar de Campos;Hombres;2018;142
47003 Aguilar de Campos;Hombres;2017;146
47003 Aguilar de Campos;Hombres;2016;150
47003 Aguilar de Campos;Hombres;2015;159
47003 Aguilar de Campos;Hombres;2014;163
47003 Aguilar de Campos;Hombres;2013;165
47003 Aguilar de Campos;Hombres;2012;174
47003 Aguilar de Campos;Hombres;2011;169
47003 Aguilar de Campos;Hombres;2010;161
47003 Aguilar de Campos;Hombres;2009;165
47003 Aguilar de Campos;Hombres;2008;166
47003 Aguilar de Campos;Hombres;2007;170
47003 Aguilar de Campos;Hombres;2006;178
47003 Aguilar de Campos;Hombres;2005;179
47003 Aguilar de Campos;Hombres;2004;182
47003 Aguilar de Campos;Hombres;2003;188
47003 Aguilar de Campos;Hombres;2002;195
47003 Aguilar de Campos;Hombres;2001;190
47003 Aguilar de Campos;Hombres;2000;193
47003 Aguilar de Campos;Hombres;1999;191
47003 Aguilar de Campos;Hombres;1998;200
47003 Aguilar de Campos;Hombres;1997;""
47003 Aguilar de Campos;Hombres;1996;207
47003 Aguilar de Campos;Mujeres;2024;103
47003 Aguilar de Campos;Mujeres;2023;107
47003 Aguilar de Campos;Mujeres;2022;110
47003 Aguilar de Campos;Mujeres;2021;107
47003 Aguilar de Campos;Mujeres;2020;108
47003 Aguilar de Campos;Mujeres;2019;103
47003 Aguilar de Campos;Mujeres;2018;102
47003 Aguilar de Campos;Mujeres;2017;110
47003 Aguilar de Campos;Mujeres;2016;116
47003 Aguilar de Campos;Mujeres;2015;125
47003 Aguilar de Campos;Mujeres;2014;132
47003 Aguilar de Campos;Mujeres;2013;128
47003 Aguilar de Campos;Mujeres;2012;140
47003 Aguilar de Campos;Mujeres;2011;130
47003 Aguilar de Campos;Mujeres;2010;131
47003 Aguilar de Campos;Mujeres;2009;131
47003 Aguilar de Campos;Mujeres;2008;140
47003 Aguilar de Campos;Mujeres;2007;143
47003 Aguilar de Campos;Mujeres;2006;152
47003 Aguilar de Campos;Mujeres;2005;158
47003 Aguilar de Campos;Mujeres;2004;155
47003 Aguilar de Campos;Mujeres;2003;161
47003 Aguilar de Campos;Mujeres;2002;167
47003 Aguilar de Campos;Mujeres;2001;172
47003 Aguilar de Campos;Mujeres;2000;174
47003 Aguilar de Campos;Mujeres;1999;175
47003 Aguilar de Campos;Mujeres;1998;180
47003 Aguilar de Campos;Mujeres;1997;""
47003 Aguilar de Campos;Mujeres;1996;189
47004 Alaejos;Total;2024;1.407
47004 Alaejos;Total;2023;1.380
47004 Alaejos;Total;2022;1.385
47004 Alaejos;Total;2021;1.380
47004 Alaejos;Total;2020;1.379
47004 Alaejos;Total;2019;1.369
47004 Alaejos;Total;2018;1.382
47004 Alaejos;Total;2017;1.389
47004 Alaejos;Total;2016;1.400
47004 Alaejos;Total;2015;1.418
47004 Alaejos;Total;2014;1.429
47004 Alaejos;Total;2013;1.467
47004 Alaejos;Total;2012;1.494
47004 Alaejos;Total;2011;1.560
47004 Alaejos;Total;2010;1.572
47004 Alaejos;Total;2009;1.611
47004 Alaejos;Total;2008;1.613
47004 Alaejos;Total;2007;1.586
47004 Alaejos;Total;2006;1.593
47004 Alaejos;Total;2005;1.651
47004 Alaejos;Total;2004;1.627
47004 Alaejos;Total;2003;1.551
47004 Alaejos;Total;2002;1.539
47004 Alaejos;Total;2001;1.581
47004 Alaejos;Total;2000;1.614
47004 Alaejos;Total;1999;1.666
47004 Alaejos;Total;1998;1.677
47004 Alaejos;Total;1997;""
47004 Alaejos;Total;1996;1.717
47004 Alaejos;Hombres;2024;747
47004 Alaejos;Hombres;2023;731
47004 Alaejos;Hombres;2022;742
47004 Alaejos;Hombres;2021;740
47004 Alaejos;Hombres;2020;738
47004 Alaejos;Hombres;2019;732
47004 Alaejos;Hombres;2018;740
47004 Alaejos;Hombres;2017;747
47004 Alaejos;Hombres;2016;741
47004 Alaejos;Hombres;2015;753
47004 Alaejos;Hombres;2014;754
47004 Alaejos;Hombres;2013;772
47004 Alaejos;Hombres;2012;782
47004 Alaejos;Hombres;2011;820
47004 Alaejos;Hombres;2010;820
47004 Alaejos;Hombres;2009;836
47004 Alaejos;Hombres;2008;843
47004 Alaejos;Hombres;2007;822
47004 Alaejos;Hombres;2006;831
47004 Alaejos;Hombres;2005;845
47004 Alaejos;Hombres;2004;842
47004 Alaejos;Hombres;2003;809
47004 Alaejos;Hombres;2002;800
47004 Alaejos;Hombres;2001;816
47004 Alaejos;Hombres;2000;829
47004 Alaejos;Hombres;1999;863
47004 Alaejos;Hombres;1998;868
47004 Alaejos;Hombres;1997;""
47004 Alaejos;Hombres;1996;891
47004 Alaejos;Mujeres;2024;660
47004 Alaejos;Mujeres;2023;649
47004 Alaejos;Mujeres;2022;643
47004 Alaejos;Mujeres;2021;640
47004 Alaejos;Mujeres;2020;641
47004 Alaejos;Mujeres;2019;637
47004 Alaejos;Mujeres;2018;642
47004 Alaejos;Mujeres;2017;642
47004 Alaejos;Mujeres;2016;659
47004 Alaejos;Mujeres;2015;665
47004 Alaejos;Mujeres;2014;675
47004 Alaejos;Mujeres;2013;695
47004 Alaejos;Mujeres;2012;712
47004 Alaejos;Mujeres;2011;740
47004 Alaejos;Mujeres;2010;752
47004 Alaejos;Mujeres;2009;775
47004 Alaejos;Mujeres;2008;770
47004 Alaejos;Mujeres;2007;764
47004 Alaejos;Mujeres;2006;762
47004 Alaejos;Mujeres;2005;806
47004 Alaejos;Mujeres;2004;785
47004 Alaejos;Mujeres;2003;742
47004 Alaejos;Mujeres;2002;739
47004 Alaejos;Mujeres;2001;765
47004 Alaejos;Mujeres;2000;785
47004 Alaejos;Mujeres;1999;803
