Municipios;Sexo;Periodo;Total
40001 Abades;Total;2024;859
40001 Abades;Total;2023;859
40001 Abades;Total;2022;839
40001 Abades;Total;2021;835
40001 Abades;Total;2020;857
40001 Abades;Total;2019;848
40001 Abades;Total;2018;845
40001 Abades;Total;2017;864
40001 Abades;Total;2016;862
40001 Abades;Total;2015;863
40001 Abades;Total;2014;873
40001 Abades;Total;2013;890
40001 Abades;Total;2012;882
40001 Abades;Total;2011;882
40001 Abades;Total;2010;893
40001 Abades;Total;2009;906
40001 Abades;Total;2008;916
40001 Abades;Total;2007;905
40001 Abades;Total;2006;887
40001 Abades;Total;2005;896
40001 Abades;Total;2004;888
40001 Abades;Total;2003;861
40001 Abades;Total;2002;856
40001 Abades;Total;2001;852
40001 Abades;Total;2000;848
40001 Abades;Total;1999;860
40001 Abades;Total;1998;860
40001 Abades;Total;1997;""
40001 Abades;Total;1996;876
40001 Abades;Hombres;2024;422
40001 Abades;Hombres;2023;421
40001 Abades;Hombres;2022;411
40001 Abades;Hombres;2021;417
40001 Abades;Hombres;2020;423
40001 Abades;Hombres;2019;417
40001 Abades;Hombres;2018;420
40001 Abades;Hombres;2017;430
40001 Abades;Hombres;2016;431
40001 Abades;Hombres;2015;433
40001 Abades;Hombres;2014;437
40001 Abades;Hombres;2013;449
40001 Abades;Hombres;2012;447
40001 Abades;Hombres;2011;448
40001 Abades;Hombres;2010;460
40001 Abades;Hombres;2009;462
40001 Abades;Hombres;2008;468
40001 Abades;Hombres;2007;460
40001 Abades;Hombres;2006;453
40001 Abades;Hombres;2005;456
40001 Abades;Hombres;2004;454
40001 Abades;Hombres;2003;435
40001 Abades;Hombres;2002;433
40001 Abades;Hombres;2001;430
40001 Abades;Hombres;2000;427
40001 Abades;Hombres;1999;432
40001 Abades;Hombres;1998;434
40001 Abades;Hombres;1997;""
40001 Abades;Hombres;1996;442
40001 Abades;Mujeres;2024;437
40001 Abades;Mujeres;2023;438
40001 Abades;Mujeres;2022;428
40001 Abades;Mujeres;2021;418
40001 Abades;Mujeres;2020;434
40001 Abades;Mujeres;2019;431
40001 Abades;Mujeres;2018;425
40001 Abades;Mujeres;2017;434
40001 Abades;Mujeres;2016;431
40001 Abades;Mujeres;2015;430
40001 Abades;Mujeres;2014;436
40001 Abades;Mujeres;2013;441
40001 Abades;Mujeres;2012;435
40001 Abades;Mujeres;2011;434
40001 Abades;Mujeres;2010;433
40001 Abades;Mujeres;2009;444
40001 Abades;Mujeres;2008;448
40001 Abades;Mujeres;2007;445
40001 Abades;Mujeres;2006;434
40001 Abades;Mujeres;2005;440
40001 Abades;Mujeres;2004;434
40001 Abades;Mujeres;2003;426
40001 Abades;Mujeres;2002;423
40001 Abades;Mujeres;2001;422
40001 Abades;Mujeres;2000;421
40001 Abades;Mujeres;1999;428
40001 Abades;Mujeres;1998;426
40001 Abades;Mujeres;1997;""
40001 Abades;Mujeres;1996;434
40002 Adrada de Pirón;Total;2024;40
40002 Adrada de Pirón;Total;2023;38
40002 Adrada de Pirón;Total;2022;38
40002 Adrada de Pirón;Total;2021;39
40002 Adrada de Pirón;Total;2020;37
40002 Adrada de Pirón;Total;2019;39
40002 Adrada de Pirón;Total;2018;44
40002 Adrada de Pirón;Total;2017;41
40002 Adrada de Pirón;Total;2016;39
40002 Adrada de Pirón;Total;2015;41
40002 Adrada de Pirón;Total;2014;36
40002 Adrada de Pirón;Total;2013;35
40002 Adrada de Pirón;Total;2012;45
40002 Adrada de Pirón;Total;2011;46
40002 Adrada de Pirón;Total;2010;47
40002 Adrada de Pirón;Total;2009;50
40002 Adrada de Pirón;Total;2008;45
40002 Adrada de Pirón;Total;2007;45
40002 Adrada de Pirón;Total;2006;45
40002 Adrada de Pirón;Total;2005;46
40002 Adrada de Pirón;Total;2004;47
40002 Adrada de Pirón;Total;2003;53
40002 Adrada de Pirón;Total;2002;56
40002 Adrada de Pirón;Total;2001;59
40002 Adrada de Pirón;Total;2000;60
40002 Adrada de Pirón;Total;1999;57
40002 Adrada de Pirón;Total;1998;61
40002 Adrada de Pirón;Total;1997;""
40002 Adrada de Pirón;Total;1996;61
40002 Adrada de Pirón;Hombres;2024;22
40002 Adrada de Pirón;Hombres;2023;22
40002 Adrada de Pirón;Hombres;2022;21
40002 Adrada de Pirón;Hombres;2021;20
40002 Adrada de Pirón;Hombres;2020;20
40002 Adrada de Pirón;Hombres;2019;21
40002 Adrada de Pirón;Hombres;2018;23
40002 Adrada de Pirón;Hombres;2017;20
40002 Adrada de Pirón;Hombres;2016;19
40002 Adrada de Pirón;Hombres;2015;19
40002 Adrada de Pirón;Hombres;2014;17
40002 Adrada de Pirón;Hombres;2013;17
40002 Adrada de Pirón;Hombres;2012;22
40002 Adrada de Pirón;Hombres;2011;23
40002 Adrada de Pirón;Hombres;2010;24
40002 Adrada de Pirón;Hombres;2009;25
40002 Adrada de Pirón;Hombres;2008;22
40002 Adrada de Pirón;Hombres;2007;22
40002 Adrada de Pirón;Hombres;2006;24
40002 Adrada de Pirón;Hombres;2005;23
40002 Adrada de Pirón;Hombres;2004;24
40002 Adrada de Pirón;Hombres;2003;29
40002 Adrada de Pirón;Hombres;2002;30
40002 Adrada de Pirón;Hombres;2001;33
40002 Adrada de Pirón;Hombres;2000;34
40002 Adrada de Pirón;Hombres;1999;33
40002 Adrada de Pirón;Hombres;1998;34
40002 Adrada de Pirón;Hombres;1997;""
40002 Adrada de Pirón;Hombres;1996;33
40002 Adrada de Pirón;Mujeres;2024;18
40002 Adrada de Pirón;Mujeres;2023;16
40002 Adrada de Pirón;Mujeres;2022;17
40002 Adrada de Pirón;Mujeres;2021;19
40002 Adrada de Pirón;Mujeres;2020;17
40002 Adrada de Pirón;Mujeres;2019;18
40002 Adrada de Pirón;Mujeres;2018;21
40002 Adrada de Pirón;Mujeres;2017;21
40002 Adrada de Pirón;Mujeres;2016;20
40002 Adrada de Pirón;Mujeres;2015;22
40002 Adrada de Pirón;Mujeres;2014;19
40002 Adrada de Pirón;Mujeres;2013;18
40002 Adrada de Pirón;Mujeres;2012;23
40002 Adrada de Pirón;Mujeres;2011;23
40002 Adrada de Pirón;Mujeres;2010;23
40002 Adrada de Pirón;Mujeres;2009;25
40002 Adrada de Pirón;Mujeres;2008;23
40002 Adrada de Pirón;Mujeres;2007;23
40002 Adrada de Pirón;Mujeres;2006;21
40002 Adrada de Pirón;Mujeres;2005;23
40002 Adrada de Pirón;Mujeres;2004;23
40002 Adrada de Pirón;Mujeres;2003;24
40002 Adrada de Pirón;Mujeres;2002;26
40002 Adrada de Pirón;Mujeres;2001;26
40002 Adrada de Pirón;Mujeres;2000;26
40002 Adrada de Pirón;Mujeres;1999;24
40002 Adrada de Pirón;Mujeres;1998;27
40002 Adrada de Pirón;Mujeres;1997;""
40002 Adrada de Pirón;Mujeres;1996;28
40003 Adrados;Total;2024;123
40003 Adrados;Total;2023;122
40003 Adrados;Total;2022;120
40003 Adrados;Total;2021;125
40003 Adrados;Total;2020;127
40003 Adrados;Total;2019;126
40003 Adrados;Total;2018;139
40003 Adrados;Total;2017;138
40003 Adrados;Total;2016;149
40003 Adrados;Total;2015;155
40003 Adrados;Total;2014;156
40003 Adrados;Total;2013;157
40003 Adrados;Total;2012;170
40003 Adrados;Total;2011;158
40003 Adrados;Total;2010;165
40003 Adrados;Total;2009;168
40003 Adrados;Total;2008;178
40003 Adrados;Total;2007;196
40003 Adrados;Total;2006;208
40003 Adrados;Total;2005;207
40003 Adrados;Total;2004;183
40003 Adrados;Total;2003;193
40003 Adrados;Total;2002;197
40003 Adrados;Total;2001;205
40003 Adrados;Total;2000;212
40003 Adrados;Total;1999;219
