"Cod mes","anio","Cod CA","Comunidad Aut","Cod provincia","Provincia","mes","Total Contratos","Contratos iniciales indefinidos hombres","Contratos iniciales temporales hombres","Contratos convertidos en indefinidos hombres","Contratos iniciales indefinidos mujeres","Contratos iniciales temporales mujeres","Contratos convertidos en indefinidos mujeres","Contratos  Agricultura","Contratos  Industria","Contratos Construcción","Contratos  Servicios"
201201,"2012","16","País Vasco","01","Araba/Álava",0,8472,150,4233,127,113,3727,122,164,1143,512,6653
201202,"2012","16","País Vasco","01","Araba/Álava",0,7562,149,3655,114,304,3241,99,81,926,408,6147
201203,"2012","16","País Vasco","01","Araba/Álava",0,8667,235,4095,143,332,3733,129,90,1223,432,6922
201204,"2012","16","País Vasco","01","Araba/Álava",0,8122,161,3925,122,265,3541,108,44,986,463,6629
201205,"2012","16","País Vasco","01","Araba/Álava",0,11015,200,5714,170,347,4459,125,1223,1196,545,8051
201206,"2012","16","País Vasco","01","Araba/Álava",0,12059,224,6117,158,716,4728,116,1420,1187,505,8947
201207,"2012","16","País Vasco","01","Araba/Álava",0,11713,184,5437,160,927,4902,103,261,1078,465,9909
201208,"2012","16","País Vasco","01","Araba/Álava",0,7689,83,4034,103,127,3254,88,148,802,361,6378
201209,"2012","16","País Vasco","01","Araba/Álava",0,12221,236,6785,135,373,4580,112,2327,1069,526,8299
201210,"2012","16","País Vasco","01","Araba/Álava",0,16155,190,9518,134,339,5863,111,4861,1276,449,9569
201211,"2012","16","País Vasco","01","Araba/Álava",0,10074,189,4874,161,239,4501,110,326,1240,414,8094
201212,"2012","16","País Vasco","01","Araba/Álava",0,7916,144,3801,108,162,3597,104,85,947,281,6603
201201,"2012","08","Castilla - La Mancha","02","Albacete",0,6158,144,3217,95,106,2496,100,1077,576,555,3950
201202,"2012","08","Castilla - La Mancha","02","Albacete",0,6174,138,3098,176,271,2383,108,1138,632,582,3822
201203,"2012","08","Castilla - La Mancha","02","Albacete",0,6634,213,3278,158,296,2609,80,1176,574,561,4323
201204,"2012","08","Castilla - La Mancha","02","Albacete",0,6707,193,3225,140,226,2761,162,846,602,523,4736
201205,"2012","08","Castilla - La Mancha","02","Albacete",0,10624,247,5965,132,282,3881,117,2961,864,597,6202
201206,"2012","08","Castilla - La Mancha","02","Albacete",0,13793,276,8278,130,453,4558,98,5703,783,584,6723
201207,"2012","08","Castilla - La Mancha","02","Albacete",0,13592,194,7841,132,585,4749,91,4325,937,638,7692
201208,"2012","08","Castilla - La Mancha","02","Albacete",0,9339,172,5585,104,105,3319,54,2421,682,613,5623
201209,"2012","08","Castilla - La Mancha","02","Albacete",0,19271,254,12070,94,285,6502,66,9230,1154,589,8298
201210,"2012","08","Castilla - La Mancha","02","Albacete",0,12131,343,7053,125,266,4253,91,3942,768,600,6821
201211,"2012","08","Castilla - La Mancha","02","Albacete",0,8414,189,4654,139,171,3188,73,2325,667,496,4926
201212,"2012","08","Castilla - La Mancha","02","Albacete",0,7171,170,3809,108,116,2882,86,1862,533,455,4321
201201,"2012","10","Comunitat Valenciana","03","Alicante/Alacant",0,27967,815,13692,566,557,11856,481,1110,4053,2444,20360
201202,"2012","10","Comunitat Valenciana","03","Alicante/Alacant",0,28524,866,13973,583,1111,11558,433,1262,3562,2905,20795
201203,"2012","10","Comunitat Valenciana","03","Alicante/Alacant",0,31797,1166,15072,789,1381,12754,635,1255,3352,2744,24446
201204,"2012","10","Comunitat Valenciana","03","Alicante/Alacant",0,32048,1047,15178,682,1247,13321,573,1536,3344,2395,24773
201205,"2012","10","Comunitat Valenciana","03","Alicante/Alacant",0,39593,1097,19221,743,1491,16405,636,2988,4743,2742,29120
201206,"2012","10","Comunitat Valenciana","03","Alicante/Alacant",0,43655,1119,20805,780,2394,17904,653,1863,4428,2596,34768
201207,"2012","10","Comunitat Valenciana","03","Alicante/Alacant",0,49700,1171,22729,759,3064,21191,786,1391,4260,2553,41496
201208,"2012","10","Comunitat Valenciana","03","Alicante/Alacant",0,29375,594,14316,561,744,12677,483,1179,2496,1957,23743
201209,"2012","10","Comunitat Valenciana","03","Alicante/Alacant",0,38526,1157,18888,654,1352,15918,557,2203,5569,2775,27979
201210,"2012","10","Comunitat Valenciana","03","Alicante/Alacant",0,42966,1186,21689,783,1423,17156,729,3721,4307,2848,32090
