"Cod mes","anio","Cod CA","Comunidad Aut","Cod provincia","Provincia","mes","Total Contratos","Contratos iniciales indefinidos hombres","Contratos iniciales temporales hombres","Contratos convertidos en indefinidos hombres","Contratos iniciales indefinidos mujeres","Contratos iniciales temporales mujeres","Contratos convertidos en indefinidos mujeres","Contratos  Agricultura","Contratos  Industria","Contratos Construcción","Contratos  Servicios"
201404,"2014","08","Castilla - La Mancha","02","Albacete",0,9609,199,5272,103,232,3700,103,2125,1154,581,5749
201405,"2014","08","Castilla - La Mancha","02","Albacete",0,13424,172,8449,116,152,4443,92,4949,1006,658,6811
201406,"2014","08","Castilla - La Mancha","02","Albacete",0,16867,162,10673,154,122,5663,93,7630,1300,626,7311
201407,"2014","08","Castilla - La Mancha","02","Albacete",0,18355,188,11385,201,173,6279,129,8088,1254,714,8299
201408,"2014","08","Castilla - La Mancha","02","Albacete",0,13200,123,8299,124,97,4473,84,4998,1118,550,6534
201409,"2014","08","Castilla - La Mancha","02","Albacete",0,23690,260,15050,151,229,7883,117,11560,1664,621,9845
201410,"2014","08","Castilla - La Mancha","02","Albacete",0,14982,317,9070,195,206,5049,145,5326,1368,810,7478
201411,"2014","08","Castilla - La Mancha","02","Albacete",0,10588,289,6257,219,254,3419,150,3693,1042,641,5212
201412,"2014","08","Castilla - La Mancha","02","Albacete",0,10287,199,5909,122,135,3823,99,3003,956,467,5861
201401,"2014","10","Comunitat Valenciana","03","Alicante/Alacant",0,34932,1154,18292,789,895,13115,687,2438,5749,2966,23779
201402,"2014","10","Comunitat Valenciana","03","Alicante/Alacant",0,32963,1073,17660,682,943,11988,617,3069,5419,3108,21367
201403,"2014","10","Comunitat Valenciana","03","Alicante/Alacant",0,35806,1385,18630,722,1122,13358,589,3366,5599,2988,23853
201404,"2014","10","Comunitat Valenciana","03","Alicante/Alacant",0,43188,1655,21875,683,1415,16999,561,4244,5862,2861,30221
201405,"2014","10","Comunitat Valenciana","03","Alicante/Alacant",0,49187,1577,26059,728,1352,18870,601,5954,6646,3046,33541
201406,"2014","10","Comunitat Valenciana","03","Alicante/Alacant",0,50624,1471,26405,718,1247,20171,612,4585,6162,2968,36909
201407,"2014","10","Comunitat Valenciana","03","Alicante/Alacant",0,55547,1462,28178,749,1100,23393,665,3651,6350,2951,42595
201408,"2014","10","Comunitat Valenciana","03","Alicante/Alacant",0,32521,789,16554,519,820,13415,424,1924,3749,2002,24846
201409,"2014","10","Comunitat Valenciana","03","Alicante/Alacant",0,49776,1713,25859,818,1745,18977,664,4965,9116,3359,32336
201410,"2014","10","Comunitat Valenciana","03","Alicante/Alacant",0,53421,1665,28151,918,1608,20307,772,7715,6841,3449,35416
201411,"2014","10","Comunitat Valenciana","03","Alicante/Alacant",0,39972,1277,20809,809,1182,15202,693,4737,6391,3365,25479
201412,"2014","10","Comunitat Valenciana","03","Alicante/Alacant",0,36095,1111,18728,740,962,13956,598,3583,5332,2501,24679
201401,"2014","01","Andalucía","04","Almería",0,17462,282,9547,198,213,7061,161,5334,515,1187,10426
201402,"2014","01","Andalucía","04","Almería",0,15683,302,8802,170,259,5996,154,5231,707,1165,8580
201403,"2014","01","Andalucía","04","Almería",0,16966,369,9193,196,293,6734,181,5022,667,1371,9906
201404,"2014","01","Andalucía","04","Almería",0,20443,419,10718,259,372,8466,209,5507,684,1371,12881
201405,"2014","01","Andalucía","04","Almería",0,19942,469,11094,193,332,7667,187,5270,686,1545,12441
201406,"2014","01","Andalucía","04","Almería",0,22771,430,12598,208,333,9073,129,5356,750,1739,14926
201407,"2014","01","Andalucía","04","Almería",0,23591,516,12282,210,314,10171,98,5370,866,1709,15646
201408,"2014","01","Andalucía","04","Almería",0,17585,364,10251,182,215,6448,125,5830,553,1120,10082
201409,"2014","01","Andalucía","04","Almería",0,30072,627,17439,219,553,11059,175,11769,875,1411,16017
201410,"2014","01","Andalucía","04","Almería",0,35788,667,20410,182,542,13862,125,13652,1048,1585,19503
201411,"2014","01","Andalucía","04","Almería",0,27964,562,15902,157,374,10860,109,9819,838,1597,15710
201412,"2014","01","Andalucía","04","Almería",0,20400,352,10969,140,245,8581,113,6361,669,1172,12198
201401,"2014","07","Castilla y León","05","Ávila",0,2649,70,1217,38,73,1223,28,54,302,219,2074
201402,"2014","07","Castilla y León","05","Ávila",0,2211,62,1085,30,64,940,30,92,484,158,1477
201403,"2014","07","Castilla y León","05","Ávila",0,2727,86,1389,60,74,1080,38,186,731,246,1564
201404,"2014","07","Castilla y León","05","Ávila",0,3205,94,1553,28,89,1413,28,119,654,189,2243
201405,"2014","07","Castilla y León","05","Ávila",0,3562,84,1810,28,96,1501,43,82,666,358,2456
201406,"2014","07","Castilla y León","05","Ávila",0,4471,84,2438,42,85,1793,29,202,650,363,3256
201407,"2014","07","Castilla y León","05","Ávila",0,5329,79,2716,34,100,2370,30,264,784,364,3917
201408,"2014","07","Castilla y León","05","Ávila",0,3819,59,1959,31,65,1682,23,171,657,231,2760
201409,"2014","07","Castilla y León","05","Ávila",0,4890,99,2498,39,99,2123,32,611,972,302,3005
201410,"2014","07","Castilla y León","05","Ávila",0,6070,106,2676,36,116,3108,28,2160,899,347,2664
201411,"2014","07","Castilla y León","05","Ávila",0,3263,72,1506,43,70,1545,27,232,859,226,1946
201412,"2014","07","Castilla y León","05","Ávila",0,3378,64,1583,42,79,1581,29,134,835,394,2015
201401,"2014","11","Extremadura","06","Badajoz",0,26999,277,17790,170,229,8386,147,12192,1005,2670,11132
201402,"2014","11","Extremadura","06","Badajoz",0,22184,215,14468,201,205,6926,169,9971,795,2531,8887
201403,"2014","11","Extremadura","06","Badajoz",0,25305,348,16312,227,279,7986,153,10209,802,2959,11335
201404,"2014","11","Extremadura","06","Badajoz",0,32710,323,20619,121,247,11291,109,16806,843,2597,12464
201405,"2014","11","Extremadura","06","Badajoz",0,40045,312,23801,162,222,15436,112,19254,1029,2914,16848
201406,"2014","11","Extremadura","06","Badajoz",0,42828,323,25404,150,210,16586,155,22078,1153,2646,16951
201407,"2014","11","Extremadura","06","Badajoz",0,41875,304,25209,140,229,15865,128,20714,1812,2216,17133
201408,"2014","11","Extremadura","06","Badajoz",0,37418,239,24052,128,132,12775,92,19987,1818,1736,13877
201409,"2014","11","Extremadura","06","Badajoz",0,45268,309,29799,140,283,14620,117,25844,1338,1686,16400
201410,"2014","11","Extremadura","06","Badajoz",0,39590,427,25045,207,325,13411,175,20486,1260,1948,15896
201411,"2014","11","Extremadura","06","Badajoz",0,30461,305,19522,262,271,9964,137,14541,1184,2075,12661
201412,"2014","11","Extremadura","06","Badajoz",0,29792,231,19547,217,214,9411,172,13844,892,1769,13287
201401,"2014","04","Balears, Illes","07","Balears, Illes",0,21612,811,11227,500,691,7897,486,353,786,3953,16520
201402,"2014","04","Balears, Illes","07","Balears, Illes",0,20612,1017,10673,600,1018,6878,426,351,822,3990,15449
201403,"2014","04","Balears, Illes","07","Balears, Illes",0,25439,1679,12458,497,1526,8825,454,434,1004,3510,20491
201404,"2014","04","Balears, Illes","07","Balears, Illes",0,39291,2743,17972,495,2633,14995,453,476,1076,3029,34710
201405,"2014","04","Balears, Illes","07","Balears, Illes",0,52233,3026,24136,614,2638,21368,451,476,1114,2626,48017
201406,"2014","04","Balears, Illes","07","Balears, Illes",0,48278,1569,22798,582,1561,21270,498,391,940,2059,44888
201407,"2014","04","Balears, Illes","07","Balears, Illes",0,43713,1178,20488,652,1188,19616,591,338,1030,2163,40182
201408,"2014","04","Balears, Illes","07","Balears, Illes",0,27218,620,12903,610,636,11976,473,498,517,1444,24759
201409,"2014","04","Balears, Illes","07","Balears, Illes",0,31089,1039,14126,727,1136,13413,648,477,939,2627,27046
201410,"2014","04","Balears, Illes","07","Balears, Illes",0,31235,1181,14589,931,1056,12695,783,249,1152,3251,26583
201411,"2014","04","Balears, Illes","07","Balears, Illes",0,28348,1070,14129,771,953,10796,629,320,925,4565,22538
201412,"2014","04","Balears, Illes","07","Balears, Illes",0,20233,833,9893,513,751,7771,472,279,730,3224,16000
201401,"2014","09","Cataluña","08","Barcelona",0,143207,5916,61803,3058,5162,64594,2674,644,11683,6655,124225
201402,"2014","09","Cataluña","08","Barcelona",0,128285,5729,55828,2745,5631,55901,2451,643,15431,6783,105428
201403,"2014","09","Cataluña","08","Barcelona",0,136677,6500,59469,2780,6289,58966,2673,623,16782,6298,112974
201404,"2014","09","Cataluña","08","Barcelona",0,145120,7838,63393,2767,6787,61812,2523,697,17584,6210,120629
201405,"2014","09","Cataluña","08","Barcelona",0,149547,7334,67342,2676,6399,63312,2484,1425,17663,6623,123836
201406,"2014","09","Cataluña","08","Barcelona",0,161470,6533,73743,2671,5718,70392,2413,646,18317,6427,136080
201407,"2014","09","Cataluña","08","Barcelona",0,192991,6956,90188,3191,5919,83749,2988,514,22881,8348,161248
201408,"2014","09","Cataluña","08","Barcelona",0,109357,3991,51487,1688,3430,47271,1490,1195,14709,4757,88696
201409,"2014","09","Cataluña","08","Barcelona",0,171579,8163,75618,3054,9014,72880,2850,2513,22858,7146,139062
201410,"2014","09","Cataluña","08","Barcelona",0,193391,9076,83529,3517,8923,85267,3079,706,20606,7983,164096
201411,"2014","09","Cataluña","08","Barcelona",0,152068,7382,65740,2909,6598,66892,2547,740,17218,7292,126818
201412,"2014","09","Cataluña","08","Barcelona",0,145702,6153,63630,2709,5497,65281,2432,662,16968,5828,122244
201401,"2014","07","Castilla y León","09","Burgos",0,7885,158,3807,166,174,3453,127,209,1520,396,5760
201402,"2014","07","Castilla y León","09","Burgos",0,6766,150,3369,134,158,2848,107,418,2032,356,3960
201403,"2014","07","Castilla y León","09","Burgos",0,7649,210,3822,134,211,3154,118,400,2460,502,4287
201404,"2014","07","Castilla y León","09","Burgos",0,8511,255,4080,122,239,3692,123,380,2767,398,4966
201405,"2014","07","Castilla y León","09","Burgos",0,10039,230,5191,151,216,4155,96,1136,2715,536,5652
201406,"2014","07","Castilla y León","09","Burgos",0,11578,225,5926,167,206,4935,119,587,3115,637,7239
201407,"2014","07","Castilla y León","09","Burgos",0,12828,229,6425,141,199,5720,114,531,3180,639,8478
201408,"2014","07","Castilla y León","09","Burgos",0,9160,172,4707,100,163,3951,67,289,2547,415,5909
201409,"2014","07","Castilla y León","09","Burgos",0,12477,244,6660,154,290,5001,128,1888,2893,445,7251
201410,"2014","07","Castilla y León","09","Burgos",0,14557,318,8084,187,322,5504,142,3759,3211,450,7137
201411,"2014","07","Castilla y León","09","Burgos",0,8034,239,3817,144,276,3382,176,331,2310,426,4967
201412,"2014","07","Castilla y León","09","Burgos",0,8371,179,3755,157,241,3950,89,209,2488,291,5383
201401,"2014","11","Extremadura","10","Cáceres",0,9948,180,5601,81,148,3841,97,3102,397,1855,4594
201402,"2014","11","Extremadura","10","Cáceres",0,8444,141,4694,114,146,3251,98,2469,382,1669,3924
201403,"2014","11","Extremadura","10","Cáceres",0,10171,237,5530,184,167,3940,113,3093,429,2067,4582
201404,"2014","11","Extremadura","10","Cáceres",0,11773,283,6115,120,179,5000,76,3393,526,1815,6039
201405,"2014","11","Extremadura","10","Cáceres",0,18826,211,10447,129,194,7754,91,7946,541,1818,8521
201406,"2014","11","Extremadura","10","Cáceres",0,16130,181,9226,88,184,6368,83,5572,613,1462,8483
201407,"2014","11","Extremadura","10","Cáceres",0,16339,233,9026,87,161,6745,87,4691,811,1461,9376
201408,"2014","11","Extremadura","10","Cáceres",0,12843,130,7378,63,116,5118,38,3917,746,955,7225
201409,"2014","11","Extremadura","10","Cáceres",0,14523,157,7990,66,211,6020,79,5103,622,1090,7708
201410,"2014","11","Extremadura","10","Cáceres",0,13922,208,7579,112,218,5717,88,4094,814,1449,7565
201411,"2014","11","Extremadura","10","Cáceres",0,12464,208,6950,100,209,4911,86,3723,619,1618,6504
201412,"2014","11","Extremadura","10","Cáceres",0,10258,160,5777,109,144,4002,66,2892,485,1328,5553
201401,"2014","01","Andalucía","11","Cádiz",0,33978,429,20465,384,248,12127,325,4965,2430,3615,22968
201402,"2014","01","Andalucía","11","Cádiz",0,31242,409,19191,310,276,10735,321,4202,2276,3353,21411
201403,"2014","01","Andalucía","11","Cádiz",0,36107,532,22079,286,367,12473,370,4803,2395,3848,25061
201404,"2014","01","Andalucía","11","Cádiz",0,42518,767,25191,265,547,15518,230,5285,2781,3686,30766
201405,"2014","01","Andalucía","11","Cádiz",0,48790,625,29741,303,451,17435,235,5386,2949,4223,36232
201406,"2014","01","Andalucía","11","Cádiz",0,48864,680,29689,326,394,17513,262,4948,2922,3872,37122
201407,"2014","01","Andalucía","11","Cádiz",0,53667,626,32076,377,381,19812,395,3744,3272,4174,42477
201408,"2014","01","Andalucía","11","Cádiz",0,40295,364,25203,235,274,14055,164,5751,2476,3215,28853
201409,"2014","01","Andalucía","11","Cádiz",0,45074,678,26428,362,987,16361,258,3925,3564,3915,33670
201410,"2014","01","Andalucía","11","Cádiz",0,47464,590,29179,327,522,16633,213,6200,3018,4063,34183
201411,"2014","01","Andalucía","11","Cádiz",0,41043,456,25386,288,332,14347,234,6831,2983,3908,27321
201412,"2014","01","Andalucía","11","Cádiz",0,39937,440,24479,310,364,14069,275,6334,2234,3263,28106
201401,"2014","10","Comunitat Valenciana","12","Castellón/Castelló",0,13157,294,8167,280,273,3960,183,1466,1357,816,9518
201402,"2014","10","Comunitat Valenciana","12","Castellón/Castelló",0,9666,354,5398,254,303,3184,173,1716,1200,659,6091
201403,"2014","10","Comunitat Valenciana","12","Castellón/Castelló",0,10681,460,5600,226,384,3845,166,1292,1329,663,7397
201404,"2014","10","Comunitat Valenciana","12","Castellón/Castelló",0,13842,585,6940,256,580,5305,176,1066,1496,764,10516
201405,"2014","10","Comunitat Valenciana","12","Castellón/Castelló",0,13005,469,6640,290,424,5000,182,665,1595,814,9931
201406,"2014","10","Comunitat Valenciana","12","Castellón/Castelló",0,16031,564,7907,254,527,6596,183,445,1819,774,12993
201407,"2014","10","Comunitat Valenciana","12","Castellón/Castelló",0,20244,551,10364,291,540,8327,171,599,2019,942,16684
201408,"2014","10","Comunitat Valenciana","12","Castellón/Castelló",0,12481,339,6792,233,320,4656,141,345,1458,654,10024
201409,"2014","10","Comunitat Valenciana","12","Castellón/Castelló",0,14907,641,7492,303,694,5562,215,998,2137,810,10962
201410,"2014","10","Comunitat Valenciana","12","Castellón/Castelló",0,19780,965,10184,329,819,7193,290,4215,1609,947,13009
201411,"2014","10","Comunitat Valenciana","12","Castellón/Castelló",0,18730,675,11316,261,487,5828,163,7085,1538,876,9231
201412,"2014","10","Comunitat Valenciana","12","Castellón/Castelló",0,16517,415,10243,220,357,5124,158,5719,1236,738,8824
201401,"2014","08","Castilla - La Mancha","13","Ciudad Real",0,11529,250,7506,130,133,3425,85,3770,891,1228,5640
201402,"2014","08","Castilla - La Mancha","13","Ciudad Real",0,9358,241,5911,134,153,2826,93,2265,877,1016,5200
201403,"2014","08","Castilla - La Mancha","13","Ciudad Real",0,9302,240,5693,113,175,3009,72,1644,1113,1318,5227
201404,"2014","08","Castilla - La Mancha","13","Ciudad Real",0,9965,250,5734,131,204,3539,107,1455,1003,1286,6221
201405,"2014","08","Castilla - La Mancha","13","Ciudad Real",0,12024,287,7274,120,207,4080,56,1881,1218,1560,7365
201406,"2014","08","Castilla - La Mancha","13","Ciudad Real",0,12942,187,7402,153,146,4973,81,1606,1177,1333,8826
201407,"2014","08","Castilla - La Mancha","13","Ciudad Real",0,15826,235,9180,184,192,5931,104,2756,1391,1578,10101
201408,"2014","08","Castilla - La Mancha","13","Ciudad Real",0,14196,177,9053,147,120,4612,87,4418,1214,1326,7238
201409,"2014","08","Castilla - La Mancha","13","Ciudad Real",0,40255,332,28136,141,246,11287,113,26530,1869,1774,10082
201410,"2014","08","Castilla - La Mancha","13","Ciudad Real",0,15185,276,9221,229,200,5130,129,3491,1434,1769,8491
201411,"2014","08","Castilla - La Mancha","13","Ciudad Real",0,12682,257,8289,195,183,3612,146,3588,1297,1346,6451
201412,"2014","08","Castilla - La Mancha","13","Ciudad Real",0,14087,244,9481,146,174,3944,98,5329,1073,936,6749
201401,"2014","01","Andalucía","14","Córdoba",0,50864,245,31643,191,204,18420,161,34581,1559,3174,11550
201402,"2014","01","Andalucía","14","Córdoba",0,39327,222,24337,145,228,14241,154,25605,1388,2976,9358
201403,"2014","01","Andalucía","14","Córdoba",0,42225,332,26537,160,257,14833,106,24990,1590,4254,11391
201404,"2014","01","Andalucía","14","Córdoba",0,35570,390,21760,159,305,12818,138,15403,1881,4374,13912
201405,"2014","01","Andalucía","14","Córdoba",0,41224,316,25201,150,272,15166,119,18720,2078,4866,15560
201406,"2014","01","Andalucía","14","Córdoba",0,38060,296,23188,179,235,13963,199,15991,2221,3987,15861
201407,"2014","01","Andalucía","14","Córdoba",0,30879,344,18695,224,232,11221,163,8967,2104,2886,16922
201408,"2014","01","Andalucía","14","Córdoba",0,24452,186,15262,89,157,8682,76,8240,1434,2386,12392
201409,"2014","01","Andalucía","14","Córdoba",0,36435,409,21662,165,402,13648,149,13276,2732,3106,17321
201410,"2014","01","Andalucía","14","Córdoba",0,42822,352,26209,276,349,15447,189,18785,2773,3566,17698
201411,"2014","01","Andalucía","14","Córdoba",0,46349,342,29226,212,267,16149,153,27030,2010,3336,13973
201412,"2014","01","Andalucía","14","Córdoba",0,55613,398,34029,181,264,20549,192,36385,1863,2879,14486
201401,"2014","12","Galicia","15","Coruña, A",0,25309,798,11027,469,562,12028,425,657,3883,1869,18900
201402,"2014","12","Galicia","15","Coruña, A",0,19601,607,9103,394,599,8582,316,483,2366,1434,15318
201403,"2014","12","Galicia","15","Coruña, A",0,21637,679,10388,361,579,9258,372,664,2408,1780,16785
201404,"2014","12","Galicia","15","Coruña, A",0,24180,923,11120,404,976,10402,355,689,3153,1675,18663
201405,"2014","12","Galicia","15","Coruña, A",0,25480,794,12214,402,632,11065,373,738,2585,2019,20138
201406,"2014","12","Galicia","15","Coruña, A",0,29719,798,14103,418,623,13350,427,649,3040,1938,24092
201407,"2014","12","Galicia","15","Coruña, A",0,35663,808,16952,432,568,16540,363,884,3490,2142,29147
201408,"2014","12","Galicia","15","Coruña, A",0,29470,730,14400,381,494,13159,306,681,3523,1860,23406
201409,"2014","12","Galicia","15","Coruña, A",0,32178,778,14865,410,906,14855,364,810,3447,1857,26064
201410,"2014","12","Galicia","15","Coruña, A",0,33268,1033,15372,519,978,14900,466,932,3201,1961,27174
201411,"2014","12","Galicia","15","Coruña, A",0,24617,744,11081,354,680,11407,351,659,2483,1416,20059
201412,"2014","12","Galicia","15","Coruña, A",0,25501,596,11317,368,576,12283,361,526,2147,1091,21737
201401,"2014","08","Castilla - La Mancha","16","Cuenca",0,3305,93,1729,70,64,1283,66,828,210,255,2012
201402,"2014","08","Castilla - La Mancha","16","Cuenca",0,2672,85,1387,56,80,1017,47,424,296,253,1699
201403,"2014","08","Castilla - La Mancha","16","Cuenca",0,3216,107,1770,105,87,1073,74,547,432,365,1872
201404,"2014","08","Castilla - La Mancha","16","Cuenca",0,3918,112,2044,60,107,1537,58,619,326,374,2599
201405,"2014","08","Castilla - La Mancha","16","Cuenca",0,5156,128,3174,94,81,1622,57,1914,384,341,2517
201406,"2014","08","Castilla - La Mancha","16","Cuenca",0,9005,108,5666,79,82,3023,47,4573,573,407,3452
201407,"2014","08","Castilla - La Mancha","16","Cuenca",0,9891,101,5941,121,105,3569,54,5177,632,442,3640
201408,"2014","08","Castilla - La Mancha","16","Cuenca",0,4798,70,2609,95,100,1866,58,829,497,380,3092
201409,"2014","08","Castilla - La Mancha","16","Cuenca",0,12432,205,8364,81,102,3615,65,8202,718,417,3095
201410,"2014","08","Castilla - La Mancha","16","Cuenca",0,5675,153,3190,95,114,2075,48,1521,540,380,3234
201411,"2014","08","Castilla - La Mancha","16","Cuenca",0,3664,125,2019,75,84,1312,49,865,375,288,2136
201412,"2014","08","Castilla - La Mancha","16","Cuenca",0,3274,71,1810,74,56,1233,30,742,367,232,1933
201401,"2014","09","Cataluña","17","Girona",0,13850,761,6446,343,550,5430,320,480,1609,1065,10696
201402,"2014","09","Cataluña","17","Girona",0,12342,684,5936,394,556,4506,266,321,2577,1189,8255
201403,"2014","09","Cataluña","17","Girona",0,15022,946,7086,376,791,5529,294,335,3138,1074,10475
201404,"2014","09","Cataluña","17","Girona",0,20968,1449,9220,351,1313,8295,340,287,3326,1051,16304
201405,"2014","09","Cataluña","17","Girona",0,19615,1185,9061,448,1000,7520,401,431,3153,1160,14871
201406,"2014","09","Cataluña","17","Girona",0,25330,1265,11932,391,1020,10367,355,695,3565,950,20120
201407,"2014","09","Cataluña","17","Girona",0,29632,1203,13633,412,1036,12967,381,415,3860,1165,24192
201408,"2014","09","Cataluña","17","Girona",0,16596,658,8057,251,541,6891,198,820,2746,731,12299
201409,"2014","09","Cataluña","17","Girona",0,19583,914,9171,425,965,7736,372,1521,3789,918,13355
201410,"2014","09","Cataluña","17","Girona",0,19297,947,8754,476,966,7742,412,592,3483,1257,13965
201411,"2014","09","Cataluña","17","Girona",0,14288,705,6685,372,620,5596,310,356,3256,1138,9538
201412,"2014","09","Cataluña","17","Girona",0,14256,672,6430,337,629,5925,263,290,3423,785,9758
201401,"2014","01","Andalucía","18","Granada",0,42745,390,26141,206,330,15484,194,23047,1260,3256,15182
201402,"2014","01","Andalucía","18","Granada",0,35795,284,21116,266,275,13621,233,18445,1148,2979,13223
201403,"2014","01","Andalucía","18","Granada",0,40740,536,23596,283,781,15337,207,20027,1566,3523,15624
201404,"2014","01","Andalucía","18","Granada",0,36213,545,20228,260,409,14606,165,13544,1821,3533,17315
201405,"2014","01","Andalucía","18","Granada",0,38009,520,21518,199,359,15178,235,11615,1961,4325,20108
201406,"2014","01","Andalucía","18","Granada",0,36601,397,20257,212,312,15088,335,9083,1987,4183,21348
201407,"2014","01","Andalucía","18","Granada",0,35924,401,19610,241,326,15126,220,8734,2152,2985,22053
201408,"2014","01","Andalucía","18","Granada",0,26095,267,14613,137,244,10741,93,6918,1537,2298,15342
201409,"2014","01","Andalucía","18","Granada",0,35807,546,18873,219,588,15400,181,8821,1750,3093,22143
201410,"2014","01","Andalucía","18","Granada",0,36390,530,19314,226,510,15585,225,9002,1695,3132,22561
201411,"2014","01","Andalucía","18","Granada",0,36508,465,21290,200,380,13999,174,12726,1656,3287,18839
201412,"2014","01","Andalucía","18","Granada",0,48925,457,30760,199,394,16948,167,26058,1534,2540,18793
201401,"2014","08","Castilla - La Mancha","19","Guadalajara",0,6478,135,3850,67,78,2291,57,115,470,358,5535
201402,"2014","08","Castilla - La Mancha","19","Guadalajara",0,5435,139,3087,78,179,1905,47,199,621,364,4251
201403,"2014","08","Castilla - La Mancha","19","Guadalajara",0,6105,192,3564,97,190,1997,65,203,792,432,4678
201404,"2014","08","Castilla - La Mancha","19","Guadalajara",0,6932,308,3973,97,188,2312,54,546,976,365,5045
201405,"2014","08","Castilla - La Mancha","19","Guadalajara",0,7953,170,4983,92,136,2504,68,186,1189,636,5942
201406,"2014","08","Castilla - La Mancha","19","Guadalajara",0,8330,177,4701,91,132,3180,49,93,860,473,6904
201407,"2014","08","Castilla - La Mancha","19","Guadalajara",0,9915,169,5496,193,156,3713,188,112,1134,580,8089
201408,"2014","08","Castilla - La Mancha","19","Guadalajara",0,8292,89,5101,86,90,2870,56,114,1504,433,6241
201409,"2014","08","Castilla - La Mancha","19","Guadalajara",0,9131,211,5027,137,208,3459,89,168,1181,409,7373
201410,"2014","08","Castilla - La Mancha","19","Guadalajara",0,8877,202,4960,163,203,3197,152,178,1050,460,7189
201411,"2014","08","Castilla - La Mancha","19","Guadalajara",0,7467,141,4188,176,154,2702,106,141,1280,404,5642
201412,"2014","08","Castilla - La Mancha","19","Guadalajara",0,8459,128,4934,86,106,3115,90,222,1516,288,6433
201401,"2014","16","País Vasco","20","Gipuzkoa",0,16678,415,7126,226,515,8222,174,67,1795,686,14130
201402,"2014","16","País Vasco","20","Gipuzkoa",0,13476,342,5879,192,478,6413,172,85,1961,678,10752
201403,"2014","16","País Vasco","20","Gipuzkoa",0,15167,444,6415,235,559,7344,170,114,2279,736,12038
201404,"2014","16","País Vasco","20","Gipuzkoa",0,16149,458,6634,168,523,8208,158,80,2286,642,13141
201405,"2014","16","País Vasco","20","Gipuzkoa",0,18237,493,7824,152,532,9088,148,73,2670,692,14802
201406,"2014","16","País Vasco","20","Gipuzkoa",0,20854,501,9074,203,541,10382,153,79,2836,804,17135
201407,"2014","16","País Vasco","20","Gipuzkoa",0,22091,488,9542,201,506,11176,178,156,2817,886,18232
201408,"2014","16","País Vasco","20","Gipuzkoa",0,15729,293,6891,108,357,7976,104,129,1673,537,13390
201409,"2014","16","País Vasco","20","Gipuzkoa",0,23395,610,9625,212,892,11845,211,360,3322,786,18927
201410,"2014","16","País Vasco","20","Gipuzkoa",0,23083,593,9268,250,740,12053,179,313,2613,765,19392
201411,"2014","16","País Vasco","20","Gipuzkoa",0,17870,420,7263,224,598,9183,182,63,2181,561,15065
201412,"2014","16","País Vasco","20","Gipuzkoa",0,18042,463,7328,266,489,9308,188,39,2410,489,15104
201401,"2014","01","Andalucía","21","Huelva",0,31095,231,15736,93,149,14820,66,17720,1710,2072,9593
201402,"2014","01","Andalucía","21","Huelva",0,33276,199,16187,128,161,16480,121,23020,1013,1582,7661
201403,"2014","01","Andalucía","21","Huelva",0,41952,191,20004,178,143,21255,181,29006,1686,1766,9494
201404,"2014","01","Andalucía","21","Huelva",0,39235,290,22316,119,167,16230,113,25431,1254,1733,10817
201405,"2014","01","Andalucía","21","Huelva",0,30254,197,17059,127,179,12617,75,14109,1182,2060,12903
201406,"2014","01","Andalucía","21","Huelva",0,23030,194,12575,190,154,9811,106,5581,1406,1805,14238
