"Cod mes","anio","Cod CA","Comunidad Aut","Cod provincia","Provincia","mes","Total Contratos","Contratos iniciales indefinidos hombres","Contratos iniciales temporales hombres","Contratos convertidos en indefinidos hombres","Contratos iniciales indefinidos mujeres","Contratos iniciales temporales mujeres","Contratos convertidos en indefinidos mujeres","Contratos  Agricultura","Contratos  Industria","Contratos Construcción","Contratos  Servicios"
201101,"2011","16","País Vasco","01","Araba/Álava",0,9053,186,4515,191,120,3885,156,217,1199,666,6971
201102,"2011","16","País Vasco","01","Araba/Álava",0,8050,160,4022,180,111,3416,161,125,1073,593,6259
201103,"2011","16","País Vasco","01","Araba/Álava",0,9541,181,4646,215,133,4159,207,80,1379,521,7561
201104,"2011","16","País Vasco","01","Araba/Álava",0,7433,128,3667,155,77,3243,163,47,823,379,6184
201105,"2011","16","País Vasco","01","Araba/Álava",0,11537,176,6301,212,101,4593,154,1114,1323,738,8362
201106,"2011","16","País Vasco","01","Araba/Álava",0,11596,170,6088,190,91,4896,161,796,1316,632,8852
201107,"2011","16","País Vasco","01","Araba/Álava",0,10171,133,5182,181,75,4474,126,205,1211,513,8242
201108,"2011","16","País Vasco","01","Araba/Álava",0,8927,78,4815,118,68,3745,103,261,620,488,7558
201109,"2011","16","País Vasco","01","Araba/Álava",0,13233,174,7430,164,202,5122,141,2075,1355,700,9103
201110,"2011","16","País Vasco","01","Araba/Álava",0,14768,187,8794,140,195,5330,122,4167,1263,523,8815
201111,"2011","16","País Vasco","01","Araba/Álava",0,10109,136,5234,141,76,4404,118,510,1148,561,7890
201112,"2011","16","País Vasco","01","Araba/Álava",0,9135,141,4509,206,69,4094,116,169,1137,453,7376
201101,"2011","08","Castilla - La Mancha","02","Albacete",0,7337,226,3758,158,202,2855,138,1285,732,706,4614
201102,"2011","08","Castilla - La Mancha","02","Albacete",0,6131,171,3266,211,141,2223,119,1142,544,755,3690
201103,"2011","08","Castilla - La Mancha","02","Albacete",0,7629,243,3850,247,154,2993,142,1076,740,943,4870
201104,"2011","08","Castilla - La Mancha","02","Albacete",0,7483,173,3838,173,115,3072,112,1120,625,815,4923
201105,"2011","08","Castilla - La Mancha","02","Albacete",0,9739,185,5479,155,102,3724,94,2360,779,892,5708
201106,"2011","08","Castilla - La Mancha","02","Albacete",0,13824,175,8270,171,146,4962,100,5383,763,910,6768
201107,"2011","08","Castilla - La Mancha","02","Albacete",0,13131,135,7467,179,103,5164,83,4216,751,897,7267
201108,"2011","08","Castilla - La Mancha","02","Albacete",0,10536,224,5776,225,124,4113,74,2728,696,751,6361
201109,"2011","08","Castilla - La Mancha","02","Albacete",0,19147,178,11907,132,294,6545,91,8993,1027,809,8318
201110,"2011","08","Castilla - La Mancha","02","Albacete",0,10240,283,5546,113,216,3985,97,2743,682,756,6059
201111,"2011","08","Castilla - La Mancha","02","Albacete",0,7814,154,4238,153,107,3052,110,1916,648,672,4578
201112,"2011","08","Castilla - La Mancha","02","Albacete",0,7654,187,4019,127,81,3156,84,1979,511,473,4691
201101,"2011","10","Comunitat Valenciana","03","Alicante/Alacant",0,28281,955,14020,891,743,10975,697,1107,4082,3585,19507
201102,"2011","10","Comunitat Valenciana","03","Alicante/Alacant",0,29561,1061,14805,898,830,11011,956,1490,3742,3797,20532
201103,"2011","10","Comunitat Valenciana","03","Alicante/Alacant",0,34748,1321,17023,949,1133,13619,703,1202,4257,4050,25239
201104,"2011","10","Comunitat Valenciana","03","Alicante/Alacant",0,31919,974,15489,713,823,13396,524,1298,3287,2956,24378
201105,"2011","10","Comunitat Valenciana","03","Alicante/Alacant",0,37215,1058,18825,764,772,15195,601,2977,4626,3467,26145
201106,"2011","10","Comunitat Valenciana","03","Alicante/Alacant",0,40550,1030,20167,723,844,17204,582,1962,4690,3304,30594
201107,"2011","10","Comunitat Valenciana","03","Alicante/Alacant",0,44199,979,21192,646,705,20127,550,1287,3598,3007,36307
201108,"2011","10","Comunitat Valenciana","03","Alicante/Alacant",0,29153,539,14586,559,456,12592,421,1114,2379,2395,23265
201109,"2011","10","Comunitat Valenciana","03","Alicante/Alacant",0,38536,1042,18940,626,978,16306,644,2308,6038,3224,26966
201110,"2011","10","Comunitat Valenciana","03","Alicante/Alacant",0,39494,909,19742,669,902,16740,532,2945,3706,2911,29932
201111,"2011","10","Comunitat Valenciana","03","Alicante/Alacant",0,33065,740,16219,654,636,14341,475,2626,4054,2921,23464
201112,"2011","10","Comunitat Valenciana","03","Alicante/Alacant",0,27513,582,13495,515,429,12065,427,1195,3019,2286,21013
201101,"2011","01","Andalucía","04","Almería",0,16170,258,8225,194,162,7038,293,3741,476,1682,10271
201102,"2011","01","Andalucía","04","Almería",0,13797,243,7379,233,176,5525,241,3534,478,1641,8144
201103,"2011","01","Andalucía","04","Almería",0,17367,254,8673,333,226,7575,306,3677,685,1743,11262
201104,"2011","01","Andalucía","04","Almería",0,17518,273,8470,334,180,7968,293,3587,538,1520,11873
201105,"2011","01","Andalucía","04","Almería",0,17217,244,9120,297,160,7129,267,3875,613,1715,11014
201106,"2011","01","Andalucía","04","Almería",0,18435,281,9788,270,247,7561,288,3703,684,1676,12372
201107,"2011","01","Andalucía","04","Almería",0,19332,284,9685,212,200,8750,201,3876,640,1611,13205
201108,"2011","01","Andalucía","04","Almería",0,16266,203,9301,157,138,6346,121,4863,573,1243,9587
201109,"2011","01","Andalucía","04","Almería",0,25808,441,14061,163,649,10371,123,9119,663,1518,14508
201110,"2011","01","Andalucía","04","Almería",0,26477,416,14258,206,248,11188,161,9246,757,1252,15222
201111,"2011","01","Andalucía","04","Almería",0,23188,276,12187,146,193,10285,101,7439,611,1301,13837
201112,"2011","01","Andalucía","04","Almería",0,15264,168,7570,134,114,7163,115,4652,399,898,9315
201101,"2011","07","Castilla y León","05","Ávila",0,1937,91,879,50,72,779,66,111,89,272,1465
201102,"2011","07","Castilla y León","05","Ávila",0,2075,70,1065,63,54,780,43,84,85,388,1518
201103,"2011","07","Castilla y León","05","Ávila",0,2797,69,1470,43,78,1102,35,156,103,487,2051
201104,"2011","07","Castilla y León","05","Ávila",0,2260,65,1031,35,53,1033,43,162,127,245,1726
201105,"2011","07","Castilla y León","05","Ávila",0,2703,80,1364,47,61,1122,29,99,80,429,2095
201106,"2011","07","Castilla y León","05","Ávila",0,3724,58,1817,67,45,1704,33,209,107,371,3037
201107,"2011","07","Castilla y León","05","Ávila",0,4152,57,1985,50,69,1953,38,273,120,382,3377
201108,"2011","07","Castilla y León","05","Ávila",0,2813,46,1254,39,32,1419,23,110,97,197,2409
201109,"2011","07","Castilla y León","05","Ávila",0,3385,65,1487,43,58,1704,28,457,114,282,2532
201110,"2011","07","Castilla y León","05","Ávila",0,5099,92,2055,46,76,2778,52,2160,168,270,2501
201111,"2011","07","Castilla y León","05","Ávila",0,2694,49,1102,33,47,1421,42,249,112,256,2077
201112,"2011","07","Castilla y León","05","Ávila",0,2401,34,1014,29,62,1243,19,95,73,372,1861
201101,"2011","11","Extremadura","06","Badajoz",0,21494,307,13020,267,228,7423,249,8823,1008,2726,8937
201102,"2011","11","Extremadura","06","Badajoz",0,19543,295,12130,200,198,6562,158,7289,845,3404,8005
201103,"2011","11","Extremadura","06","Badajoz",0,22024,321,13511,189,227,7627,149,7771,888,3499,9866
201104,"2011","11","Extremadura","06","Badajoz",0,25693,277,15245,176,197,9670,128,12669,927,2978,9119
201105,"2011","11","Extremadura","06","Badajoz",0,32827,260,18460,287,193,13355,272,16149,1179,3470,12029
201106,"2011","11","Extremadura","06","Badajoz",0,32625,280,18459,221,199,13328,138,16991,1248,3092,11294
201107,"2011","11","Extremadura","06","Badajoz",0,31608,292,18700,168,190,12167,91,15845,2287,2098,11378
201108,"2011","11","Extremadura","06","Badajoz",0,30091,219,18917,124,164,10586,81,16919,1393,2020,9759
201109,"2011","11","Extremadura","06","Badajoz",0,36230,285,23766,129,198,11773,79,21035,1139,2641,11415
201110,"2011","11","Extremadura","06","Badajoz",0,30541,264,18487,124,245,11338,83,15363,1164,2341,11673
201111,"2011","11","Extremadura","06","Badajoz",0,26505,210,16596,135,216,9268,80,12435,1118,2569,10383
201112,"2011","11","Extremadura","06","Badajoz",0,24078,169,15405,149,193,8029,133,11715,858,2141,9364
201101,"2011","04","Balears, Illes","07","Balears, Illes",0,17226,700,8586,577,529,6279,555,172,818,3828,12408
201102,"2011","04","Balears, Illes","07","Balears, Illes",0,18517,794,9166,492,638,7039,388,253,766,3553,13945
201103,"2011","04","Balears, Illes","07","Balears, Illes",0,23194,1123,11164,643,885,8880,499,240,912,3706,18336
201104,"2011","04","Balears, Illes","07","Balears, Illes",0,29246,1589,13519,532,1643,11540,423,336,915,2846,25149
201105,"2011","04","Balears, Illes","07","Balears, Illes",0,42467,1898,19936,683,1788,17587,575,410,1007,2914,38136
201106,"2011","04","Balears, Illes","07","Balears, Illes",0,38880,1156,18139,565,972,17554,494,296,923,2402,35259
201107,"2011","04","Balears, Illes","07","Balears, Illes",0,34837,796,16106,690,657,16047,541,250,850,2012,31725
201108,"2011","04","Balears, Illes","07","Balears, Illes",0,23503,553,11025,571,489,10367,498,310,511,1552,21130
201109,"2011","04","Balears, Illes","07","Balears, Illes",0,25382,684,11377,621,694,11437,569,315,647,2562,21858
201110,"2011","04","Balears, Illes","07","Balears, Illes",0,22680,657,10718,657,577,9516,555,210,722,2650,19098
201111,"2011","04","Balears, Illes","07","Balears, Illes",0,20964,620,10400,561,473,8390,520,259,680,3100,16925
201112,"2011","04","Balears, Illes","07","Balears, Illes",0,14453,431,6880,375,342,6078,347,204,502,2183,11564
201101,"2011","09","Cataluña","08","Barcelona",0,123375,5470,52874,3772,4262,54045,2952,594,9025,8651,105105
201102,"2011","09","Cataluña","08","Barcelona",0,117214,5397,49924,3038,4077,52018,2760,560,8166,9285,99203
201103,"2011","09","Cataluña","08","Barcelona",0,139658,6068,60670,3682,4797,61004,3437,500,9235,9954,119969
201104,"2011","09","Cataluña","08","Barcelona",0,116448,4998,52266,3348,3646,49484,2706,583,7317,7598,100950
201105,"2011","09","Cataluña","08","Barcelona",0,145556,5438,66935,3442,4169,62537,3035,1331,8966,9273,125986
201106,"2011","09","Cataluña","08","Barcelona",0,141517,4839,65213,3058,3564,62251,2592,506,9098,7848,124065
201107,"2011","09","Cataluña","08","Barcelona",0,154942,5961,71172,3189,3390,68486,2744,424,10199,8672,135647
201108,"2011","09","Cataluña","08","Barcelona",0,103458,3091,49203,2024,2121,45068,1951,1494,5925,5838,90201
201109,"2011","09","Cataluña","08","Barcelona",0,154437,5711,67610,3091,6564,68424,3037,2005,10077,8111,134244
201110,"2011","09","Cataluña","08","Barcelona",0,144378,4925,63770,2990,4328,65531,2834,471,8420,6813,128674
201111,"2011","09","Cataluña","08","Barcelona",0,135092,4328,59184,2970,3498,62439,2673,457,7768,7134,119733
201112,"2011","09","Cataluña","08","Barcelona",0,125071,3179,53109,2545,2389,61593,2256,542,6287,5411,112831
201101,"2011","07","Castilla y León","09","Burgos",0,7464,175,3672,203,136,3103,175,233,927,540,5764
201102,"2011","07","Castilla y León","09","Burgos",0,6910,232,3414,193,154,2768,149,312,795,580,5223
201103,"2011","07","Castilla y León","09","Burgos",0,8371,221,4111,172,181,3508,178,276,898,677,6520
201104,"2011","07","Castilla y León","09","Burgos",0,8010,194,3859,171,175,3465,146,237,969,603,6201
201105,"2011","07","Castilla y León","09","Burgos",0,9857,187,5031,229,164,4022,224,994,1044,797,7022
201106,"2011","07","Castilla y León","09","Burgos",0,10586,190,5141,182,139,4771,163,278,1272,598,8438
201107,"2011","07","Castilla y León","09","Burgos",0,11846,191,5735,185,143,5453,139,292,1294,627,9633
201108,"2011","07","Castilla y León","09","Burgos",0,9567,167,4877,143,124,4150,106,142,1059,644,7722
201109,"2011","07","Castilla y León","09","Burgos",0,12533,203,6690,161,239,5103,137,2384,1156,564,8429
201110,"2011","07","Castilla y León","09","Burgos",0,10806,201,5313,207,219,4708,158,1665,1123,533,7485
201111,"2011","07","Castilla y León","09","Burgos",0,7826,124,3583,141,142,3726,110,245,938,541,6102
201112,"2011","07","Castilla y León","09","Burgos",0,7447,120,3145,145,126,3803,108,127,812,302,6206
201101,"2011","11","Extremadura","10","Cáceres",0,8564,216,4332,152,135,3583,146,2346,345,2071,3802
201102,"2011","11","Extremadura","10","Cáceres",0,8575,175,4398,119,145,3641,97,2126,391,2270,3788
201103,"2011","11","Extremadura","10","Cáceres",0,9749,218,4998,140,179,4106,108,2335,432,2547,4435
201104,"2011","11","Extremadura","10","Cáceres",0,9016,198,4529,108,152,3946,83,2153,397,2083,4383
201105,"2011","11","Extremadura","10","Cáceres",0,14129,170,7393,186,138,6118,124,4893,532,2256,6448
201106,"2011","11","Extremadura","10","Cáceres",0,13195,177,7604,143,138,5059,74,3838,816,2110,6431
201107,"2011","11","Extremadura","10","Cáceres",0,12246,164,6613,121,127,5147,74,3333,1100,1176,6637
201108,"2011","11","Extremadura","10","Cáceres",0,11211,108,6597,93,87,4279,47,4101,451,1505,5154
201109,"2011","11","Extremadura","10","Cáceres",0,11898,162,6337,95,150,5085,69,4013,596,1722,5567
201110,"2011","11","Extremadura","10","Cáceres",0,10664,166,5261,83,147,4928,79,2635,458,1892,5679
201111,"2011","11","Extremadura","10","Cáceres",0,9890,142,4748,60,124,4754,62,2505,522,1919,4944
201112,"2011","11","Extremadura","10","Cáceres",0,8266,121,4000,86,100,3917,42,2042,355,1592,4277
201101,"2011","01","Andalucía","11","Cádiz",0,29109,448,15651,554,343,11645,468,4367,2178,4438,18126
201102,"2011","01","Andalucía","11","Cádiz",0,27537,399,15937,359,271,10255,316,3903,2129,4919,16586
201103,"2011","01","Andalucía","11","Cádiz",0,34884,504,19705,432,303,13505,435,3961,2295,5364,23264
201104,"2011","01","Andalucía","11","Cádiz",0,34980,459,19236,406,296,14204,379,4159,2226,4651,23944
201105,"2011","01","Andalucía","11","Cádiz",0,38680,465,21200,551,324,15568,572,5090,2594,5333,25663
201106,"2011","01","Andalucía","11","Cádiz",0,40965,373,22687,431,258,16767,449,5056,3023,5028,27858
201107,"2011","01","Andalucía","11","Cádiz",0,39973,379,21284,402,288,17261,359,3548,2576,4233,29616
201108,"2011","01","Andalucía","11","Cádiz",0,34596,342,19258,351,219,14133,293,5581,2416,4207,22392
201109,"2011","01","Andalucía","11","Cádiz",0,36875,384,19526,298,526,15841,300,3932,2716,4336,25891
201110,"2011","01","Andalucía","11","Cádiz",0,35592,371,18804,351,283,15460,323,3236,2435,3945,25976
