"anio","Cod municipio","Cod comunidad","Comunidad Aut","Cod provincia","Provincia","Municipio","Total Contratos","Contratos iniciales indefinidos hombres","Contratos iniciales temporales hombres","Contratos convertidos en indefinidos hombres","Contratos iniciales indefinidos mujeres","Contratos iniciales temporales mujeres","Contratos convertidos en indefinidos mujeres","Contratos  Agricultura","Contratos  Industria","Contratos Construcción","Contratos  Servicios","Total Contratos_min","Cod min_mes","Total Contratos_max","Cod max_mes"
"2018","01001",16,"País Vasco",1,"Araba/Álava","Alegría-Dulantzi",53.25,1.17,31.75,2.17,2.17,15.08,0.92,2.42,4.75,2.17,43.92,27,"12",96,"09"
"2018","01002",16,"País Vasco",1,"Araba/Álava","Amurrio",714.67,6.5,541.08,8.67,7.08,148,3.33,6.83,537.75,24,146.08,438,"08",935,"05"
"2018","01003",16,"País Vasco",1,"Araba/Álava","Aramaio",18.58,0.5,6.42,0.75,0.5,9.92,0.5,0.33,2.5,0,15.75,6,"12",33,"07"
"2018","01004",16,"País Vasco",1,"Araba/Álava","Artziniega",30.42,0.92,12.5,0.67,0.83,14.92,0.58,0.17,4.83,1.75,23.67,17,"12",45,"09"
"2018","01006",16,"País Vasco",1,"Araba/Álava","Armiñón",7.58,0.42,3.25,0.42,0.17,2.67,0.67,0,6.33,0.58,0.67,2,"12",22,"08"
"2018","01008",16,"País Vasco",1,"Araba/Álava","Arratzua-Ubarrundia",57,1.83,22.17,0.33,2.42,29.83,0.42,2.83,0.5,0.5,53.17,13,"02",124,"07"
"2018","01009",16,"País Vasco",1,"Araba/Álava","Asparrena",171.42,1.08,112,1.67,1.17,54.92,0.58,5.08,47.42,0.42,118.5,106,"02",241,"10"
"2018","01010",16,"País Vasco",1,"Araba/Álava","Ayala/Aiara",89.08,2.25,44.08,1.75,3.67,36.25,1.08,1.83,22.33,2.83,62.08,44,"03",150,"10"
"2018","01011",16,"País Vasco",1,"Araba/Álava","Baños de Ebro/Mañueta",106.75,0.17,96.33,0.5,0,9.75,0,102.92,1.92,0,1.92,6,"12",569,"10"
"2018","01013",16,"País Vasco",1,"Araba/Álava","Barrundia",19.92,0.08,8.17,0.33,0.42,10.42,0.5,4.58,2.17,0.08,13.08,8,"02",49,"09"
"2018","01014",16,"País Vasco",1,"Araba/Álava","Berantevilla",43.67,0.58,25.08,2,0.67,14.75,0.58,2.58,23.92,3.42,13.75,23,"11",69,"06"
"2018","01016",16,"País Vasco",1,"Araba/Álava","Bernedo",24.33,0.25,7,0.08,0.58,16.42,0,2.58,12.25,0,9.5,8,"08",45,"10"
"2018","01017",16,"País Vasco",1,"Araba/Álava","Campezo/Kanpezu",19.17,0.5,7.17,0.42,0.33,10.58,0.17,0.75,2,2.08,14.33,7,"02",37,"12"
"2018","01018",16,"País Vasco",1,"Araba/Álava","Zigoitia",72.42,3.17,29.67,0.58,1.42,35.67,1.92,0.67,0.08,2.42,69.25,50,"02",85,"06"
"2018","01019",16,"País Vasco",1,"Araba/Álava","Kripan",13.08,0,11.08,0,0.08,1.92,0,11.42,0.5,0.08,1.08,0,"03",61,"10"
"2018","01020",16,"País Vasco",1,"Araba/Álava","Kuartango",5.75,0,3.5,0.42,0.08,1.75,0,0.5,0.5,0.42,4.33,2,"04",13,"05"
"2018","01021",16,"País Vasco",1,"Araba/Álava","Elburgo/Burgelu",34.67,0.17,15.92,0.25,0.25,17.75,0.33,8.08,0,0.58,26,15,"08",84,"09"
"2018","01022",16,"País Vasco",1,"Araba/Álava","Elciego",209.08,1.17,130.5,1.33,1.08,74.25,0.75,91.5,10.67,0.33,106.58,40,"01",702,"10"
"2018","01023",16,"País Vasco",1,"Araba/Álava","Elvillar/Bilar",72,0.25,63.67,0.17,0,7.92,0,67.67,2.92,0.08,1.33,4,"02",416,"10"
"2018","01027",16,"País Vasco",1,"Araba/Álava","Iruraiz-Gauna",5.17,0.08,3.33,0,0,1.67,0.08,3.42,0,0.33,1.42,0,"03",33,"09"
"2018","01028",16,"País Vasco",1,"Araba/Álava","Labastida/Bastida",166.58,1.5,90.08,0.08,0.75,74,0.17,63.58,17.5,2.67,82.83,60,"03",506,"10"
"2018","01030",16,"País Vasco",1,"Araba/Álava","Lagrán",2.83,0.17,1.58,0.25,0.08,0.75,0,0.42,0,0,2.42,0,"03",8,"05"
"2018","01031",16,"País Vasco",1,"Araba/Álava","Laguardia",368.75,3,220.75,4.92,2.25,135.33,2.5,149.92,53.83,4.5,160.5,186,"12",973,"10"
"2018","01032",16,"País Vasco",1,"Araba/Álava","Lanciego/Lantziego",78.83,0.42,71.92,1,0.17,5.17,0.17,68.17,4.67,0.42,5.58,7,"03",415,"10"
"2018","01033",16,"País Vasco",1,"Araba/Álava","Lapuebla de Labarca",155.33,0.75,132.58,0.75,0.67,20.17,0.42,115.42,30,0.25,9.67,30,"12",557,"10"
"2018","01034",16,"País Vasco",1,"Araba/Álava","Leza",31.58,0.08,30.17,0,0.08,1.25,0,29.75,0.67,0,1.17,4,"04",140,"10"
"2018","01036",16,"País Vasco",1,"Araba/Álava","Laudio/Llodio",723.17,11.17,455.58,7.67,9.25,233.08,6.42,2.08,282.5,17,421.58,532,"12",897,"10"
"2018","01037",16,"País Vasco",1,"Araba/Álava","Arraia-Maeztu",13.83,0.17,6.58,0.17,0.25,6.5,0.17,1.08,2.75,0.75,9.25,3,"08",32,"09"
"2018","01039",16,"País Vasco",1,"Araba/Álava","Moreda de Álava/Moreda Araba",40.92,0.17,38,0.08,0.08,2.58,0,39.58,0.67,0,0.67,2,"04",181,"10"
"2018","01041",16,"País Vasco",1,"Araba/Álava","Navaridas",55.08,0,52.5,0,0,2.58,0,54.75,0.25,0.08,0,3,"03",321,"10"
"2018","01042",16,"País Vasco",1,"Araba/Álava","Okondo",42.33,2.33,15.75,0.5,0.83,22.5,0.42,1.42,12.42,0.08,28.42,18,"01",65,"09"
"2018","01043",16,"País Vasco",1,"Araba/Álava","Oyón-Oion",233.42,6.75,172.08,5.92,2.25,44.42,2,107.75,71.17,6.58,47.92,123,"07",692,"10"
"2018","01044",16,"País Vasco",1,"Araba/Álava","Peñacerrada-Urizaharra",0.67,0,0.58,0,0,0.08,0,0.25,0.08,0.17,0.17,0,"01",3,"08"
"2018","01046",16,"País Vasco",1,"Araba/Álava","Erriberagoitia/Ribera Alta",27.75,0.42,4,0.25,0.25,22.67,0.17,0.5,2.67,0.08,24.5,13,"01",50,"05"
"2018","01047",16,"País Vasco",1,"Araba/Álava","Ribera Baja/Erribera Beitia",108.92,0.5,72.67,3,0.92,31.33,0.5,0.83,68.25,1.67,38.17,50,"02",176,"11"
"2018","01049",16,"País Vasco",1,"Araba/Álava","Añana",4.83,0.42,1.92,0.17,0.5,1.75,0.08,0,0.25,0,4.58,0,"08",14,"06"
"2018","01051",16,"País Vasco",1,"Araba/Álava","Salvatierra/Agurain",266.58,9.42,139.42,8.5,5.25,100.58,3.42,1.17,35.42,7.58,222.42,139,"12",374,"10"
"2018","01052",16,"País Vasco",1,"Araba/Álava","Samaniego",92,0.25,64,0.58,0.33,26.75,0.08,60.08,28.25,0.17,3.5,18,"01",438,"10"
"2018","01053",16,"País Vasco",1,"Araba/Álava","San Millán/Donemiliaga",20.67,1.17,9.92,1.17,0.92,6.83,0.67,5.67,0.92,0.08,14,7,"05",47,"09"
"2018","01054",16,"País Vasco",1,"Araba/Álava","Urkabustaiz",18.92,0.08,6.42,0.08,0.5,11.5,0.33,0.42,3.58,0.17,14.75,8,"02",39,"10"
"2018","01055",16,"País Vasco",1,"Araba/Álava","Valdegovía/Gaubea",29.08,0.42,9.67,0.25,0.17,18.42,0.17,1.08,12.5,0.83,14.67,9,"03",49,"09"
"2018","01056",16,"País Vasco",1,"Araba/Álava","Harana/Valle de Arana",2.92,0.08,1.92,0.08,0.17,0.67,0,1.33,0,0.33,1.25,0,"02",19,"09"
"2018","01057",16,"País Vasco",1,"Araba/Álava","Villabuena de Álava/Eskuernaga",83,0.83,66,0.75,0.58,14.75,0.08,61.58,11.75,0.5,9.17,21,"12",360,"10"
"2018","01058",16,"País Vasco",1,"Araba/Álava","Legutio",142.75,11.75,84.25,6.83,3.33,34.25,2.33,0.33,90.33,9.5,42.58,77,"12",184,"03"
"2018","01059",16,"País Vasco",1,"Araba/Álava","Vitoria-Gasteiz",11294.42,258.42,5260.75,216.17,282.75,5116,160.33,28.58,1787,327.25,9151.58,9589,"02",13131,"10"
"2018","01060",16,"País Vasco",1,"Araba/Álava","Yécora/Iekora",60.75,0.17,43.75,0.25,0.42,15.75,0.42,45.25,1.08,0,14.42,10,"11",250,"10"
"2018","01061",16,"País Vasco",1,"Araba/Álava","Zalduondo",2,0.08,1.75,0,0.08,0.08,0,1.42,0,0,0.58,0,"01",17,"09"
"2018","01062",16,"País Vasco",1,"Araba/Álava","Zambrana",3.58,0.17,2.58,0.08,0.17,0.5,0.08,1.75,0,0.5,1.33,2,"01",8,"11"
"2018","01063",16,"País Vasco",1,"Araba/Álava","Zuia",30.42,1.92,10.75,0.83,1.75,14.17,1,0.75,0.75,2,26.92,12,"12",49,"06"
"2018","01901",16,"País Vasco",1,"Araba/Álava","Iruña Oka/Iruña de Oca",91.58,3.92,44.33,5.67,2.25,33.67,1.75,0.58,28.17,6.83,56,56,"08",123,"05"
"2018","01902",16,"País Vasco",1,"Araba/Álava","Lantarón",64.5,1.17,43.75,0.67,0.58,18.25,0.08,0.58,44.67,1.83,17.42,28,"11",111,"01"
"2018","02001",8,"Castilla - La Mancha",2,"Albacete","Abengibre",43.42,1.92,17.58,1,0.83,21.17,0.92,10.67,3.75,0.58,28.42,14,"02",89,"10"
"2018","02002",8,"Castilla - La Mancha",2,"Albacete","Alatoz",8.92,0.08,5.08,0.5,0.25,2.92,0.08,2.58,0.33,0.58,5.42,4,"01",15,"12"
"2018","02003",8,"Castilla - La Mancha",2,"Albacete","Albacete",8623.33,358.25,4509.17,162.92,203.67,3277.42,111.92,2123.5,486,378.83,5635,5517,"02",12732,"07"
"2018","02004",8,"Castilla - La Mancha",2,"Albacete","Albatana",82.67,1.33,66.67,0.17,0.67,13.83,0,70.58,0.75,0.25,11.08,14,"11",208,"09"
"2018","02005",8,"Castilla - La Mancha",2,"Albacete","Alborea",23.58,0.58,15.58,0.67,0.5,6.08,0.17,5.33,2.08,0.75,15.42,8,"12",39,"05"
"2018","02006",8,"Castilla - La Mancha",2,"Albacete","Alcadozo",21,0.25,8.5,0.33,0.75,10.83,0.33,0.75,0.58,0.42,19.25,4,"02",34,"12"
"2018","02007",8,"Castilla - La Mancha",2,"Albacete","Alcalá del Júcar",236.33,2,127.33,0.92,0.25,105.33,0.5,4.83,2.67,0.42,228.42,133,"12",335,"04"
"2018","02008",8,"Castilla - La Mancha",2,"Albacete","Alcaraz",59.83,0.75,34.83,0.17,0.17,23.58,0.33,27.17,1.08,1.42,30.17,24,"06",118,"12"
"2018","02009",8,"Castilla - La Mancha",2,"Albacete","Almansa",844.33,34.67,465.25,21.08,16.75,290.33,16.25,130.5,269.33,26.33,418.17,585,"02",1149,"11"
"2018","02010",8,"Castilla - La Mancha",2,"Albacete","Alpera",113.92,1.08,61.67,0.67,0.42,49.42,0.67,45.5,6.5,1.17,60.75,65,"03",294,"10"
"2018","02011",8,"Castilla - La Mancha",2,"Albacete","Ayna",30.17,0,16.25,0.25,0,13.42,0.25,0.58,0.08,1.08,28.42,16,"01",50,"07"
"2018","02012",8,"Castilla - La Mancha",2,"Albacete","Balazote",751.42,245.5,276.67,3.42,117.83,105.25,2.75,675.5,16.67,3.17,56.08,69,"12",2775,"07"
"2018","02013",8,"Castilla - La Mancha",2,"Albacete","Balsa de Ves",2.5,0,1.58,0.17,0,0.75,0,1,0,0.17,1.33,0,"02",7,"07"
"2018","02014",8,"Castilla - La Mancha",2,"Albacete","Ballestero, El",11.25,0.42,5.08,0.58,0.08,4.92,0.17,1.5,3.83,0.92,5,4,"12",31,"08"
"2018","02015",8,"Castilla - La Mancha",2,"Albacete","Barrax",82.5,0.92,59.33,1.58,0.25,19.58,0.83,54.25,4.25,2.67,21.33,14,"12",240,"07"
"2018","02016",8,"Castilla - La Mancha",2,"Albacete","Bienservida",20.92,1,16.75,0,0,3.17,0,13.67,0.42,2.17,4.67,4,"08",74,"01"
"2018","02017",8,"Castilla - La Mancha",2,"Albacete","Bogarra",14.17,0,8.67,0.25,1.08,3.92,0.25,0.5,0.33,2.5,10.83,5,"03",48,"08"
"2018","02018",8,"Castilla - La Mancha",2,"Albacete","Bonete",24.42,0.58,18.33,0.58,0.25,4.42,0.25,15.67,0.33,1.5,6.92,7,"11",53,"10"
"2018","02019",8,"Castilla - La Mancha",2,"Albacete","Bonillo, El",216.42,2.08,177.67,1.67,0.58,33.42,1,170.92,10.75,9,25.75,55,"03",584,"11"
"2018","02020",8,"Castilla - La Mancha",2,"Albacete","Carcelén",10.25,0.42,6.58,0.17,0,3.08,0,5.33,0.08,0.67,4.17,3,"03",25,"05"
"2018","02021",8,"Castilla - La Mancha",2,"Albacete","Casas de Juan Núñez",38.42,0.67,14,0.75,0.42,22.42,0.17,5.33,5.33,1.17,26.58,30,"09",54,"07"
"2018","02022",8,"Castilla - La Mancha",2,"Albacete","Casas de Lázaro",2.58,0,1.83,0,0,0.75,0,0.75,0.5,0,1.33,0,"11",9,"03"
"2018","02023",8,"Castilla - La Mancha",2,"Albacete","Casas de Ves",31.75,0,18.33,0,0,13.33,0.08,2.5,0,0.25,29,13,"03",63,"02"
"2018","02024",8,"Castilla - La Mancha",2,"Albacete","Casas-Ibáñez",294,5.5,159.25,5,1.5,120.67,2.08,43.42,28.58,5.17,216.83,193,"02",458,"09"
"2018","02025",8,"Castilla - La Mancha",2,"Albacete","Caudete",381.58,7.17,265,7.92,6.08,91.33,4.08,200.5,46.08,15.75,119.25,140,"12",639,"03"
"2018","02026",8,"Castilla - La Mancha",2,"Albacete","Cenizate",30.33,1.17,15.33,1.25,0.33,11.83,0.42,18.58,1.25,0.58,9.92,13,"04",62,"09"
"2018","02027",8,"Castilla - La Mancha",2,"Albacete","Corral-Rubio",7.83,0,6.92,0,0,0.83,0.08,6.83,0,0,1,0,"08",40,"09"
"2018","02028",8,"Castilla - La Mancha",2,"Albacete","Cotillas",1.5,0,1.17,0,0,0.33,0,0.67,0,0,0.83,0,"02",6,"12"
"2018","02029",8,"Castilla - La Mancha",2,"Albacete","Chinchilla de Monte-Aragón",141.5,5.42,82.83,4.67,2.67,44.08,1.83,42.67,29.42,2.92,66.5,72,"01",226,"10"
"2018","02030",8,"Castilla - La Mancha",2,"Albacete","Elche de la Sierra",89.58,0.75,49.25,1,0.75,36.5,1.33,13.67,6.17,5.17,64.58,59,"02",143,"06"
"2018","02031",8,"Castilla - La Mancha",2,"Albacete","Férez",8.83,0,4.58,0.33,0.08,3.75,0.08,1,0.67,1.67,5.5,2,"05",17,"10"
"2018","02032",8,"Castilla - La Mancha",2,"Albacete","Fuensanta",14.17,0,9,0,0.08,5,0.08,6.42,0,0.08,7.67,1,"10",42,"08"
"2018","02033",8,"Castilla - La Mancha",2,"Albacete","Fuente-Álamo",177,1.17,139.75,1.33,0.33,33.67,0.75,148.92,4.25,2,21.83,55,"08",556,"09"
"2018","02034",8,"Castilla - La Mancha",2,"Albacete","Fuentealbilla",61.08,1.08,33.17,1,1.25,23.83,0.75,20.08,2.75,3.67,34.58,25,"01",98,"10"
"2018","02035",8,"Castilla - La Mancha",2,"Albacete","Gineta, La",212,1.75,134.75,2.33,0.83,71.33,1,81.17,9.25,3.33,118.25,59,"02",460,"07"
"2018","02036",8,"Castilla - La Mancha",2,"Albacete","Golosalvo",6.5,0.08,5.08,0,0,1.17,0.17,5.67,0,0,0.83,0,"02",35,"06"
"2018","02037",8,"Castilla - La Mancha",2,"Albacete","Hellín",1616.92,36.17,1009.92,20.58,14.08,522.83,13.33,896.08,111.83,62.92,546.08,841,"02",2989,"06"
"2018","02038",8,"Castilla - La Mancha",2,"Albacete","Herrera, La",31.42,0.08,22,0.33,0,9,0,24.42,0.25,0.75,6,4,"01",163,"06"
"2018","02039",8,"Castilla - La Mancha",2,"Albacete","Higueruela",94.33,0.5,70.33,0.92,0.17,22.17,0.25,62.83,2.25,0.08,29.17,52,"08",162,"10"
"2018","02040",8,"Castilla - La Mancha",2,"Albacete","Hoya-Gonzalo",10.75,0,8.25,0.42,0.08,2,0,4.75,3.5,0.25,2.25,3,"01",21,"03"
"2018","02041",8,"Castilla - La Mancha",2,"Albacete","Jorquera",2.75,0,2.25,0,0.08,0.42,0,0.33,0.58,0.33,1.5,0,"04",10,"08"
"2018","02042",8,"Castilla - La Mancha",2,"Albacete","Letur",11.33,0.25,6.08,0.5,0.08,4,0.42,0.75,3.42,1.5,5.67,5,"04",30,"07"
"2018","02043",8,"Castilla - La Mancha",2,"Albacete","Lezuza",89.67,9.5,51.5,1.25,3.17,23.58,0.67,64,4.08,0.58,21,17,"03",496,"06"
"2018","02044",8,"Castilla - La Mancha",2,"Albacete","Liétor",10.83,0.5,6,0.17,0.25,3.92,0,2.58,0.08,1.17,7,0,"04",22,"08"
"2018","02045",8,"Castilla - La Mancha",2,"Albacete","Madrigueras",153.25,3,104.08,3.25,0.92,41.33,0.67,78.75,25,7.33,42.17,71,"05",686,"09"
"2018","02046",8,"Castilla - La Mancha",2,"Albacete","Mahora",56.67,0.75,36.08,1.33,1,16.92,0.58,14.17,2.92,4.17,35.42,18,"12",144,"09"
"2018","02047",8,"Castilla - La Mancha",2,"Albacete","Masegoso",2.83,0.08,2,0.08,0,0.67,0,0.75,0.67,0,1.42,0,"05",8,"09"
"2018","02048",8,"Castilla - La Mancha",2,"Albacete","Minaya",42.42,0.42,23.83,1.08,0.08,16.33,0.67,9.17,7.75,4.08,21.42,14,"12",88,"08"
"2018","02049",8,"Castilla - La Mancha",2,"Albacete","Molinicos",30.92,0.83,16.83,0.08,0.08,13,0.08,6.92,0.67,0.17,23.17,8,"05",90,"11"
"2018","02050",8,"Castilla - La Mancha",2,"Albacete","Montalvos",23.58,0.25,11.67,0,0.17,11.5,0,1.08,0,0,22.5,0,"01",84,"05"
"2018","02051",8,"Castilla - La Mancha",2,"Albacete","Montealegre del Castillo",191.67,1.08,149.17,3.92,1,35.17,1.33,148.33,28.67,1.58,13.08,29,"08",587,"09"
"2018","02052",8,"Castilla - La Mancha",2,"Albacete","Motilleja",38,0.08,32.17,0.08,0,5.67,0,32.25,0.83,1.83,3.08,2,"12",283,"07"
"2018","02053",8,"Castilla - La Mancha",2,"Albacete","Munera",101.33,1.42,66.67,1.92,0.83,29.92,0.58,39.25,8.42,12.67,41,46,"01",193,"08"
"2018","02054",8,"Castilla - La Mancha",2,"Albacete","Navas de Jorquera",29.58,0.67,15.33,0.67,0.25,12.58,0.08,22.58,0.67,1.58,4.75,13,"02",52,"11"
"2018","02055",8,"Castilla - La Mancha",2,"Albacete","Nerpio",23.75,1.25,9.33,0.08,1.67,10.83,0.58,2.42,0.83,0.5,20,4,"12",45,"03"
"2018","02056",8,"Castilla - La Mancha",2,"Albacete","Ontur",70.17,0.33,52.92,0.42,1.58,14.58,0.33,52.67,2,1.25,14.25,32,"12",174,"10"
"2018","02057",8,"Castilla - La Mancha",2,"Albacete","Ossa de Montiel",122.33,0.75,53.25,1.5,1,64.92,0.92,4.42,6.33,6.75,104.83,36,"12",260,"06"
"2018","02058",8,"Castilla - La Mancha",2,"Albacete","Paterna del Madera",3.58,0.33,2,0,0,1.25,0,0.25,1.5,0.42,1.42,1,"01",15,"08"
"2018","02059",8,"Castilla - La Mancha",2,"Albacete","Peñascosa",7.25,0.5,5.17,0.17,0,1.42,0,3.75,0.5,0.42,2.58,2,"12",30,"11"
"2018","02060",8,"Castilla - La Mancha",2,"Albacete","Peñas de San Pedro",14.83,3.58,5.67,0.08,2.17,3.25,0.08,5.83,2.25,0.25,6.5,2,"02",50,"09"
"2018","02061",8,"Castilla - La Mancha",2,"Albacete","Pétrola",32.75,0.83,27.5,0.17,0,4.25,0,26.67,0.67,0.17,5.25,6,"02",106,"10"
"2018","02062",8,"Castilla - La Mancha",2,"Albacete","Povedilla",8.08,1,4.25,0,0,2.83,0,3.33,0.67,0.08,4,2,"02",18,"07"
"2018","02063",8,"Castilla - La Mancha",2,"Albacete","Pozohondo",109.33,0.5,91.08,0.67,0.33,16.5,0.25,92.75,3.92,0.58,12.08,16,"02",356,"07"
"2018","02064",8,"Castilla - La Mancha",2,"Albacete","Pozo-Lorente",15.83,0.33,9.75,0.17,0.08,5.5,0,8,1.33,0.5,6,1,"11",67,"10"
"2018","02065",8,"Castilla - La Mancha",2,"Albacete","Pozuelo",20.92,0.17,11.67,0.42,0.17,8.42,0.08,7.25,0.5,0.83,12.33,6,"12",35,"07"
"2018","02066",8,"Castilla - La Mancha",2,"Albacete","Recueja, La",5.83,0,5,0,0,0.83,0,4.25,0,0.83,0.75,0,"03",26,"09"
"2018","02067",8,"Castilla - La Mancha",2,"Albacete","Riópar",44.33,0.25,21.58,0.42,1.17,20.33,0.58,0.58,0.42,1.08,42.25,17,"02",72,"10"
"2018","02068",8,"Castilla - La Mancha",2,"Albacete","Robledo",14.75,1.08,7.5,0.92,0.33,4.83,0.08,9.42,2.08,0.25,3,5,"01",35,"10"
"2018","02069",8,"Castilla - La Mancha",2,"Albacete","Roda, La",546.75,17.33,317.58,16.67,6,179.42,9.75,207.25,50.42,12.17,276.92,293,"12",1025,"07"
"2018","02070",8,"Castilla - La Mancha",2,"Albacete","Salobre",26.25,0.25,14.25,0.33,0,10.83,0.58,5.75,0,1,19.5,9,"02",55,"11"
"2018","02071",8,"Castilla - La Mancha",2,"Albacete","San Pedro",139.58,22,73.92,0.17,8.58,34.83,0.08,49.67,0.08,0.5,89.33,7,"02",394,"06"
"2018","02072",8,"Castilla - La Mancha",2,"Albacete","Socovos",17.17,0.17,9.92,0.33,0.17,6.08,0.5,0.92,0.25,1.83,14.17,9,"03",38,"08"
"2018","02073",8,"Castilla - La Mancha",2,"Albacete","Tarazona de la Mancha",274.25,2.83,183.33,2.83,3.83,78.5,2.92,102.83,6.92,8.83,155.67,125,"12",678,"09"
"2018","02074",8,"Castilla - La Mancha",2,"Albacete","Tobarra",424.92,3.67,277,3.08,2.17,136.08,2.92,215.08,19.17,11.25,179.42,203,"02",734,"11"
"2018","02075",8,"Castilla - La Mancha",2,"Albacete","Valdeganga",57.75,0.75,29.83,0.83,0.67,25.25,0.42,8.33,2.92,2,44.5,37,"09",80,"10"
"2018","02076",8,"Castilla - La Mancha",2,"Albacete","Vianos",3.83,0.08,1.08,0,0,2.17,0.5,0.08,0,0,3.75,0,"02",15,"08"
"2018","02077",8,"Castilla - La Mancha",2,"Albacete","Villa de Ves",1.25,0,0.75,0,0,0.5,0,0,0,0,1.25,0,"01",4,"05"
"2018","02078",8,"Castilla - La Mancha",2,"Albacete","Villalgordo del Júcar",22.67,0.08,11,1.25,0.25,9.25,0.83,14.08,1.67,0.75,6.17,4,"03",60,"09"
"2018","02079",8,"Castilla - La Mancha",2,"Albacete","Villamalea",173,2.83,79.83,4.08,3.5,78.17,4.58,94.75,16.25,8.17,53.83,119,"02",304,"09"
"2018","02080",8,"Castilla - La Mancha",2,"Albacete","Villapalacios",15.92,0.17,13.33,0.08,0.25,2.08,0,8.92,0.67,0.5,5.83,3,"05",55,"12"
"2018","02081",8,"Castilla - La Mancha",2,"Albacete","Villarrobledo",1232.75,17.33,667.92,25.92,8.58,497.33,15.67,385.25,229.42,65.75,552.33,808,"01",2488,"09"
"2018","02082",8,"Castilla - La Mancha",2,"Albacete","Villatoya",15.42,0,4.25,0.08,0,11.08,0,0.42,0,0,15,1,"12",28,"05"
"2018","02083",8,"Castilla - La Mancha",2,"Albacete","Villavaliente",2.33,0.25,1.5,0,0,0.58,0,1.08,0.42,0,0.83,0,"04",6,"06"
"2018","02084",8,"Castilla - La Mancha",2,"Albacete","Villaverde de Guadalimar",15.92,0.08,10.67,0,0.17,5,0,6.92,0.33,0,8.67,3,"05",62,"12"
"2018","02085",8,"Castilla - La Mancha",2,"Albacete","Viveros",5.83,0,3.58,0,0,2.25,0,3.17,0,0,2.67,0,"05",22,"07"
"2018","02086",8,"Castilla - La Mancha",2,"Albacete","Yeste",80.33,0.5,35.75,0.25,0.42,43.08,0.33,4.33,0.33,6.75,68.92,40,"01",132,"08"
"2018","02901",8,"Castilla - La Mancha",2,"Albacete","Pozo Cañada",81.83,3.5,51.92,1.67,1.58,22.33,0.83,35.92,10.42,1.67,33.83,31,"03",158,"06"
"2018","03001",10,"Comunitat Valenciana",3,"Alicante/Alacant","Adsubia",22.08,0.67,8.67,0.92,0.5,10.58,0.75,0.42,1.33,0.83,19.5,7,"12",42,"05"
"2018","03002",10,"Comunitat Valenciana",3,"Alicante/Alacant","Agost",116.08,4.5,63.08,5,2.25,39.75,1.5,44.67,24.92,7.5,39,88,"06",154,"11"
"2018","03003",10,"Comunitat Valenciana",3,"Alicante/Alacant","Agres",15.33,0.42,7.58,0.42,0.5,6.08,0.33,1.17,0.5,0.58,13.08,6,"01",34,"06"
"2018","03004",10,"Comunitat Valenciana",3,"Alicante/Alacant","Aigües",7.75,0.08,2.92,0.75,0.5,2.67,0.83,0,0.17,0.75,6.83,2,"08",16,"10"
"2018","03005",10,"Comunitat Valenciana",3,"Alicante/Alacant","Albatera",421.08,6.25,324.17,9.08,5.58,72,4,232.58,36.25,12.17,140.08,204,"03",987,"12"
"2018","03006",10,"Comunitat Valenciana",3,"Alicante/Alacant","Alcalalí",6.92,0.33,3.17,0.67,0.42,2.17,0.17,0.17,0.25,1.33,5.17,3,"05",12,"09"
"2018","03007",10,"Comunitat Valenciana",3,"Alicante/Alacant","Alcocer de Planes",4.42,0.58,2.58,0.17,0.83,0.25,0,0.5,1.08,0.17,2.67,2,"07",9,"04"
"2018","03008",10,"Comunitat Valenciana",3,"Alicante/Alacant","Alcoleja",7.75,0.25,3,0.33,0.17,3.75,0.25,0.42,0.33,0.5,6.5,0,"12",20,"02"
"2018","03009",10,"Comunitat Valenciana",3,"Alicante/Alacant","Alcoy/Alcoi",1448.67,38.58,683.92,40.33,37.58,608.5,39.75,44.17,373.58,70.75,960.17,958,"02",1735,"10"
"2018","03010",10,"Comunitat Valenciana",3,"Alicante/Alacant","Alfafara",5.5,0.08,3.25,0,0.25,1.92,0,0.75,0.08,0.33,4.33,0,"03",12,"07"
"2018","03011",10,"Comunitat Valenciana",3,"Alicante/Alacant","Alfàs del Pi, l'",427.58,14.75,189.5,17.08,19.75,170.25,16.25,2.58,6.67,38.25,380.08,301,"12",526,"06"
"2018","03012",10,"Comunitat Valenciana",3,"Alicante/Alacant","Algorfa",56.33,1.83,29.58,2.58,1.17,19.17,2,6.17,3.83,7.5,38.83,38,"12",98,"03"
"2018","03013",10,"Comunitat Valenciana",3,"Alicante/Alacant","Algueña",41.5,1.33,25.17,0.67,1.17,12.67,0.5,14.75,5.25,2.83,18.67,21,"08",131,"09"
"2018","03014",10,"Comunitat Valenciana",3,"Alicante/Alacant","Alicante/Alacant",13508.42,413.33,6378.92,314.08,356.17,5780.92,265,694.25,795.08,792.25,11226.83,11364,"02",16236,"06"
"2018","03015",10,"Comunitat Valenciana",3,"Alicante/Alacant","Almoradí",461.75,27.75,226.5,19.75,13.25,160.92,13.58,44.5,57.5,61.33,298.42,334,"08",679,"09"
"2018","03016",10,"Comunitat Valenciana",3,"Alicante/Alacant","Almudaina",5.83,0.08,2.42,0,0.25,3.08,0,1.5,0,0.08,4.25,0,"11",28,"04"
"2018","03017",10,"Comunitat Valenciana",3,"Alicante/Alacant","Alqueria d'Asnar, l'",15.67,1.08,8.42,1.08,0.75,3.58,0.75,0.08,6.5,0.42,8.67,11,"01",30,"10"
