"Cod mes","anio","Cod CA","Comunidad Aut","Cod provincia","Provincia","mes","Total Contratos","Contratos iniciales indefinidos hombres","Contratos iniciales temporales hombres","Contratos convertidos en indefinidos hombres","Contratos iniciales indefinidos mujeres","Contratos iniciales temporales mujeres","Contratos convertidos en indefinidos mujeres","Contratos  Agricultura","Contratos  Industria","Contratos Construcción","Contratos  Servicios"
201001,"2010","16","País Vasco","01","Araba/Álava",0,7641,243,3732,161,149,3223,133,161,820,759,5901
201002,"2010","16","País Vasco","01","Araba/Álava",0,7636,202,3618,158,165,3361,132,119,865,722,5930
201003,"2010","16","País Vasco","01","Araba/Álava",0,9186,231,4216,304,177,4103,155,115,1069,786,7216
201004,"2010","16","País Vasco","01","Araba/Álava",0,8025,156,3884,188,143,3513,141,100,850,745,6330
201005,"2010","16","País Vasco","01","Araba/Álava",0,10402,211,5175,245,171,4468,132,787,1163,699,7753
201006,"2010","16","País Vasco","01","Araba/Álava",0,11559,185,5815,228,133,5082,116,1079,1303,646,8531
201007,"2010","16","País Vasco","01","Araba/Álava",0,11465,190,5724,232,136,5061,122,218,1264,721,9262
201008,"2010","16","País Vasco","01","Araba/Álava",0,7951,81,4202,105,62,3414,87,227,700,522,6502
201009,"2010","16","País Vasco","01","Araba/Álava",0,12023,248,5839,198,283,5244,211,563,1288,894,9278
201010,"2010","16","País Vasco","01","Araba/Álava",0,15043,197,8352,214,191,5926,163,4169,1329,562,8983
201011,"2010","16","País Vasco","01","Araba/Álava",0,11475,212,6236,206,125,4558,138,2108,1133,534,7700
201012,"2010","16","País Vasco","01","Araba/Álava",0,8834,115,4156,206,112,4102,143,91,955,387,7401
201001,"2010","08","Castilla - La Mancha","02","Albacete",0,7059,212,3560,146,138,2899,104,981,721,1006,4351
201002,"2010","08","Castilla - La Mancha","02","Albacete",0,6596,233,3365,153,170,2573,102,1017,603,901,4075
201003,"2010","08","Castilla - La Mancha","02","Albacete",0,8536,251,4505,235,177,3250,118,1368,693,1204,5271
201004,"2010","08","Castilla - La Mancha","02","Albacete",0,7807,211,4169,135,127,3062,103,886,773,1113,5035
201005,"2010","08","Castilla - La Mancha","02","Albacete",0,9800,567,5179,198,150,3578,128,2238,790,1047,5725
201006,"2010","08","Castilla - La Mancha","02","Albacete",0,13080,161,7708,231,112,4664,204,4718,728,1149,6485
201007,"2010","08","Castilla - La Mancha","02","Albacete",0,12926,175,6880,183,117,5452,119,3592,792,1025,7517
201008,"2010","08","Castilla - La Mancha","02","Albacete",0,9218,140,5164,140,81,3570,123,1872,560,1077,5709
201009,"2010","08","Castilla - La Mancha","02","Albacete",0,19256,290,11323,273,166,7022,182,8396,1276,1186,8398
201010,"2010","08","Castilla - La Mancha","02","Albacete",0,14017,196,8176,229,149,5138,129,5019,751,1034,7213
201011,"2010","08","Castilla - La Mancha","02","Albacete",0,9213,184,4943,211,145,3571,159,2009,729,990,5485
201012,"2010","08","Castilla - La Mancha","02","Albacete",0,8445,171,4278,223,115,3474,184,1641,576,687,5541
201001,"2010","10","Comunitat Valenciana","03","Alicante/Alacant",0,26150,1095,12583,597,865,10481,529,866,3991,3849,17444
201002,"2010","10","Comunitat Valenciana","03","Alicante/Alacant",0,26313,1157,12951,729,972,9840,664,1222,3349,4005,17737
201003,"2010","10","Comunitat Valenciana","03","Alicante/Alacant",0,32682,1353,15579,823,1169,12801,957,1275,3109,4104,24194
201004,"2010","10","Comunitat Valenciana","03","Alicante/Alacant",0,29806,1177,14669,649,1060,11795,456,1496,3018,3687,21605
201005,"2010","10","Comunitat Valenciana","03","Alicante/Alacant",0,33810,1085,16531,746,1011,13920,517,1960,3734,3682,24434
201006,"2010","10","Comunitat Valenciana","03","Alicante/Alacant",0,40194,1071,19945,608,1080,17006,484,1389,4512,3668,30625
201007,"2010","10","Comunitat Valenciana","03","Alicante/Alacant",0,44274,907,21637,632,808,19763,527,1018,3525,3778,35953
201008,"2010","10","Comunitat Valenciana","03","Alicante/Alacant",0,29317,700,14460,488,768,12461,440,982,1793,2543,23999
201009,"2010","10","Comunitat Valenciana","03","Alicante/Alacant",0,39672,1256,19159,783,1374,16403,697,2127,5310,4032,28203
201010,"2010","10","Comunitat Valenciana","03","Alicante/Alacant",0,36807,1157,17909,864,1247,14996,634,3225,3428,3547,26607
201011,"2010","10","Comunitat Valenciana","03","Alicante/Alacant",0,35070,1134,16739,850,901,14703,743,1960,4182,3952,24976
201012,"2010","10","Comunitat Valenciana","03","Alicante/Alacant",0,28774,723,13428,847,672,12331,773,1694,2892,2930,21258
201001,"2010","01","Andalucía","04","Almería",0,14358,258,7373,186,236,6098,207,3222,378,1850,8908
201002,"2010","01","Andalucía","04","Almería",0,14693,299,7850,219,222,5913,190,3210,621,1882,8980
201003,"2010","01","Andalucía","04","Almería",0,17729,272,9047,327,307,7447,329,3987,571,1857,11314
201004,"2010","01","Andalucía","04","Almería",0,17086,286,8432,293,204,7415,456,3304,642,1836,11304
201005,"2010","01","Andalucía","04","Almería",0,17486,280,9083,282,251,7359,231,3450,715,1891,11430
201006,"2010","01","Andalucía","04","Almería",0,19852,264,10355,245,195,8580,213,3575,673,2304,13300
201007,"2010","01","Andalucía","04","Almería",0,19397,287,9591,229,188,8947,155,3447,620,2031,13299
201008,"2010","01","Andalucía","04","Almería",0,14686,200,7850,165,154,6161,156,3497,434,1313,9442
201009,"2010","01","Andalucía","04","Almería",0,24585,443,13158,266,446,10042,230,7681,677,1978,14249
201010,"2010","01","Andalucía","04","Almería",0,27589,471,14599,282,451,11586,200,8473,1011,1943,16162
201011,"2010","01","Andalucía","04","Almería",0,22119,286,11726,261,243,9358,245,6396,584,1952,13187
201012,"2010","01","Andalucía","04","Almería",0,17747,227,8564,270,140,8329,217,4437,415,1262,11633
201001,"2010","07","Castilla y León","05","Ávila",0,1910,69,809,50,69,848,65,72,116,290,1432
201002,"2010","07","Castilla y León","05","Ávila",0,2118,88,940,37,84,931,38,83,81,333,1621
201003,"2010","07","Castilla y León","05","Ávila",0,2333,87,1095,40,85,954,72,172,101,305,1755
201004,"2010","07","Castilla y León","05","Ávila",0,2488,80,1126,56,66,1104,56,160,141,401,1786
201005,"2010","07","Castilla y León","05","Ávila",0,2529,76,1262,32,59,1061,39,112,110,447,1860
201006,"2010","07","Castilla y León","05","Ávila",0,3406,84,1653,51,60,1500,58,223,124,473,2586
