"Cod mes","anio","Cod CA","Comunidad Aut","Cod provincia","Provincia","mes","Total Contratos","Contratos iniciales indefinidos hombres","Contratos iniciales temporales hombres","Contratos convertidos en indefinidos hombres","Contratos iniciales indefinidos mujeres","Contratos iniciales temporales mujeres","Contratos convertidos en indefinidos mujeres","Contratos  Agricultura","Contratos  Industria","Contratos Construcción","Contratos  Servicios"
202401,"2024","16","País Vasco","01","Araba/Álava",0,11252,1370,4295,126,1009,4163,110,160,2042,299,8698
202402,"2024","16","País Vasco","01","Araba/Álava",0,11289,1211,4406,141,940,4322,82,185,1720,270,9043
202403,"2024","16","País Vasco","01","Araba/Álava",0,11131,1192,4604,120,1039,3943,91,202,2072,309,8492
202404,"2024","16","País Vasco","01","Araba/Álava",0,10213,1234,3885,120,939,3790,74,205,2224,229,7472
202405,"2024","16","País Vasco","01","Araba/Álava",0,12677,1542,5239,136,1075,4438,93,1375,2128,317,8791
202406,"2024","16","País Vasco","01","Araba/Álava",0,15198,1300,7040,138,961,5530,81,698,2235,310,11872
202407,"2024","16","País Vasco","01","Araba/Álava",0,12870,1317,5651,121,1036,4477,85,361,2109,294,10032
202408,"2024","16","País Vasco","01","Araba/Álava",0,8484,947,3686,84,693,2827,74,89,1789,248,6285
202409,"2024","16","País Vasco","01","Araba/Álava",0,16064,2143,6832,153,1498,5202,126,1933,2391,369,11319
202410,"2024","16","País Vasco","01","Araba/Álava",0,20480,2211,9314,156,1720,6851,98,2166,2558,372,15316
202411,"2024","16","País Vasco","01","Araba/Álava",0,13650,1319,6163,100,1155,4679,109,251,1949,270,11113
202412,"2024","16","País Vasco","01","Araba/Álava",0,11296,1077,4445,104,1003,4422,84,84,1294,183,9667
202401,"2024","08","Castilla - La Mancha","02","Albacete",0,8264,2647,1780,178,1147,2161,92,2250,1038,461,4383
202402,"2024","08","Castilla - La Mancha","02","Albacete",0,7335,2153,1650,142,1082,1856,140,1451,889,491,4360
202403,"2024","08","Castilla - La Mancha","02","Albacete",0,7843,2203,1717,96,1215,2226,76,1472,962,377,4876
202404,"2024","08","Castilla - La Mancha","02","Albacete",0,9865,3076,2306,126,1499,2479,70,2953,926,385,5440
202405,"2024","08","Castilla - La Mancha","02","Albacete",0,12439,4479,2523,111,2322,2664,75,4927,871,358,6146
202406,"2024","08","Castilla - La Mancha","02","Albacete",0,16798,7210,2849,101,3461,2846,89,8894,1121,430,6203
202407,"2024","08","Castilla - La Mancha","02","Albacete",0,14499,4643,3451,158,2427,3491,90,5328,1256,506,7263
202408,"2024","08","Castilla - La Mancha","02","Albacete",0,10131,3262,2456,85,1411,2567,71,3147,974,330,5545
202409,"2024","08","Castilla - La Mancha","02","Albacete",0,14496,4632,3676,125,2358,3343,98,4360,1434,438,8139
202410,"2024","08","Castilla - La Mancha","02","Albacete",0,12377,4022,2805,150,2129,2902,116,3790,1053,512,6869
202411,"2024","08","Castilla - La Mancha","02","Albacete",0,9204,2922,1997,127,1372,2351,108,3143,885,388,4591
202412,"2024","08","Castilla - La Mancha","02","Albacete",0,8436,2265,1940,132,1178,2566,93,2420,848,246,4756
202401,"2024","10","Comunitat Valenciana","03","Alicante/Alacant",0,33152,9791,7321,652,6540,7967,553,2554,4320,2849,23261
202402,"2024","10","Comunitat Valenciana","03","Alicante/Alacant",0,34136,11027,6823,643,7446,7331,544,2829,4141,3147,23824
202403,"2024","10","Comunitat Valenciana","03","Alicante/Alacant",0,34784,10817,7239,494,8004,7463,468,2578,3810,2341,25907
202404,"2024","10","Comunitat Valenciana","03","Alicante/Alacant",0,38231,11736,8256,498,8594,8311,461,3652,4156,2659,27607
202405,"2024","10","Comunitat Valenciana","03","Alicante/Alacant",0,41933,12120,9554,532,9090,9774,537,3500,4626,2628,31042
202406,"2024","10","Comunitat Valenciana","03","Alicante/Alacant",0,45395,12582,10646,491,9629,11322,390,2720,4861,2368,35296
202407,"2024","10","Comunitat Valenciana","03","Alicante/Alacant",0,53118,13830,13054,578,10943,13835,514,2797,5019,2531,42592
202408,"2024","10","Comunitat Valenciana","03","Alicante/Alacant",0,30568,7561,8062,470,5663,8088,443,1638,3090,1588,24099
