"Cod mes","anio","Cod CA","Comunidad Aut","Cod provincia","Provincia","mes","Total Contratos","Contratos iniciales indefinidos hombres","Contratos iniciales temporales hombres","Contratos convertidos en indefinidos hombres","Contratos iniciales indefinidos mujeres","Contratos iniciales temporales mujeres","Contratos convertidos en indefinidos mujeres","Contratos  Agricultura","Contratos  Industria","Contratos Construcción","Contratos  Servicios"
201501,"2015","16","País Vasco","01","Araba/Álava",0,12120,274,6412,147,221,4934,132,253,3633,573,7661
201502,"2015","16","País Vasco","01","Araba/Álava",0,9618,204,4942,134,263,3979,96,211,2479,382,6546
201503,"2015","16","País Vasco","01","Araba/Álava",0,10953,261,5540,125,251,4656,120,263,2893,370,7427
201504,"2015","16","País Vasco","01","Araba/Álava",0,10480,229,5398,124,226,4397,106,174,2795,340,7171
201505,"2015","16","País Vasco","01","Araba/Álava",0,14508,207,8210,129,198,5636,128,2529,2959,399,8621
201506,"2015","16","País Vasco","01","Araba/Álava",0,14982,200,8012,158,224,6269,119,1016,3390,426,10150
201507,"2015","16","País Vasco","01","Araba/Álava",0,15067,174,8083,171,197,6319,123,250,3689,466,10662
201508,"2015","16","País Vasco","01","Araba/Álava",0,9681,115,5294,94,133,3964,81,259,2266,382,6774
201509,"2015","16","País Vasco","01","Araba/Álava",0,20659,329,12486,175,389,7163,117,5503,3610,520,11026
201510,"2015","16","País Vasco","01","Araba/Álava",0,17173,267,9449,143,291,6909,114,2245,3195,396,11337
201511,"2015","16","País Vasco","01","Araba/Álava",0,13436,220,6796,143,231,5907,139,294,3355,406,9381
201512,"2015","16","País Vasco","01","Araba/Álava",0,14099,203,7183,178,182,6250,103,154,3534,303,10108
201501,"2015","08","Castilla - La Mancha","02","Albacete",0,9899,289,5899,156,161,3281,113,2841,1408,754,4896
201502,"2015","08","Castilla - La Mancha","02","Albacete",0,9624,234,5489,225,136,3427,113,2627,1117,686,5194
201503,"2015","08","Castilla - La Mancha","02","Albacete",0,10337,212,6056,181,151,3614,123,2445,1034,737,6121
201504,"2015","08","Castilla - La Mancha","02","Albacete",0,11784,240,6638,172,133,4518,83,2513,1226,783,7262
201505,"2015","08","Castilla - La Mancha","02","Albacete",0,15525,198,9604,163,177,5263,120,5128,1244,641,8512
201506,"2015","08","Castilla - La Mancha","02","Albacete",0,21146,161,13276,326,109,7105,169,10085,1434,679,8948
201507,"2015","08","Castilla - La Mancha","02","Albacete",0,18911,205,11403,207,134,6830,132,7137,1477,824,9473
201508,"2015","08","Castilla - La Mancha","02","Albacete",0,14544,156,9230,188,92,4808,70,5300,1194,631,7419
201509,"2015","08","Castilla - La Mancha","02","Albacete",0,25076,237,16203,148,202,8173,113,12199,1905,726,10246
201510,"2015","08","Castilla - La Mancha","02","Albacete",0,15059,229,8847,189,196,5478,120,4600,1342,708,8409
201511,"2015","08","Castilla - La Mancha","02","Albacete",0,13384,205,8194,220,160,4471,134,4622,1418,696,6648
201512,"2015","08","Castilla - La Mancha","02","Albacete",0,13561,155,8287,170,118,4705,126,5065,1168,477,6851
201501,"2015","10","Comunitat Valenciana","03","Alicante/Alacant",0,41434,1466,21811,836,1107,15505,709,3232,7061,3399,27742
201502,"2015","10","Comunitat Valenciana","03","Alicante/Alacant",0,36715,1498,19522,815,1216,13016,648,3370,5760,3482,24103
201503,"2015","10","Comunitat Valenciana","03","Alicante/Alacant",0,44521,1673,23202,954,1457,16498,737,3133,6020,3827,31541
201504,"2015","10","Comunitat Valenciana","03","Alicante/Alacant",0,46705,1455,24624,898,1267,17760,701,4113,6245,3610,32737
201505,"2015","10","Comunitat Valenciana","03","Alicante/Alacant",0,50037,1432,25902,846,1258,19888,711,4233,6468,3308,36028
201506,"2015","10","Comunitat Valenciana","03","Alicante/Alacant",0,56377,1510,29310,1029,1220,22528,780,3813,6689,3249,42626
201507,"2015","10","Comunitat Valenciana","03","Alicante/Alacant",0,60488,1310,30613,987,1151,25646,781,3322,6414,3323,47429
201508,"2015","10","Comunitat Valenciana","03","Alicante/Alacant",0,34881,854,18232,582,729,13995,489,1854,3929,2302,26796
201509,"2015","10","Comunitat Valenciana","03","Alicante/Alacant",0,53698,1726,27466,934,1509,21320,743,3963,9670,4047,36018
201510,"2015","10","Comunitat Valenciana","03","Alicante/Alacant",0,52977,1521,27442,1045,1551,20642,776,5309,7098,3536,37034
201511,"2015","10","Comunitat Valenciana","03","Alicante/Alacant",0,45141,1451,23034,954,1293,17586,823,3735,6973,3654,30779
201512,"2015","10","Comunitat Valenciana","03","Alicante/Alacant",0,41517,1091,20810,982,986,16896,752,2763,5874,2790,30090
201501,"2015","01","Andalucía","04","Almería",0,19818,411,11056,176,283,7764,128,6138,784,1409,11487
201502,"2015","01","Andalucía","04","Almería",0,17753,394,10019,202,272,6657,209,5683,731,1488,9851
201503,"2015","01","Andalucía","04","Almería",0,21707,464,11842,237,300,8719,145,5768,816,1629,13494
201504,"2015","01","Andalucía","04","Almería",0,20533,365,11221,229,283,8252,183,5136,760,1749,12888
201505,"2015","01","Andalucía","04","Almería",0,24653,374,14121,295,239,9367,257,6844,780,1723,15306
201506,"2015","01","Andalucía","04","Almería",0,26074,353,14503,296,314,10415,193,6503,913,1775,16883
201507,"2015","01","Andalucía","04","Almería",0,27485,442,14363,229,267,12042,142,6332,974,1645,18534
201508,"2015","01","Andalucía","04","Almería",0,19730,327,11574,157,178,7368,126,6276,631,1240,11583
201509,"2015","01","Andalucía","04","Almería",0,32695,648,19402,264,497,11703,181,13370,1067,1566,16692
201510,"2015","01","Andalucía","04","Almería",0,38105,761,22052,242,549,14326,175,14917,1098,1505,20585
201511,"2015","01","Andalucía","04","Almería",0,30656,533,16975,280,360,12317,191,10745,1054,1459,17398
201512,"2015","01","Andalucía","04","Almería",0,21590,354,10936,279,230,9635,156,6089,766,1094,13641
201501,"2015","07","Castilla y León","05","Ávila",0,3094,89,1429,44,78,1412,42,184,868,217,1825
201502,"2015","07","Castilla y León","05","Ávila",0,2710,70,1329,49,80,1150,32,117,636,233,1724
201503,"2015","07","Castilla y León","05","Ávila",0,3577,101,1718,42,97,1588,31,174,783,324,2296
201504,"2015","07","Castilla y León","05","Ávila",0,4024,86,2064,40,72,1726,36,93,695,359,2877
201505,"2015","07","Castilla y León","05","Ávila",0,4231,62,2202,36,77,1833,21,142,879,314,2896
201506,"2015","07","Castilla y León","05","Ávila",0,5176,111,2520,41,103,2355,46,221,857,302,3796
201507,"2015","07","Castilla y León","05","Ávila",0,6110,116,3097,65,86,2686,60,297,984,371,4458
201508,"2015","07","Castilla y León","05","Ávila",0,4083,73,2042,26,64,1862,16,200,580,253,3050
201509,"2015","07","Castilla y León","05","Ávila",0,5153,95,2477,64,103,2382,32,773,1077,235,3068
201510,"2015","07","Castilla y León","05","Ávila",0,6237,120,2724,81,144,3099,69,2080,840,256,3061
201511,"2015","07","Castilla y León","05","Ávila",0,3783,88,1666,55,79,1850,45,386,738,247,2412
201512,"2015","07","Castilla y León","05","Ávila",0,3931,61,1724,54,66,1989,37,215,877,391,2448
201501,"2015","11","Extremadura","06","Badajoz",0,29090,314,19180,296,242,8916,142,11886,1354,2883,12967
201502,"2015","11","Extremadura","06","Badajoz",0,28551,382,18989,276,285,8457,162,11403,1186,3122,12840
201503,"2015","11","Extremadura","06","Badajoz",0,30099,379,19600,266,282,9402,170,11533,1206,3151,14209
201504,"2015","11","Extremadura","06","Badajoz",0,37268,330,23855,148,205,12526,204,17784,1097,3090,15297
201505,"2015","11","Extremadura","06","Badajoz",0,39183,343,23205,228,377,14878,152,17872,1058,2678,17575
201506,"2015","11","Extremadura","06","Badajoz",0,44053,397,25968,202,237,17124,125,22961,1229,2448,17415
201507,"2015","11","Extremadura","06","Badajoz",0,42220,345,25431,193,306,15787,158,19021,2295,2071,18833
201508,"2015","11","Extremadura","06","Badajoz",0,37192,258,23396,253,218,12954,113,18350,1684,1752,15406
201509,"2015","11","Extremadura","06","Badajoz",0,48535,345,31678,198,314,15873,127,26542,1479,1900,18614
201510,"2015","11","Extremadura","06","Badajoz",0,44324,320,28353,251,259,15004,137,25360,1263,1631,16070
201511,"2015","11","Extremadura","06","Badajoz",0,38180,263,25101,236,214,12194,172,21733,1238,1686,13523
201512,"2015","11","Extremadura","06","Badajoz",0,34198,248,21897,319,213,11214,307,15649,1247,1446,15856
201501,"2015","04","Balears, Illes","07","Balears, Illes",0,23733,1159,12850,572,933,7721,498,267,1023,5456,16987
201502,"2015","04","Balears, Illes","07","Balears, Illes",0,24273,1411,12351,568,1259,8230,454,273,1056,5017,17927
201503,"2015","04","Balears, Illes","07","Balears, Illes",0,33620,2235,16562,786,1879,11617,541,395,1315,5441,26469
201504,"2015","04","Balears, Illes","07","Balears, Illes",0,42079,2302,20040,640,2163,16386,548,483,1217,3858,36521
201505,"2015","04","Balears, Illes","07","Balears, Illes",0,56414,2812,26594,694,2583,23170,561,463,1319,3424,51208
201506,"2015","04","Balears, Illes","07","Balears, Illes",0,55462,1742,26524,709,1584,24252,651,361,1063,2694,51344
201507,"2015","04","Balears, Illes","07","Balears, Illes",0,49923,1171,23454,765,1126,22744,663,331,1124,2581,45887
201508,"2015","04","Balears, Illes","07","Balears, Illes",0,34576,797,16352,881,756,15028,762,484,752,2069,31271
201509,"2015","04","Balears, Illes","07","Balears, Illes",0,38916,1162,16634,1732,1304,16545,1539,495,1059,3495,33867
201510,"2015","04","Balears, Illes","07","Balears, Illes",0,34548,1122,15977,999,1090,14495,865,294,1167,3631,29456
201511,"2015","04","Balears, Illes","07","Balears, Illes",0,30661,1174,15149,926,1008,11686,718,327,1119,5009,24206
201512,"2015","04","Balears, Illes","07","Balears, Illes",0,23407,908,11263,661,716,9347,512,298,833,3435,18841
201501,"2015","09","Cataluña","08","Barcelona",0,160961,8121,69751,3092,6477,70691,2829,592,22788,8032,129549
201502,"2015","09","Cataluña","08","Barcelona",0,144900,7819,62088,3439,6993,61619,2942,582,19193,7975,117150
201503,"2015","09","Cataluña","08","Barcelona",0,167822,9715,72153,3366,8570,70959,3059,585,20631,8286,138320
201504,"2015","09","Cataluña","08","Barcelona",0,153556,7904,68117,2990,6740,65148,2657,789,19728,7513,125526
201505,"2015","09","Cataluña","08","Barcelona",0,164686,7629,74739,3152,6848,69513,2805,1430,19852,7372,136032
201506,"2015","09","Cataluña","08","Barcelona",0,185632,7657,85778,3096,6642,79787,2672,607,22251,7467,155307
201507,"2015","09","Cataluña","08","Barcelona",0,204900,8121,94932,3768,6669,88320,3090,606,24890,8827,170577
201508,"2015","09","Cataluña","08","Barcelona",0,122575,4441,57837,2009,3702,52893,1693,1836,16251,5196,99292
201509,"2015","09","Cataluña","08","Barcelona",0,185263,9745,81051,3445,10031,77758,3233,1930,25392,8197,149744
201510,"2015","09","Cataluña","08","Barcelona",0,198002,9588,85135,3995,9363,86455,3466,653,21454,8280,167615
201511,"2015","09","Cataluña","08","Barcelona",0,178585,8418,78462,3810,7937,76761,3197,820,19756,8243,149766
