"Cod mes","anio","Cod CA","Comunidad Aut","Cod provincia","Provincia","mes","Total Contratos","Contratos iniciales indefinidos hombres","Contratos iniciales temporales hombres","Contratos convertidos en indefinidos hombres","Contratos iniciales indefinidos mujeres","Contratos iniciales temporales mujeres","Contratos convertidos en indefinidos mujeres","Contratos  Agricultura","Contratos  Industria","Contratos Construcción","Contratos  Servicios"
202001,"2020","16","País Vasco","01","Araba/Álava",0,15500,315,7948,326,305,6383,223,505,3821,457,10717
202002,"2020","16","País Vasco","01","Araba/Álava",0,13361,283,6648,327,278,5613,212,507,2895,380,9579
202003,"2020","16","País Vasco","01","Araba/Álava",0,10250,220,5041,310,202,4314,163,203,2368,277,7402
202004,"2020","16","País Vasco","01","Araba/Álava",0,4855,124,2649,113,69,1818,82,376,1315,216,2948
202005,"2020","16","País Vasco","01","Araba/Álava",0,7630,94,4797,139,125,2395,80,2249,1433,241,3707
202006,"2020","16","País Vasco","01","Araba/Álava",0,8934,154,4909,173,194,3376,128,762,1765,365,6042
202007,"2020","16","País Vasco","01","Araba/Álava",0,11847,336,6038,234,263,4824,152,168,2456,364,8859
202008,"2020","16","País Vasco","01","Araba/Álava",0,7766,186,4031,168,145,3138,98,138,1518,311,5799
202009,"2020","16","País Vasco","01","Araba/Álava",0,17634,282,10546,238,342,6034,192,4338,3009,405,9882
202010,"2020","16","País Vasco","01","Araba/Álava",0,14704,246,7951,204,293,5821,189,1556,2728,347,10073
202011,"2020","16","País Vasco","01","Araba/Álava",0,11106,201,5949,191,190,4427,148,331,2440,383,7952
202001,"2020","08","Castilla - La Mancha","02","Albacete",0,13553,298,7310,268,206,5239,232,3464,1485,839,7765
202002,"2020","08","Castilla - La Mancha","02","Albacete",0,13048,302,6905,321,208,5043,269,3176,1236,828,7808
202003,"2020","08","Castilla - La Mancha","02","Albacete",0,10090,257,5330,256,194,3812,241,2399,1231,592,5868
202004,"2020","08","Castilla - La Mancha","02","Albacete",0,6362,154,4008,130,69,1920,81,3317,758,522,1765
202005,"2020","08","Castilla - La Mancha","02","Albacete",0,11305,796,7099,126,282,2950,52,6900,963,867,2575
202006,"2020","08","Castilla - La Mancha","02","Albacete",0,20003,2230,11098,241,908,5389,137,12446,1568,860,5129
202007,"2020","08","Castilla - La Mancha","02","Albacete",0,21249,2021,11783,283,889,6079,194,11556,1688,919,7086
202008,"2020","08","Castilla - La Mancha","02","Albacete",0,15151,478,9675,231,212,4420,135,7780,1347,866,5158
202009,"2020","08","Castilla - La Mancha","02","Albacete",0,23510,483,15006,363,302,7128,228,13018,1994,843,7655
202010,"2020","08","Castilla - La Mancha","02","Albacete",0,15689,444,9160,283,228,5348,226,6366,1687,782,6854
202011,"2020","08","Castilla - La Mancha","02","Albacete",0,12975,274,7690,320,156,4330,205,5377,1537,618,5443
202001,"2020","10","Comunitat Valenciana","03","Alicante/Alacant",0,49593,1741,24518,1586,1369,19124,1255,4359,7501,4339,33394
202002,"2020","10","Comunitat Valenciana","03","Alicante/Alacant",0,47407,1612,23248,1736,1366,17992,1453,4049,6138,4153,33067
202003,"2020","10","Comunitat Valenciana","03","Alicante/Alacant",0,38447,1598,18643,1666,1308,13839,1393,3686,5619,3392,25750
202004,"2020","10","Comunitat Valenciana","03","Alicante/Alacant",0,20044,707,11856,552,359,6180,390,4703,3327,3575,8439
202005,"2020","10","Comunitat Valenciana","03","Alicante/Alacant",0,25096,1041,14296,723,807,7750,479,5006,4135,3749,12206
202006,"2020","10","Comunitat Valenciana","03","Alicante/Alacant",0,34872,1280,18385,853,1033,12672,649,3894,5500,3326,22152
202007,"2020","10","Comunitat Valenciana","03","Alicante/Alacant",0,52987,1560,27141,1148,1171,21088,879,4254,6589,3616,38528
202008,"2020","10","Comunitat Valenciana","03","Alicante/Alacant",0,34284,878,17297,888,746,13831,644,3525,3885,2512,24362
202009,"2020","10","Comunitat Valenciana","03","Alicante/Alacant",0,49405,1680,23675,1248,1541,20180,1081,5629,7173,4105,32498
202010,"2020","10","Comunitat Valenciana","03","Alicante/Alacant",0,43777,1442,21876,1176,1087,17187,1009,5945,5939,3270,28623
202011,"2020","10","Comunitat Valenciana","03","Alicante/Alacant",0,41057,1190,21120,1162,992,15631,962,6624,6196,3291,24946
202001,"2020","01","Andalucía","04","Almería",0,25644,950,13513,664,456,9616,445,8387,869,1788,14600
202002,"2020","01","Andalucía","04","Almería",0,23452,797,12441,655,421,8639,499,7757,837,1643,13215
202003,"2020","01","Andalucía","04","Almería",0,24034,668,12657,495,377,9513,324,8308,774,1437,13515
202004,"2020","01","Andalucía","04","Almería",0,15338,435,9493,223,152,4894,141,6509,511,1622,6696
202005,"2020","01","Andalucía","04","Almería",0,16254,499,10175,196,261,5006,117,6660,590,1619,7385
202006,"2020","01","Andalucía","04","Almería",0,21558,685,12042,387,460,7795,189,6999,757,1748,12054
202007,"2020","01","Andalucía","04","Almería",0,25681,765,13040,447,438,10708,283,6944,794,1516,16427
202008,"2020","01","Andalucía","04","Almería",0,22341,708,12378,274,366,8432,183,7825,634,1189,12693
202009,"2020","01","Andalucía","04","Almería",0,34484,1314,18593,420,794,13052,311,13005,1042,1819,18618
202010,"2020","01","Andalucía","04","Almería",0,36133,1493,18462,495,772,14603,308,12744,1018,1524,20847
202011,"2020","01","Andalucía","04","Almería",0,31454,867,16180,489,593,13046,279,11117,867,1549,17921
202001,"2020","07","Castilla y León","05","Ávila",0,4019,100,1746,75,81,1963,54,224,882,219,2694
202002,"2020","07","Castilla y León","05","Ávila",0,3949,113,1821,62,108,1779,66,149,1028,223,2549
202003,"2020","07","Castilla y León","05","Ávila",0,2968,123,1266,64,83,1360,72,265,797,147,1759
202004,"2020","07","Castilla y León","05","Ávila",0,1184,54,515,28,23,545,19,104,362,107,611
202005,"2020","07","Castilla y León","05","Ávila",0,1692,74,888,32,50,619,29,164,422,226,880
202006,"2020","07","Castilla y León","05","Ávila",0,2925,102,1452,47,88,1212,24,329,498,236,1862
202007,"2020","07","Castilla y León","05","Ávila",0,5339,99,2421,59,120,2593,47,374,1212,236,3517
202008,"2020","07","Castilla y León","05","Ávila",0,3453,49,1526,92,68,1663,55,277,774,134,2268
202009,"2020","07","Castilla y León","05","Ávila",0,4309,114,1819,84,137,2085,70,749,911,206,2443
202010,"2020","07","Castilla y León","05","Ávila",0,5722,118,2601,74,94,2779,56,2054,1241,207,2220
202011,"2020","07","Castilla y León","05","Ávila",0,2999,75,1343,43,68,1431,39,446,998,150,1405
202001,"2020","11","Extremadura","06","Badajoz",0,35101,499,21748,322,327,11972,233,13661,1910,2808,16722
202002,"2020","11","Extremadura","06","Badajoz",0,30080,336,18507,404,284,10247,302,12539,1137,2503,13901
202003,"2020","11","Extremadura","06","Badajoz",0,25199,331,15850,332,259,8192,235,12299,1152,1658,10090
202004,"2020","11","Extremadura","06","Badajoz",0,22354,170,15483,177,92,6357,75,16963,864,1421,3106
202005,"2020","11","Extremadura","06","Badajoz",0,29047,249,17960,138,154,10444,102,19601,1236,2619,5591
202006,"2020","11","Extremadura","06","Badajoz",0,35267,347,21308,177,238,13066,131,20572,1552,2788,10355
202007,"2020","11","Extremadura","06","Badajoz",0,39004,409,22204,341,311,15487,252,16822,2260,2729,17193
202008,"2020","11","Extremadura","06","Badajoz",0,35167,272,20946,483,206,12808,452,16487,2783,2198,13699
202009,"2020","11","Extremadura","06","Badajoz",0,40297,354,24617,409,341,14195,381,21861,1819,2113,14504
202010,"2020","11","Extremadura","06","Badajoz",0,31582,403,18531,460,345,11458,385,13913,1614,2052,14003
202011,"2020","11","Extremadura","06","Badajoz",0,28867,254,18210,244,174,9778,207,14116,1424,1914,11413
202001,"2020","04","Balears, Illes","07","Balears, Illes",0,27900,1804,14059,1069,1328,8830,810,273,1227,6028,20372
202002,"2020","04","Balears, Illes","07","Balears, Illes",0,31239,2199,15400,1149,1705,10057,729,333,1294,5749,23863
202003,"2020","04","Balears, Illes","07","Balears, Illes",0,23639,1825,10683,1049,1505,7741,836,321,901,3432,18985
202004,"2020","04","Balears, Illes","07","Balears, Illes",0,8693,810,4384,360,797,2078,264,258,388,2546,5501
202005,"2020","04","Balears, Illes","07","Balears, Illes",0,11283,882,6216,381,727,2783,294,364,692,3384,6843
202006,"2020","04","Balears, Illes","07","Balears, Illes",0,17371,1134,8539,615,999,5675,409,315,834,3567,12655
202007,"2020","04","Balears, Illes","07","Balears, Illes",0,33816,2254,15629,796,1791,12799,547,290,1069,3446,29011
202008,"2020","04","Balears, Illes","07","Balears, Illes",0,22342,1039,10405,817,789,8731,561,464,857,2511,18510
202009,"2020","04","Balears, Illes","07","Balears, Illes",0,22878,1128,9808,1214,1218,8503,1007,301,976,4082,17519
202010,"2020","04","Balears, Illes","07","Balears, Illes",0,19892,918,9141,1118,873,7008,834,250,905,3874,14863
202011,"2020","04","Balears, Illes","07","Balears, Illes",0,17976,755,8424,902,677,6616,602,329,925,3649,13073
202001,"2020","09","Cataluña","08","Barcelona",0,194855,10711,83116,5523,8880,81632,4993,952,29007,8771,156125
202002,"2020","09","Cataluña","08","Barcelona",0,184114,10522,79209,5292,8884,75459,4748,802,22830,9104,151378
202003,"2020","09","Cataluña","08","Barcelona",0,139260,8066,58291,4577,6557,57670,4099,655,19521,6054,113030
202004,"2020","09","Cataluña","08","Barcelona",0,68323,3110,29267,1967,2075,30071,1833,537,10253,4001,53532
202005,"2020","09","Cataluña","08","Barcelona",0,70391,3877,33317,2312,3017,26067,1801,1124,11263,6683,51321
202006,"2020","09","Cataluña","08","Barcelona",0,108469,6206,48898,2933,4980,43001,2451,688,14755,6884,86142
202007,"2020","09","Cataluña","08","Barcelona",0,157246,7388,72002,3965,5869,64853,3169,666,22876,8519,125185
