"Cod mes","anio","Cod CA","Comunidad Aut","Cod provincia","Provincia","mes","total Paro Registrado","Paro hombre edad < 25","Paro hombre edad 25 -45","Paro hombre edad >=45","Paro mujer edad < 25","Paro mujer edad 25 -45","Paro mujer edad >=45","Paro Agricultura","Paro Industria","Paro Construcción","Paro Servicios","Paro Sin empleo Anterior"
202401,"2024","16","País Vasco","01","Araba/Álava",0,18915,767,2696,4051,662,4826,5679,466,1665,830,13228,2529
202402,"2024","16","País Vasco","01","Araba/Álava",0,18893,821,2647,4029,686,4807,5669,471,1662,824,13104,2625
202403,"2024","16","País Vasco","01","Araba/Álava",0,18857,856,2635,3960,708,4792,5664,474,1637,849,13032,2689
202404,"2024","16","País Vasco","01","Araba/Álava",0,18797,783,2667,3981,621,4789,5714,439,1603,838,13065,2647
202405,"2024","16","País Vasco","01","Araba/Álava",0,18073,788,2455,3890,610,4551,5552,424,1603,823,12332,2703
202406,"2024","16","País Vasco","01","Araba/Álava",0,17909,732,2432,3901,605,4508,5489,435,1538,799,12296,2628
202407,"2024","16","País Vasco","01","Araba/Álava",0,18250,758,2563,3888,636,4617,5517,406,1692,808,12563,2574
202408,"2024","16","País Vasco","01","Araba/Álava",0,18485,744,2568,3976,602,4796,5537,407,1723,824,12810,2514
202409,"2024","16","País Vasco","01","Araba/Álava",0,18145,726,2422,3911,659,4658,5526,386,1671,796,12533,2583
202410,"2024","16","País Vasco","01","Araba/Álava",0,18496,765,2483,3974,685,4750,5584,435,1696,794,12771,2601
202411,"2024","16","País Vasco","01","Araba/Álava",0,18309,744,2439,3995,663,4669,5541,457,1679,803,12549,2639
202412,"2024","16","País Vasco","01","Araba/Álava",0,18347,748,2614,4042,612,4579,5503,467,1714,825,12570,2583
202401,"2024","08","Castilla - La Mancha","02","Albacete",0,25847,877,2735,5085,900,5524,10428,1435,2534,1231,18323,2036
202402,"2024","08","Castilla - La Mancha","02","Albacete",0,25703,892,2680,5032,941,5467,10380,1430,2494,1216,18152,2097
202403,"2024","08","Castilla - La Mancha","02","Albacete",0,25095,880,2622,4964,878,5266,10196,1424,2448,1213,17586,2126
202404,"2024","08","Castilla - La Mancha","02","Albacete",0,24139,767,2459,4693,818,5051,10043,1305,2357,1125,17018,2033
202405,"2024","08","Castilla - La Mancha","02","Albacete",0,23221,676,2348,4493,784,4818,9808,1193,2288,1077,16432,1911
202406,"2024","08","Castilla - La Mancha","02","Albacete",0,22595,691,2242,4372,779,4590,9612,1194,2201,1049,15963,1903
202407,"2024","08","Castilla - La Mancha","02","Albacete",0,22570,747,2282,4395,771,4629,9430,1201,2186,1059,15951,1898
202408,"2024","08","Castilla - La Mancha","02","Albacete",0,22572,767,2321,4359,782,4639,9378,1170,2176,1104,15977,1868
202409,"2024","08","Castilla - La Mancha","02","Albacete",0,23046,790,2326,4361,829,4859,9575,1142,2217,1042,16489,1869
202410,"2024","08","Castilla - La Mancha","02","Albacete",0,23780,828,2432,4486,907,5063,9787,1207,2230,1054,17106,1891
202411,"2024","08","Castilla - La Mancha","02","Albacete",0,23685,837,2361,4488,870,4985,9826,1180,2213,1025,17032,1915
202412,"2024","08","Castilla - La Mancha","02","Albacete",0,23489,803,2347,4573,810,4870,9748,1190,2256,1118,16751,1884
202401,"2024","10","Comunitat Valenciana","03","Alicante/Alacant",0,133815,3843,17497,31387,3603,27828,49292,4110,15786,11612,92286,9750
202402,"2024","10","Comunitat Valenciana","03","Alicante/Alacant",0,133227,3976,17310,31315,3658,27568,49045,4090,15659,11597,91664,9945
202403,"2024","10","Comunitat Valenciana","03","Alicante/Alacant",0,131097,3868,16818,31079,3565,26798,48611,4036,15476,11561,89842,9920
202404,"2024","10","Comunitat Valenciana","03","Alicante/Alacant",0,129297,3662,16387,30773,3358,26370,48386,3992,15369,11338,88469,9875
202405,"2024","10","Comunitat Valenciana","03","Alicante/Alacant",0,127605,3518,16066,30563,3180,25772,48119,3899,15219,11220,87142,9855
202406,"2024","10","Comunitat Valenciana","03","Alicante/Alacant",0,125271,3335,15490,30166,3003,25105,47771,3903,14941,11134,85332,9709
202407,"2024","10","Comunitat Valenciana","03","Alicante/Alacant",0,124883,3359,15679,30164,3025,25145,47114,3860,14841,11270,85024,9631
202408,"2024","10","Comunitat Valenciana","03","Alicante/Alacant",0,125794,3449,16003,30501,3128,25367,46975,3780,15122,11693,85418,9514
202409,"2024","10","Comunitat Valenciana","03","Alicante/Alacant",0,125831,3704,15913,30326,3401,25148,46957,3740,14920,11349,85947,9618
202410,"2024","10","Comunitat Valenciana","03","Alicante/Alacant",0,127145,3908,16168,30292,3642,25382,47380,3719,14836,11221,87365,9734
202411,"2024","10","Comunitat Valenciana","03","Alicante/Alacant",0,127660,4044,16310,30232,3723,25548,47418,3708,14771,11083,87959,9885
202412,"2024","10","Comunitat Valenciana","03","Alicante/Alacant",0,127678,3994,16467,30333,3648,25528,47330,3665,14801,11165,87999,9788
202401,"2024","01","Andalucía","04","Almería",0,51998,2141,7937,11331,2039,12556,15673,5425,1999,4602,33969,5730
202402,"2024","01","Andalucía","04","Almería",0,51482,2130,7735,11287,2045,12421,15550,5271,1980,4573,33536,5838
202403,"2024","01","Andalucía","04","Almería",0,50958,2112,7572,11184,2018,12239,15516,5279,1964,4486,33012,5905
202404,"2024","01","Andalucía","04","Almería",0,50027,1990,7334,10930,1925,12115,15402,5231,1912,4378,32474,5717
202405,"2024","01","Andalucía","04","Almería",0,49833,1907,7372,10891,1879,12068,15363,5444,1909,4327,32232,5631
202406,"2024","01","Andalucía","04","Almería",0,49308,1890,7368,10774,1828,11853,15231,5431,1847,4332,31861,5548
202407,"2024","01","Andalucía","04","Almería",0,48216,1872,7297,10665,1742,11348,14934,5288,1789,4353,31067,5424
202408,"2024","01","Andalucía","04","Almería",0,47980,1838,7171,10717,1748,11278,14852,4981,1808,4428,31122,5325
202409,"2024","01","Andalucía","04","Almería",0,48551,2028,7167,10651,1941,11507,14909,4863,1826,4360,31560,5619
202410,"2024","01","Andalucía","04","Almería",0,48598,2181,7170,10589,2018,11432,14887,4824,1856,4337,31382,5890
202411,"2024","01","Andalucía","04","Almería",0,47339,2129,7001,10372,1911,10949,14621,4584,1810,4253,30609,5781
202412,"2024","01","Andalucía","04","Almería",0,46058,1985,6835,10349,1736,10495,14283,4384,1803,4351,29660,5577
202401,"2024","07","Castilla y León","05","Ávila",0,8926,262,1046,2096,249,1664,2953,271,437,634,6218,947
202402,"2024","07","Castilla y León","05","Ávila",0,8814,271,961,2076,265,1651,2968,263,415,625,6175,938
202403,"2024","07","Castilla y León","05","Ávila",0,9003,267,947,2140,278,1663,3034,245,407,640,6311,963
202404,"2024","07","Castilla y León","05","Ávila",0,8586,229,868,2090,232,1600,2933,232,391,589,6003,921
202405,"2024","07","Castilla y León","05","Ávila",0,8359,235,864,1964,221,1567,2909,238,372,575,5811,934
202406,"2024","07","Castilla y León","05","Ávila",0,7828,223,778,1803,228,1435,2799,213,352,539,5394,928
202407,"2024","07","Castilla y León","05","Ávila",0,7783,208,780,1761,246,1505,2746,201,347,553,5361,940
202408,"2024","07","Castilla y León","05","Ávila",0,7899,238,823,1737,252,1518,2760,191,356,574,5408,953
202409,"2024","07","Castilla y León","05","Ávila",0,8113,249,851,1779,264,1546,2806,199,355,586,5593,962
202410,"2024","07","Castilla y León","05","Ávila",0,8351,273,898,1842,249,1627,2901,205,383,577,5859,937
202411,"2024","07","Castilla y León","05","Ávila",0,8425,273,925,1862,236,1631,2919,218,394,570,5917,940
202412,"2024","07","Castilla y León","05","Ávila",0,8442,271,943,1875,220,1629,2884,228,384,614,5873,946
202401,"2024","11","Extremadura","06","Badajoz",0,52137,1694,6168,9891,1871,12428,19572,4456,2542,3273,38586,2810
202402,"2024","11","Extremadura","06","Badajoz",0,52096,1719,6061,9828,1939,12433,19665,4430,2570,3227,38479,2911
202403,"2024","11","Extremadura","06","Badajoz",0,51538,1739,6028,9816,1921,12135,19421,4403,2555,3229,37906,3002
202404,"2024","11","Extremadura","06","Badajoz",0,50120,1562,5747,9524,1656,11846,19222,4085,2454,3136,37061,2902
202405,"2024","11","Extremadura","06","Badajoz",0,48699,1568,5438,9223,1632,11443,18868,3866,2345,3013,36045,2957
202406,"2024","11","Extremadura","06","Badajoz",0,47733,1590,5220,9054,1708,11035,18599,3734,2283,2939,35207,3096
