"Cod mes","anio","Cod CA","Comunidad Aut","Cod provincia","Provincia","mes","total Paro Registrado","Paro hombre edad < 25","Paro hombre edad 25 -45","Paro hombre edad >=45","Paro mujer edad < 25","Paro mujer edad 25 -45","Paro mujer edad >=45","Paro Agricultura","Paro Industria","Paro Construcción","Paro Servicios","Paro Sin empleo Anterior"
202201,"2022","16","País Vasco","01","Araba/Álava",0,19528,752,3047,4288,644,5052,5498,660,2223,986,12907,2552
202202,"2022","16","País Vasco","01","Araba/Álava",0,19720,831,3022,4253,681,5142,5548,639,2193,968,13060,2661
202203,"2022","16","País Vasco","01","Araba/Álava",0,19889,820,3078,4301,712,5154,5583,690,2239,954,13105,2707
202204,"2022","16","País Vasco","01","Araba/Álava",0,19673,770,3000,4288,693,5100,5576,683,2180,982,12947,2688
202205,"2022","16","País Vasco","01","Araba/Álava",0,19390,702,2914,4183,636,5071,5637,586,2122,948,12886,2672
202206,"2022","16","País Vasco","01","Araba/Álava",0,19312,704,2876,4170,680,4987,5649,625,2078,942,12819,2682
202207,"2022","16","País Vasco","01","Araba/Álava",0,19058,722,2892,4112,608,4940,5563,594,2053,923,12798,2527
202208,"2022","16","País Vasco","01","Araba/Álava",0,19622,740,3094,4188,629,5180,5581,588,2046,936,13437,2449
202209,"2022","16","País Vasco","01","Araba/Álava",0,19373,695,2898,4102,629,5152,5664,477,1887,914,13442,2449
202210,"2022","16","País Vasco","01","Araba/Álava",0,19321,708,2898,4138,641,5062,5663,546,1860,889,13373,2424
202211,"2022","16","País Vasco","01","Araba/Álava",0,18999,697,2804,4077,627,4949,5613,558,1853,864,13057,2451
202212,"2022","16","País Vasco","01","Araba/Álava",0,18989,689,3009,4074,581,4880,5535,518,1863,866,13161,2356
202201,"2022","08","Castilla - La Mancha","02","Albacete",0,28849,994,3403,5637,1030,6596,10895,2522,3099,1610,19484,1879
202202,"2022","08","Castilla - La Mancha","02","Albacete",0,28644,816,3418,5645,848,6736,10889,2632,3065,1572,19436,1658
202203,"2022","08","Castilla - La Mancha","02","Albacete",0,28236,885,3476,5538,911,6582,10540,2759,3055,1536,18892,1703
202204,"2022","08","Castilla - La Mancha","02","Albacete",0,27273,838,3260,5270,893,6309,10404,2523,3045,1450,18244,1741
202205,"2022","08","Castilla - La Mancha","02","Albacete",0,26225,707,2953,5086,790,6081,10299,2093,2904,1378,17894,1694
202206,"2022","08","Castilla - La Mancha","02","Albacete",0,25806,750,2877,5003,796,5870,10198,2133,2721,1298,17658,1734
202207,"2022","08","Castilla - La Mancha","02","Albacete",0,26571,773,3097,5061,815,6329,10160,2303,2726,1308,18228,1734
202208,"2022","08","Castilla - La Mancha","02","Albacete",0,27229,824,3299,5138,889,6500,10286,2372,2822,1365,18690,1717
202209,"2022","08","Castilla - La Mancha","02","Albacete",0,27739,857,3261,5273,945,6496,10614,2243,2848,1373,19258,1747
202210,"2022","08","Castilla - La Mancha","02","Albacete",0,27238,784,3029,5241,932,6300,10627,1867,2808,1349,19150,1774
202211,"2022","08","Castilla - La Mancha","02","Albacete",0,27419,856,3061,5249,970,6313,10659,1887,2858,1344,19207,1860
202212,"2022","08","Castilla - La Mancha","02","Albacete",0,26984,840,3038,5298,931,6070,10500,1859,2893,1384,18703,1869
202201,"2022","10","Comunitat Valenciana","03","Alicante/Alacant",0,151170,4684,21235,34760,4428,33777,51944,5911,19337,12996,103158,9506
202202,"2022","10","Comunitat Valenciana","03","Alicante/Alacant",0,150691,4950,20913,34273,4643,33866,51707,5947,19085,12639,102980,9765
202203,"2022","10","Comunitat Valenciana","03","Alicante/Alacant",0,149521,5167,20533,34168,4758,33056,51492,5943,19058,12792,101243,10194
202204,"2022","10","Comunitat Valenciana","03","Alicante/Alacant",0,146655,5048,19765,33760,4611,32105,51040,5708,19017,12721,98548,10359
202205,"2022","10","Comunitat Valenciana","03","Alicante/Alacant",0,143421,4625,18754,33245,4247,31461,50725,5331,18642,12403,96483,10270
202206,"2022","10","Comunitat Valenciana","03","Alicante/Alacant",0,141281,4438,18278,32722,4087,30746,50612,5491,18280,12325,94635,10265
202207,"2022","10","Comunitat Valenciana","03","Alicante/Alacant",0,139892,3514,18301,32711,3393,31070,50533,5460,18246,12425,93948,9536
202208,"2022","10","Comunitat Valenciana","03","Alicante/Alacant",0,142368,3697,19107,33251,3631,31616,50688,5408,19068,12965,95115,9545
202209,"2022","10","Comunitat Valenciana","03","Alicante/Alacant",0,142459,4130,19105,33202,3891,31146,50636,5249,18576,12548,96106,9705
202210,"2022","10","Comunitat Valenciana","03","Alicante/Alacant",0,145407,4453,19729,33405,4221,31896,51342,5213,18572,12351,99037,9935
202211,"2022","10","Comunitat Valenciana","03","Alicante/Alacant",0,140647,3804,18616,32653,3765,30673,50761,4810,17717,12077,95926,9826
202212,"2022","10","Comunitat Valenciana","03","Alicante/Alacant",0,140490,3869,18799,32684,3775,30486,50460,4759,17625,12225,95802,9788
202201,"2022","01","Andalucía","04","Almería",0,57157,2181,9562,12602,2053,14805,15535,7399,2094,5222,37226,4926
202202,"2022","01","Andalucía","04","Almería",0,58095,2270,9610,12628,2286,15204,15702,7713,2032,5176,37699,5204
202203,"2022","01","Andalucía","04","Almería",0,59372,2383,9821,12787,2467,15588,15939,8008,2033,5326,38285,5437
202204,"2022","01","Andalucía","04","Almería",0,58658,2229,9499,12524,2477,15489,16035,7706,2067,5202,37952,5465
202205,"2022","01","Andalucía","04","Almería",0,59559,2135,9361,12447,2482,16244,16498,8063,2072,4862,38975,5296
202206,"2022","01","Andalucía","04","Almería",0,62165,2222,10035,12778,2566,17077,17073,9327,2023,4837,40417,5290
202207,"2022","01","Andalucía","04","Almería",0,62855,2250,10441,12951,2446,17218,17168,9053,2045,4893,41336,5242
202208,"2022","01","Andalucía","04","Almería",0,63608,2339,10470,12978,2562,17560,17279,8606,2072,5059,42340,5250
202209,"2022","01","Andalucía","04","Almería",0,62784,2467,9932,12752,2621,17292,17335,7977,2070,4954,42055,5452
202210,"2022","01","Andalucía","04","Almería",0,57264,2237,8687,12080,2363,15222,16301,6650,2022,4796,37971,5532
202211,"2022","01","Andalucía","04","Almería",0,54770,2158,8327,11789,2187,14202,15757,6234,1985,4789,35861,5604
202212,"2022","01","Andalucía","04","Almería",0,53427,2016,8232,11762,2023,13500,15546,6031,1972,4882,34696,5523
202201,"2022","07","Castilla y León","05","Ávila",0,9964,246,1216,2304,249,2060,3145,522,442,729,6960,788
202202,"2022","07","Castilla y León","05","Ávila",0,9933,255,1151,2231,243,2077,3199,485,454,699,6990,793
202203,"2022","07","Castilla y León","05","Ávila",0,9715,268,1126,2206,277,2006,3125,454,455,711,6789,815
202204,"2022","07","Castilla y León","05","Ávila",0,9493,247,1032,2189,260,2000,3073,432,436,706,6590,865
202205,"2022","07","Castilla y León","05","Ávila",0,9230,248,981,2180,237,1919,3044,410,418,684,6395,872
202206,"2022","07","Castilla y León","05","Ávila",0,8917,242,914,2080,226,1831,2980,397,391,651,6141,871
202207,"2022","07","Castilla y León","05","Ávila",0,8681,196,920,2002,206,1803,2879,365,383,638,5965,848
202208,"2022","07","Castilla y León","05","Ávila",0,8752,172,933,2017,222,1872,2869,371,378,662,6049,834
202209,"2022","07","Castilla y León","05","Ávila",0,9191,224,1006,2110,249,1983,2941,319,430,666,6433,870
202210,"2022","07","Castilla y León","05","Ávila",0,9344,265,1041,2131,240,1999,2994,312,451,650,6566,896
202211,"2022","07","Castilla y León","05","Ávila",0,9519,253,1038,2154,277,2054,3074,311,434,656,6738,918
202212,"2022","07","Castilla y León","05","Ávila",0,9395,254,1040,2140,271,1993,3032,295,424,685,6637,908
202201,"2022","11","Extremadura","06","Badajoz",0,61667,2423,7909,11442,2691,15832,20964,7848,3219,3958,43074,3209
202202,"2022","11","Extremadura","06","Badajoz",0,61506,2159,8091,11481,2334,16022,20992,7721,3241,4033,43168,2958
202203,"2022","11","Extremadura","06","Badajoz",0,62149,2441,8347,11813,2502,15715,20959,7938,3318,4370,43038,3104
202204,"2022","11","Extremadura","06","Badajoz",0,59089,2178,7447,11123,2356,14884,20672,6550,3164,4048,41766,3120
202205,"2022","11","Extremadura","06","Badajoz",0,56466,1973,6814,10616,2088,14264,20232,5851,2968,3644,40543,3039
202206,"2022","11","Extremadura","06","Badajoz",0,55893,2134,6625,10472,2323,13883,19985,5801,2876,3520,39870,3418
202207,"2022","11","Extremadura","06","Badajoz",0,55465,2087,6704,10499,2112,13850,19744,5970,2672,3579,39605,3227
202208,"2022","11","Extremadura","06","Badajoz",0,55968,2132,6799,10482,2328,14013,19753,5907,2666,3636,40113,3210
202209,"2022","11","Extremadura","06","Badajoz",0,57362,2238,7049,10575,2397,14496,20138,6156,2919,3591,41212,3067
202210,"2022","11","Extremadura","06","Badajoz",0,55758,2055,6850,10421,2318,13908,19725,5318,2881,3473,40598,3029
202211,"2022","11","Extremadura","06","Badajoz",0,54886,2040,6648,10238,2299,13523,19664,5143,2808,3450,39985,3049
202212,"2022","11","Extremadura","06","Badajoz",0,53680,1940,6640,10384,2096,12918,19217,5093,2728,3716,38768,2922
202201,"2022","04","Balears, Illes","07","Balears, Illes",0,54434,2750,9479,11256,2475,13957,14427,691,2211,5829,42926,2651
202202,"2022","04","Balears, Illes","07","Balears, Illes",0,52503,2693,8626,10744,2520,13457,14342,648,2106,5478,41108,3030
202203,"2022","04","Balears, Illes","07","Balears, Illes",0,49490,2593,7801,10310,2478,12349,13861,639,2039,5314,38157,3209
202204,"2022","04","Balears, Illes","07","Balears, Illes",0,41915,2063,6153,9426,1951,9702,12500,565,1792,5033,31330,3067
202205,"2022","04","Balears, Illes","07","Balears, Illes",0,36199,1508,5141,8539,1421,8119,11326,499,1620,4633,26619,2649
202206,"2022","04","Balears, Illes","07","Balears, Illes",0,34244,1360,4815,8300,1289,7449,10868,427,1557,4502,25004,2579
202207,"2022","04","Balears, Illes","07","Balears, Illes",0,35002,1263,5118,8285,1239,7960,10983,420,1574,4636,25756,2443
202208,"2022","04","Balears, Illes","07","Balears, Illes",0,35754,1355,5325,8504,1353,8128,10944,427,1616,4872,26278,2423
202209,"2022","04","Balears, Illes","07","Balears, Illes",0,36850,1783,5572,8502,1578,8238,11061,489,1598,4661,27509,2436
202210,"2022","04","Balears, Illes","07","Balears, Illes",0,34897,1527,5080,8097,1431,7752,10862,447,1546,4402,25810,2520
202211,"2022","04","Balears, Illes","07","Balears, Illes",0,36484,1852,5411,8061,1681,8273,11073,449,1529,4132,27724,2494
202212,"2022","04","Balears, Illes","07","Balears, Illes",0,35847,1803,5267,7999,1629,8041,10972,436,1510,4179,27074,2484
202201,"2022","09","Cataluña","08","Barcelona",0,267433,7237,40009,68089,6046,54770,90625,2217,31343,20083,197086,16045
202202,"2022","09","Cataluña","08","Barcelona",0,267617,7999,40065,67626,6583,54466,90191,2276,31412,19680,196842,16745
202203,"2022","09","Cataluña","08","Barcelona",0,268282,8246,40327,67300,6937,54610,90121,2285,31124,19737,197216,17253
202204,"2022","09","Cataluña","08","Barcelona",0,265531,8123,39560,66707,6773,54072,89511,2232,30880,19761,194481,17514
202205,"2022","09","Cataluña","08","Barcelona",0,255110,7123,37228,64518,5873,51950,87604,2001,30119,19102,185974,17258
202206,"2022","09","Cataluña","08","Barcelona",0,248807,6585,35421,62812,5768,50818,86664,1950,29354,18655,181236,16966
202207,"2022","09","Cataluña","08","Barcelona",0,251707,6380,36067,62747,5654,52619,87497,1976,29579,18700,184107,16720
202208,"2022","09","Cataluña","08","Barcelona",0,258214,6475,37633,63662,6056,55490,88146,1856,30182,19116,190411,16003
202209,"2022","09","Cataluña","08","Barcelona",0,258750,7349,38082,64337,6149,54331,87767,1990,30401,19061,189696,16952
202210,"2022","09","Cataluña","08","Barcelona",0,256508,7703,37360,64032,6426,52764,87492,1912,30370,18674,187375,17499
202211,"2022","09","Cataluña","08","Barcelona",0,256212,7527,37505,64229,6122,52528,87577,1844,30163,18643,187531,17367
202212,"2022","09","Cataluña","08","Barcelona",0,254274,7279,37419,64132,5798,51850,87098,1766,30081,18749,186213,16836
202201,"2022","07","Castilla y León","09","Burgos",0,16566,491,2059,3752,433,3238,5635,847,1992,939,11245,870
202202,"2022","07","Castilla y León","09","Burgos",0,16422,528,1987,3670,484,3253,5540,782,1960,904,11212,909
202203,"2022","07","Castilla y León","09","Burgos",0,16466,545,2056,3709,476,3239,5522,828,2010,913,11098,961
202204,"2022","07","Castilla y León","09","Burgos",0,16162,524,2006,3706,472,3140,5398,819,1949,915,10805,1010
202205,"2022","07","Castilla y León","09","Burgos",0,15232,455,1778,3513,397,2929,5257,580,1825,863,10330,981
202206,"2022","07","Castilla y León","09","Burgos",0,14643,467,1692,3376,377,2751,5116,593,1757,841,9861,970
202207,"2022","07","Castilla y León","09","Burgos",0,14611,419,1708,3363,336,2857,5105,702,1746,809,9824,905
202208,"2022","07","Castilla y León","09","Burgos",0,15077,449,1807,3443,369,2931,5151,761,1845,818,10117,902
202209,"2022","07","Castilla y León","09","Burgos",0,15012,460,1822,3328,387,2922,5199,510,1830,805,10340,879
202210,"2022","07","Castilla y León","09","Burgos",0,15362,464,1893,3332,418,3005,5298,595,1847,814,10505,914
202211,"2022","07","Castilla y León","09","Burgos",0,15725,480,1977,3412,440,3038,5406,606,1884,842,10763,944
202212,"2022","07","Castilla y León","09","Burgos",0,15664,475,2034,3497,390,2991,5317,614,1864,880,10701,929
202201,"2022","11","Extremadura","10","Cáceres",0,33584,1253,4647,7402,1202,8175,9950,2987,1988,3096,23005,1660
202202,"2022","11","Extremadura","10","Cáceres",0,32743,1027,4533,7267,978,8102,9918,2813,1891,2959,22742,1485
202203,"2022","11","Extremadura","10","Cáceres",0,32559,1154,4521,7250,1056,7822,9815,2828,1961,3054,22246,1640
202204,"2022","11","Extremadura","10","Cáceres",0,31776,1107,4321,7139,1028,7496,9749,2637,1873,3056,21680,1727
202205,"2022","11","Extremadura","10","Cáceres",0,29680,950,3771,6660,826,7012,9501,2190,1622,2809,20588,1651
202206,"2022","11","Extremadura","10","Cáceres",0,28828,990,3535,6441,952,6648,9205,2103,1557,2605,19886,1823
202207,"2022","11","Extremadura","10","Cáceres",0,29131,1059,3789,6527,882,6672,9135,2426,1558,2610,20001,1713
202208,"2022","11","Extremadura","10","Cáceres",0,29553,1085,3826,6567,1007,6834,9172,2303,1565,2602,20505,1736
202209,"2022","11","Extremadura","10","Cáceres",0,30044,1129,3826,6500,1034,7090,9435,2155,1573,2521,21289,1680
202210,"2022","11","Extremadura","10","Cáceres",0,28967,967,3450,6396,1007,6762,9359,1754,1502,2470,20790,1646
202211,"2022","11","Extremadura","10","Cáceres",0,29194,1007,3527,6452,1009,6727,9418,1795,1596,2536,20771,1700
202212,"2022","11","Extremadura","10","Cáceres",0,28845,982,3633,6600,918,6477,9229,1788,1602,2645,20338,1627
202201,"2022","01","Andalucía","11","Cádiz",0,155117,6104,24326,31632,5942,39586,47499,5909,9410,15328,106086,18358
202202,"2022","01","Andalucía","11","Cádiz",0,154325,6320,23902,30960,6192,39442,47485,5987,9285,14968,105161,18906
202203,"2022","01","Andalucía","11","Cádiz",0,155321,6456,24389,31715,6213,38953,47581,6151,9628,16172,104147,19207
202204,"2022","01","Andalucía","11","Cádiz",0,147168,5883,22087,30084,5757,36679,46666,5531,9245,14797,98570,19009
202205,"2022","01","Andalucía","11","Cádiz",0,141747,5356,20739,29281,5216,35177,45958,5129,8869,14065,95441,18229
202206,"2022","01","Andalucía","11","Cádiz",0,138415,5290,19905,28822,5157,33888,45336,5289,8715,13910,92209,18273
202207,"2022","01","Andalucía","11","Cádiz",0,135495,5070,19379,28649,4924,32758,44683,5716,8331,14055,89497,17878
202208,"2022","01","Andalucía","11","Cádiz",0,137643,5291,19918,28943,5257,33368,44853,5668,8547,14256,91100,18056
202209,"2022","01","Andalucía","11","Cádiz",0,143605,6041,21054,29170,5799,35327,46205,5504,8679,13880,97027,18502
