"Cod mes","anio","Cod CA","Comunidad Aut","Cod provincia","Provincia","mes","total Paro Registrado","Paro hombre edad < 25","Paro hombre edad 25 -45","Paro hombre edad >=45","Paro mujer edad < 25","Paro mujer edad 25 -45","Paro mujer edad >=45","Paro Agricultura","Paro Industria","Paro Construcción","Paro Servicios","Paro Sin empleo Anterior"
201501,"2015","16","País Vasco","01","Araba/Álava",0,27964,813,6880,5414,942,7720,6195,933,3925,2714,17728,2664
201502,"2015","16","País Vasco","01","Araba/Álava",0,27919,821,6856,5378,934,7727,6203,962,3877,2741,17626,2713
201503,"2015","16","País Vasco","01","Araba/Álava",0,27928,877,6870,5392,928,7638,6223,986,3981,2702,17461,2798
201504,"2015","16","País Vasco","01","Araba/Álava",0,27339,834,6727,5307,917,7453,6101,971,3949,2628,17001,2790
201505,"2015","16","País Vasco","01","Araba/Álava",0,26515,846,6337,5156,895,7231,6050,868,3780,2481,16562,2824
201506,"2015","16","País Vasco","01","Araba/Álava",0,25782,808,6032,4993,859,7094,5996,920,3570,2388,16141,2763
201507,"2015","16","País Vasco","01","Araba/Álava",0,25148,827,5776,4890,838,6908,5909,902,3525,2290,15745,2686
201508,"2015","16","País Vasco","01","Araba/Álava",0,25595,843,5975,4970,856,7043,5908,876,3630,2336,16021,2732
201509,"2015","16","País Vasco","01","Araba/Álava",0,25206,871,5591,4832,898,7092,5922,728,3486,2271,15832,2889
201510,"2015","16","País Vasco","01","Araba/Álava",0,25186,729,5797,4942,788,7074,5856,961,3481,2279,15759,2706
201511,"2015","16","País Vasco","01","Araba/Álava",0,24706,715,5741,4851,759,6847,5793,960,3361,2253,15430,2702
201512,"2015","16","País Vasco","01","Araba/Álava",0,24391,683,5711,4980,690,6631,5696,944,3371,2341,15055,2680
201501,"2015","08","Castilla - La Mancha","02","Albacete",0,48812,2605,9436,8968,2390,13256,12157,5595,5776,4828,28482,4131
201502,"2015","08","Castilla - La Mancha","02","Albacete",0,48352,2505,9203,8910,2341,13215,12178,5535,5662,4757,28302,4096
201503,"2015","08","Castilla - La Mancha","02","Albacete",0,47959,2530,9037,8844,2308,13029,12211,5595,5586,4735,27925,4118
201504,"2015","08","Castilla - La Mancha","02","Albacete",0,45905,2348,8314,8536,2214,12458,12035,5111,5352,4483,26856,4103
201505,"2015","08","Castilla - La Mancha","02","Albacete",0,44083,2164,7744,8130,2082,12124,11839,4498,5112,4270,26156,4047
201506,"2015","08","Castilla - La Mancha","02","Albacete",0,42714,2104,7338,7972,1969,11624,11707,4585,4871,4086,25212,3960
201507,"2015","08","Castilla - La Mancha","02","Albacete",0,42642,1992,7405,7920,1940,11822,11563,4542,4859,3984,25414,3843
201508,"2015","08","Castilla - La Mancha","02","Albacete",0,43318,2047,7669,8002,2001,11983,11616,4521,4990,4080,25881,3846
201509,"2015","08","Castilla - La Mancha","02","Albacete",0,41711,2000,7057,7538,2080,11384,11652,3849,4769,3808,25415,3870
201510,"2015","08","Castilla - La Mancha","02","Albacete",0,44061,2232,7836,8015,2182,11809,11987,5260,4986,3788,26149,3878
201511,"2015","08","Castilla - La Mancha","02","Albacete",0,43633,2242,7559,7778,2175,11803,12076,4894,4895,3782,26192,3870
201512,"2015","08","Castilla - La Mancha","02","Albacete",0,43744,2172,7864,8123,2065,11508,12012,4983,5187,4013,25791,3770
201501,"2015","10","Comunitat Valenciana","03","Alicante/Alacant",0,205229,8121,41027,44776,7203,50507,53595,8138,32933,24274,125579,14305
201502,"2015","10","Comunitat Valenciana","03","Alicante/Alacant",0,204152,7528,40665,44455,6800,50813,53891,8173,32791,23894,125291,14003
201503,"2015","10","Comunitat Valenciana","03","Alicante/Alacant",0,199751,7385,38709,43942,6738,49336,53641,8015,32746,23419,121456,14115
201504,"2015","10","Comunitat Valenciana","03","Alicante/Alacant",0,195937,7161,37149,43292,6555,48384,53396,7581,32752,22899,118620,14085
201505,"2015","10","Comunitat Valenciana","03","Alicante/Alacant",0,189228,6712,34958,42329,6149,46357,52723,7291,31628,22369,114226,13714
201506,"2015","10","Comunitat Valenciana","03","Alicante/Alacant",0,185002,6235,33820,41906,5628,45092,52321,7353,30671,22006,111703,13269
201507,"2015","10","Comunitat Valenciana","03","Alicante/Alacant",0,181392,5925,32862,41737,5324,43966,51578,7328,30401,21992,108803,12868
201508,"2015","10","Comunitat Valenciana","03","Alicante/Alacant",0,185240,5895,34372,43132,5332,44581,51928,7350,32939,22585,109922,12444
201509,"2015","10","Comunitat Valenciana","03","Alicante/Alacant",0,186513,6301,34447,42762,5768,45005,52230,6935,31894,21767,113376,12541
201510,"2015","10","Comunitat Valenciana","03","Alicante/Alacant",0,186795,6526,34310,42346,5913,45183,52517,6863,31326,21154,114954,12498
201511,"2015","10","Comunitat Valenciana","03","Alicante/Alacant",0,186294,6724,33941,41732,6014,45365,52518,6863,30070,20270,116532,12559
201512,"2015","10","Comunitat Valenciana","03","Alicante/Alacant",0,184419,6355,33863,41767,5665,44432,52337,6919,30254,20434,114638,12174
201501,"2015","01","Andalucía","04","Almería",0,76608,3943,18025,16240,3635,20277,14488,10201,4029,10529,43366,8483
201502,"2015","01","Andalucía","04","Almería",0,76744,3937,17867,16150,3737,20504,14549,10474,3940,10310,43440,8580
201503,"2015","01","Andalucía","04","Almería",0,76997,4216,17530,16020,4016,20637,14578,10727,3917,10086,43216,9051
201504,"2015","01","Andalucía","04","Almería",0,77761,4350,17077,15733,4433,21248,14920,10617,3881,9726,44293,9244
201505,"2015","01","Andalucía","04","Almería",0,77856,4431,16670,15360,4635,21731,15029,10644,3746,9291,45040,9135
201506,"2015","01","Andalucía","04","Almería",0,79288,4059,17105,15732,4304,22442,15646,11505,3672,9102,46614,8395
201507,"2015","01","Andalucía","04","Almería",0,79324,3961,17463,15971,4121,22282,15526,11719,3609,8973,46943,8080
201508,"2015","01","Andalucía","04","Almería",0,79887,3821,17580,16304,4073,22569,15540,11294,3684,9171,47890,7848
201509,"2015","01","Andalucía","04","Almería",0,80062,4049,16980,16092,4385,22829,15727,10345,3596,8988,48999,8134
201510,"2015","01","Andalucía","04","Almería",0,75358,3886,15696,15494,3969,21165,15148,9303,3420,8749,45925,7961
201511,"2015","01","Andalucía","04","Almería",0,71284,3692,14835,14968,3638,19650,14501,8624,3324,8577,43058,7701
201512,"2015","01","Andalucía","04","Almería",0,69123,3420,14729,15128,3233,18532,14081,8648,3311,8724,41075,7365
201501,"2015","07","Castilla y León","05","Ávila",0,17421,1021,3553,4087,797,4188,3775,1382,1135,3048,9903,1953
201502,"2015","07","Castilla y León","05","Ávila",0,17284,1037,3458,4068,805,4135,3781,1319,1095,2977,9895,1998
201503,"2015","07","Castilla y León","05","Ávila",0,17023,1041,3270,4061,825,4054,3772,1257,1052,2974,9688,2052
201504,"2015","07","Castilla y León","05","Ávila",0,16116,955,2982,3794,781,3929,3675,1172,995,2692,9253,2004
201505,"2015","07","Castilla y León","05","Ávila",0,15748,926,2802,3657,786,3907,3670,1098,982,2565,9091,2012
201506,"2015","07","Castilla y León","05","Ávila",0,15044,868,2577,3546,750,3743,3560,980,921,2448,8738,1957
201507,"2015","07","Castilla y León","05","Ávila",0,14457,796,2458,3420,701,3648,3434,911,898,2334,8409,1905
201508,"2015","07","Castilla y León","05","Ávila",0,14466,770,2427,3431,717,3676,3445,883,875,2340,8469,1899
201509,"2015","07","Castilla y León","05","Ávila",0,14896,864,2535,3462,799,3667,3569,760,884,2387,8913,1952
201510,"2015","07","Castilla y León","05","Ávila",0,15648,897,2762,3690,816,3769,3714,1010,907,2457,9366,1908
201511,"2015","07","Castilla y León","05","Ávila",0,15898,899,2781,3742,833,3862,3781,1185,922,2447,9473,1871
201512,"2015","07","Castilla y León","05","Ávila",0,15882,886,2910,3844,772,3739,3731,1233,953,2573,9285,1838
201501,"2015","11","Extremadura","06","Badajoz",0,90605,4941,17690,16101,4693,24697,22483,10075,5679,7909,59622,7320
