"Cod mes","anio","Cod CA","Comunidad Aut","Cod provincia","Provincia","mes","total Paro Registrado","Paro hombre edad < 25","Paro hombre edad 25 -45","Paro hombre edad >=45","Paro mujer edad < 25","Paro mujer edad 25 -45","Paro mujer edad >=45","Paro Agricultura","Paro Industria","Paro Construcción","Paro Servicios","Paro Sin empleo Anterior"
201801,"2018","16","País Vasco","01","Araba/Álava",0,20939,684,3741,4191,688,6014,5621,823,2526,1446,13442,2702
201802,"2018","16","País Vasco","01","Araba/Álava",0,20505,686,3647,4122,658,5875,5517,831,2438,1434,13098,2704
201803,"2018","16","País Vasco","01","Araba/Álava",0,20431,673,3680,4108,661,5859,5450,869,2411,1417,13019,2715
201804,"2018","16","País Vasco","01","Araba/Álava",0,20176,658,3616,4057,648,5769,5428,859,2390,1372,12821,2734
201805,"2018","16","País Vasco","01","Araba/Álava",0,19901,668,3553,3956,662,5669,5393,713,2401,1328,12704,2755
201806,"2018","16","País Vasco","01","Araba/Álava",0,19687,618,3426,3934,638,5697,5374,741,2352,1289,12568,2737
201807,"2018","16","País Vasco","01","Araba/Álava",0,19576,639,3377,3895,683,5644,5338,740,2384,1231,12577,2644
201808,"2018","16","País Vasco","01","Araba/Álava",0,20041,643,3650,3976,684,5751,5337,727,2489,1270,13061,2494
201809,"2018","16","País Vasco","01","Araba/Álava",0,19994,662,3512,3912,720,5795,5393,677,2482,1241,12907,2687
201810,"2018","16","País Vasco","01","Araba/Álava",0,20027,660,3599,3929,711,5714,5414,754,2473,1221,12900,2679
201811,"2018","16","País Vasco","01","Araba/Álava",0,19895,686,3626,3953,695,5593,5342,798,2473,1232,12723,2669
201812,"2018","16","País Vasco","01","Araba/Álava",0,19792,642,3837,4056,638,5413,5206,771,2632,1286,12560,2543
201801,"2018","08","Castilla - La Mancha","02","Albacete",0,37891,1667,5791,6730,1652,10193,11858,3679,4162,2741,24321,2988
201802,"2018","08","Castilla - La Mancha","02","Albacete",0,37736,1723,5747,6599,1664,10150,11853,3789,4175,2689,24016,3067
201803,"2018","08","Castilla - La Mancha","02","Albacete",0,37672,1782,5674,6620,1661,10020,11915,3819,4144,2676,23921,3112
201804,"2018","08","Castilla - La Mancha","02","Albacete",0,36530,1539,5247,6569,1558,9723,11894,3502,4048,2593,23324,3063
201805,"2018","08","Castilla - La Mancha","02","Albacete",0,35195,1422,4781,6289,1443,9453,11807,3141,3845,2465,22725,3019
201806,"2018","08","Castilla - La Mancha","02","Albacete",0,33962,1386,4360,6033,1412,9128,11643,2915,3668,2358,22019,3002
201807,"2018","08","Castilla - La Mancha","02","Albacete",0,33454,1367,4336,5950,1437,8997,11367,3015,3597,2332,21567,2943
201808,"2018","08","Castilla - La Mancha","02","Albacete",0,34280,1433,4556,6130,1514,9209,11438,3214,3739,2458,21908,2961
201809,"2018","08","Castilla - La Mancha","02","Albacete",0,34044,1416,4391,5916,1627,9129,11565,2691,3699,2325,22356,2973
201810,"2018","08","Castilla - La Mancha","02","Albacete",0,35012,1569,4741,6153,1605,9244,11700,3413,3758,2239,22725,2877
201811,"2018","08","Castilla - La Mancha","02","Albacete",0,34323,1601,4581,5965,1594,8956,11626,3160,3708,2219,22347,2889
201812,"2018","08","Castilla - La Mancha","02","Albacete",0,33471,1488,4548,5923,1483,8634,11395,3009,3816,2279,21610,2757
201801,"2018","10","Comunitat Valenciana","03","Alicante/Alacant",0,160696,5508,25421,35888,4958,38588,50333,6138,24602,14606,105296,10054
201802,"2018","10","Comunitat Valenciana","03","Alicante/Alacant",0,159668,5681,24926,35388,5147,38345,50181,6218,24435,14466,104374,10175
201803,"2018","10","Comunitat Valenciana","03","Alicante/Alacant",0,154828,5591,23469,34697,5016,36581,49474,6091,24426,14326,99729,10256
201804,"2018","10","Comunitat Valenciana","03","Alicante/Alacant",0,152330,5450,22664,34146,5102,35784,49184,5799,24441,13928,97770,10392
201805,"2018","10","Comunitat Valenciana","03","Alicante/Alacant",0,148535,5238,21594,33482,4937,34615,48669,5572,23746,13573,95287,10357
201806,"2018","10","Comunitat Valenciana","03","Alicante/Alacant",0,144735,4939,20741,32850,4366,33626,48213,5552,23280,13302,92555,10046
201807,"2018","10","Comunitat Valenciana","03","Alicante/Alacant",0,143509,4713,20750,32952,4165,33196,47733,5625,23220,13560,91163,9941
201808,"2018","10","Comunitat Valenciana","03","Alicante/Alacant",0,146847,4748,22110,34187,4128,33656,48018,5470,25060,14516,92210,9591
201809,"2018","10","Comunitat Valenciana","03","Alicante/Alacant",0,148466,5154,22151,34008,4615,34161,48377,5293,24264,13826,95323,9760
201810,"2018","10","Comunitat Valenciana","03","Alicante/Alacant",0,150599,5397,22571,33947,4860,34903,48921,5361,23783,13430,98305,9720
201811,"2018","10","Comunitat Valenciana","03","Alicante/Alacant",0,152408,5634,23036,34041,4992,35475,49230,5461,22970,13188,101024,9765
201812,"2018","10","Comunitat Valenciana","03","Alicante/Alacant",0,150716,5457,22979,33787,4736,34839,48918,5308,23175,13388,99425,9420
201801,"2018","01","Andalucía","04","Almería",0,58747,2250,11144,12809,2257,16386,13901,7151,2545,6004,37714,5333
201802,"2018","01","Andalucía","04","Almería",0,58920,2330,11116,12689,2365,16507,13913,7425,2500,5958,37521,5516
201803,"2018","01","Andalucía","04","Almería",0,58373,2402,10900,12551,2435,16311,13774,7561,2433,5899,36744,5736
201804,"2018","01","Andalucía","04","Almería",0,58759,2376,10598,12491,2538,16767,13989,7726,2391,5751,37105,5786
201805,"2018","01","Andalucía","04","Almería",0,60494,2296,10715,12444,2710,17769,14560,8399,2402,5575,38428,5690
201806,"2018","01","Andalucía","04","Almería",0,62100,2249,11004,12412,2743,18547,15145,8942,2358,5324,40086,5390
201807,"2018","01","Andalucía","04","Almería",0,62724,2279,11404,12578,2776,18464,15223,8724,2274,5362,41015,5349
201808,"2018","01","Andalucía","04","Almería",0,63354,2264,11551,12847,2738,18648,15306,8256,2369,5621,41859,5249
201809,"2018","01","Andalucía","04","Almería",0,61757,2373,10970,12588,2701,18045,15080,7567,2356,5488,40980,5366
201810,"2018","01","Andalucía","04","Almería",0,59141,2410,10503,12381,2540,16764,14543,7030,2316,5464,38822,5509
201811,"2018","01","Andalucía","04","Almería",0,57809,2249,10453,12287,2322,16179,14319,6860,2342,5560,37750,5297
201812,"2018","01","Andalucía","04","Almería",0,56269,2148,10281,12312,2142,15429,13957,6603,2372,5774,36348,5172
201801,"2018","07","Castilla y León","05","Ávila",0,12895,586,1998,3054,484,3122,3651,869,807,1656,8237,1326
201802,"2018","07","Castilla y León","05","Ávila",0,12793,556,2004,3092,483,3057,3601,822,810,1698,8122,1341
201803,"2018","07","Castilla y León","05","Ávila",0,12554,541,1945,3089,487,2941,3551,804,793,1744,7850,1363
201804,"2018","07","Castilla y León","05","Ávila",0,12250,557,1840,2975,489,2871,3518,754,767,1628,7708,1393
201805,"2018","07","Castilla y León","05","Ávila",0,11949,545,1720,2835,508,2853,3488,708,754,1524,7567,1396
201806,"2018","07","Castilla y León","05","Ávila",0,11095,522,1568,2590,426,2683,3306,644,730,1361,6986,1374
201807,"2018","07","Castilla y León","05","Ávila",0,10565,443,1415,2416,408,2617,3266,550,689,1245,6780,1301
201808,"2018","07","Castilla y León","05","Ávila",0,10569,440,1440,2420,416,2640,3213,544,668,1240,6875,1242
201809,"2018","07","Castilla y León","05","Ávila",0,10972,495,1522,2474,497,2705,3279,511,690,1244,7253,1274
201810,"2018","07","Castilla y León","05","Ávila",0,11483,525,1604,2572,498,2838,3446,713,714,1202,7606,1248
201811,"2018","07","Castilla y León","05","Ávila",0,11615,527,1647,2672,521,2794,3454,847,701,1268,7560,1239
201812,"2018","07","Castilla y León","05","Ávila",0,11566,510,1700,2785,474,2710,3387,826,705,1377,7444,1214
201801,"2018","11","Extremadura","06","Badajoz",0,74950,4100,11447,13467,4207,19661,22068,8530,4086,5075,52186,5073
201802,"2018","11","Extremadura","06","Badajoz",0,73969,4023,11188,13347,4038,19423,21950,8509,4044,4982,51394,5040
201803,"2018","11","Extremadura","06","Badajoz",0,72942,3959,11087,13452,3853,18825,21766,8498,4054,5208,50131,5051
201804,"2018","11","Extremadura","06","Badajoz",0,69711,3673,10011,12643,3784,18155,21445,7323,3880,4811,48608,5089
201805,"2018","11","Extremadura","06","Badajoz",0,68356,3672,9504,12111,3721,18071,21277,7215,3771,4355,47928,5087
201806,"2018","11","Extremadura","06","Badajoz",0,64665,3237,8572,11489,3354,17139,20874,6302,3586,4135,45738,4904
201807,"2018","11","Extremadura","06","Badajoz",0,64265,3187,8585,11477,3447,16988,20581,6544,3498,4043,45154,5026
201808,"2018","11","Extremadura","06","Badajoz",0,64935,3314,8778,11525,3594,17214,20510,6930,3498,4200,45287,5020
201809,"2018","11","Extremadura","06","Badajoz",0,67116,3774,9033,11482,4049,17851,20927,7237,3490,4056,47035,5298
201810,"2018","11","Extremadura","06","Badajoz",0,69349,3873,9794,11893,4224,18260,21305,7755,3881,4176,48356,5181
201811,"2018","11","Extremadura","06","Badajoz",0,68211,3586,9788,11960,4011,17913,20953,7629,3744,4258,47855,4725
201812,"2018","11","Extremadura","06","Badajoz",0,66034,3205,9610,11984,3632,17114,20489,6968,3738,4658,46260,4410
201801,"2018","04","Balears, Illes","07","Balears, Illes",0,62719,4176,12375,11199,3945,17254,13770,819,2405,5084,51873,2538
201802,"2018","04","Balears, Illes","07","Balears, Illes",0,59381,4018,11132,10642,3902,16238,13449,788,2279,4929,48665,2720
201803,"2018","04","Balears, Illes","07","Balears, Illes",0,53731,3488,9486,9930,3515,14463,12849,744,2107,4821,43244,2815
201804,"2018","04","Balears, Illes","07","Balears, Illes",0,45624,2676,7455,9361,2725,11464,11943,660,1967,4731,35504,2762
201805,"2018","04","Balears, Illes","07","Balears, Illes",0,39068,1966,6116,8753,1961,9287,10985,586,1835,4762,29286,2599
201806,"2018","04","Balears, Illes","07","Balears, Illes",0,36587,1750,5704,8597,1640,8428,10468,546,1824,4895,26724,2598
201807,"2018","04","Balears, Illes","07","Balears, Illes",0,37243,1705,6145,8595,1619,8868,10311,547,1857,5346,26992,2501
201808,"2018","04","Balears, Illes","07","Balears, Illes",0,38627,1845,6805,8950,1667,9084,10276,532,1955,6047,27661,2432
201809,"2018","04","Balears, Illes","07","Balears, Illes",0,40747,2469,7256,8906,2198,9494,10424,590,1984,5657,29904,2612
201810,"2018","04","Balears, Illes","07","Balears, Illes",0,50217,3516,9483,9684,3140,12692,11702,688,2176,5318,39347,2688
201811,"2018","04","Balears, Illes","07","Balears, Illes",0,59872,3859,12252,10735,3404,16407,13215,723,2277,4933,49738,2201
201812,"2018","04","Balears, Illes","07","Balears, Illes",0,59878,3885,12299,10856,3389,16201,13248,748,2368,5132,49406,2224
201801,"2018","09","Cataluña","08","Barcelona",0,305568,10601,52578,71205,9173,68507,93504,3254,37399,25802,219392,19721
201802,"2018","09","Cataluña","08","Barcelona",0,302086,10690,51333,70432,9360,67458,92813,3256,36688,25504,216564,20074
201803,"2018","09","Cataluña","08","Barcelona",0,300790,10764,50691,69711,9433,67725,92466,3188,36322,25151,215582,20547
201804,"2018","09","Cataluña","08","Barcelona",0,292437,10198,48274,68226,9019,65582,91138,3058,35609,24587,208754,20429
201805,"2018","09","Cataluña","08","Barcelona",0,285269,9709,46080,66606,8755,64215,89904,2819,34726,23958,203544,20222
201806,"2018","09","Cataluña","08","Barcelona",0,276767,9017,43534,64067,8082,63099,88968,2717,33689,23045,197366,19950
201807,"2018","09","Cataluña","08","Barcelona",0,276944,8795,43359,62940,8319,64310,89221,2689,33404,22723,198867,19261
201808,"2018","09","Cataluña","08","Barcelona",0,285953,9036,46086,64572,8458,67526,90275,2496,34303,23725,207122,18307
201809,"2018","09","Cataluña","08","Barcelona",0,281406,10076,44916,64464,9178,63779,88993,2586,33908,23042,202546,19324
201810,"2018","09","Cataluña","08","Barcelona",0,285345,10667,46197,65075,9651,64255,89500,2852,34365,22711,205797,19620
201811,"2018","09","Cataluña","08","Barcelona",0,285256,10374,46769,65063,9079,64243,89728,2774,34223,22595,206259,19405
201812,"2018","09","Cataluña","08","Barcelona",0,284283,10021,47585,65423,8557,63740,88957,2668,34279,23002,205515,18819
201801,"2018","07","Castilla y León","09","Burgos",0,20380,754,3094,4569,729,4901,6333,1122,2682,1663,13613,1300
201802,"2018","07","Castilla y León","09","Burgos",0,20186,760,3064,4508,757,4818,6279,1078,2629,1659,13497,1323
201803,"2018","07","Castilla y León","09","Burgos",0,19945,789,3115,4446,725,4676,6194,1101,2643,1660,13178,1363
201804,"2018","07","Castilla y León","09","Burgos",0,19260,751,2878,4370,709,4448,6104,1019,2577,1566,12750,1348
201805,"2018","07","Castilla y León","09","Burgos",0,18743,727,2671,4117,723,4425,6080,936,2477,1404,12575,1351
201806,"2018","07","Castilla y León","09","Burgos",0,17519,717,2431,3787,646,4124,5814,842,2350,1292,11707,1328
201807,"2018","07","Castilla y León","09","Burgos",0,17137,723,2416,3646,619,4079,5654,861,2243,1244,11448,1341
201808,"2018","07","Castilla y León","09","Burgos",0,17558,738,2668,3699,635,4174,5644,949,2322,1259,11731,1297
201809,"2018","07","Castilla y León","09","Burgos",0,18015,773,2650,3727,723,4348,5794,857,2437,1286,12095,1340
201810,"2018","07","Castilla y León","09","Burgos",0,18992,792,2858,3857,752,4592,6141,1204,2508,1275,12707,1298
201811,"2018","07","Castilla y León","09","Burgos",0,19090,781,2961,3956,750,4532,6110,1229,2498,1298,12805,1260
201812,"2018","07","Castilla y León","09","Burgos",0,18855,745,3069,4164,706,4288,5883,1200,2479,1409,12547,1220
201801,"2018","11","Extremadura","10","Cáceres",0,39816,2228,6789,8520,1941,10208,10130,3307,2624,4308,26955,2622
201802,"2018","11","Extremadura","10","Cáceres",0,38970,2162,6613,8351,1902,9989,9953,3270,2607,4242,26217,2634
201803,"2018","11","Extremadura","10","Cáceres",0,38047,2094,6404,8355,1869,9497,9828,3177,2632,4369,25207,2662
201804,"2018","11","Extremadura","10","Cáceres",0,36400,2032,5868,7821,1808,9176,9695,2960,2490,4011,24278,2661
201805,"2018","11","Extremadura","10","Cáceres",0,34997,2003,5333,7409,1762,8901,9589,2632,2392,3761,23528,2684
201806,"2018","11","Extremadura","10","Cáceres",0,33235,1745,4939,7060,1604,8533,9354,2424,2364,3543,22336,2568
201807,"2018","11","Extremadura","10","Cáceres",0,32854,1746,4926,7056,1603,8388,9135,2604,2254,3476,21908,2612
201808,"2018","11","Extremadura","10","Cáceres",0,33712,1782,5241,7183,1707,8637,9162,2799,2157,3550,22608,2598
201809,"2018","11","Extremadura","10","Cáceres",0,35171,2075,5373,7186,1954,9062,9521,2768,2222,3440,23902,2839
201810,"2018","11","Extremadura","10","Cáceres",0,35895,2156,5487,7209,2011,9340,9692,2885,2311,3406,24514,2779
201811,"2018","11","Extremadura","10","Cáceres",0,35859,2112,5614,7357,1922,9198,9656,3118,2329,3427,24415,2570
201812,"2018","11","Extremadura","10","Cáceres",0,35509,1958,5802,7683,1749,8852,9465,2912,2448,3769,23936,2444
201801,"2018","01","Andalucía","11","Cádiz",0,159918,6309,28688,31072,6103,44724,43022,5955,9741,16299,107423,20500
201802,"2018","01","Andalucía","11","Cádiz",0,158813,6595,28085,30631,6396,44268,42838,6022,9720,16190,105933,20948
201803,"2018","01","Andalucía","11","Cádiz",0,156715,6604,27683,30572,6361,43017,42478,5880,9872,16740,103024,21199
201804,"2018","01","Andalucía","11","Cádiz",0,152018,6493,25685,29434,6275,41864,42267,5352,9450,15658,100189,21369
201805,"2018","01","Andalucía","11","Cádiz",0,147820,6145,24148,28689,6029,40869,41940,4996,9195,14879,97675,21075
201806,"2018","01","Andalucía","11","Cádiz",0,141353,5553,22356,27747,5538,38868,41291,4858,8852,14427,92866,20350
201807,"2018","01","Andalucía","11","Cádiz",0,137734,5308,21855,27666,5347,36993,40565,5438,8719,14618,89184,19775
201808,"2018","01","Andalucía","11","Cádiz",0,139215,5306,22533,28150,5452,37231,40543,5403,8846,15170,90358,19438
201809,"2018","01","Andalucía","11","Cádiz",0,146075,6043,24036,28524,6172,39711,41589,5470,9059,14939,96612,19995
201810,"2018","01","Andalucía","11","Cádiz",0,152034,6645,25529,28975,6597,41640,42648,5593,9323,14855,101915,20348
201811,"2018","01","Andalucía","11","Cádiz",0,154029,6043,26636,29538,5948,42565,43299,5644,9597,15204,104132,19452
201812,"2018","01","Andalucía","11","Cádiz",0,151858,5809,26408,29811,5677,41233,42920,5375,9717,16014,101648,19104
201801,"2018","10","Comunitat Valenciana","12","Castellón/Castelló",0,41074,1847,6210,8794,1766,10953,11504,1862,4959,3341,27588,3324
201802,"2018","10","Comunitat Valenciana","12","Castellón/Castelló",0,41313,1898,6178,8779,1811,11126,11521,1899,4889,3419,27721,3385
201803,"2018","10","Comunitat Valenciana","12","Castellón/Castelló",0,40138,1802,5900,8599,1761,10756,11320,1859,4822,3397,26634,3426
201804,"2018","10","Comunitat Valenciana","12","Castellón/Castelló",0,40040,1867,5768,8552,1816,10657,11380,1788,4811,3321,26572,3548
201805,"2018","10","Comunitat Valenciana","12","Castellón/Castelló",0,39560,1934,5510,8315,1891,10455,11455,1710,4756,3148,26364,3582
201806,"2018","10","Comunitat Valenciana","12","Castellón/Castelló",0,38422,1834,5329,8155,1704,10087,11313,1789,4659,3102,25415,3457
201807,"2018","10","Comunitat Valenciana","12","Castellón/Castelló",0,38033,1674,5395,8199,1586,9994,11185,1874,4744,3094,24954,3367
201808,"2018","10","Comunitat Valenciana","12","Castellón/Castelló",0,38646,1685,5704,8243,1624,10154,11236,1802,4811,3243,25510,3280
201809,"2018","10","Comunitat Valenciana","12","Castellón/Castelló",0,39900,1923,5740,8399,1852,10507,11479,1752,4731,3219,26831,3367
201810,"2018","10","Comunitat Valenciana","12","Castellón/Castelló",0,39146,1881,5542,8119,1908,10432,11264,1500,4732,3065,26544,3305
