"Cod mes","anio","Cod CA","Comunidad Aut","Cod provincia","Provincia","mes","total Paro Registrado","Paro hombre edad < 25","Paro hombre edad 25 -45","Paro hombre edad >=45","Paro mujer edad < 25","Paro mujer edad 25 -45","Paro mujer edad >=45","Paro Agricultura","Paro Industria","Paro Construcción","Paro Servicios","Paro Sin empleo Anterior"
202001,"2020","16","País Vasco","01","Araba/Álava",0,19443,712,3381,4017,652,5266,5415,693,2359,1101,12782,2508
202002,"2020","16","País Vasco","01","Araba/Álava",0,19339,745,3303,3980,686,5275,5350,681,2344,1077,12704,2533
202003,"2020","16","País Vasco","01","Araba/Álava",0,21448,869,4063,4362,788,5852,5514,767,2623,1181,14257,2620
202004,"2020","16","País Vasco","01","Araba/Álava",0,23403,987,4617,4683,888,6393,5835,753,2896,1299,15703,2752
202005,"2020","16","País Vasco","01","Araba/Álava",0,23782,1030,4655,4728,969,6470,5930,704,2968,1279,16005,2826
202006,"2020","16","País Vasco","01","Araba/Álava",0,24343,1250,4678,4738,1212,6551,5914,787,2958,1273,16218,3107
202007,"2020","16","País Vasco","01","Araba/Álava",0,24164,1265,4609,4691,1090,6581,5928,836,2918,1275,15970,3165
202008,"2020","16","País Vasco","01","Araba/Álava",0,24987,1384,4826,4813,1231,6765,5968,827,3044,1309,16429,3378
202009,"2020","16","País Vasco","01","Araba/Álava",0,25100,1642,4567,4730,1556,6641,5964,678,2910,1261,16396,3855
202010,"2020","16","País Vasco","01","Araba/Álava",0,24109,1468,4357,4665,1376,6337,5906,842,2782,1238,15579,3668
202011,"2020","16","País Vasco","01","Araba/Álava",0,21970,1045,3935,4436,965,5944,5645,799,2517,1164,14447,3043
202001,"2020","08","Castilla - La Mancha","02","Albacete",0,35524,1563,4683,6429,1605,8958,12286,3221,3801,2185,23663,2654
202002,"2020","08","Castilla - La Mancha","02","Albacete",0,34478,1518,4516,6343,1544,8600,11957,3160,3769,2096,22811,2642
202003,"2020","08","Castilla - La Mancha","02","Albacete",0,36396,1584,5228,6926,1630,9002,12026,3324,4040,2691,23712,2629
202004,"2020","08","Castilla - La Mancha","02","Albacete",0,38005,1683,5658,7117,1697,9539,12311,3271,4276,2724,25075,2659
202005,"2020","08","Castilla - La Mancha","02","Albacete",0,36630,1482,5099,6703,1633,9373,12340,2887,4118,2354,24623,2648
202006,"2020","08","Castilla - La Mancha","02","Albacete",0,35404,1353,4809,6455,1518,9129,12140,3087,3810,2159,23693,2655
202007,"2020","08","Castilla - La Mancha","02","Albacete",0,35547,1409,4864,6444,1543,9272,12015,3487,3733,2130,23400,2797
202008,"2020","08","Castilla - La Mancha","02","Albacete",0,35760,1425,4827,6418,1559,9319,12212,3395,3711,2178,23621,2855
202009,"2020","08","Castilla - La Mancha","02","Albacete",0,34473,1415,4492,6171,1620,8603,12172,3028,3627,2093,22845,2880
202010,"2020","08","Castilla - La Mancha","02","Albacete",0,35314,1508,4700,6409,1723,8634,12340,3550,3721,2100,22973,2970
202011,"2020","08","Castilla - La Mancha","02","Albacete",0,35357,1571,4668,6273,1770,8688,12387,3355,3808,2091,23069,3034
202001,"2020","10","Comunitat Valenciana","03","Alicante/Alacant",0,151395,5459,22921,33727,4892,34976,49420,5740,21678,12792,102480,8705
202002,"2020","10","Comunitat Valenciana","03","Alicante/Alacant",0,150327,5596,22383,33364,5065,34758,49161,5660,21509,12502,101696,8960
202003,"2020","10","Comunitat Valenciana","03","Alicante/Alacant",0,164840,6256,26730,36404,5609,38641,51200,5643,24492,15102,110451,9152
202004,"2020","10","Comunitat Valenciana","03","Alicante/Alacant",0,180122,7495,31211,39096,6669,42327,53324,5739,26817,16560,120937,10069
202005,"2020","10","Comunitat Valenciana","03","Alicante/Alacant",0,179797,7440,30554,38588,6730,42850,53635,5859,25935,15688,121707,10608
202006,"2020","10","Comunitat Valenciana","03","Alicante/Alacant",0,185578,9831,30449,38744,8779,43543,54232,6647,25293,15488,122233,15917
