"anio","Cod municipio","Cod comunidad","Comunidad Aut","Cod provincia","Provincia","Municipio","total Paro Registrado","Paro hombre edad < 25","Paro hombre edad 25 -45","Paro hombre edad >=45","Paro mujer edad < 25","Paro mujer edad 25 -45","Paro mujer edad >=45","Paro Agricultura","Paro Industria","Paro Construcción","Paro Servicios","Paro Sin empleo Anterior","total Paro Registrado_min","Cod min_mes","total Paro Registrado_max","Cod max_mes"
"2014","01001",16,"País Vasco",1,"Araba/Álava","Alegría-Dulantzi",209.5,7.67,48.92,41.08,7.75,69.08,35,6.42,33.33,14.75,133.58,21.42,201,"10",224,"08"
"2014","01002",16,"País Vasco",1,"Araba/Álava","Amurrio",920.17,28.33,207.92,203.92,34.25,232.17,213.58,21.33,186.5,113.33,494.92,104.08,874,"02",970,"04"
"2014","01003",16,"País Vasco",1,"Araba/Álava","Aramaio",29.58,0.25,10.08,8.58,0.42,6.67,3.58,0,13.67,1.08,12.83,2,23,"06",33,"09"
"2014","01004",16,"País Vasco",1,"Araba/Álava","Artziniega",120.08,3.42,25,18.42,3.33,32.92,37,1.67,19.25,3.92,85,10.25,112,"11",131,"01"
"2014","01006",16,"País Vasco",1,"Araba/Álava","Armiñón",14.92,0,3.58,2.58,0.42,4.67,3.67,1,2.17,1.83,9.5,0.42,13,"01",16,"02"
"2014","01008",16,"País Vasco",1,"Araba/Álava","Arratzua-Ubarrundia",45.08,1.92,13.5,8.33,2,10.33,9,1.08,9,2.58,30.83,1.58,37,"12",52,"03"
"2014","01009",16,"País Vasco",1,"Araba/Álava","Asparrena",113.42,3.42,28.5,29.75,4.83,28.33,18.58,4.92,28.17,10.92,57.75,11.67,102,"06",125,"02"
"2014","01010",16,"País Vasco",1,"Araba/Álava","Ayala/Aiara",167.83,7.25,37.08,33.33,3.67,59.08,27.42,2.83,42.08,12.58,103.75,6.58,150,"11",183,"03"
"2014","01011",16,"País Vasco",1,"Araba/Álava","Baños de Ebro/Mañueta",8.83,0.25,2.08,0.92,1.33,2.25,2,4.33,0.17,0,4.08,0.25,5,"09",13,"02"
"2014","01013",16,"País Vasco",1,"Araba/Álava","Barrundia",37,0.33,6,10.42,0.33,12,7.92,2.17,7.17,2.92,24.42,0.33,32,"07",42,"12"
"2014","01014",16,"País Vasco",1,"Araba/Álava","Berantevilla",25.83,0,5.58,3.25,1.5,12.25,3.25,5.5,2.08,2.67,13.75,1.83,21,"05",32,"12"
"2014","01016",16,"País Vasco",1,"Araba/Álava","Bernedo",19.25,1.75,6.33,2.67,0.58,6.92,1,1.58,3.58,1.33,10.33,2.42,16,"03",24,"07"
"2014","01017",16,"País Vasco",1,"Araba/Álava","Campezo/Kanpezu",68.58,2.17,14.08,20.67,0.92,18.67,12.08,6.5,17.33,5.58,34.25,4.92,62,"06",76,"01"
"2014","01018",16,"País Vasco",1,"Araba/Álava","Zigoitia",59.58,2.5,13.92,12,2.33,9.67,19.17,1.58,13.42,4.17,34.92,5.5,48,"12",67,"08"
"2014","01019",16,"País Vasco",1,"Araba/Álava","Kripan",4.58,0,0.08,1.42,0,2,1.08,0.33,1.08,0,2.25,0.92,3,"02",6,"06"
"2014","01020",16,"País Vasco",1,"Araba/Álava","Kuartango",18.17,0.75,5,4.08,0.5,4,3.83,0,3.33,2,10,2.83,13,"08",24,"10"
"2014","01021",16,"País Vasco",1,"Araba/Álava","Elburgo/Burgelu",20.42,1.67,2.58,7.17,0.33,2.83,5.83,1.25,0.67,1.17,15.67,1.67,17,"10",24,"03"
"2014","01022",16,"País Vasco",1,"Araba/Álava","Elciego",64.58,2.25,22.17,9.25,2.58,21.58,6.75,23.83,6.92,2.58,22.5,8.75,57,"05",72,"03"
"2014","01023",16,"País Vasco",1,"Araba/Álava","Elvillar/Bilar",13.83,0.42,4.83,0,0.58,2.17,5.83,6.92,2.42,0.17,4.25,0.08,10,"09",16,"01"
"2014","01027",16,"País Vasco",1,"Araba/Álava","Iruraiz-Gauna",27.33,1.5,6.75,4.83,0.75,7.08,6.42,0.25,3.67,0.67,21.42,1.33,23,"01",31,"04"
"2014","01028",16,"País Vasco",1,"Araba/Álava","Labastida/Bastida",121.25,5.33,26.67,29.17,10.83,33,16.25,36.42,18.83,11.08,45.08,9.83,106,"08",135,"01"
"2014","01030",16,"País Vasco",1,"Araba/Álava","Lagrán",6.58,0.08,0.92,3.92,0,1.67,0,0,0.75,1.08,4.75,0,4,"12",9,"01"
"2014","01031",16,"País Vasco",1,"Araba/Álava","Laguardia",77.08,2.67,16.75,23.33,2.5,17.25,14.58,13.5,13.33,4.17,38.08,8,64,"09",89,"01"
"2014","01032",16,"País Vasco",1,"Araba/Álava","Lanciego/Lantziego",49.67,1.42,12.33,10.42,2.75,15.83,6.92,11.42,6.17,6.08,19.08,6.92,36,"09",60,"12"
"2014","01033",16,"País Vasco",1,"Araba/Álava","Lapuebla de Labarca",60.5,3.83,11.25,12.08,4.42,14.33,14.58,24.67,6.08,1.42,21.92,6.42,51,"09",69,"02"
"2014","01034",16,"País Vasco",1,"Araba/Álava","Leza",9.83,0.17,1.67,3.67,1.25,2.58,0.5,4.83,1,0.75,1.75,1.5,6,"05",12,"09"
"2014","01036",16,"País Vasco",1,"Araba/Álava","Laudio/Llodio",1756.75,62.42,430.83,321.83,68.17,471.42,402.08,36.58,319.75,130.5,1085.42,184.5,1704,"01",1868,"03"
"2014","01037",16,"País Vasco",1,"Araba/Álava","Arraia-Maeztu",35.83,0.33,10.33,11.25,0.08,6.42,7.42,1.58,11.17,2.25,20.75,0.08,27,"10",45,"02"
"2014","01039",16,"País Vasco",1,"Araba/Álava","Moreda de Álava/Moreda Araba",12.75,0.25,4,3.33,0.42,1.75,3,2.25,1.25,2.08,7.08,0.08,9,"03",21,"12"
"2014","01041",16,"País Vasco",1,"Araba/Álava","Navaridas",6.17,0,1,1.08,0,2.17,1.92,3.08,0.17,0,2,0.92,5,"01",8,"10"
"2014","01042",16,"País Vasco",1,"Araba/Álava","Okondo",75,4.58,13.92,21,2.08,21.17,12.25,8.08,14.08,5.58,44.92,2.33,70,"11",83,"03"
"2014","01043",16,"País Vasco",1,"Araba/Álava","Oyón-Oion",423.67,20.67,105.25,81.33,24.42,118.5,73.5,78.67,69.33,37.83,167.08,70.75,374,"09",453,"03"
"2014","01044",16,"País Vasco",1,"Araba/Álava","Peñacerrada-Urizaharra",6.17,0.58,1.75,2,0.17,0.33,1.33,0,1.25,1.67,3.25,0,4,"11",8,"02"
"2014","01046",16,"País Vasco",1,"Araba/Álava","Erriberagoitia/Ribera Alta",43.75,1.33,9.58,10.75,0.92,12,9.17,2.17,6.75,6.83,26.42,1.58,36,"10",50,"02"
"2014","01047",16,"País Vasco",1,"Araba/Álava","Ribera Baja/Erribera Beitia",78.08,4.17,18.83,9.92,3.92,29.75,11.5,5.25,11.92,8.92,46,6,72,"06",89,"03"
"2014","01049",16,"País Vasco",1,"Araba/Álava","Añana",7.75,1.17,1,2.83,0,0.25,2.5,0,0.75,0,6.75,0.25,6,"05",10,"10"
"2014","01051",16,"País Vasco",1,"Araba/Álava","Salvatierra/Agurain",508,23.17,122.42,97.25,22.25,138.5,104.42,17.75,91.17,35,303.42,60.67,492,"12",533,"10"
"2014","01052",16,"País Vasco",1,"Araba/Álava","Samaniego",7.33,1,1.92,1.58,0.33,2.25,0.25,2.58,0,0,3,1.75,6,"01",9,"03"
"2014","01053",16,"País Vasco",1,"Araba/Álava","San Millán/Donemiliaga",39.33,1.67,12.25,8.83,0.75,7.75,8.08,0.5,7.08,3.75,24.92,3.08,33,"12",45,"04"
"2014","01054",16,"País Vasco",1,"Araba/Álava","Urkabustaiz",79.17,3.42,23.17,16.67,2.25,20.75,12.92,5.67,10.5,4.58,52.75,5.67,72,"06",88,"09"
"2014","01055",16,"País Vasco",1,"Araba/Álava","Valdegovía/Gaubea",57.42,1,12.42,21,0.5,9.58,12.92,2.58,7.83,7.42,37.42,2.17,50,"12",62,"01"
"2014","01056",16,"País Vasco",1,"Araba/Álava","Harana/Valle de Arana",11.17,0.67,2.08,6.17,0.17,2.08,0,1,3.75,2.08,4.33,0,8,"11",15,"01"
"2014","01057",16,"País Vasco",1,"Araba/Álava","Villabuena de Álava/Eskuernaga",10.92,0.08,1.17,3.67,0.58,2.5,2.92,3.5,1.83,0,4.58,1,8,"08",15,"12"
"2014","01058",16,"País Vasco",1,"Araba/Álava","Legutio",109.92,4.17,25.25,27.42,7.5,25.75,19.83,1.75,19.75,11.67,68.5,8.25,100,"06",120,"01"
"2014","01059",16,"País Vasco",1,"Araba/Álava","Vitoria-Gasteiz",21717.33,729,5572.92,4014.33,730,5957.75,4713.33,528.92,2903.25,2306,13951.17,2028,21035,"12",22432,"03"
"2014","01060",16,"País Vasco",1,"Araba/Álava","Yécora/Iekora",9.17,0,3.75,0.67,1,3.75,0,2.17,0.67,0,5.33,1,7,"09",11,"02"
"2014","01061",16,"País Vasco",1,"Araba/Álava","Zalduondo",12.08,0,2.5,5.17,0,2.67,1.75,0,2.67,0.42,9,0,10,"06",14,"08"
"2014","01062",16,"País Vasco",1,"Araba/Álava","Zambrana",28.75,1.08,8.33,6.08,0.25,7.42,5.58,1.58,5.08,3.58,15.67,2.83,21,"10",37,"07"
"2014","01063",16,"País Vasco",1,"Araba/Álava","Zuia",84.25,2.17,17.42,25.5,2.25,18.83,18.08,0.92,13.58,7.75,56.92,5.08,74,"11",96,"02"
"2014","01901",16,"País Vasco",1,"Araba/Álava","Iruña Oka/Iruña de Oca",227.5,6.83,44.42,46.5,4.17,73.67,51.92,3.92,33.08,14.5,154.25,21.75,204,"07",247,"01"
"2014","01902",16,"País Vasco",1,"Araba/Álava","Lantarón",51.08,0.5,13,17.67,0,11.67,8.25,2.25,8.58,8,28.33,3.92,39,"08",59,"03"
"2014","02001",8,"Castilla - La Mancha",2,"Albacete","Abengibre",61.83,2.92,14.75,12.08,3.75,11.33,17,13.17,4.75,1.5,35.75,6.67,56,"09",71,"03"
"2014","02002",8,"Castilla - La Mancha",2,"Albacete","Alatoz",70.33,2.83,12.67,14.92,3,12.58,24.33,5.08,2.33,34.17,25.83,2.92,60,"07",79,"04"
"2014","02003",8,"Castilla - La Mancha",2,"Albacete","Albacete",19939.42,1104.33,4449.67,3477.5,979.5,5616.83,4311.58,1062.58,1941.83,1898.67,12961.42,2074.92,19246,"12",21387,"01"
"2014","02004",8,"Castilla - La Mancha",2,"Albacete","Albatana",85.33,3.25,7.42,18.75,5.5,15,35.42,14.25,6.75,5.5,56.17,2.67,74,"09",93,"10"
"2014","02005",8,"Castilla - La Mancha",2,"Albacete","Alborea",104.08,5.5,26.25,24.25,2.5,29.08,16.5,27.17,8.17,9.08,54.25,5.42,85,"09",114,"06"
"2014","02006",8,"Castilla - La Mancha",2,"Albacete","Alcadozo",115.17,8.42,21.33,19.25,6.83,32.67,26.67,11.42,2.25,15.67,78.08,7.75,100,"10",132,"01"
"2014","02007",8,"Castilla - La Mancha",2,"Albacete","Alcalá del Júcar",128.83,8.17,22.17,38.17,5.08,25.25,30,6.83,8.83,10.92,91.58,10.67,110,"08",138,"01"
"2014","02008",8,"Castilla - La Mancha",2,"Albacete","Alcaraz",201.17,14.33,33.92,41.17,10.17,49.75,51.83,18.33,6.67,13.42,151.08,11.67,188,"07",226,"03"
"2014","02009",8,"Castilla - La Mancha",2,"Albacete","Almansa",3434.58,207.67,623.58,607.25,171.42,812.92,1011.75,139.25,926.25,260.33,1722.92,385.83,3323,"11",3629,"01"
"2014","02010",8,"Castilla - La Mancha",2,"Albacete","Alpera",312,16.25,42.25,65.42,15.08,83.92,89.08,53.58,65.08,21,143,29.33,250,"09",350,"04"
"2014","02011",8,"Castilla - La Mancha",2,"Albacete","Ayna",58.92,2.92,20.83,12.92,1.83,9.5,10.92,4.83,5.08,23.33,23.5,2.17,49,"09",69,"02"
"2014","02012",8,"Castilla - La Mancha",2,"Albacete","Balazote",307.75,20.92,63.42,62.25,12.08,88.42,60.67,56.58,34.5,49.75,153.17,13.75,232,"07",351,"03"
"2014","02013",8,"Castilla - La Mancha",2,"Albacete","Balsa de Ves",12.17,0.25,2.75,3.92,0.17,2.17,2.92,2.67,1,1,5.33,2.17,9,"07",15,"03"
"2014","02014",8,"Castilla - La Mancha",2,"Albacete","Ballestero, El",45.33,2.17,6,8.25,1.17,13.25,14.5,2.33,4,4.67,30.33,4,37,"08",55,"01"
"2014","02015",8,"Castilla - La Mancha",2,"Albacete","Barrax",307.42,14.67,34.25,51.67,18.92,95.25,92.67,43.67,46.67,22.25,178.08,16.75,269,"06",347,"02"
"2014","02016",8,"Castilla - La Mancha",2,"Albacete","Bienservida",126.5,7.75,12.58,29.58,10,31.25,35.33,35.67,2.08,8.33,76,4.42,105,"11",146,"04"
"2014","02017",8,"Castilla - La Mancha",2,"Albacete","Bogarra",153.42,8.33,25.5,36.58,4.5,30.67,47.83,11.33,11.42,85.5,41,4.17,140,"09",162,"01"
"2014","02018",8,"Castilla - La Mancha",2,"Albacete","Bonete",127.17,5.33,17.08,29,10.58,22.58,42.58,21.92,24.42,13.08,57.33,10.42,110,"09",149,"04"
"2014","02019",8,"Castilla - La Mancha",2,"Albacete","Bonillo, El",387.58,29.17,51.25,63.25,23.75,101.33,118.83,60.83,25,183.25,98.75,19.75,337,"06",455,"02"
"2014","02020",8,"Castilla - La Mancha",2,"Albacete","Carcelén",48.67,0.08,7.17,11.08,2.42,12.75,15.17,3.92,1,5.58,38,0.17,38,"08",58,"02"
"2014","02021",8,"Castilla - La Mancha",2,"Albacete","Casas de Juan Núñez",168.25,12.92,31.92,29.5,9.67,47.17,37.08,13.42,14,16.08,109.5,15.25,154,"07",185,"02"
"2014","02022",8,"Castilla - La Mancha",2,"Albacete","Casas de Lázaro",32.33,1,4.67,8.33,1.42,7.33,9.58,1,2,4.42,22.67,2.25,28,"08",39,"11"
"2014","02023",8,"Castilla - La Mancha",2,"Albacete","Casas de Ves",68.25,5.08,18.33,11,6,13.08,14.75,8.58,2.08,6.67,41.83,9.08,62,"06",77,"05"
"2014","02024",8,"Castilla - La Mancha",2,"Albacete","Casas-Ibáñez",563.5,28.08,111.08,120,29.67,142.83,131.83,91,103.08,40.5,282.25,46.67,466,"09",637,"01"
"2014","02025",8,"Castilla - La Mancha",2,"Albacete","Caudete",1366.42,71.83,258,245,66.75,375.5,349.33,109.25,224.17,156.5,733.75,142.75,1292,"06",1481,"01"
"2014","02026",8,"Castilla - La Mancha",2,"Albacete","Cenizate",145.5,10.42,23.83,23.58,5.17,35.92,46.58,41.83,9.75,10.58,77.83,5.5,134,"09",153,"12"
"2014","02027",8,"Castilla - La Mancha",2,"Albacete","Corral-Rubio",22.75,1.5,3.92,3.83,0.42,5.67,7.42,2,1.17,1.75,17.08,0.75,19,"02",26,"07"
"2014","02028",8,"Castilla - La Mancha",2,"Albacete","Cotillas",23.08,0.92,1.08,11.5,0.58,2,7,8.5,0.58,6.25,7.17,0.58,18,"01",29,"10"
"2014","02029",8,"Castilla - La Mancha",2,"Albacete","Chinchilla de Monte-Aragón",462.33,27.08,106.17,102.42,20.92,139.25,66.5,32.5,82.67,34.75,278.92,33.5,425,"06",514,"01"
"2014","02030",8,"Castilla - La Mancha",2,"Albacete","Elche de la Sierra",622.25,46,98.42,120.42,31.75,159.25,166.42,35.25,45.08,63.58,428.75,49.58,582,"08",667,"01"
"2014","02031",8,"Castilla - La Mancha",2,"Albacete","Férez",134.17,4.17,22.83,27,3.83,34.25,42.08,15.08,15.58,57.5,40.25,5.75,126,"08",140,"01"
"2014","02032",8,"Castilla - La Mancha",2,"Albacete","Fuensanta",46.42,0.67,12.42,12.5,4.33,6.75,9.75,8.08,4.25,4.25,26.58,3.25,40,"07",51,"03"
"2014","02033",8,"Castilla - La Mancha",2,"Albacete","Fuente-Álamo",355.42,23.92,56.33,67.33,20.17,98.25,89.42,73.83,33.75,25.08,186.67,36.08,293,"09",398,"03"
"2014","02034",8,"Castilla - La Mancha",2,"Albacete","Fuentealbilla",228.17,17.5,37.75,46.67,13.5,55.75,57,48.25,23.58,17.17,128.67,10.5,219,"05",242,"01"
"2014","02035",8,"Castilla - La Mancha",2,"Albacete","Gineta, La",302.17,17.58,55.75,55.08,14.17,94.08,65.5,18.75,50.92,18.75,182.08,31.67,267,"07",327,"12"
"2014","02036",8,"Castilla - La Mancha",2,"Albacete","Golosalvo",12.17,0.08,2.5,1.92,0.33,3,4.33,0.58,2,0,9.25,0.33,9,"08",14,"03"
"2014","02037",8,"Castilla - La Mancha",2,"Albacete","Hellín",4523.92,244.33,824.67,804.5,268.42,1252,1130,739.25,633.75,395.08,2487.58,268.25,4210,"07",4898,"02"
"2014","02038",8,"Castilla - La Mancha",2,"Albacete","Herrera, La",40.83,0.75,3.75,6.08,3.42,11.67,15.17,6.58,2.17,0.08,30.67,1.33,36,"06",48,"03"
"2014","02039",8,"Castilla - La Mancha",2,"Albacete","Higueruela",95.67,3.58,11.25,13.58,5.75,30.67,30.83,12.92,6,4.75,68.92,3.08,90,"05",105,"01"
"2014","02040",8,"Castilla - La Mancha",2,"Albacete","Hoya-Gonzalo",71.17,2.92,13.25,14.75,3,20.25,17,5.92,6.42,9.58,40.5,8.75,64,"06",78,"03"
"2014","02041",8,"Castilla - La Mancha",2,"Albacete","Jorquera",48.67,4,9.92,14.92,0.42,8.17,11.25,5.67,3.75,10.58,26.67,2,40,"09",59,"01"
"2014","02042",8,"Castilla - La Mancha",2,"Albacete","Letur",171.08,6.58,16,52.75,6.58,24.42,64.75,9.5,8.83,15.42,129,8.33,149,"08",184,"12"
"2014","02043",8,"Castilla - La Mancha",2,"Albacete","Lezuza",198.75,18.83,26,43.5,10.17,43.5,56.75,34.17,19,13.25,111.08,21.25,170,"07",229,"04"
"2014","02044",8,"Castilla - La Mancha",2,"Albacete","Liétor",262.58,14.5,32.58,48.75,15.83,68.67,82.25,21.08,12.92,38.42,178.92,11.25,234,"07",283,"01"
"2014","02045",8,"Castilla - La Mancha",2,"Albacete","Madrigueras",558.83,33.58,98.75,100.83,19.42,145.25,161,134.25,85.17,130.17,178.75,30.5,469,"09",624,"03"
"2014","02046",8,"Castilla - La Mancha",2,"Albacete","Mahora",179.33,9.25,23.5,31.08,13.17,55.83,46.5,37.33,20.92,58,48.33,14.75,149,"09",202,"03"
"2014","02047",8,"Castilla - La Mancha",2,"Albacete","Masegoso",4.25,0.08,0.33,1.58,0,1.42,0.83,0.33,0.33,0.42,3.17,0,2,"03",9,"11"
"2014","02048",8,"Castilla - La Mancha",2,"Albacete","Minaya",169.92,9.92,29.92,29.5,16.5,43.5,40.58,31,26.08,57.83,42.75,12.25,131,"08",192,"11"
"2014","02049",8,"Castilla - La Mancha",2,"Albacete","Molinicos",120.25,7.42,15.33,29.75,3.17,22.67,41.92,6.17,8.42,11.67,87.42,6.58,105,"08",136,"03"
"2014","02050",8,"Castilla - La Mancha",2,"Albacete","Montalvos",4,0,0.83,0,0.25,1.25,1.67,0,0,0.33,3.67,0,2,"01",6,"03"
"2014","02051",8,"Castilla - La Mancha",2,"Albacete","Montealegre del Castillo",205.67,10,30.33,30.75,12.83,60.33,61.42,15.83,74,13.08,80.5,22.25,184,"06",223,"08"
"2014","02052",8,"Castilla - La Mancha",2,"Albacete","Motilleja",66.83,2.08,15.83,11.42,2.42,16.58,18.5,11.58,6.58,7.58,36.58,4.5,59,"07",78,"01"
"2014","02053",8,"Castilla - La Mancha",2,"Albacete","Munera",482.25,30.5,74.5,72.67,32,123.17,149.42,100.83,32.67,153.33,162.67,32.75,397,"09",552,"03"
"2014","02054",8,"Castilla - La Mancha",2,"Albacete","Navas de Jorquera",55.25,2,10.67,10.17,2.67,8.17,21.58,8.33,6.92,25.83,9.33,4.83,50,"09",62,"11"
"2014","02055",8,"Castilla - La Mancha",2,"Albacete","Nerpio",180.75,9.67,24.67,41.75,1.42,43,60.25,13.25,8.83,24.67,128.92,5.08,165,"09",195,"12"
"2014","02056",8,"Castilla - La Mancha",2,"Albacete","Ontur",239,14.83,49.25,53.42,8.67,58.67,54.17,49.83,25.58,38.17,113.25,12.17,206,"09",251,"03"
"2014","02057",8,"Castilla - La Mancha",2,"Albacete","Ossa de Montiel",397.83,24.83,69.67,80.42,27.33,96.67,98.92,42.75,45.08,43.5,244.58,21.92,339,"08",444,"02"
"2014","02058",8,"Castilla - La Mancha",2,"Albacete","Paterna del Madera",53,2.83,8.83,12.08,3.17,11.92,14.17,1.42,29.33,6.42,13.5,2.33,46,"08",59,"01"
"2014","02059",8,"Castilla - La Mancha",2,"Albacete","Peñascosa",38.17,2.67,9.5,3.75,0.83,8,13.42,1.25,1.75,1.5,32.08,1.58,29,"09",47,"01"
"2014","02060",8,"Castilla - La Mancha",2,"Albacete","Peñas de San Pedro",146.25,10.08,23.5,40.17,6.08,24.83,41.58,13.67,15.92,14.92,93.5,8.25,125,"09",169,"04"
"2014","02061",8,"Castilla - La Mancha",2,"Albacete","Pétrola",56.25,3.42,8.42,18.67,3,12,10.75,6.58,7.17,5.33,32.92,4.25,47,"10",65,"04"
"2014","02062",8,"Castilla - La Mancha",2,"Albacete","Povedilla",71.58,4.5,13.83,15.83,1.67,15.42,20.33,14.25,8.17,18.83,26.67,3.67,57,"11",86,"03"
"2014","02063",8,"Castilla - La Mancha",2,"Albacete","Pozohondo",228.08,10.92,43.67,42.83,14.83,52.58,63.25,18.83,19.25,19.33,151,19.67,201,"08",248,"01"
"2014","02064",8,"Castilla - La Mancha",2,"Albacete","Pozo-Lorente",50.67,2.33,9.42,16.75,3.33,7.25,11.58,4.08,3.17,3.58,38.5,1.33,44,"09",62,"01"
"2014","02065",8,"Castilla - La Mancha",2,"Albacete","Pozuelo",64.25,2,15.75,8.33,1.83,15.75,20.58,9.92,4.17,7.08,41.08,2,57,"08",71,"04"
"2014","02066",8,"Castilla - La Mancha",2,"Albacete","Recueja, La",35.5,2.42,6.58,9.58,1.5,7.42,8,7.58,0.25,2,23.92,1.75,32,"07",40,"02"
"2014","02067",8,"Castilla - La Mancha",2,"Albacete","Riópar",189.75,8.33,42.17,49.33,5.67,40.83,43.42,43.42,6.83,14.67,118.67,6.17,153,"08",208,"03"
"2014","02068",8,"Castilla - La Mancha",2,"Albacete","Robledo",37.42,3.5,6,7.42,3.08,8.17,9.25,5.75,2.58,4.83,22.17,2.08,34,"11",40,"06"
"2014","02069",8,"Castilla - La Mancha",2,"Albacete","Roda, La",1777.33,122.92,317.25,255.83,106,562.42,412.92,238.25,270.67,84.92,970.25,213.25,1649,"09",1899,"03"
"2014","02070",8,"Castilla - La Mancha",2,"Albacete","Salobre",36.75,2.25,8.17,12.25,2.08,6.33,5.67,9.5,0.42,3.42,22.08,1.33,29,"11",43,"02"
"2014","02071",8,"Castilla - La Mancha",2,"Albacete","San Pedro",168.5,9.83,27.5,43.67,10.08,38.67,38.75,14.5,7.75,30.42,104.92,10.92,139,"09",192,"02"
"2014","02072",8,"Castilla - La Mancha",2,"Albacete","Socovos",362.83,20,70.25,67.33,10.33,81.92,113,58.5,21,33.5,226.58,23.25,335,"09",392,"02"
"2014","02073",8,"Castilla - La Mancha",2,"Albacete","Tarazona de la Mancha",922.58,43.92,159.08,172.33,37.5,268.17,241.58,212.08,98.5,52.83,464.42,94.75,841,"09",997,"04"
"2014","02074",8,"Castilla - La Mancha",2,"Albacete","Tobarra",915.75,47.25,174.58,186,42.58,255.83,209.5,141.42,134.83,94.17,499.5,45.83,849,"09",975,"01"
"2014","02075",8,"Castilla - La Mancha",2,"Albacete","Valdeganga",233.75,13.25,54.83,48,8.33,50.67,58.67,22.25,25.5,61.08,99.58,25.33,203,"07",262,"01"
"2014","02076",8,"Castilla - La Mancha",2,"Albacete","Vianos",47.92,4.75,5.08,9.08,2.17,10.17,16.67,6.92,2.17,2.08,33.42,3.33,43,"11",56,"01"
"2014","02077",8,"Castilla - La Mancha",2,"Albacete","Villa de Ves",9.58,0,1.58,3.83,0.83,0.83,2.5,0.5,0,0.67,8.42,0,7,"07",11,"05"
"2014","02078",8,"Castilla - La Mancha",2,"Albacete","Villalgordo del Júcar",79.17,5.58,15.83,22,4.5,18.75,12.5,17.42,6.08,6.5,43.58,5.58,62,"09",95,"03"
"2014","02079",8,"Castilla - La Mancha",2,"Albacete","Villamalea",394.25,20.08,82.92,69.75,18.33,102.58,100.58,116.83,69.33,26.42,164.25,17.42,358,"08",428,"04"
"2014","02080",8,"Castilla - La Mancha",2,"Albacete","Villapalacios",61.67,6.92,15.5,14.42,3.92,7.75,13.17,13,3.58,5.5,37.42,2.17,51,"10",75,"03"
"2014","02081",8,"Castilla - La Mancha",2,"Albacete","Villarrobledo",3061.58,205.83,613.58,528.83,187.58,883.67,642.08,863.67,304.83,294.83,1401.33,196.92,2442,"09",3418,"01"
"2014","02082",8,"Castilla - La Mancha",2,"Albacete","Villatoya",8.33,0.08,2.25,2.5,0.5,2.08,0.92,1,1.67,0.33,5.33,0,6,"07",13,"01"
"2014","02083",8,"Castilla - La Mancha",2,"Albacete","Villavaliente",25.25,1.17,4.92,4.17,1.08,3.75,10.17,2.25,1.25,1.58,17.25,2.92,19,"12",30,"02"
"2014","02084",8,"Castilla - La Mancha",2,"Albacete","Villaverde de Guadalimar",61.42,1.58,9.67,15.5,3.67,11.25,19.75,9.92,4.17,5,36.67,5.67,55,"12",69,"09"
"2014","02085",8,"Castilla - La Mancha",2,"Albacete","Viveros",31.67,1.33,3.83,4.08,1.25,6.33,14.83,2.25,2.83,2.5,22.5,1.58,25,"08",36,"01"
"2014","02086",8,"Castilla - La Mancha",2,"Albacete","Yeste",426.58,21.17,76.58,120.67,20.25,70.08,117.83,46.75,9.42,182.67,160.42,27.33,382,"09",468,"02"
"2014","02901",8,"Castilla - La Mancha",2,"Albacete","Pozo Cañada",347.33,18.25,63.75,73,14.75,111.25,66.33,52.08,28.75,37.83,201.17,27.5,320,"08",370,"03"
"2014","03001",10,"Comunitat Valenciana",3,"Alicante/Alacant","Adsubia",27.5,0.67,5.42,4.92,0.75,10,5.75,0.17,2.5,2.25,21.33,1.25,22,"10",33,"02"
"2014","03002",10,"Comunitat Valenciana",3,"Alicante/Alacant","Agost",535.17,27.25,130.17,149.92,20.83,114.75,92.25,99.75,87.58,90,209.42,48.42,504,"04",566,"08"
"2014","03003",10,"Comunitat Valenciana",3,"Alicante/Alacant","Agres",53.67,1.25,8.83,18.5,2.75,9.17,13.17,4.83,7.83,6.83,30,4.17,46,"12",62,"08"
"2014","03004",10,"Comunitat Valenciana",3,"Alicante/Alacant","Aigües",62.67,0.83,12.25,19,0.58,16.42,13.58,0.92,2.75,6.17,51.42,1.42,53,"12",67,"06"
"2014","03005",10,"Comunitat Valenciana",3,"Alicante/Alacant","Albatera",1266.92,70.08,235.42,247.58,52.67,343.75,317.42,140.75,317.33,139.58,580.42,88.83,1192,"06",1352,"01"
"2014","03006",10,"Comunitat Valenciana",3,"Alicante/Alacant","Alcalalí",59,2.08,15.67,18,0.42,9.25,13.58,0.42,5.5,17.08,33,3,51,"12",66,"05"
"2014","03007",10,"Comunitat Valenciana",3,"Alicante/Alacant","Alcocer de Planes",18.33,1.58,4.75,3.25,0.58,1.58,6.58,1,4.25,2.75,9.75,0.58,14,"11",23,"02"
"2014","03008",10,"Comunitat Valenciana",3,"Alicante/Alacant","Alcoleja",24.08,0.83,3,11.25,1.17,3.17,4.67,0.58,1.67,2.67,18.17,1,20,"10",28,"03"
"2014","03009",10,"Comunitat Valenciana",3,"Alicante/Alacant","Alcoy/Alcoi",7607.17,250.25,1454.08,1714.5,266.92,1791.5,2129.92,135.08,1842.25,778.58,4312.92,538.33,7274,"12",8015,"01"
