;;;;PARO REGISTRADO POR MUNICIPIOS DESGLOSADO POR SEXO, TRAMOS DE EDAD Y SECTOR DE LA ACTIVIDAD ECONÓMICA;;;;;;;;;;;;;;;
Código mes ;mes;Código de CA;Comunidad Autónoma;Codigo Provincia;Provincia;Codigo Municipio; Municipio;total Paro Registrado;Paro hombre edad < 25;Paro hombre edad 25 -45 ;Paro hombre edad >=45;Paro mujer edad < 25;Paro mujer edad 25 -45 ;Paro mujer edad >=45;Paro Agricultura;Paro Industria;Paro Construcción;Paro Servicios;Paro Sin empleo Anterior
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50057;Brea de Aragón;107;5;22;27;7;27;19;2;49;8;44;4
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50058;Bubierca;4;0;0;2;0;2;0;0;0;1;2;1
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50059;Bujaraloz;31;3;9;4;1;8;6;5;4;4;16;2
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50060;Bulbuente;20;1;3;4;2;4;6;3;4;0;12;1
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50061;Bureta;15;0;5;5;0;2;3;5;5;1;3;1
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50062;Burgo de Ebro, El;181;11;41;38;9;60;22;1;25;19;126;10
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50063;Buste, El;5;1;0;1;0;1;2;1;0;1;3;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50064;Cabañas de Ebro;42;6;6;3;4;11;12;1;14;1;24;2
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50065;Cabolafuente;1;0;0;1;0;0;0;0;0;0;1;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50066;Cadrete;281;11;63;54;11;82;60;3;34;47;181;16
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50067;Calatayud;2139;122;570;366;129;567;385;246;215;303;1230;145
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50068;Calatorao;332;15;94;61;11;102;49;72;61;39;142;18
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50069;Calcena;2;0;2;0;0;0;0;0;0;1;1;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50070;Calmarza;3;0;1;1;0;0;1;0;0;1;2;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50071;Campillo de Aragón;6;0;4;0;0;2;0;1;1;2;2;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50072;Carenas;4;1;0;1;0;1;1;1;0;1;2;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50073;Cariñena;256;17;77;49;11;57;45;39;57;31;115;14
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50074;Caspe;1104;95;235;175;77;287;235;297;131;86;512;78
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50075;Castejón de Alarba;0;0;0;0;0;0;0;0;0;0;0;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50076;Castejón de las Armas;4;0;1;2;0;1;0;0;1;0;3;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50077;Castejón de Valdejasa;13;1;2;4;2;2;2;5;1;1;4;2
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50078;Castiliscar;11;0;3;2;0;5;1;2;1;0;8;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50079;Cervera de la Cañada;18;0;4;4;2;6;2;1;2;2;11;2
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50080;Cerveruela;0;0;0;0;0;0;0;0;0;0;0;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50081;Cetina;41;2;10;9;2;8;10;3;4;4;29;1
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50082;Cimballa;3;0;2;1;0;0;0;0;1;2;0;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50083;Cinco Olivas;10;0;4;2;0;1;3;1;2;1;5;1
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50084;Clarés de Ribota;1;0;0;0;0;1;0;0;0;0;1;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50085;Codo;5;0;1;1;0;1;2;0;0;1;3;1
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50086;Codos;9;1;2;4;0;2;0;2;0;1;5;1
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50087;Contamina;1;0;1;0;0;0;0;0;0;0;1;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50088;Cosuenda;18;0;8;2;0;4;4;2;7;1;8;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50089;Cuarte de Huerva;890;30;237;121;22;362;118;6;131;112;602;39
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50090;Cubel;4;0;2;1;0;1;0;0;0;3;1;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50091;Cuerlas, Las;1;0;0;0;0;1;0;0;0;0;1;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50092;Chiprana;41;1;8;6;1;16;9;15;3;2;20;1
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50093;Chodes;7;0;3;3;0;1;0;2;0;1;4;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50094;Daroca;150;16;35;28;11;34;26;6;21;16;90;17
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50095;Ejea de los Caballeros;1886;103;479;345;95;509;355;266;302;304;876;138
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50096;Embid de Ariza;1;0;0;0;0;0;1;0;0;0;1;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50098;Encinacorba;11;1;1;4;0;2;3;3;2;0;5;1
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50099;Épila;540;42;135;96;49;132;86;90;95;46;247;62
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50100;Erla;14;1;5;2;0;2;4;1;2;1;10;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50101;Escatrón;127;14;27;30;8;25;23;20;12;22;68;5
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50102;Fabara;79;1;19;14;1;25;19;13;6;7;51;2
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50104;Farlete;16;2;6;2;0;4;2;2;1;3;10;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50105;Fayón;28;3;7;12;0;3;3;1;6;6;15;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50106;Fayos, Los;4;0;1;2;1;0;0;0;1;0;2;1
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50107;Figueruelas;109;6;21;18;5;33;26;2;21;11;64;11
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50108;Fombuena;0;0;0;0;0;0;0;0;0;0;0;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50109;Frago, El;4;1;0;1;0;0;2;0;0;1;2;1
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50110;Frasno, El;19;1;1;5;1;7;4;3;0;3;10;3
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50111;Fréscano;14;1;3;4;0;2;4;1;4;3;6;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50113;Fuendejalón;53;3;14;10;2;17;7;9;11;6;26;1
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50114;Fuendetodos;4;0;0;3;0;0;1;1;0;1;2;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50115;Fuentes de Ebro;375;24;93;98;16;93;51;26;97;60;169;23
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50116;Fuentes de Jiloca;14;1;4;2;1;3;3;1;2;3;7;1
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50117;Gallocanta;3;1;1;0;1;0;0;0;0;1;2;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50118;Gallur;329;20;77;66;23;82;61;19;81;54;144;31
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50119;Gelsa;77;4;14;25;3;14;17;7;23;9;30;8
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50120;Godojos;3;0;0;1;1;1;0;1;0;0;2;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50121;Gotor;28;3;8;6;1;6;4;2;14;5;5;2
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50122;Grisel;4;1;1;0;0;1;1;0;0;0;4;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50123;Grisén;75;11;18;9;4;15;18;8;12;6;41;8
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50124;Herrera de los Navarros;19;0;5;3;1;7;3;1;2;3;13;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50125;Ibdes;56;5;13;20;3;8;7;1;8;13;26;8
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50126;Illueca;311;20;58;70;11;62;90;10;136;22;126;17
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50128;Isuerre;2;0;1;0;0;1;0;0;1;0;1;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50129;Jaraba;24;2;9;3;1;4;5;2;4;0;17;1
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50130;Jarque;51;2;16;13;1;10;9;4;15;7;22;3
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50131;Jaulín;18;1;5;6;1;4;1;0;3;5;9;1
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50132;Joyosa, La;103;8;24;12;8;34;17;2;14;9;72;6
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50133;Lagata;5;2;0;2;0;0;1;1;0;1;2;1
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50134;Langa del Castillo;2;0;0;1;0;1;0;0;1;1;0;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50135;Layana;2;0;0;0;0;1;1;0;0;0;2;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50136;Lécera;31;3;6;9;0;7;6;4;4;5;16;2
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50137;Leciñena;38;7;7;7;3;10;4;2;10;3;21;2
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50138;Lechón;1;0;0;1;0;0;0;0;0;0;1;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50139;Letux;13;1;2;6;1;1;2;0;1;3;7;2
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50140;Litago;15;1;2;8;0;1;3;0;5;3;7;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50141;Lituénigo;8;0;2;1;1;2;2;0;1;0;7;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50142;Lobera de Onsella;1;0;0;1;0;0;0;0;1;0;0;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50143;Longares;49;3;10;15;2;11;8;8;14;3;23;1
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50144;Longás;1;0;0;1;0;0;0;0;0;1;0;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50146;Lucena de Jalón;17;1;3;6;1;3;3;3;2;1;9;2
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50147;Luceni;90;6;25;16;4;22;17;3;15;12;52;8
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50148;Luesia;12;1;5;2;1;1;2;2;1;0;9;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50149;Luesma;1;0;1;0;0;0;0;0;0;0;1;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50150;Lumpiaque;88;7;21;15;9;23;13;15;5;5;54;9
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50151;Luna;45;2;10;16;2;8;7;4;6;9;21;5
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50152;Maella;151;11;42;25;6;41;26;26;15;19;83;8
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50153;Magallón;73;6;21;13;3;25;5;11;18;9;32;3
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50154;Mainar;8;0;2;2;0;2;2;1;2;0;4;1
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50155;Malanquilla;1;0;0;1;0;0;0;0;0;0;1;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50156;Maleján;29;6;6;4;3;8;2;3;8;6;6;6
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50157;Malón;54;2;13;17;1;13;8;6;13;12;21;2
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50159;Maluenda;79;5;23;16;3;25;7;18;13;7;37;4
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50160;Mallén;281;15;76;55;13;70;52;27;84;26;133;11
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50161;Manchones;5;1;1;1;0;0;2;0;0;0;4;1
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50162;Mara;11;0;4;2;2;2;1;1;1;3;5;1
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50163;María de Huerva;444;23;99;81;14;167;60;6;74;48;291;25
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50164;Mediana de Aragón;36;2;5;5;2;12;10;0;8;6;20;2
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50165;Mequinenza;155;6;31;40;9;31;38;11;47;19;75;3
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50166;Mesones de Isuela;15;0;2;3;0;4;6;0;6;2;7;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50167;Mezalocha;12;1;2;6;1;2;0;0;4;1;6;1
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50168;Mianos;2;0;1;1;0;0;0;0;0;2;0;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50169;Miedes de Aragón;14;2;2;3;1;3;3;1;3;2;8;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50170;Monegrillo;17;1;5;4;0;3;4;4;1;4;7;1
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50171;Moneva;1;1;0;0;0;0;0;0;0;0;1;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50172;Monreal de Ariza;10;1;2;3;1;2;1;3;1;1;4;1
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50173;Monterde;6;0;2;2;0;1;1;2;0;2;2;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50174;Montón;4;0;1;2;0;1;0;1;1;0;2;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50175;Morata de Jalón;104;8;27;24;7;25;13;5;19;17;50;13
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50176;Morata de Jiloca;19;3;4;5;2;3;2;4;0;0;13;2
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50177;Morés;21;3;5;5;1;3;4;2;7;4;7;1
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50178;Moros;29;0;3;9;1;7;9;3;3;3;20;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50179;Moyuela;5;1;0;1;0;2;1;0;2;0;3;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50180;Mozota;8;1;2;4;0;0;1;1;0;1;5;1
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50181;Muel;100;4;33;27;4;20;12;7;30;15;43;5
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50182;Muela, La;376;18;109;55;13;125;56;9;56;47;248;16
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50183;Munébrega;17;0;1;4;3;5;4;1;7;1;6;2
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50184;Murero;8;1;0;5;0;1;1;3;3;1;1;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50185;Murillo de Gállego;0;0;0;0;0;0;0;0;0;0;0;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50186;Navardún;2;0;0;2;0;0;0;0;0;0;2;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50187;Nigüella;3;0;1;2;0;0;0;0;0;3;0;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50188;Nombrevilla;0;0;0;0;0;0;0;0;0;0;0;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50189;Nonaspe;88;6;23;23;3;22;11;12;27;13;33;3
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50190;Novallas;103;8;23;21;3;23;25;5;26;16;54;2
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50191;Novillas;40;3;8;12;2;7;8;7;10;4;18;1
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50192;Nuévalos;32;0;13;3;0;14;2;2;1;6;22;1
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50193;Nuez de Ebro;65;3;12;11;3;17;19;4;12;7;39;3
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50194;Olvés;4;0;2;0;1;1;0;3;0;0;1;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50195;Orcajo;5;1;1;2;0;0;1;0;0;0;5;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50196;Orera;3;0;0;1;0;0;2;0;0;1;2;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50197;Orés;3;0;1;0;0;1;1;0;1;0;2;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50198;Oseja;2;1;1;0;0;0;0;0;0;0;2;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50199;Osera de Ebro;35;7;9;6;0;5;8;2;2;5;26;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50200;Paniza;36;2;7;12;0;10;5;4;12;2;14;4
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50201;Paracuellos de Jiloca;46;2;12;14;2;10;6;3;3;11;26;3
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50202;Paracuellos de la Ribera;7;1;1;3;0;1;1;5;1;0;0;1
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50203;Pastriz;106;6;19;18;6;34;23;1;14;9;77;5
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50204;Pedrola;348;27;89;53;21;97;61;6;56;41;217;28
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50205;Pedrosas, Las;9;0;1;2;0;3;3;0;2;0;7;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50206;Perdiguera;38;1;12;2;1;16;6;3;5;4;25;1
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50207;Piedratajada;4;0;1;2;0;0;1;0;2;0;1;1
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50208;Pina de Ebro;257;25;55;43;13;68;53;11;65;23;136;22
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50209;Pinseque;319;11;84;46;16;111;51;4;43;41;219;12
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50210;Pintanos, Los;0;0;0;0;0;0;0;0;0;0;0;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50211;Plasencia de Jalón;39;4;11;5;1;6;12;3;8;3;21;4
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50212;Pleitas;1;0;1;0;0;0;0;0;0;0;1;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50213;Plenas;5;0;0;1;0;1;3;0;4;0;1;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50214;Pomer;2;0;0;2;0;0;0;0;0;1;1;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50215;Pozuel de Ariza;0;0;0;0;0;0;0;0;0;0;0;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50216;Pozuelo de Aragón;12;2;2;1;1;5;1;1;5;1;5;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50217;Pradilla de Ebro;27;5;7;6;1;4;4;6;6;1;9;5
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50218;Puebla de Albortón;5;0;1;0;0;1;3;0;1;0;3;1
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50219;Puebla de Alfindén, La;551;25;132;74;22;213;85;7;102;49;377;16
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50220;Puendeluna;1;0;0;0;0;0;1;0;0;0;1;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50221;Purujosa;1;0;0;1;0;0;0;0;0;1;0;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50222;Quinto;185;10;31;37;15;50;42;24;37;23;84;17
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50223;Remolinos;78;8;15;10;6;24;15;6;20;4;41;7
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50224;Retascón;2;1;0;1;0;0;0;0;0;0;2;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50225;Ricla;363;21;100;68;24;106;44;135;33;18;170;7
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50227;Romanos;2;0;1;1;0;0;0;2;0;0;0;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50228;Rueda de Jalón;19;3;4;1;2;5;4;3;2;0;12;2
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50229;Ruesca;1;0;0;0;0;1;0;0;0;0;1;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50230;Sádaba;127;13;25;33;8;22;26;9;19;21;72;6
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50231;Salillas de Jalón;12;1;2;2;0;2;5;2;1;0;8;1
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50232;Salvatierra de Esca;19;1;3;4;1;5;5;1;1;4;10;3
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50233;Samper del Salz;1;0;0;1;0;0;0;0;0;0;1;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50234;San Martín de la Virgen de Moncayo;19;1;6;6;0;3;3;3;2;5;9;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50235;San Mateo de Gállego;267;13;70;52;7;84;41;10;61;32;156;8
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50236;Santa Cruz de Grío;9;1;1;1;1;3;2;3;0;1;5;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50237;Santa Cruz de Moncayo;3;0;1;1;0;1;0;0;0;1;2;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50238;Santa Eulalia de Gállego;2;0;1;0;0;1;0;1;0;0;1;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50239;Santed;0;0;0;0;0;0;0;0;0;0;0;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50240;Sástago;68;3;19;18;1;14;13;8;20;10;27;3
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50241;Sabiñán;59;5;18;12;2;3;19;10;20;7;17;5
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50242;Sediles;8;0;2;1;0;1;4;0;4;0;4;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50243;Sestrica;26;1;6;3;4;4;8;2;8;0;15;1
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50244;Sierra de Luna;9;1;0;1;0;4;3;1;3;0;4;1
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50245;Sigüés;2;0;0;1;0;1;0;0;0;0;2;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50246;Sisamón;3;0;0;1;0;0;2;0;1;1;1;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50247;Sobradiel;87;9;19;15;1;26;17;0;11;15;50;11
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50248;Sos del Rey Católico;25;1;4;7;2;7;4;0;3;4;18;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50249;Tabuenca;17;1;2;7;0;3;4;4;6;1;3;3
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50250;Talamantes;1;0;0;0;0;0;1;0;0;0;1;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50251;Tarazona;1201;48;254;186;56;329;328;55;314;118;654;60
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50252;Tauste;560;31;119;95;45;163;107;98;146;44;207;65
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50253;Terrer;51;1;19;13;2;11;5;6;6;15;20;4
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50254;Tierga;9;1;1;2;0;0;5;0;4;0;4;1
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50255;Tobed;10;1;3;2;0;3;1;1;1;2;6;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50256;Torralba de los Frailes;0;0;0;0;0;0;0;0;0;0;0;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50257;Torralba de Ribota;12;0;1;5;0;3;3;1;3;2;6;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50258;Torralbilla;1;0;1;0;0;0;0;0;0;0;1;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50259;Torrehermosa;0;0;0;0;0;0;0;0;0;0;0;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50260;Torrelapaja;0;0;0;0;0;0;0;0;0;0;0;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50261;Torrellas;12;0;4;3;0;1;4;0;3;1;8;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50262;Torres de Berrellén;137;9;32;21;9;45;21;6;22;10;80;19
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50263;Torrijo de la Cañada;12;0;2;5;0;2;3;1;1;1;9;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50264;Tosos;9;0;3;2;0;3;1;0;0;4;5;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50265;Trasmoz;4;0;2;1;0;0;1;1;0;1;2;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50266;Trasobares;2;0;0;1;0;0;1;0;1;0;1;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50267;Uncastillo;35;1;7;7;0;11;9;1;4;7;23;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50268;Undués de Lerda;7;0;1;1;1;3;1;1;0;1;5;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50269;Urrea de Jalón;36;3;9;4;1;9;10;0;8;3;23;2
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50270;Urriés;1;0;0;1;0;0;0;0;0;0;1;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50271;Used;6;1;1;1;1;1;1;0;0;2;4;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50272;Utebo;1736;105;425;252;81;575;298;42;293;196;1082;123
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50273;Valdehorna;0;0;0;0;0;0;0;0;0;0;0;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50274;Val de San Martín;0;0;0;0;0;0;0;0;0;0;0;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50275;Valmadrid;9;0;2;3;0;2;2;0;0;2;5;2
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50276;Valpalmas;4;1;0;1;2;0;0;0;0;0;3;1
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50277;Valtorres;9;1;1;4;0;2;1;2;1;0;6;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50278;Velilla de Ebro;22;0;10;4;2;4;2;2;4;3;12;1
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50279;Velilla de Jiloca;8;0;1;6;0;0;1;0;0;2;6;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50280;Vera de Moncayo;30;2;9;6;1;6;6;1;6;3;18;2
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50281;Vierlas;4;0;2;0;1;1;0;1;1;0;1;1
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50282;Vilueña, La;9;0;4;0;2;3;0;2;1;0;6;0
201302;Febrero de 2013;2;Aragón;50;Zaragoza;50283;Villadoz;6;0;1;1;0;2;2;1;1;1;3;0
